EO1   0.0   0.0   37.6   25.3   0.735   0.10   0.0   0.0
WO2   0.0   0.0   41.0   23.4   0.72   0.10   0.0   0.0

Col. 0 - name **UNUSED**
Col. 1 - Semi-major axis (kpc) **UNUSED**
Col. 2 - Semi-minor axis (kpc) **UNUSED**
Col. 3 - Effective radius [sqrt(a*b)] [kpc]
Col. 4 - Radius from center [kpc]
Col. 5 - Target normalized cavity central SB
Col. 6 - Error on Col. 5
Col. 7 - Normalized cavity SB in annulus around center **UNUSED**
Col. 8 - Error on Col. 7
