 #cav reff R   maxy z   zmin zmax
 #-   kpc  kpc -    kpc kpc  kpc
 EO1   37.6  25.3  0.288413473  55.2610479  45.5876732  68.1872494
 WO2   41.  23.4  0.24813759  57.2725953  48.1227731  69.1971804
