 #cav reff R   maxy z   zmin zmax
 #-   kpc  kpc -    kpc kpc  kpc
 A     25.963  25.9391  0.439992582  0.170054614  0.170054614  0.170054614
 B     30.  25.9391  0.381244325  15.9219974  15.9219974  15.9219974
 C     40.  25.9391  0.26773467  31.1757317  31.1757317  31.1757317
 D     50.  25.9391  0.190342699  42.9771767  42.9771767  42.9771767
