ABELL_1758        2213     0.919     1.188     0.730
ABELL_2537        4962     0.929     1.090     0.796
CL_J1213+025      4934     0.887     1.821     0.296
IRAS_09104+4       509     0.782     1.409     0.338
MACS_J0025.4      3251     0.949     1.159     0.779
MS_0302.7+16       525     0.795     1.250     0.566
RX_J0340-454      6954     0.886     1.202     0.681
RX_J1053+573      4936     0.719     3.250     0.220
