# Model: wabs(mekal) for r2500-50 spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF    lo    hi  N/NBF     lo     hi       z     Cr   Junk  chisq    dof
ABELL_0478                  6102   0.75   0.05 30.90  0.00  0.00  6.15  5.97  6.33  0.42  0.37  0.47   5.79e-02   5.71e-02   5.87e-02  0.84  0.81  0.88  1.012  0.994  1.031  0.0883  5.344      0   1.34    394
ABELL_0478                  6102    1.0   0.05 30.90  0.00  0.00  6.19  6.01  6.38  0.43  0.39  0.49   5.78e-02   5.70e-02   5.86e-02  0.85  0.81  0.89  1.011  0.993  1.030  0.0883  5.351      0   1.22    395
ABELL_0478                  6102    2.0   0.05 30.90  0.00  0.00  6.66  6.45  6.88  0.35  0.30  0.40   5.86e-02   5.79e-02   5.93e-02  0.91  0.87  0.96  1.025  1.007  1.043  0.0883  5.357      0   0.99    391
ABELL_0478                  6102    3.0   0.05 30.90  0.00  0.00  6.72  6.52  6.94  0.44  0.38  0.49   5.79e-02   5.72e-02   5.86e-02  0.92  0.88  0.97  1.012  0.994  1.030  0.0883  5.392      0   1.12    396
ABELL_0514                  3578    0.5    0.4  3.14  0.00  0.00  1.22  1.15  1.29  0.02  0.02  0.03   7.25e-03   6.88e-03   7.66e-03  0.34  0.31  0.36  1.636  1.536  1.746  0.0720  0.447      0   3.51    338
ABELL_0514                  3578   0.75    0.4  3.14  0.00  0.00  0.88  0.85  0.90  0.04  0.03  0.04   8.64e-03   8.27e-03   9.02e-03  0.24  0.23  0.26  1.951  1.844  2.062  0.0720  0.438      0   2.99    329
ABELL_0514                  3578    1.0    0.4  3.14  0.00  0.00  1.20  1.17  1.24  0.09  0.08  0.10   6.48e-03   6.25e-03   6.73e-03  0.33  0.32  0.35  1.463  1.390  1.540  0.0720  0.461      0   2.25    325
ABELL_0514                  3578    2.0    0.4  3.14  0.00  0.00  2.77  2.65  2.89  0.40  0.33  0.48   4.11e-03   3.95e-03   4.28e-03  0.77  0.72  0.82  0.928  0.880  0.979  0.0720  0.455      0   0.99    344
ABELL_0514                  3578    0.5    0.3  3.14  0.00  0.00  1.62  1.54  1.71  0.04  0.03  0.06   5.83e-03   5.58e-03   6.08e-03  0.45  0.42  0.48  1.316  1.244  1.389  0.0720  0.440      0   2.84    331
ABELL_0514                  3578   0.75    0.3  3.14  0.00  0.00  1.17  1.12  1.23  0.03  0.02  0.04   7.24e-03   6.93e-03   7.57e-03  0.33  0.30  0.35  1.633  1.545  1.730  0.0720  0.438      0   2.87    331
ABELL_0514                  3578    1.0    0.3  3.14  0.00  0.00  1.46  1.41  1.53  0.10  0.09  0.12   5.71e-03   5.47e-03   5.93e-03  0.41  0.38  0.43  1.289  1.220  1.357  0.0720  0.446      0   2.06    334
ABELL_0514                  3578    2.0    0.3  3.14  0.00  0.00  2.78  2.66  2.91  0.28  0.22  0.35   4.35e-03   4.20e-03   4.52e-03  0.77  0.72  0.83  0.983  0.934  1.034  0.0720  0.455      0   0.82    340
ABELL_0514                  3578    0.5    0.2  3.14  0.00  0.00  2.28  2.18  2.40  0.09  0.06  0.13   5.32e-03   5.09e-03   5.50e-03  0.63  0.59  0.68  1.200  1.135  1.261  0.0720  0.483      0   1.83    350
ABELL_0514                  3578   0.75    0.2  3.14  0.00  0.00  1.88  1.80  1.98  0.04  0.02  0.06   5.82e-03   5.59e-03   6.05e-03  0.52  0.49  0.56  1.314  1.245  1.385  0.0720  0.468      0   2.11    337
ABELL_0514                  3578    1.0    0.2  3.14  0.00  0.00  2.14  2.04  2.25  0.13  0.09  0.17   5.29e-03   5.08e-03   5.51e-03  0.59  0.55  0.64  1.195  1.132  1.261  0.0720  0.480      0   1.66    343
ABELL_0514                  3578    2.0    0.2  3.14  0.00  0.00  2.94  2.81  3.09  0.23  0.17  0.29   4.50e-03   4.33e-03   4.67e-03  0.82  0.76  0.87  1.016  0.964  1.068  0.0720  0.469      0   1.09    347
ABELL_0514                  3578    0.5   0.15  3.14  0.00  0.00  2.54  2.42  2.67  0.16  0.10  0.21   4.80e-03   4.59e-03   5.00e-03  0.71  0.66  0.76  1.084  1.024  1.144  0.0720  0.468      0   1.53    342
ABELL_0514                  3578   0.75   0.15  3.14  0.00  0.00  2.31  2.20  2.43  0.08  0.04  0.11   5.38e-03   5.19e-03   5.58e-03  0.64  0.60  0.69  1.215  1.156  1.277  0.0720  0.482      0   1.50    341
ABELL_0514                  3578    1.0   0.15  3.14  0.00  0.00  2.37  2.26  2.49  0.18  0.14  0.23   4.65e-03   4.45e-03   4.83e-03  0.66  0.61  0.71  1.051  0.993  1.106  0.0720  0.450      0   1.36    341
ABELL_0514                  3578    2.0   0.15  3.14  0.00  0.00  2.97  2.85  3.11  0.30  0.24  0.37   4.52e-03   4.35e-03   4.68e-03  0.83  0.77  0.88  1.019  0.969  1.071  0.0720  0.486      0   0.99    344
ABELL_0514                  3578    0.5    0.1  3.14  0.00  0.00  2.68  2.55  2.81  0.12  0.07  0.16   4.69e-03   4.53e-03   4.87e-03  0.74  0.69  0.80  1.059  1.008  1.114  0.0720  0.454      0   1.39    346
ABELL_0514                  3578   0.75    0.1  3.14  0.00  0.00  2.62  2.50  2.76  0.14  0.09  0.19   4.67e-03   4.48e-03   4.84e-03  0.73  0.68  0.78  1.054  0.999  1.109  0.0720  0.454      0   1.30    344
ABELL_0514                  3578    1.0    0.1  3.14  0.00  0.00  2.82  2.67  2.96  0.28  0.21  0.34   4.45e-03   4.30e-03   4.66e-03  0.78  0.73  0.84  1.005  0.957  1.065  0.0720  0.474      0   1.33    347
ABELL_0514                  3578    2.0    0.1  3.14  0.00  0.00  3.12  2.98  3.28  0.23  0.16  0.30   4.36e-03   4.21e-03   4.53e-03  0.87  0.81  0.93  0.985  0.936  1.036  0.0720  0.460      0   0.95    344
ABELL_0514                  3578    0.5   0.05  3.14  0.00  0.00  3.14  3.00  3.30  0.22  0.16  0.30   4.55e-03   4.38e-03   4.72e-03  0.87  0.81  0.93  1.026  0.975  1.081  0.0720  0.483      0   1.20    356
ABELL_0514                  3578   0.75   0.05  3.14  0.00  0.00  2.85  2.70  2.97  0.16  0.12  0.23   4.46e-03   4.29e-03   4.63e-03  0.79  0.73  0.84  1.006  0.955  1.060  0.0720  0.450      0   1.18    347
ABELL_0514                  3578    1.0   0.05  3.14  0.00  0.00  3.18  3.03  3.35  0.27  0.20  0.35   4.13e-03   3.98e-03   4.28e-03  0.88  0.82  0.95  0.932  0.885  0.980  0.0720  0.447      0   0.90    350
ABELL_0514                  3578    2.0   0.05  3.14  0.00  0.00  3.40  3.24  3.56  0.31  0.23  0.39   4.10e-03   3.96e-03   4.25e-03  0.94  0.88  1.01  0.927  0.880  0.974  0.0720  0.455      0   0.86    347
ABELL_0520                  4215    0.5    0.4  7.84  0.00  0.00  4.07  3.95  4.20  0.60  0.54  0.66   5.78e-03   5.66e-03   5.90e-03  0.44  0.41  0.47  0.871  0.846  0.894  0.2020  0.586      0   7.30    360
ABELL_0520                  4215   0.75    0.4  7.84  0.00  0.00  3.14  0.00  0.00  0.59  0.00  0.00   6.11e-03   0.00e+00   0.00e+00  0.34 -0.00  0.68  0.921 -0.000  1.841  0.2020  0.608      0  10.89    349
ABELL_0520                  4215    1.0    0.4  7.84  0.00  0.00  2.89  0.00  0.00  0.59  0.00  0.00   6.63e-03   0.00e+00   0.00e+00  0.31 -0.00  0.62  0.999 -0.000  1.998  0.2020  0.645      0  10.89    347
ABELL_0520                  4215    2.0    0.4  7.84  0.00  0.00  3.47  3.40  3.55  0.50  0.46  0.55   7.15e-03   7.01e-03   7.28e-03  0.37  0.35  0.40  1.076  1.047  1.104  0.2020  0.646      0   2.28    353
ABELL_0520                  4215    3.0    0.4  7.84  0.00  0.00  4.07  3.96  4.17  0.37  0.33  0.42   6.97e-03   6.85e-03   7.08e-03  0.44  0.41  0.47  1.050  1.022  1.075  0.2020  0.621      0   1.55    357
ABELL_0520                  4215    0.5    0.3  7.84  0.00  0.00  4.70  4.54  4.85  0.45  0.38  0.49   6.26e-03   6.19e-03   6.40e-03  0.51  0.47  0.55  0.943  0.922  0.970  0.2020  0.609      0   5.16    363
ABELL_0520                  4215   0.75    0.3  7.84  0.00  0.00  3.77  3.67  3.88  0.53  0.47  0.59   6.25e-03   6.12e-03   6.38e-03  0.41  0.38  0.44  0.941  0.915  0.967  0.2020  0.613      0   7.79    358
ABELL_0520                  4215    1.0    0.3  7.84  0.00  0.00  3.44  3.36  3.53  0.57  0.49  0.63   6.64e-03   6.51e-03   6.78e-03  0.37  0.34  0.40  1.001  0.972  1.028  0.2020  0.648      0   8.04    360
ABELL_0520                  4215    2.0    0.3  7.84  0.00  0.00  3.98  3.88  4.09  0.40  0.35  0.45   7.20e-03   7.08e-03   7.32e-03  0.43  0.40  0.46  1.084  1.056  1.111  0.2020  0.646      0   2.06    356
ABELL_0520                  4215    3.0    0.3  7.84  0.00  0.00  4.68  4.55  4.82  0.33  0.29  0.37   7.26e-03   7.16e-03   7.37e-03  0.50  0.47  0.54  1.094  1.067  1.120  0.2020  0.656      0   1.38    363
ABELL_0520                  4215    0.5    0.2  7.84  0.00  0.00  5.39  5.22  5.58  0.44  0.38  0.48   6.27e-03   6.18e-03   6.36e-03  0.58  0.54  0.63  0.944  0.921  0.966  0.2020  0.607      0   2.96    376
ABELL_0520                  4215   0.75    0.2  7.84  0.00  0.00  4.60  4.47  4.76  0.44  0.38  0.48   6.68e-03   6.58e-03   6.80e-03  0.50  0.46  0.53  1.006  0.981  1.032  0.2020  0.642      0   5.09    363
ABELL_0520                  4215    1.0    0.2  7.84  0.00  0.00  4.15  4.01  4.27  0.47  0.42  0.54   6.74e-03   6.58e-03   6.86e-03  0.45  0.41  0.48  1.015  0.984  1.041  0.2020  0.643      0   5.14    358
ABELL_0520                  4215    2.0    0.2  7.84  0.00  0.00  4.55  4.49  4.70  0.34  0.30  0.40   7.08e-03   6.95e-03   7.17e-03  0.49  0.46  0.53  1.067  1.038  1.090  0.2020  0.640      0   1.74    359
ABELL_0520                  4215    3.0    0.2  7.84  0.00  0.00  5.13  4.98  5.29  0.34  0.30  0.39   7.06e-03   6.96e-03   7.17e-03  0.55  0.51  0.60  1.064  1.037  1.089  0.2020  0.652      0   1.41    367
ABELL_0520                  4215    0.5   0.15  7.84  0.00  0.00  5.85  5.65  6.06  0.36  0.30  0.41   6.83e-03   6.74e-03   6.93e-03  0.63  0.58  0.68  1.029  1.004  1.053  0.2020  0.653      0   2.75    376
ABELL_0520                  4215   0.75   0.15  7.84  0.00  0.00  4.88  4.74  5.07  0.46  0.38  0.50   6.39e-03   6.31e-03   6.53e-03  0.53  0.49  0.57  0.962  0.940  0.990  0.2020  0.618      0   3.64    369
ABELL_0520                  4215    1.0   0.15  7.84  0.00  0.00  4.58  4.45  4.73  0.46  0.42  0.52   6.67e-03   6.55e-03   6.78e-03  0.49  0.46  0.53  1.004  0.978  1.029  0.2020  0.638      0   3.79    369
ABELL_0520                  4215    2.0   0.15  7.84  0.00  0.00  5.23  5.07  5.40  0.41  0.36  0.46   6.68e-03   6.59e-03   6.78e-03  0.56  0.52  0.61  1.006  0.982  1.030  0.2020  0.630      0   1.56    369
ABELL_0520                  4215    3.0   0.15  7.84  0.00  0.00  5.59  5.41  5.78  0.37  0.32  0.43   6.83e-03   6.72e-03   6.93e-03  0.60  0.56  0.65  1.028  1.003  1.052  0.2020  0.642      0   1.23    369
ABELL_0520                  4215    0.5    0.1  7.84  0.00  0.00  6.01  5.80  6.23  0.38  0.33  0.44   6.66e-03   6.56e-03   6.76e-03  0.65  0.60  0.70  1.003  0.978  1.026  0.2020  0.638      0   2.03    373
ABELL_0520                  4215   0.75    0.1  7.84  0.00  0.00  5.55  5.36  5.75  0.35  0.30  0.40   7.01e-03   6.91e-03   7.11e-03  0.60  0.55  0.65  1.056  1.031  1.081  0.2020  0.662      0   2.33    374
ABELL_0520                  4215    1.0    0.1  7.84  0.00  0.00  5.42  5.24  5.61  0.33  0.29  0.38   7.07e-03   6.96e-03   7.17e-03  0.58  0.54  0.63  1.064  1.038  1.089  0.2020  0.666      0   2.96    374
ABELL_0520                  4215    2.0    0.1  7.84  0.00  0.00  5.66  5.47  5.85  0.33  0.28  0.38   7.18e-03   7.08e-03   7.28e-03  0.61  0.56  0.66  1.081  1.055  1.105  0.2020  0.669      0   1.29    370
ABELL_0520                  4215    3.0    0.1  7.84  0.00  0.00  5.90  5.71  6.11  0.33  0.28  0.37   7.15e-03   7.05e-03   7.25e-03  0.64  0.59  0.69  1.077  1.052  1.102  0.2020  0.670      0   1.24    375
ABELL_0520                  4215    0.5   0.05  7.84  0.00  0.00  6.45  6.21  6.70  0.37  0.32  0.43   6.51e-03   6.41e-03   6.61e-03  0.69  0.64  0.75  0.980  0.956  1.003  0.2020  0.626      0   1.56    377
ABELL_0520                  4215   0.75   0.05  7.84  0.00  0.00  5.85  5.65  6.05  0.40  0.35  0.46   6.61e-03   6.51e-03   6.71e-03  0.63  0.58  0.68  0.995  0.970  1.019  0.2020  0.633      0   1.74    375
ABELL_0520                  4215    1.0   0.05  7.84  0.00  0.00  6.04  5.83  6.26  0.34  0.28  0.39   6.74e-03   6.64e-03   6.83e-03  0.65  0.60  0.70  1.015  0.990  1.038  0.2020  0.639      0   2.02    372
ABELL_0520                  4215    2.0   0.05  7.84  0.00  0.00  5.95  5.75  6.17  0.32  0.27  0.37   6.82e-03   6.72e-03   6.92e-03  0.64  0.59  0.69  1.027  1.002  1.051  0.2020  0.640      0   1.29    376
ABELL_0520                  4215    3.0   0.05  7.84  0.00  0.00  6.53  6.28  6.79  0.28  0.23  0.34   6.75e-03   6.65e-03   6.85e-03  0.70  0.65  0.76  1.017  0.992  1.040  0.2020  0.635      0   1.21    376
ABELL_0521                   430    0.5    0.4  6.17  0.00  0.00  2.44  2.16  2.72  0.25  0.16  0.36   2.99e-03   2.76e-03   3.26e-03  0.35  0.30  0.40  0.724  0.664  0.793  0.2533  0.356      0   4.22    172
ABELL_0521                   430   0.75    0.4  6.17  0.00  0.00  1.08  1.03  1.13  0.08  0.06  0.09   5.22e-03   4.88e-03   5.58e-03  0.15  0.14  0.17  1.265  1.174  1.358  0.2533  0.393      0   5.33    167
ABELL_0521                   430    1.0    0.4  6.17  0.00  0.00  1.02  0.99  1.06  0.09  0.08  0.10   5.97e-03   5.62e-03   6.35e-03  0.15  0.13  0.16  1.444  1.352  1.546  0.2533  0.438      0   4.29    167
ABELL_0521                   430    2.0    0.4  6.17  0.00  0.00  2.90  2.76  3.04  0.41  0.32  0.50   3.64e-03   3.48e-03   3.82e-03  0.41  0.38  0.45  0.881  0.835  0.931  0.2533  0.446      0   1.14    181
ABELL_0521                   430    3.0    0.4  6.17  0.00  0.00  3.73  3.53  3.93  0.37  0.28  0.47   3.63e-03   3.49e-03   3.78e-03  0.53  0.48  0.58  0.878  0.836  0.923  0.2533  0.455      0   0.96    188
ABELL_0521                   430    0.5    0.3  6.17  0.00  0.00  3.62  3.33  3.95  0.27  0.16  0.39   2.86e-03   2.71e-03   3.03e-03  0.52  0.46  0.58  0.693  0.651  0.739  0.2533  0.364      0   2.84    183
ABELL_0521                   430   0.75    0.3  6.17  0.00  0.00  1.93  1.68  2.23  0.16  0.13  0.25   3.63e-03   3.26e-03   4.00e-03  0.27  0.23  0.32  0.879  0.785  0.971  0.2533  0.383      0   5.07    176
ABELL_0521                   430    1.0    0.3  6.17  0.00  0.00  1.20  1.13  1.27  0.07  0.06  0.08   5.49e-03   5.16e-03   5.85e-03  0.17  0.15  0.19  1.329  1.240  1.424  0.2533  0.423      0   5.45    175
ABELL_0521                   430    2.0    0.3  6.17  0.00  0.00  3.73  3.54  3.95  0.48  0.38  0.59   3.42e-03   3.28e-03   3.55e-03  0.53  0.48  0.59  0.828  0.786  0.868  0.2533  0.448      0   1.26    190
ABELL_0521                   430    3.0    0.3  6.17  0.00  0.00  4.37  4.11  4.66  0.36  0.26  0.47   3.43e-03   3.30e-03   3.56e-03  0.62  0.56  0.69  0.830  0.790  0.869  0.2533  0.438      0   1.01    192
ABELL_0521                   430    0.5    0.2  6.17  0.00  0.00  4.59  4.23  5.02  0.35  0.22  0.50   3.05e-03   2.95e-03   3.24e-03  0.65  0.58  0.73  0.740  0.706  0.789  0.2533  0.406      0   1.73    190
ABELL_0521                   430   0.75    0.2  6.17  0.00  0.00  3.73  3.42  4.00  0.39  0.26  0.53   3.10e-03   2.95e-03   3.30e-03  0.53  0.47  0.59  0.750  0.709  0.804  0.2533  0.411      0   2.74    187
ABELL_0521                   430    1.0    0.2  6.17  0.00  0.00  3.25  3.03  3.48  0.31  0.22  0.42   3.44e-03   3.25e-03   3.60e-03  0.46  0.42  0.51  0.832  0.782  0.879  0.2533  0.435      0   3.55    188
ABELL_0521                   430    2.0    0.2  6.17  0.00  0.00  4.14  3.91  4.39  0.46  0.36  0.57   3.49e-03   3.36e-03   3.62e-03  0.59  0.53  0.65  0.846  0.806  0.886  0.2533  0.460      0   1.04    198
ABELL_0521                   430    3.0    0.2  6.17  0.00  0.00  5.17  4.84  5.53  0.41  0.30  0.53   3.35e-03   3.24e-03   3.47e-03  0.73  0.66  0.82  0.812  0.776  0.849  0.2533  0.446      0   1.14    197
ABELL_0521                   430    0.5   0.15  6.17  0.00  0.00  4.76  4.41  5.15  0.30  0.19  0.40   3.08e-03   2.97e-03   3.19e-03  0.68  0.61  0.76  0.746  0.712  0.781  0.2533  0.401      0   1.77    191
ABELL_0521                   430   0.75   0.15  6.17  0.00  0.00  4.38  4.09  4.68  0.41  0.30  0.53   3.16e-03   3.03e-03   3.29e-03  0.62  0.56  0.69  0.765  0.727  0.803  0.2533  0.422      0   2.06    192
ABELL_0521                   430    1.0   0.15  6.17  0.00  0.00  3.59  3.36  3.85  0.29  0.19  0.40   3.56e-03   3.38e-03   3.73e-03  0.51  0.46  0.57  0.861  0.812  0.910  0.2533  0.446      0   2.36    195
ABELL_0521                   430    2.0   0.15  6.17  0.00  0.00  4.87  4.55  5.24  0.36  0.26  0.47   3.33e-03   3.22e-03   3.45e-03  0.69  0.62  0.77  0.806  0.771  0.843  0.2533  0.435      0   1.08    198
ABELL_0521                   430    3.0   0.15  6.17  0.00  0.00  5.11  4.77  5.48  0.30  0.20  0.40   3.62e-03   3.51e-03   3.74e-03  0.73  0.65  0.81  0.877  0.840  0.915  0.2533  0.469      0   1.26    201
ABELL_0521                   430    0.5    0.1  6.17  0.00  0.00  5.61  5.19  6.09  0.29  0.18  0.41   3.28e-03   3.17e-03   3.39e-03  0.80  0.71  0.89  0.794  0.759  0.829  0.2533  0.428      0   1.19    195
ABELL_0521                   430   0.75    0.1  6.17  0.00  0.00  4.79  4.46  5.15  0.36  0.24  0.48   3.28e-03   3.16e-03   3.42e-03  0.68  0.61  0.76  0.795  0.758  0.834  0.2533  0.434      0   1.70    196
ABELL_0521                   430    1.0    0.1  6.17  0.00  0.00  4.22  3.94  4.51  0.30  0.20  0.41   3.52e-03   3.38e-03   3.67e-03  0.60  0.54  0.67  0.852  0.810  0.896  0.2533  0.446      0   1.70    195
ABELL_0521                   430    2.0    0.1  6.17  0.00  0.00  4.91  4.60  5.26  0.29  0.19  0.39   3.54e-03   3.42e-03   3.65e-03  0.70  0.63  0.78  0.856  0.819  0.894  0.2533  0.451      0   0.98    194
ABELL_0521                   430    3.0    0.1  6.17  0.00  0.00  6.04  5.63  6.50  0.42  0.30  0.55   3.52e-03   3.41e-03   3.63e-03  0.86  0.77  0.96  0.853  0.815  0.889  0.2533  0.473      0   0.95    206
ABELL_0521                   430    0.5   0.05  6.17  0.00  0.00  6.21  5.79  6.68  0.53  0.40  0.67   3.42e-03   3.31e-03   3.54e-03  0.88  0.79  0.98  0.829  0.792  0.866  0.2533  0.471      0   0.93    208
ABELL_0521                   430   0.75   0.05  6.17  0.00  0.00  5.48  5.12  5.88  0.35  0.24  0.47   3.58e-03   3.47e-03   3.70e-03  0.78  0.70  0.87  0.867  0.830  0.906  0.2533  0.472      0   1.16    200
ABELL_0521                   430    1.0   0.05  6.17  0.00  0.00  5.86  5.47  6.35  0.49  0.37  0.64   3.26e-03   3.14e-03   3.37e-03  0.83  0.75  0.93  0.790  0.753  0.826  0.2533  0.449      0   1.32    201
ABELL_0521                   430    2.0   0.05  6.17  0.00  0.00  5.71  5.30  6.17  0.39  0.27  0.51   3.32e-03   3.21e-03   3.43e-03  0.81  0.73  0.91  0.804  0.769  0.840  0.2533  0.444      0   1.11    200
ABELL_0521                   430    3.0   0.05  6.17  0.00  0.00  6.48  6.01  7.02  0.45  0.32  0.60   3.22e-03   3.11e-03   3.34e-03  0.92  0.82  1.03  0.780  0.745  0.816  0.2533  0.440      0   1.03    206
ABELL_0586                   530    0.5    0.4  4.71  0.00  0.00  3.12  2.88  3.35  0.64  0.47  0.80   6.02e-03   5.64e-03   6.48e-03  0.48  0.43  0.54  0.813  0.754  0.883  0.1710  0.736      0   5.15    163
ABELL_0586                   530   0.75    0.4  4.71  0.00  0.00  0.88  0.83  0.92  0.07  0.06  0.08   1.44e-02   1.34e-02   1.58e-02  0.14  0.12  0.15  1.949  1.790  2.144  0.1710  0.731      0   6.30    146
ABELL_0586                   530    1.0    0.4  4.71  0.00  0.00  1.01  0.98  1.05  0.11  0.09  0.12   1.24e-02   1.17e-02   1.33e-02  0.16  0.14  0.17  1.680  1.561  1.812  0.1710  0.752      0   4.74    148
ABELL_0586                   530    2.0    0.4  4.71  0.00  0.00  3.23  3.06  3.38  0.64  0.52  0.77   7.46e-03   7.10e-03   7.84e-03  0.50  0.45  0.55  1.008  0.946  1.072  0.1710  0.825      0   1.19    174
ABELL_0586                   530    3.0    0.4  4.71  0.00  0.00  4.44  4.17  4.73  0.47  0.35  0.60   7.47e-03   7.17e-03   7.79e-03  0.69  0.62  0.76  1.010  0.953  1.067  0.1710  0.815      0   1.06    180
ABELL_0586                   530    0.5    0.3  4.71  0.00  0.00  3.61  3.36  3.89  0.53  0.40  0.69   6.36e-03   6.00e-03   6.73e-03  0.56  0.50  0.62  0.859  0.801  0.919  0.1710  0.734      0   3.46    169
ABELL_0586                   530   0.75    0.3  4.71  0.00  0.00  2.77  2.55  3.00  0.40  0.29  0.54   7.16e-03   6.67e-03   7.69e-03  0.43  0.38  0.48  0.968  0.892  1.048  0.1710  0.784      0   5.65    163
ABELL_0586                   530    1.0    0.3  4.71  0.00  0.00  2.90  2.71  3.16  0.59  0.45  0.77   6.97e-03   6.45e-03   7.46e-03  0.45  0.40  0.50  0.942  0.863  1.017  0.1710  0.819      0   5.10    168
ABELL_0586                   530    2.0    0.3  4.71  0.00  0.00  3.44  3.26  3.63  0.75  0.60  0.91   6.55e-03   6.20e-03   6.91e-03  0.53  0.48  0.59  0.885  0.827  0.944  0.1710  0.756      0   1.08    167
ABELL_0586                   530    3.0    0.3  4.71  0.00  0.00  4.26  4.01  4.53  0.61  0.47  0.77   6.67e-03   6.36e-03   6.99e-03  0.66  0.60  0.73  0.901  0.848  0.956  0.1710  0.756      0   1.22    174
ABELL_0586                   530    0.5    0.2  4.71  0.00  0.00  3.89  3.64  4.17  0.51  0.38  0.67   6.87e-03   6.51e-03   7.21e-03  0.60  0.54  0.67  0.929  0.869  0.987  0.1710  0.766      0   2.10    172
ABELL_0586                   530   0.75    0.2  4.71  0.00  0.00  3.62  3.38  3.88  0.50  0.37  0.65   6.71e-03   6.35e-03   7.08e-03  0.56  0.50  0.62  0.907  0.847  0.967  0.1710  0.761      0   3.34    170
ABELL_0586                   530    1.0    0.2  4.71  0.00  0.00  3.37  3.16  3.62  0.44  0.32  0.58   7.20e-03   6.78e-03   7.59e-03  0.52  0.47  0.58  0.973  0.906  1.037  0.1710  0.784      0   3.15    171
ABELL_0586                   530    2.0    0.2  4.71  0.00  0.00  4.47  4.21  4.76  0.84  0.67  1.02   6.29e-03   5.99e-03   6.59e-03  0.69  0.63  0.77  0.849  0.798  0.901  0.1710  0.757      0   0.94    174
ABELL_0586                   530    3.0    0.2  4.71  0.00  0.00  5.10  4.78  5.45  0.79  0.62  0.98   6.31e-03   6.02e-03   6.60e-03  0.79  0.71  0.87  0.853  0.802  0.904  0.1710  0.756      0   1.05    178
ABELL_0586                   530    0.5   0.15  4.71  0.00  0.00  4.68  4.36  5.03  0.59  0.44  0.75   6.61e-03   6.31e-03   6.92e-03  0.72  0.65  0.81  0.893  0.840  0.947  0.1710  0.763      0   1.58    179
ABELL_0586                   530   0.75   0.15  4.71  0.00  0.00  3.95  3.68  4.25  0.44  0.31  0.59   6.75e-03   6.39e-03   7.09e-03  0.61  0.55  0.68  0.912  0.852  0.970  0.1710  0.747      0   2.48    172
ABELL_0586                   530    1.0   0.15  4.71  0.00  0.00  3.60  3.37  3.86  0.37  0.26  0.51   7.10e-03   6.72e-03   7.48e-03  0.56  0.50  0.62  0.959  0.896  1.022  0.1710  0.746      0   2.05    171
ABELL_0586                   530    2.0   0.15  4.71  0.00  0.00  4.93  4.62  5.28  0.66  0.50  0.82   6.71e-03   6.43e-03   7.01e-03  0.76  0.69  0.85  0.906  0.855  0.960  0.1710  0.778      0   0.93    184
ABELL_0586                   530    3.0   0.15  4.71  0.00  0.00  5.28  4.95  5.65  0.71  0.55  0.88   6.70e-03   6.41e-03   6.99e-03  0.82  0.74  0.91  0.906  0.854  0.957  0.1710  0.788      0   0.93    185
ABELL_0586                   530    0.5    0.1  4.71  0.00  0.00  5.29  4.93  5.69  0.60  0.45  0.77   6.72e-03   6.42e-03   7.01e-03  0.82  0.74  0.91  0.908  0.855  0.960  0.1710  0.784      0   1.61    185
ABELL_0586                   530   0.75    0.1  4.71  0.00  0.00  4.85  4.52  5.20  0.45  0.31  0.59   7.31e-03   7.00e-03   7.63e-03  0.75  0.68  0.83  0.988  0.932  1.045  0.1710  0.814      0   1.53    185
ABELL_0586                   530    1.0    0.1  4.71  0.00  0.00  4.06  3.80  4.34  0.47  0.34  0.62   6.96e-03   6.60e-03   7.31e-03  0.63  0.57  0.70  0.940  0.880  1.000  0.1710  0.769      0   2.02    174
ABELL_0586                   530    2.0    0.1  4.71  0.00  0.00  4.92  4.61  5.26  0.64  0.49  0.80   7.08e-03   6.78e-03   7.39e-03  0.76  0.69  0.84  0.957  0.903  1.012  0.1710  0.815      0   0.96    183
ABELL_0586                   530    3.0    0.1  4.71  0.00  0.00  5.93  5.50  6.42  0.42  0.29  0.56   7.34e-03   7.07e-03   7.61e-03  0.92  0.82  1.02  0.992  0.939  1.044  0.1710  0.815      0   0.92    189
ABELL_0586                   530    0.5   0.05  4.71  0.00  0.00  5.20  4.86  5.59  0.57  0.42  0.73   6.72e-03   6.43e-03   7.02e-03  0.80  0.73  0.90  0.909  0.856  0.961  0.1710  0.766      0   1.00    179
ABELL_0586                   530   0.75   0.05  4.71  0.00  0.00  4.86  4.55  5.23  0.47  0.33  0.61   7.13e-03   6.83e-03   7.43e-03  0.75  0.68  0.84  0.963  0.909  1.018  0.1710  0.788      0   1.06    182
ABELL_0586                   530    1.0   0.05  4.71  0.00  0.00  4.59  4.31  4.90  0.51  0.37  0.65   7.23e-03   6.92e-03   7.54e-03  0.71  0.64  0.79  0.977  0.921  1.033  0.1710  0.804      0   1.26    182
ABELL_0586                   530    2.0   0.05  4.71  0.00  0.00  5.40  5.02  5.81  0.56  0.41  0.72   6.86e-03   6.57e-03   7.14e-03  0.83  0.75  0.93  0.927  0.875  0.978  0.1710  0.780      0   1.00    185
