           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    3.72600E-02    2.23254E-02    3.79710E-04    1.35133E+01    3.00385E+00    2.93114E-23    6.02849E+00    1.34398E+00    3.61709E+00    8.06389E-01
    3.72600E-02    7.45200E-02    1.66152E-02    5.57877E-04    1.30610E+01    2.93899E+00    2.87956E-23    7.96946E+00    1.81314E+00    4.78168E+00    1.08788E+00
    7.45200E-02    1.11780E-01    1.21233E-02    3.98206E-04    1.26088E+01    2.87413E+00    2.82798E-23    1.07364E+01    2.47260E+00    6.44184E+00    1.48356E+00
    1.11780E-01    1.49040E-01    7.05080E-03    6.93975E-04    1.21565E+01    2.80927E+00    2.77640E-23    1.81289E+01    4.55359E+00    1.08773E+01    2.73216E+00
    1.49040E-01    1.86300E-01    6.18679E-03    4.36840E-04    1.17043E+01    2.74441E+00    2.72483E-23    2.02686E+01    4.96336E+00    1.21612E+01    2.97802E+00
    1.86300E-01    2.23560E-01    4.56883E-03    3.12202E-04    1.12520E+01    2.67954E+00    2.67325E-23    2.68949E+01    6.66318E+00    1.61369E+01    3.99791E+00
    2.23560E-01    2.60820E-01    3.82652E-03    3.73175E-04    1.07998E+01    2.61468E+00    2.62167E-23    3.14280E+01    8.20298E+00    1.88568E+01    4.92179E+00
    2.60820E-01    2.98080E-01    2.34541E-03    6.22125E-04    1.03475E+01    2.54982E+00    2.57009E-23    5.01133E+01    1.81435E+01    3.00680E+01    1.08861E+01
    2.98080E-01    3.35340E-01    2.42057E-03    1.83253E-04    9.89529E+00    2.48496E+00    2.51852E-23    4.73859E+01    1.24288E+01    2.84316E+01    7.45730E+00
    3.35340E-01    3.72600E-01    1.45990E-03    2.36968E-04    9.44304E+00    2.42010E+00    2.46694E-23    7.65445E+01    2.32207E+01    4.59267E+01    1.39324E+01
    3.72600E-01    4.09870E-01    1.37365E-03    2.04609E-04    8.99073E+00    2.35523E+00    2.41535E-23    7.91082E+01    2.38392E+01    4.74649E+01    1.43035E+01
    4.09870E-01    4.47130E-01    1.70712E-03    3.79441E-04    8.53842E+00    2.29036E+00    2.36377E-23    6.17720E+01    2.15192E+01    3.70632E+01    1.29115E+01
    4.47130E-01    4.84390E-01    1.01652E-03    1.36396E-04    8.08618E+00    2.22550E+00    2.31219E-23    1.00435E+02    3.07522E+01    6.02612E+01    1.84513E+01
    4.84390E-01    5.21650E-01    1.25948E-03    1.48690E-04    7.63393E+00    2.16064E+00    2.26061E-23    7.82733E+01    2.40038E+01    4.69640E+01    1.44023E+01
    5.21650E-01    5.58910E-01    9.95681E-04    1.38946E-04    7.41792E+00    2.14821E+00    2.23245E-23    9.74236E+01    3.13184E+01    5.84541E+01    1.87910E+01
    5.58910E-01    5.96170E-01    4.51816E-04    2.08931E-04    7.31219E+00    2.16026E+00    2.21521E-23    2.13282E+02    1.17037E+02    1.27969E+02    7.02220E+01
    5.96170E-01    6.33430E-01    4.49575E-04    2.41239E-04    7.20646E+00    2.17230E+00    2.19797E-23    2.12903E+02    1.31034E+02    1.27742E+02    7.86205E+01
    6.33430E-01    6.70690E-01    4.22268E-04    1.38284E-04    7.10074E+00    2.18435E+00    2.18074E-23    2.25110E+02    1.01143E+02    1.35066E+02    6.06859E+01
    6.70690E-01    7.07950E-01    3.85556E-04    2.53039E-04    6.99501E+00    2.19639E+00    2.16350E-23    2.44809E+02    1.78109E+02    1.46886E+02    1.06865E+02
    7.07950E-01    7.45210E-01    8.41889E-04    3.49833E-04    6.88928E+00    2.20844E+00    2.14626E-23    1.11306E+02    5.84149E+01    6.67838E+01    3.50490E+01
    7.45210E-01    7.82470E-01    3.37260E-04    1.09654E-03    6.78355E+00    2.22048E+00    2.12902E-23    2.75801E+02    9.01250E+02    1.65481E+02    5.40750E+02
