           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    4.33000E-03    2.19383E-03    1.37886E-04    2.82215E+00    1.84224E-01    1.63951E-23    2.29058E+01    2.07567E+00    1.37435E+01    1.24540E+00
    4.33000E-03    8.66000E-03    2.17490E-03    1.80840E-04    2.80520E+00    1.84709E-01    1.63467E-23    2.30345E+01    2.44310E+00    1.38207E+01    1.46586E+00
    8.66000E-03    1.29900E-02    2.13558E-03    2.10159E-04    2.78826E+00    1.85193E-01    1.62982E-23    2.33862E+01    2.77654E+00    1.40317E+01    1.66592E+00
    1.29900E-02    1.73200E-02    2.07852E-03    2.37903E-04    2.77131E+00    1.85677E-01    1.62497E-23    2.39534E+01    3.17684E+00    1.43721E+01    1.90610E+00
    1.73200E-02    2.16500E-02    2.00784E-03    2.50917E-04    2.75436E+00    1.86161E-01    1.62013E-23    2.47187E+01    3.51191E+00    1.48312E+01    2.10715E+00
    2.16500E-02    2.59900E-02    1.92787E-03    2.29774E-04    2.73740E+00    1.86646E-01    1.61528E-23    2.56624E+01    3.52371E+00    1.53974E+01    2.11423E+00
    2.59900E-02    3.03200E-02    1.84267E-03    2.07604E-04    2.72043E+00    1.87131E-01    1.61042E-23    2.67629E+01    3.53281E+00    1.60578E+01    2.11969E+00
    3.03200E-02    3.46500E-02    1.75562E-03    2.24294E-04    2.70349E+00    1.87615E-01    1.60558E-23    2.79992E+01    4.07079E+00    1.67995E+01    2.44247E+00
    3.46500E-02    3.89800E-02    1.66935E-03    2.20473E-04    2.68654E+00    1.88099E-01    1.60073E-23    2.93502E+01    4.38734E+00    1.76101E+01    2.63240E+00
    3.89800E-02    4.33100E-02    1.58572E-03    2.20301E-04    2.66960E+00    1.88583E-01    1.59588E-23    3.07965E+01    4.79982E+00    1.84779E+01    2.87989E+00
    4.33100E-02    4.76400E-02    1.50597E-03    2.41750E-04    2.65265E+00    1.89067E-01    1.59104E-23    3.23197E+01    5.67661E+00    1.93918E+01    3.40597E+00
    4.76400E-02    5.19700E-02    1.43081E-03    2.46387E-04    2.63571E+00    1.89551E-01    1.58619E-23    3.39034E+01    6.32688E+00    2.03420E+01    3.79613E+00
    5.19700E-02    5.63000E-02    1.36057E-03    2.50354E-04    2.61876E+00    1.90035E-01    1.58135E-23    3.55330E+01    7.02839E+00    2.13198E+01    4.21703E+00
    5.63000E-02    6.06300E-02    1.29533E-03    2.42860E-04    2.60182E+00    1.90520E-01    1.57650E-23    3.71951E+01    7.48667E+00    2.23171E+01    4.49200E+00
    6.06300E-02    6.49600E-02    1.23496E-03    2.28755E-04    2.58487E+00    1.91004E-01    1.57165E-23    3.88788E+01    7.75350E+00    2.33273E+01    4.65210E+00
    6.49600E-02    6.92900E-02    1.17925E-03    2.34986E-04    2.56792E+00    1.91488E-01    1.56681E-23    4.05737E+01    8.63257E+00    2.43442E+01    5.17954E+00
    6.92900E-02    7.36300E-02    1.12790E-03    2.48605E-04    2.55096E+00    1.91973E-01    1.56195E-23    4.22715E+01    9.84534E+00    2.53629E+01    5.90720E+00
    7.36300E-02    7.79600E-02    1.08059E-03    2.41672E-04    2.53399E+00    1.92457E-01    1.55710E-23    4.39654E+01    1.03843E+01    2.63792E+01    6.23058E+00
    7.79600E-02    8.22900E-02    1.03700E-03    2.40777E-04    2.51705E+00    1.92942E-01    1.55226E-23    4.56492E+01    1.11618E+01    2.73895E+01    6.69707E+00
    8.22900E-02    8.66200E-02    9.96794E-04    2.49572E-04    2.50010E+00    1.93426E-01    1.54741E-23    4.73185E+01    1.24001E+01    2.83911E+01    7.44004E+00
    8.66200E-02    9.09500E-02    9.59670E-04    2.30736E-04    2.48316E+00    1.93910E-01    1.54256E-23    4.89692E+01    1.23792E+01    2.93815E+01    7.42753E+00
    9.09500E-02    9.52800E-02    9.25336E-04    2.27764E-04    2.46621E+00    1.94394E-01    1.53772E-23    5.05986E+01    1.30774E+01    3.03591E+01    7.84647E+00
