ABELL_0383
Cosmology      70.0000     0.300000     0.700000
Number of MC iterations:    5000
Source FITS files: /Volumes/GALACTUS//2321/reprocessed/2321_sbprof_10pix.fits
        RIN_MPC       ROUT_MPC   N_elec(cm-3)       Sigma_Ne     K(KeV cm2)K_flat(KeV cm2)          K_err              P         P_flat          P_err           Mgas           Merr
        0.28178        0.29661    1.74996E-03    1.58459E-04      369.71990      369.71990       48.69824    9.39550E-03    9.39550E-03    1.39055E-03    5.84296E+12    5.01621E+11
        0.26695        0.28178    1.75888E-03    3.44101E-04      372.00095      372.00095       65.60763    9.53395E-03    9.53395E-03    2.18174E-03    2.50225E+14    2.17845E+13
        0.25212        0.26695    2.23464E-03    2.62700E-04      320.13678      320.13678       45.97373    1.22278E-02    1.22278E-02    2.05705E-03   -1.33855E+14   -1.18122E+13
        0.23729        0.25212    1.93967E-03    2.75471E-04      355.13101      355.13101       54.82094    1.07136E-02    1.07136E-02    2.00532E-03    7.52497E+13    6.72810E+12
        0.22246        0.23729    2.12582E-03    5.19302E-04      337.19727      337.19727       68.91503    1.18512E-02    1.18512E-02    3.24389E-03    8.28147E+13    7.49913E+12
        0.20762        0.22246    1.94679E-03    3.58296E-04      360.86777      360.86777       63.21087    1.09533E-02    1.09533E-02    2.43696E-03    5.91834E+13    5.42564E+12
        0.19279        0.20762    3.22893E-03    2.36940E-04      259.90199      259.90199       35.25372    1.83333E-02    1.83333E-02    2.68133E-03    8.96318E+13    8.31572E+12
        0.17796        0.19279    3.39858E-03    4.28913E-04      253.45646      253.45646       38.82099    1.94715E-02    1.94715E-02    3.49991E-03    6.74819E+13    6.33373E+12
        0.16313        0.17796    3.90014E-03    3.36045E-04      233.30966      233.30966       33.03912    2.25458E-02    2.25458E-02    3.50571E-03    8.68117E+13    8.24023E+12
        0.14830        0.16313    4.45542E-03    3.53337E-04      215.39889      215.39889       30.40083    2.59851E-02    2.59851E-02    3.97613E-03    5.17972E+13    4.97070E+12
        0.13347        0.14830    5.90869E-03    8.08577E-04      180.02170      180.02170       28.92441    3.47651E-02    3.47651E-02    6.61626E-03    4.62985E+13    4.49049E+12
        0.11864        0.13347    5.14433E-03    5.37906E-04      189.96222      189.96222       27.64815    2.91216E-02    2.91216E-02    4.80794E-03    4.19977E+13    3.93498E+12
        0.10381        0.11864    7.36200E-03    4.10886E-04      142.69095      142.69095       18.19654    3.97548E-02    3.97548E-02    5.33262E-03    3.08075E+13    2.75569E+12
        0.08898        0.10381    9.19970E-03    6.87157E-04      117.04978      117.04978       14.73254    4.72781E-02    4.72781E-02    6.50682E-03    2.18653E+13    1.85354E+12
        0.07415        0.08898    9.82956E-03    4.08954E-04      106.30868      106.30868       11.90904    4.79504E-02    4.79504E-02    5.57356E-03    2.44433E+13    1.94550E+12
        0.05932        0.07415    1.46729E-02    7.51187E-04       73.99306       73.99306        7.92154    6.50704E-02    6.50704E-02    7.39558E-03    1.44633E+13    1.07625E+12
        0.04449        0.05932    1.50423E-02    5.28262E-04       64.98588       64.98588        6.22780    5.95675E-02    5.95675E-02    5.91766E-03    9.14226E+12    6.23028E+11
        0.02966        0.04449    2.39611E-02    5.76301E-04       42.17531       42.17531        3.57619    8.39916E-02    8.39916E-02    7.27937E-03    9.14565E+12    5.58433E+11
        0.01483        0.02966    4.55617E-02    5.34432E-04       24.05040       24.05040        1.74106    1.39783E-01    1.39783E-01    1.01928E-02    2.39266E+12    1.26278E+11
        0.00000        0.01483    7.45624E-02    6.14394E-04       14.84975       16.59590        1.13192    1.96149E-01    2.19214E-01    1.49998E-02    1.02580E+12    5.71909E+10
