           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    1.30800E-02    1.08599E-01    5.89801E-04    3.31998E+00    1.11718E-01    2.00180E-23    4.45832E-01    1.51965E-02    2.67499E-01    9.11791E-03
    1.30800E-02    2.61600E-02    8.26889E-02    5.74642E-04    4.32393E+00    2.35155E-01    2.13273E-23    7.15779E-01    3.92439E-02    4.29468E-01    2.35463E-02
    2.61600E-02    3.92300E-02    4.37123E-02    5.88075E-04    5.59761E+00    4.06779E-01    2.25731E-23    1.65612E+00    1.22395E-01    9.93670E-01    7.34371E-02
    3.92300E-02    5.23100E-02    2.87699E-02    5.31668E-04    6.96617E+00    6.27542E-01    2.40122E-23    2.94380E+00    2.70712E-01    1.76628E+00    1.62427E-01
    5.23100E-02    6.53900E-02    2.01149E-02    3.73671E-04    8.19222E+00    8.60494E-01    2.57323E-23    4.62050E+00    4.92859E-01    2.77230E+00    2.95716E-01
    6.53900E-02    7.84700E-02    1.34030E-02    5.98748E-04    8.93284E+00    1.02508E+00    2.61665E-23    7.43576E+00    9.15657E-01    4.46146E+00    5.49394E-01
    7.84700E-02    9.15500E-02    1.23077E-02    3.63223E-04    9.67346E+00    1.18966E+00    2.66007E-23    8.62572E+00    1.09092E+00    5.17543E+00    6.54552E-01
    9.15500E-02    1.04630E-01    1.04517E-02    4.60482E-04    9.57947E+00    1.14173E+00    2.67781E-23    9.99212E+00    1.26968E+00    5.99527E+00    7.61806E-01
    1.04630E-01    1.17700E-01    8.57274E-03    4.45093E-04    9.42957E+00    1.07958E+00    2.69383E-23    1.19203E+01    1.49851E+00    7.15217E+00    8.99107E-01
    1.17700E-01    1.30780E-01    7.41190E-03    3.66645E-04    9.33403E+00    1.04664E+00    2.71229E-23    1.35546E+01    1.66123E+00    8.13278E+00    9.96737E-01
    1.30780E-01    1.43860E-01    6.89241E-03    3.38499E-04    9.45290E+00    1.12893E+00    2.74042E-23    1.46103E+01    1.88664E+00    8.76621E+00    1.13199E+00
    1.43860E-01    1.56940E-01    6.37937E-03    2.99587E-04    9.57176E+00    1.21122E+00    2.76855E-23    1.58214E+01    2.13548E+00    9.49285E+00    1.28129E+00
    1.56940E-01    1.70020E-01    4.99695E-03    4.28459E-04    9.69063E+00    1.29351E+00    2.79668E-23    2.02436E+01    3.21160E+00    1.21461E+01    1.92696E+00
    1.70020E-01    1.83100E-01    4.35269E-03    3.13357E-04    1.00634E+01    1.43823E+00    2.82202E-23    2.39172E+01    3.82735E+00    1.43503E+01    2.29641E+00
    1.83100E-01    1.96170E-01    4.43734E-03    4.76671E-04    1.04578E+01    1.58823E+00    2.84711E-23    2.41655E+01    4.49533E+00    1.44993E+01    2.69720E+00
    1.96170E-01    2.09250E-01    3.54784E-03    2.72970E-04    1.08521E+01    1.73824E+00    2.87220E-23    3.10900E+01    5.52454E+00    1.86540E+01    3.31472E+00
    2.09250E-01    2.22330E-01    3.74525E-03    2.68671E-04    1.12466E+01    1.88830E+00    2.89730E-23    3.02575E+01    5.52446E+00    1.81545E+01    3.31468E+00
    2.22330E-01    2.35410E-01    2.98028E-03    2.35092E-04    1.09972E+01    1.83990E+00    2.82679E-23    3.81079E+01    7.04883E+00    2.28648E+01    4.22930E+00
    2.35410E-01    2.48490E-01    2.72107E-03    4.21951E-04    1.05752E+01    1.73835E+00    2.73066E-23    4.15495E+01    9.38933E+00    2.49297E+01    5.63360E+00
