           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    3.23000E-03    4.71516E-02    1.95554E-04    1.51000E+00    3.00000E-02    1.37069E-23    6.82063E-01    1.38430E-02    4.09238E-01    8.30580E-03
    3.23000E-03    6.47000E-03    2.78887E-02    2.53190E-04    1.51000E+00    3.00000E-02    1.39439E-23    1.13357E+00    2.47612E-02    6.80144E-01    1.48567E-02
    6.47000E-03    9.70000E-03    2.00661E-02    2.08622E-04    1.51000E+00    3.00000E-02    1.41808E-23    1.54916E+00    3.47376E-02    9.29497E-01    2.08425E-02
    9.70000E-03    1.29400E-02    1.35158E-02    2.43019E-04    1.56987E+00    3.44901E-02    1.44177E-23    2.35184E+00    6.67682E-02    1.41110E+00    4.00609E-02
    1.29400E-02    1.61700E-02    1.37748E-02    2.09418E-04    1.65495E+00    4.08710E-02    1.46547E-23    2.39335E+00    6.94086E-02    1.43601E+00    4.16451E-02
    1.61700E-02    1.94100E-02    8.70644E-03    2.55853E-04    1.74002E+00    4.72518E-02    1.48916E-23    3.91793E+00    1.56767E-01    2.35076E+00    9.40600E-02
    1.94100E-02    2.26400E-02    7.83481E-03    2.22268E-04    1.82510E+00    5.36327E-02    1.51286E-23    4.49515E+00    1.83607E-01    2.69709E+00    1.10164E-01
    2.26400E-02    2.58800E-02    8.12809E-03    2.41024E-04    1.90992E+00    5.99942E-02    1.53642E-23    4.46479E+00    1.92868E-01    2.67888E+00    1.15721E-01
    2.58800E-02    2.91100E-02    7.00314E-03    2.29745E-04    1.87403E+00    5.72329E-02    1.49820E-23    5.21430E+00    2.33711E-01    3.12858E+00    1.40226E-01
    2.91100E-02    3.23500E-02    7.10932E-03    2.17596E-04    1.83813E+00    5.44716E-02    1.45999E-23    5.16991E+00    2.20252E-01    3.10195E+00    1.32151E-01
    3.23500E-02    3.55800E-02    5.99233E-03    2.44643E-04    1.80223E+00    5.17104E-02    1.42177E-23    6.17546E+00    3.08156E-01    3.70528E+00    1.84894E-01
    3.55800E-02    3.88200E-02    6.80036E-03    2.23799E-04    1.80140E+00    5.21396E-02    1.40453E-23    5.50592E+00    2.41309E-01    3.30355E+00    1.44785E-01
    3.88200E-02    4.20500E-02    5.38903E-03    2.17226E-04    1.85761E+00    5.77608E-02    1.42142E-23    7.07952E+00    3.60407E-01    4.24771E+00    2.16244E-01
    4.20500E-02    4.52900E-02    5.49975E-03    2.47970E-04    1.91382E+00    6.33820E-02    1.43831E-23    7.06298E+00    3.95129E-01    4.23779E+00    2.37077E-01
    4.52900E-02    4.85200E-02    4.01914E-03    1.85292E-04    1.97003E+00    6.90033E-02    1.45520E-23    9.83331E+00    5.69338E-01    5.89998E+00    3.41603E-01
    4.85200E-02    5.17600E-02    4.34033E-03    2.26011E-04    2.00335E+00    7.21228E-02    1.46576E-23    9.19296E+00    5.81966E-01    5.51578E+00    3.49180E-01
    5.17600E-02    5.49900E-02    3.70442E-03    1.85299E-04    2.03173E+00    7.47030E-02    1.47494E-23    1.08556E+01    6.73923E-01    6.51337E+00    4.04354E-01
    5.49900E-02    5.82300E-02    3.48645E-03    2.29625E-04    2.06011E+00    7.72833E-02    1.48413E-23    1.16230E+01    8.80987E-01    6.97383E+00    5.28592E-01
    5.82300E-02    6.14600E-02    3.44907E-03    1.86110E-04    2.08850E+00    7.98635E-02    1.49331E-23    1.18376E+01    7.82886E-01    7.10257E+00    4.69732E-01
    6.14600E-02    6.47000E-02    2.81055E-03    1.72055E-04    2.07488E+00    8.00001E-02    1.49896E-23    1.43778E+01    1.04020E+00    8.62671E+00    6.24123E-01
    6.47000E-02    6.79300E-02    2.87007E-03    1.79892E-04    2.05891E+00    8.00001E-02    1.50441E-23    1.39207E+01    1.02658E+00    8.35242E+00    6.15951E-01
    6.79300E-02    7.11600E-02    2.68156E-03    1.61934E-04    2.04297E+00    8.00000E-02    1.50986E-23    1.47306E+01    1.06021E+00    8.83838E+00    6.36125E-01
    7.11600E-02    7.44000E-02    2.14164E-03    1.71827E-04    2.02700E+00    7.99999E-02    1.51531E-23    1.82343E+01    1.63039E+00    1.09406E+01    9.78235E-01
    7.44000E-02    7.76300E-02    2.55112E-03    1.87836E-04    2.00967E+00    7.99999E-02    1.50648E-23    1.52655E+01    1.27774E+00    9.15933E+00    7.66644E-01
    7.76300E-02    8.08700E-02    1.92787E-03    1.74430E-04    1.99127E+00    8.00000E-02    1.48651E-23    2.02846E+01    2.00811E+00    1.21708E+01    1.20487E+00
    8.08700E-02    8.41000E-02    2.18947E-03    1.67402E-04    1.97288E+00    8.00000E-02    1.46654E-23    1.79370E+01    1.55236E+00    1.07622E+01    9.31417E-01
    8.41000E-02    8.73400E-02    1.63338E-03    1.52146E-04    1.95448E+00    8.00000E-02    1.44657E-23    2.41483E+01    2.45696E+00    1.44890E+01    1.47417E+00
    8.73400E-02    9.05700E-02    1.85217E-03    1.64512E-04    1.93608E+00    8.00000E-02    1.42660E-23    2.13906E+01    2.09547E+00    1.28344E+01    1.25728E+00
    9.05700E-02    9.38100E-02    1.86719E-03    1.52962E-04    1.93133E+00    8.26674E-02    1.41904E-23    2.12793E+01    1.96683E+00    1.27676E+01    1.18010E+00
    9.38100E-02    9.70400E-02    1.69199E-03    1.59086E-04    1.93333E+00    8.66520E-02    1.41761E-23    2.35307E+01    2.45095E+00    1.41184E+01    1.47057E+00
    9.70400E-02    1.00280E-01    1.73289E-03    1.63544E-04    1.93532E+00    9.06366E-02    1.41617E-23    2.30223E+01    2.42558E+00    1.38134E+01    1.45535E+00
    1.00280E-01    1.03510E-01    1.52310E-03    1.80285E-04    1.93731E+00    9.46213E-02    1.41474E-23    2.62469E+01    3.36087E+00    1.57482E+01    2.01652E+00
    1.03510E-01    1.06750E-01    1.31025E-03    1.38401E-04    1.93930E+00    9.86059E-02    1.41330E-23    3.05731E+01    3.58409E+00    1.83439E+01    2.15046E+00
    1.06750E-01    1.09980E-01    1.33282E-03    1.64305E-04    1.94370E+00    9.99999E-02    1.40424E-23    3.03179E+01    4.04990E+00    1.81907E+01    2.42994E+00
    1.09980E-01    1.13220E-01    1.32112E-03    1.50447E-04    1.94939E+00    9.99999E-02    1.39108E-23    3.09661E+01    3.86764E+00    1.85796E+01    2.32058E+00
    1.13220E-01    1.16450E-01    1.39611E-03    1.32615E-04    1.95508E+00    1.00000E-01    1.37792E-23    2.96690E+01    3.20083E+00    1.78014E+01    1.92050E+00
    1.16450E-01    1.19690E-01    1.27451E-03    1.28937E-04    1.96077E+00    1.00000E-01    1.36476E-23    3.29086E+01    3.72835E+00    1.97451E+01    2.23701E+00
    1.19690E-01    1.22920E-01    1.32588E-03    1.24190E-04    1.96645E+00    1.00000E-01    1.35160E-23    3.20342E+01    3.41422E+00    1.92205E+01    2.04853E+00
    1.22920E-01    1.26160E-01    1.20339E-03    1.49539E-04    1.97847E+00    1.02824E-01    1.34377E-23    3.57175E+01    4.81097E+00    2.14305E+01    2.88658E+00
    1.26160E-01    1.29390E-01    1.09469E-03    1.23223E-04    2.00096E+00    1.10319E-01    1.34477E-23    3.96810E+01    4.97366E+00    2.38086E+01    2.98420E+00
    1.29390E-01    1.32630E-01    9.38923E-04    1.09072E-04    2.02344E+00    1.17814E-01    1.34576E-23    4.67494E+01    6.07471E+00    2.80497E+01    3.64483E+00
    1.32630E-01    1.35860E-01    1.18387E-03    1.36934E-04    2.04593E+00    1.25309E-01    1.34675E-23    3.74612E+01    4.90298E+00    2.24767E+01    2.94179E+00
    1.35860E-01    1.39090E-01    9.94688E-04    1.25661E-04    2.06838E+00    1.32792E-01    1.34774E-23    4.50421E+01    6.38289E+00    2.70252E+01    3.82973E+00
    1.39090E-01    1.42330E-01    1.05317E-03    1.18684E-04    2.08948E+00    1.39851E-01    1.34925E-23    4.29269E+01    5.62643E+00    2.57562E+01    3.37586E+00
