           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    4.59000E-03    1.75541E-02    3.76998E-03    2.45000E+00    1.40000E-01    2.05030E-23    1.98725E+00    4.41638E-01    1.19235E+00    2.64983E-01
    4.59000E-03    9.17000E-03    1.17836E-02    1.85785E-03    2.45000E+00    1.40000E-01    2.03271E-23    2.98604E+00    5.00759E-01    1.79162E+00    3.00455E-01
    9.17000E-03    1.37600E-02    8.51189E-03    1.50138E-03    2.45000E+00    1.40000E-01    2.01512E-23    4.16987E+00    7.73142E-01    2.50192E+00    4.63886E-01
    1.37600E-02    1.83500E-02    7.24448E-03    1.17949E-03    2.45000E+00    1.40000E-01    1.99751E-23    4.94259E+00    8.52838E-01    2.96555E+00    5.11703E-01
    1.83500E-02    2.29400E-02    6.82500E-03    8.89442E-04    2.45000E+00    1.40000E-01    1.97989E-23    5.29304E+00    7.53192E-01    3.17582E+00    4.51915E-01
    2.29400E-02    2.75200E-02    5.38953E-03    8.34209E-04    2.45000E+00    1.40000E-01    1.96230E-23    6.76290E+00    1.11584E+00    4.05774E+00    6.69505E-01
    2.75200E-02    3.21100E-02    4.81063E-03    7.33692E-04    2.45000E+00    1.40000E-01    1.94471E-23    7.64528E+00    1.24517E+00    4.58717E+00    7.47104E-01
    3.21100E-02    3.67000E-02    3.74149E-03    8.01094E-04    2.45159E+00    1.40909E-01    1.92710E-23    9.92621E+00    2.20056E+00    5.95573E+00    1.32033E+00
    3.67000E-02    4.12900E-02    3.69437E-03    6.69277E-04    2.45668E+00    1.43816E-01    1.90948E-23    1.01666E+01    1.93557E+00    6.09996E+00    1.16134E+00
    4.12900E-02    4.58700E-02    2.95089E-03    7.23948E-04    2.46176E+00    1.46721E-01    1.89189E-23    1.28730E+01    3.25002E+00    7.72381E+00    1.95001E+00
    4.58700E-02    5.04600E-02    3.03755E-03    6.39516E-04    2.46684E+00    1.49625E-01    1.87430E-23    1.26492E+01    2.77144E+00    7.58952E+00    1.66286E+00
    5.04600E-02    5.50500E-02    2.55558E-03    6.68577E-04    2.47193E+00    1.52533E-01    1.85668E-23    1.52087E+01    4.08800E+00    9.12522E+00    2.45280E+00
