           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    2.06600E-02    1.04002E-01    1.80608E-03    3.83706E+00    2.49674E-01    1.81782E-23    5.92502E-01    3.99029E-02    3.55501E-01    2.39417E-02
    2.06600E-02    4.13100E-02    5.51754E-02    1.51344E-03    4.40215E+00    3.22430E-01    2.00506E-23    1.16165E+00    9.08543E-02    6.96990E-01    5.45126E-02
    4.13100E-02    6.19700E-02    3.01181E-02    4.32939E-04    5.78056E+00    5.98112E-01    2.17788E-23    2.57271E+00    2.68754E-01    1.54363E+00    1.61252E-01
    6.19700E-02    8.26200E-02    2.13176E-02    7.78817E-04    6.87205E+00    9.04057E-01    2.37631E-23    3.96030E+00    5.40717E-01    2.37618E+00    3.24430E-01
    8.26200E-02    1.03280E-01    1.64539E-02    7.88491E-04    6.94000E+00    9.39480E-01    2.26333E-23    5.44034E+00    7.81252E-01    3.26421E+00    4.68751E-01
    1.03280E-01    1.23930E-01    1.19965E-02    4.71591E-04    7.23301E+00    9.47920E-01    2.36800E-23    7.43304E+00    1.01701E+00    4.45983E+00    6.10208E-01
    1.23930E-01    1.44590E-01    9.18848E-03    8.38299E-04    7.97592E+00    1.18746E+00    2.40143E-23    1.05524E+01    1.84256E+00    6.33144E+00    1.10554E+00
    1.44590E-01    1.65250E-01    8.46372E-03    1.08240E-03    8.51080E+00    1.36459E+00    2.40411E-23    1.22106E+01    2.50430E+00    7.32637E+00    1.50258E+00
    1.65250E-01    1.85900E-01    6.06762E-03    3.01221E-04    8.21065E+00    1.21179E+00    2.40046E-23    1.64569E+01    2.56255E+00    9.87415E+00    1.53753E+00
    1.85900E-01    2.06560E-01    5.41662E-03    3.46671E-04    8.05943E+00    1.14886E+00    2.40297E-23    1.80764E+01    2.82456E+00    1.08458E+01    1.69474E+00
    2.06560E-01    2.27210E-01    4.99759E-03    5.14735E-04    8.07972E+00    1.18944E+00    2.41259E-23    1.95630E+01    3.51482E+00    1.17378E+01    2.10889E+00
    2.27210E-01    2.47870E-01    3.78480E-03    2.49759E-04    8.10003E+00    1.23001E+00    2.42220E-23    2.57939E+01    4.27073E+00    1.54764E+01    2.56244E+00
    2.47870E-01    2.68520E-01    3.71719E-03    1.73979E-04    8.15655E+00    1.24697E+00    2.41663E-23    2.65073E+01    4.23807E+00    1.59044E+01    2.54284E+00
    2.68520E-01    2.89180E-01    3.10420E-03    3.31120E-04    8.21307E+00    1.26392E+00    2.41106E-23    3.20355E+01    5.99849E+00    1.92213E+01    3.59909E+00
    2.89180E-01    3.09840E-01    2.38282E-03    2.83617E-04    8.26961E+00    1.28088E+00    2.40549E-23    4.21185E+01    8.22748E+00    2.52711E+01    4.93649E+00
    3.09840E-01    3.30490E-01    2.69137E-03    4.95295E-04    8.31829E+00    1.33490E+00    2.39759E-23    3.76330E+01    9.18896E+00    2.25798E+01    5.51338E+00
    3.30490E-01    3.51150E-01    2.14509E-03    1.04774E-04    8.35786E+00    1.43202E+00    2.38698E-23    4.76523E+01    8.48992E+00    2.85914E+01    5.09395E+00
    3.51150E-01    3.71800E-01    1.92343E-03    5.78333E-04    8.39743E+00    1.52913E+00    2.37637E-23    5.36338E+01    1.88533E+01    3.21803E+01    1.13120E+01
    3.71800E-01    3.92460E-01    1.62763E-03    5.36698E-05    8.43699E+00    1.62625E+00    2.36576E-23    6.39653E+01    1.25086E+01    3.83792E+01    7.50514E+00
