           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    2.84000E-03    3.37947E-02    2.75768E-03    2.98000E+00    1.90000E-01    1.78090E-23    1.44548E+00    1.49688E-01    8.67287E-01    8.98128E-02
    2.84000E-03    5.69000E-03    2.11131E-02    1.28504E-03    2.98000E+00    1.90000E-01    1.76918E-23    2.32903E+00    2.05293E-01    1.39742E+00    1.23176E-01
    5.69000E-03    8.53000E-03    1.24703E-02    1.14287E-03    2.98000E+00    1.90000E-01    1.75747E-23    3.96949E+00    4.43170E-01    2.38170E+00    2.65902E-01
    8.53000E-03    1.13700E-02    8.48427E-03    1.10920E-03    2.98000E+00    1.90000E-01    1.74578E-23    5.87350E+00    8.54327E-01    3.52410E+00    5.12596E-01
    1.13700E-02    1.42100E-02    7.73245E-03    8.98180E-04    2.98000E+00    1.90000E-01    1.73408E-23    6.48804E+00    8.59699E-01    3.89282E+00    5.15819E-01
    1.42100E-02    1.70600E-02    5.58904E-03    9.66469E-04    2.98914E+00    1.91890E-01    1.72237E-23    9.06497E+00    1.67207E+00    5.43898E+00    1.00324E+00
    1.70600E-02    1.99000E-02    5.26650E-03    7.99639E-04    3.02441E+00    1.99189E-01    1.71065E-23    9.80034E+00    1.62199E+00    5.88020E+00    9.73195E-01
    1.99000E-02    2.27400E-02    3.79635E-03    9.56879E-04    3.05963E+00    2.06475E-01    1.69896E-23    1.38485E+01    3.61350E+00    8.30912E+00    2.16810E+00
    2.27400E-02    2.55900E-02    3.05750E-03    1.02404E-03    3.09491E+00    2.13774E-01    1.68724E-23    1.75141E+01    5.98939E+00    1.05085E+01    3.59363E+00
    2.55900E-02    2.84300E-02    2.29283E-03    1.26256E-03    3.13019E+00    2.21073E-01    1.67553E-23    2.37865E+01    1.32055E+01    1.42719E+01    7.92328E+00
    2.84300E-02    3.12700E-02    1.85916E-03    1.47691E-03    3.16540E+00    2.28360E-01    1.66383E-23    2.98735E+01    2.38291E+01    1.79241E+01    1.42974E+01
    3.12700E-02    3.41100E-02    3.21523E-03    8.23103E-04    3.20062E+00    2.35646E-01    1.65214E-23    1.75897E+01    4.68552E+00    1.05538E+01    2.81131E+00
    3.41100E-02    3.69600E-02    3.17613E-03    7.52978E-04    3.23590E+00    2.42945E-01    1.64042E-23    1.81311E+01    4.50881E+00    1.08787E+01    2.70529E+00
    3.69600E-02    3.98000E-02    3.23437E-03    6.75352E-04    3.27000E+00    2.50000E-01    1.62943E-23    1.81137E+01    4.02777E+00    1.08682E+01    2.41666E+00
    3.98000E-02    4.26400E-02    2.51100E-03    8.18055E-04    3.27000E+00    2.50000E-01    1.63925E-23    2.31921E+01    7.76098E+00    1.39153E+01    4.65659E+00
    4.26400E-02    4.54900E-02    2.72509E-03    7.07744E-04    3.27000E+00    2.50000E-01    1.64908E-23    2.12426E+01    5.75108E+00    1.27456E+01    3.45065E+00
    4.54900E-02    4.83300E-02    2.36245E-03    7.66613E-04    3.27000E+00    2.50000E-01    1.65892E-23    2.43581E+01    8.12060E+00    1.46149E+01    4.87236E+00
    4.83300E-02    5.11700E-02    2.44362E-03    6.85891E-04    3.27000E+00    2.50000E-01    1.66874E-23    2.34105E+01    6.81039E+00    1.40463E+01    4.08623E+00
    5.11700E-02    5.40200E-02    2.53735E-03    6.12228E-04    3.27000E+00    2.50000E-01    1.67857E-23    2.24136E+01    5.67308E+00    1.34481E+01    3.40385E+00
    5.40200E-02    5.68600E-02    2.41976E-03    5.89043E-04    3.25264E+00    2.50000E-01    1.67203E-23    2.34695E+01    5.99120E+00    1.40817E+01    3.59472E+00
