           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    2.09600E-02    6.32794E-03    6.43093E-05    1.19800E+01    1.74000E+00    2.88336E-23    1.91681E+01    2.79082E+00    1.15009E+01    1.67449E+00
    2.09600E-02    4.19100E-02    7.65338E-03    9.71813E-05    1.20724E+01    1.78299E+00    2.90700E-23    1.58409E+01    2.34820E+00    9.50452E+00    1.40892E+00
    4.19100E-02    6.28700E-02    9.07266E-03    1.00101E-04    1.26053E+01    2.03097E+00    2.93064E-23    1.38401E+01    2.23515E+00    8.30407E+00    1.34109E+00
    6.28700E-02    8.38200E-02    7.44582E-03    1.00335E-04    1.24127E+01    1.99254E+00    2.90602E-23    1.67471E+01    2.69777E+00    1.00482E+01    1.61866E+00
    8.38200E-02    1.04780E-01    7.46328E-03    9.13847E-05    1.12013E+01    1.47549E+00    2.84429E-23    1.54046E+01    2.03790E+00    9.24274E+00    1.22274E+00
    1.04780E-01    1.25730E-01    6.42335E-03    9.08478E-05    1.22825E+01    1.77885E+00    2.97683E-23    1.87524E+01    2.72878E+00    1.12514E+01    1.63727E+00
    1.25730E-01    1.46690E-01    6.27286E-03    7.82479E-05    1.14241E+01    1.56557E+00    2.84704E-23    1.86744E+01    2.56974E+00    1.12046E+01    1.54184E+00
    1.46690E-01    1.67650E-01    5.58151E-03    7.65816E-05    1.18376E+01    1.70970E+00    2.84926E-23    2.17301E+01    3.15261E+00    1.30381E+01    1.89157E+00
    1.67650E-01    1.88600E-01    4.92921E-03    9.19052E-05    1.28736E+01    2.05875E+00    2.99320E-23    2.54723E+01    4.10115E+00    1.52834E+01    2.46069E+00
    1.88600E-01    2.09560E-01    4.34258E-03    9.78075E-05    1.21527E+01    1.79031E+00    2.89725E-23    2.81981E+01    4.20236E+00    1.69189E+01    2.52142E+00
    2.09560E-01    2.30510E-01    4.44688E-03    9.85868E-05    1.11163E+01    1.66296E+00    2.71963E-23    2.68337E+01    4.05805E+00    1.61002E+01    2.43483E+00
    2.30510E-01    2.51470E-01    3.74644E-03    9.52348E-05    1.16110E+01    1.61882E+00    2.82870E-23    3.19851E+01    4.53290E+00    1.91910E+01    2.71974E+00
