           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    1.64300E-02    4.13073E-03    2.31157E-03    7.15084E+00    9.99515E-01    2.27908E-23    2.21745E+01    1.27902E+01    1.33047E+01    7.67410E+00
    1.64300E-02    3.28700E-02    3.52611E-03    1.40730E-03    7.12785E+00    9.89937E-01    2.28538E-23    2.58218E+01    1.09119E+01    1.54931E+01    6.54712E+00
    3.28700E-02    4.93000E-02    3.15573E-03    1.11107E-03    7.10486E+00    9.80359E-01    2.29168E-23    2.86804E+01    1.08456E+01    1.72082E+01    6.50735E+00
    4.93000E-02    6.57400E-02    3.32039E-03    8.78703E-04    7.08187E+00    9.70781E-01    2.29799E-23    2.70954E+01    8.07535E+00    1.62572E+01    4.84521E+00
    6.57400E-02    8.21700E-02    3.21899E-03    7.27007E-04    7.05889E+00    9.61203E-01    2.30429E-23    2.77820E+01    7.32676E+00    1.66692E+01    4.39605E+00
    8.21700E-02    9.86100E-02    3.37497E-03    5.60898E-04    7.03590E+00    9.51625E-01    2.31059E-23    2.63397E+01    5.64392E+00    1.58038E+01    3.38635E+00
    9.86100E-02    1.15040E-01    2.82047E-03    5.49716E-04    7.01291E+00    9.42047E-01    2.31689E-23    3.13296E+01    7.41602E+00    1.87977E+01    4.44961E+00
    1.15040E-01    1.31480E-01    2.85488E-03    4.60757E-04    6.98993E+00    9.32469E-01    2.32320E-23    3.07668E+01    6.44223E+00    1.84601E+01    3.86534E+00
    1.31480E-01    1.47910E-01    2.49868E-03    4.63860E-04    6.96694E+00    9.22891E-01    2.32950E-23    3.49424E+01    7.96890E+00    2.09654E+01    4.78134E+00
    1.47910E-01    1.64350E-01    2.73124E-03    3.70850E-04    6.82855E+00    8.84791E-01    2.31603E-23    3.15144E+01    5.91476E+00    1.89086E+01    3.54886E+00
    1.64350E-01    1.80780E-01    2.57160E-03    3.54706E-04    6.64028E+00    8.34360E-01    2.29400E-23    3.28603E+01    6.13121E+00    1.97162E+01    3.67873E+00
    1.80780E-01    1.97220E-01    2.54283E-03    3.26516E-04    6.45200E+00    7.83929E-01    2.27198E-23    3.26029E+01    5.76351E+00    1.95617E+01    3.45811E+00
    1.97220E-01    2.13650E-01    2.47594E-03    3.00478E-04    6.72933E+00    8.49492E-01    2.30204E-23    3.44669E+01    6.03553E+00    2.06801E+01    3.62132E+00
    2.13650E-01    2.30090E-01    2.32783E-03    2.91047E-04    7.18433E+00    9.59320E-01    2.35197E-23    3.83077E+01    7.00753E+00    2.29846E+01    4.20452E+00
    2.30090E-01    2.46520E-01    2.35182E-03    2.65237E-04    7.51261E+00    1.04210E+00    2.37911E-23    3.91972E+01    7.00750E+00    2.35183E+01    4.20450E+00
    2.46520E-01    2.62960E-01    2.26656E-03    2.47380E-04    7.24079E+00    9.96798E-01    2.29831E-23    4.05783E+01    7.12883E+00    2.43470E+01    4.27730E+00
    2.62960E-01    2.79390E-01    2.29442E-03    2.25779E-04    6.96897E+00    9.51494E-01    2.21750E-23    3.99866E+01    6.72971E+00    2.39920E+01    4.03783E+00
    2.79390E-01    2.95830E-01    2.45111E-03    1.98138E-04    7.11752E+00    1.01251E+00    2.26188E-23    3.74783E+01    6.13216E+00    2.24870E+01    3.67929E+00
    2.95830E-01    3.12260E-01    2.37496E-03    1.80987E-04    7.40898E+00    1.10966E+00    2.34881E-23    3.87738E+01    6.51574E+00    2.32643E+01    3.90945E+00
    3.12260E-01    3.28700E-01    2.29081E-03    1.66304E-04    7.52899E+00    1.14162E+00    2.38721E-23    4.01921E+01    6.75682E+00    2.41153E+01    4.05409E+00
    3.28700E-01    3.45130E-01    2.04096E-03    1.69403E-04    7.36800E+00    1.06674E+00    2.34606E-23    4.49220E+01    7.49682E+00    2.69532E+01    4.49809E+00
    3.45130E-01    3.61570E-01    1.92689E-03    1.63469E-04    7.20700E+00    9.91860E-01    2.30491E-23    4.73725E+01    7.65878E+00    2.84235E+01    4.59527E+00
    3.61570E-01    3.78000E-01    1.82971E-03    1.60171E-04    7.31712E+00    1.04380E+00    2.30226E-23    5.07093E+01    8.48720E+00    3.04256E+01    5.09232E+00
    3.78000E-01    3.94440E-01    1.67820E-03    1.65790E-04    7.53902E+00    1.14802E+00    2.31547E-23    5.66390E+01    1.02809E+01    3.39834E+01    6.16852E+00
    3.94440E-01    4.10870E-01    1.71396E-03    1.51262E-04    7.76091E+00    1.25225E+00    2.32868E-23    5.67656E+01    1.04398E+01    3.40594E+01    6.26391E+00
    4.10870E-01    4.27310E-01    1.66466E-03    1.46017E-04    7.66555E+00    1.24195E+00    2.32499E-23    5.78202E+01    1.06527E+01    3.46921E+01    6.39160E+00
    4.27310E-01    4.43740E-01    1.52321E-03    1.46564E-04    7.45505E+00    1.19008E+00    2.31517E-23    6.17151E+01    1.15031E+01    3.70291E+01    6.90189E+00
    4.43740E-01    4.60180E-01    1.57381E-03    1.33883E-04    7.24455E+00    1.13822E+00    2.30535E-23    5.82916E+01    1.04148E+01    3.49750E+01    6.24885E+00
    4.60180E-01    4.76610E-01    1.50162E-03    1.26974E-04    7.15920E+00    1.11417E+00    2.31450E-23    6.01356E+01    1.06510E+01    3.60813E+01    6.39058E+00
    4.76610E-01    4.93050E-01    1.50501E-03    1.09708E-04    7.22327E+00    1.12332E+00    2.34630E-23    5.97165E+01    1.02564E+01    3.58299E+01    6.15383E+00
    4.93050E-01    5.09480E-01    1.25102E-03    1.20270E-04    7.28734E+00    1.13248E+00    2.37811E-23    7.15083E+01    1.30672E+01    4.29050E+01    7.84031E+00
    5.09480E-01    5.25920E-01    1.14107E-03    1.18094E-04    7.35140E+00    1.14163E+00    2.40991E-23    7.80442E+01    1.45647E+01    4.68265E+01    8.73879E+00
    5.25920E-01    5.42350E-01    1.04449E-03    1.19498E-04    7.39930E+00    1.14725E+00    2.43648E-23    8.48803E+01    1.63555E+01    5.09282E+01    9.81332E+00
    5.42350E-01    5.58790E-01    1.02159E-03    1.13184E-04    7.27396E+00    1.11502E+00    2.40696E-23    8.63593E+01    1.63336E+01    5.18156E+01    9.80018E+00
    5.58790E-01    5.75220E-01    9.10108E-04    1.12799E-04    7.14861E+00    1.08279E+00    2.37744E-23    9.64502E+01    1.88766E+01    5.78701E+01    1.13260E+01
    5.75220E-01    5.91660E-01    7.77815E-04    1.24547E-04    7.02326E+00    1.05055E+00    2.34791E-23    1.12270E+02    2.46009E+01    6.73620E+01    1.47605E+01
    5.91660E-01    6.08090E-01    7.19820E-04    1.32059E-04    6.89792E+00    1.01832E+00    2.31839E-23    1.20668E+02    2.84151E+01    7.24005E+01    1.70490E+01
    6.08090E-01    6.24530E-01    7.44744E-04    1.21294E-04    6.77257E+00    9.86089E-01    2.28887E-23    1.15987E+02    2.53386E+01    6.95921E+01    1.52031E+01
    6.24530E-01    6.40960E-01    7.83308E-04    1.10170E-04    6.64722E+00    9.53857E-01    2.25935E-23    1.09650E+02    2.20320E+01    6.57899E+01    1.32192E+01
    6.40960E-01    6.57400E-01    6.96973E-04    1.15381E-04    6.52188E+00    9.21625E-01    2.22983E-23    1.22509E+02    2.66651E+01    7.35056E+01    1.59990E+01
    6.57400E-01    6.73830E-01    7.25669E-04    1.04322E-04    6.39653E+00    8.89393E-01    2.20030E-23    1.16952E+02    2.33903E+01    7.01711E+01    1.40342E+01
