ABELL_1736
Cosmology      70.0000     0.270000     0.730000
Number of MC iterations:    5000
Source FITS files: /mnt/SINISTER/4186/reprocessed/4186_sbprof_20pix.fits
       #RIN_MPC       ROUT_MPC   N_elec(cm-3)       Sigma_Ne     K(KeV cm2)K_flat(KeV cm2)          K_err              P         P_flat          P_err           Mgas           Merr
        0.05970        0.06634    1.92286E-03    4.64617E-04      234.77364      234.77364       42.21333    6.98066E-03    6.98066E-03    1.77651E-03    5.23073E+12    3.06417E+11
        0.05307        0.05970    2.04782E-03    4.75718E-04      226.32377      226.32377       39.39477    7.47395E-03    7.47395E-03    1.83499E-03    4.68176E+12    2.72804E+11
        0.04644        0.05307    2.19677E-03    4.88367E-04      217.11983      217.11983       36.46880    8.06010E-03    8.06010E-03    1.90173E-03    4.02518E+12    2.33307E+11
        0.03980        0.04644    2.37345E-03    5.09614E-04      207.29465      207.29465       33.85424    8.75431E-03    8.75431E-03    2.00173E-03    3.27489E+12    1.88823E+11
        0.03317        0.03980    2.58019E-03    5.36712E-04      197.09745      197.09745       31.38009    9.56680E-03    9.56680E-03    2.12604E-03    2.46992E+12    1.41666E+11
        0.02654        0.03317    2.81549E-03    5.81113E-04      186.92794      186.92794       29.54847    1.04938E-02    1.04938E-02    2.31469E-03    1.67820E+12    9.57560E+10
        0.01990        0.02654    3.07007E-03    6.32808E-04      177.36250      177.36250       27.97288    1.15021E-02    1.15021E-02    2.53248E-03    9.88648E+11    5.61194E+10
        0.01327        0.01990    3.32179E-03    7.18649E-04      169.15488      169.15488       27.65678    1.25094E-02    1.25094E-02    2.87267E-03    5.08251E+11    2.87019E+10
        0.00663        0.01327    3.53312E-03    8.41871E-04      163.17509      163.17509       28.77805    1.33737E-02    1.33737E-02    3.34735E-03    9.51947E+10    5.34833E+09
        0.00000        0.00663    3.66084E-03    1.19477E-03      160.17264      160.17264       36.92654    1.39280E-02    1.39280E-02    4.66795E-03    4.78408E+10    2.67417E+09
