#Name                             Obsid  type         z            flux             err           power             err             lum             err      surv
# --                                 --    --        --              Jy              Jy        10^40e/s        10^40e/s        10^40e/s        10^40e/s        --
A85                                   0     F  0.055800       0.1155000       0.0047000       1.1906035       0.0484488       5.5229664       0.2247441      NVSS
A2029                                 0     F  0.076500       0.5278000       0.0182000      10.4973560       0.3619778      48.8845511       1.6856744      NVSS
PKS0745                               0     F  0.102800       2.3720000       0.0837000      87.9731805       3.1042811     411.6598814      14.5261087      NVSS
PKS1404                               0     F  0.021800       0.6455000       0.0228000       0.9711390       0.0343020       4.4755199       0.1580819      NVSS
