#Cluster                Obsid             RA            Dec      Sep    Maj    Min  Theta       Flux      Flerr    Found        z   type  notes
# ---                     ---    hh:mm:ss.ss     hh:mm:ss.s        "      "      "   deg.        mJy        mJy      ---      ---    ---    ---
NGC_7626                 2074    23:20:46.46    +08:14:12.6  487.000   31.1   26.8    0.0       8.30       0.50        F   0.0114     na     na
NGC_7626                 2074    23:20:47.13    +08:30:23.0 1183.000   20.2   14.6   -5.9     148.80       5.90        F   0.0114     na     na
NGC_7626                 2074    23:20:49.53    +08:14:57.5  542.000   63.4   22.0   52.5      23.90       1.40        F   0.0114     na     na
NGC_7626                 2074    23:20:55.04    +08:06:25.6  700.000   36.4   27.9  -45.3       9.00       1.00        F   0.0114     na     na
NGC_7626                 2074    23:20:55.27    +08:15:55.3  641.000  126.6   36.1   57.5      22.50       1.90        F   0.0114     na     na
NGC_7626                 2074     23:21:2.17     +08:17:7.7  762.000  122.3   83.5  -88.5     182.80       6.50        F   0.0114     na     na
NGC_7626                 2074     23:21:3.31    +08:15:14.5  744.000   74.5   27.0   88.4      13.00       1.30        F   0.0114     na     na
NGC_7626                 2074     23:21:3.77     +08:26:8.6 1102.000   93.4   53.5    0.0       2.80       0.50        F   0.0114     na     na
NGC_7626                 2074     23:21:7.11    +08:27:25.1 1193.000   70.8   42.9    0.0       3.90       0.50        F   0.0114     na     na
NGC_7626                 2074     23:21:8.44    +08:08:57.3  827.000   68.3   62.9    0.0       2.20       0.40        F   0.0114     na     na
NGC_7626                 2074    23:21:26.06    +08:09:27.3 1077.000   76.9   55.9    0.0       2.60       0.50        F   0.0114     na     na
UGC_0408                 4053     00:38:3.65    +03:17:55.3 1129.000   80.9   41.1  -62.5      29.70       2.20        F   0.0147     na     na
UGC_0408                 4053     00:38:9.18    +03:17:46.6 1047.000   60.2   55.7  -10.4      19.00       2.00        F   0.0147     na     na
UGC_0408                 4053    00:38:34.86    +03:30:28.7  913.000  141.0   78.2    0.0       4.50       0.70        F   0.0147     na     na
UGC_0408                 4053    00:38:35.18    +03:07:20.2  995.000   24.1   16.4    0.0      29.10       1.00        F   0.0147     na     na
UGC_0408                 4053    00:38:39.71    +03:18:29.3  588.000   74.4   58.7    0.0       2.40       0.50        F   0.0147     na     na
UGC_0408                 4053    00:38:43.94    +03:11:20.9  729.000   18.9   15.5    0.0     113.20       3.40        F   0.0147     na     na
UGC_0408                 4053    00:39:11.99    +03:19:56.5   99.200   52.0   48.5  -12.2     297.30       9.80        F   0.0147     na     na
UGC_0408                 4053    00:39:15.04    +03:37:22.2 1051.000   25.8   20.9    0.0      13.60       0.60        F   0.0147     na     na
UGC_0408                 4053    00:39:20.35    +03:19:49.2   26.400  106.2   37.7  -84.8     980.00      30.90        F   0.0147     na     na
UGC_0408                 4053    00:39:24.01    +03:37:27.1 1057.000   52.8   44.0    0.0       3.60       0.40        F   0.0147     na     na
UGC_0408                 4053    00:39:44.53    +03:31:50.9  816.000  103.7   39.9  -34.4       7.40       1.50        F   0.0147     na     na
UGC_0408                 4053    00:39:46.31    +03:33:15.9  904.000   67.0   61.6    0.0       2.10       0.40        F   0.0147     na     na
UGC_0408                 4053    00:39:47.00    +03:13:23.0  577.000   49.0   37.2    0.0       4.80       0.50        F   0.0147     na     na
UGC_0408                 4053    00:39:49.91    +03:03:17.1 1101.000  105.0   56.1    0.0       2.80       0.50        F   0.0147     na     na
UGC_0408                 4053     00:40:8.51     +03:13:6.2  851.000   19.5   18.0    0.0     110.90       3.40        F   0.0147     na     na
UGC_0408                 4053    00:40:11.95    +03:32:27.9 1099.000   71.4   65.0    0.0       2.10       0.40        F   0.0147     na     na
UGC_0408                 4053    00:40:23.00    +03:22:45.8  980.000   64.4   58.4    0.0       2.40       0.40        F   0.0147     na     na
UGC_0408                 4053    00:40:30.99    +03:21:59.4 1091.000  103.0   87.6  -75.2      18.80       3.20        F   0.0147     na     na
