# Name		D_L
# --		Mpc
IC_4296		5.4336e+01
NGC_0315	7.3123e+01
NGC_0507	8.3866e+01
NGC_0777	6.3588e+01
NGC_1316	2.1555e+01
NGC_1553	1.8591e+01
NGC_1600	5.8008e+01
NGC_3608	2.3032e+01
NGC_4261	3.1809e+01
NGC_4374	1.8451e+01
NGC_4472	1.6364e+01
NGC_4552	1.5401e+01
NGC_4636	1.4696e+01
NGC_4782	6.6872e+01
NGC_5044	3.1361e+01
NGC_5813	3.2402e+01
NGC_5846	2.4998e+01
NGC_6269	1.5451e+02
NGC_6338	1.1993e+02
NGC_7626	5.1680e+01
UGC_0408	6.3481e+01
