#ID		a		b		c	D		units
#----------------------------------------------------------------------------#
#E1		17.3397		10.6574		-1	23.1525		kpc
#W1		17.3397		10.6574		-1	25.9391		kpc

alt_E1		17.3397		10.6574		23.35	23.1525		kpc
alt_W1		17.3397		10.6574		25.96	25.9391		kpc

#O1		60.5		37.6		-1	70.0		kpc
#O2		55.6		41.0		-1	69.0		kpc

#biz_E1		13.4		8.5		10.9	23.8		kpc
#biz_W1		9.7		9.7		9.7	19.5		kpc
