ABELL_2667                 2214        357.9141        -26.0703   1.72E+20   1.64e+20   0.95
ABELL_2717                 6974          0.8040        -35.9503   1.29E+20   1.12e+20   0.87
ABELL_2744                 2212          3.5814        -30.3481   1.34E+20   1.82e+20   1.36
ABELL_2813                 9409         10.8537        -20.6515   1.62E+20   1.55e+20   0.96
ABELL_3084                 9413         46.0164        -36.9917   2.32E+20   2.13e+20   0.92
ABELL_3088                 9414         46.7572        -28.7123   1.24E+20   1.37e+20   1.10
ABELL_3112                 2516         49.4903        -44.2099   1.32E+20   2.50e+20   1.89
ABELL_3120                 6951         50.4853        -51.2923   1.31E+20   2.43e+20   1.85
ABELL_3158                 3201         55.7278        -53.6352   1.24E+20   1.60e+20   1.29
ABELL_3158                 3712         55.7278        -53.6352   1.24E+20   1.60e+20   1.29
ABELL_3266                  899         67.8060        -61.5440   1.71E+20   1.72e+20   1.01
ABELL_3376                 3202         90.5490        -39.9716   4.35E+20   5.21e+20   1.20
ABELL_3376                 3450         90.5490        -39.9716   4.35E+20   5.21e+20   1.20
ABELL_3391                 4943         96.5896        -53.6973   5.64E+20   5.46e+20   0.97
ABELL_3395                 4944         96.7020        -54.5130   7.02E+20   6.94e+20   0.99
ABELL_3528S                8268        193.6704        -29.1737   6.61E+20   6.13e+20   0.93
ABELL_3558                 1646        201.9869        -31.4770   4.03E+20   3.84e+20   0.95
ABELL_3562                 4167        203.4075        -31.6296   3.85E+20   3.90e+20   1.01
ABELL_3571                 4203        206.8685        -32.8810   4.15E+20   4.66e+20   1.12
ABELL_3581                 1650        211.8741        -27.0418   4.34E+20   4.30e+20   0.99
ABELL_3667                 5751        303.1719        -56.8241   4.47E+20   5.45e+20   1.22
ABELL_3667                 5752        303.1718        -56.8583   4.47E+20   5.45e+20   1.22
ABELL_3667                 5753        303.1720        -56.8010   4.47E+20   5.45e+20   1.22
ABELL_3667                  889        303.1720        -56.8803   4.47E+20   5.45e+20   1.22
ABELL_3822                 8269        328.5175        -57.8721   2.35E+20   2.10e+20   0.89
ABELL_3921                 4973        342.4910        -64.3520   2.36E+20   3.07e+20   1.30
ABELL_4038                 4992        356.9299        -28.1345   1.56E+20   1.57e+20   1.01
ABELL_4059                 5785        359.2544        -34.7847   1.22E+20   1.09e+20   0.89
ABELL_S0405                8272         57.8884        -82.2917   5.73E+20   7.23e+20   1.26
ABELL_S0592                9420         99.7026        -54.0284   6.53E+20   6.41e+20   0.98
AC_114                     1562        344.7013        -34.8170   1.32E+20   1.44e+20   1.09
AWM7                        908         43.6150         41.7016   9.08E+20   1.03e+21   1.13
CENTAURUS                  4954        192.2039        -41.2876   8.70E+20   8.06e+20   0.93
CID_0072                   2018        263.2635         43.7440   1.69E+20   2.43e+20   1.44
CID_0072                   6949        263.2636         43.7660   1.70E+20   2.43e+20   1.43
CID_0072                   7321        263.2634         43.7631   1.70E+20   2.43e+20   1.43
CID_0072                   7322        263.2634         43.7649   1.70E+20   2.43e+20   1.43
CL_J1226.9+3332            3180        186.7432         33.5748   1.82E+20   1.37e+20   0.75
CL_J1226.9+3332            5014        186.7432         33.4990   1.82E+20   1.37e+20   0.75
CL_J1226.9+3332             932        186.7433         33.5304   1.82E+20   1.37e+20   0.75
CYGNUS_A                    360        299.8683         40.7396   2.60E+21   3.52e+21   1.35
ESO_3060170                3188         85.0279        -40.8540   2.99E+20   3.45e+20   1.15
ESO_3060170                3189         85.0280        -40.8044   3.01E+20   3.45e+20   1.15
ESO_5520200                3206         73.7180        -18.0664   3.95E+20   4.29e+20   1.09
EXO_0422-086               4183         66.4636         -8.5552   7.60E+20   6.22e+20   0.82
HCG_0062                    921        193.2739         -9.1497   3.27E+20   3.32e+20   1.02
HCG_42                     3215        150.0593        -19.6423   4.10E+20   5.15e+20   1.26
HERCULES_A                 1625        252.7840          4.9791   6.02E+20   6.27e+20   1.04
HERCULES_A                 5796        252.7840          4.9971   6.04E+20   6.27e+20   1.04
HERCULES_A                 6257        252.7840          4.9836   6.02E+20   6.27e+20   1.04
HYDRA_A                    4970        139.5249        -12.0718   4.84E+20   4.82e+20   1.00
HYDRA_A                     576        139.5250        -12.0895   4.84E+20   4.82e+20   1.00
M49                         321        187.4452          7.9888   1.43E+20   1.43e+20   1.00
M87                        5826        187.7058         12.4033   1.74E+20   2.54e+20   1.46
M87                        5827        187.7058         12.3736   1.74E+20   2.54e+20   1.46
MACS_J0011.7-1523          3261          2.9290        -15.4036   1.80E+20   2.08e+20   1.16
MACS_J0011.7-1523          6105          2.9290        -15.3718   1.80E+20   2.08e+20   1.16
MACS_J0035.4-2015          3262          8.8607        -20.2952   1.73E+20   1.55e+20   0.90
MACS_J0159.8-0849          3265         29.9561         -8.7819   1.97E+20   2.01e+20   1.02
MACS_J0159.8-0849          6106         29.9559         -8.8400   1.97E+20   2.01e+20   1.02
MACS_J0242.5-2132          3266         40.6496        -21.5704   3.01E+20   2.71e+20   0.90
MACS_J0257.1-2325          1654         44.2881        -23.3623   2.23E+20   2.09e+20   0.94
MACS_J0257.1-2325          3581         44.2881        -23.3848   2.21E+20   2.09e+20   0.95
MACS_J0257.6-2209          3267         44.4209        -22.1184   1.97E+20   2.02e+20   1.03
MACS_J0308.9+2645          3268         47.2330         26.7361   1.11E+21   1.19e+21   1.07
MACS_J0329.6-0211          3257         52.4237         -2.1806   4.45E+20   6.21e+20   1.40
MACS_J0329.6-0211          3582         52.4237         -2.2170   4.45E+20   6.21e+20   1.40
MACS_J0329.6-0211          6108         52.4237         -2.1945   4.45E+20   6.21e+20   1.40
MACS_J0417.5-1154          3270         64.3945        -11.9480   2.99E+20   4.00e+20   1.34
MACS_J0429.6-0253          3271         67.4004         -2.9129   4.52E+20   5.70e+20   1.26
MACS_J0520.7-1328          3272         80.1752        -13.5039   7.39E+20   8.88e+20   1.20
MACS_J0547.0-3904          3273         86.7566        -39.0234   3.98E+20   4.08e+20   1.03
MACS_J0717.5+3745          1655        109.3818         37.6820   6.80E+20   6.75e+20   0.99
MACS_J0717.5+3745          4200        109.3818         37.8056   6.80E+20   6.75e+20   0.99
MACS_J0744.8+3927          3197        116.2200         39.4981   5.68E+20   4.66e+20   0.82
MACS_J0744.8+3927          3585        116.2199         39.4463   5.68E+20   4.66e+20   0.82
MACS_J0744.8+3927          6111        116.2200         39.4819   5.68E+20   4.66e+20   0.82
MACS_J1115.2+5320          3253        168.8151         53.2846   8.46E+19   9.80e+19   1.16
MACS_J1115.2+5320          5008        168.8152         53.2700   8.72E+19   9.80e+19   1.12
MACS_J1115.2+5320          5350        168.8152         53.3101   8.00E+19   9.80e+19   1.23
MACS_J1115.8+0129          3275        168.9669          1.5488   4.15E+20   4.36e+20   1.05
MACS_J1131.8-1955          3276        172.9774        -19.9799   3.90E+20   4.49e+20   1.15
MACS_J1149.5+2223          1656        177.3994         22.3247   1.93E+20   2.32e+20   1.20
MACS_J1149.5+2223          3589        177.3994         22.4507   1.89E+20   2.32e+20   1.23
MACS_J1206.2-0847          3277        181.5512         -8.7515   3.96E+20   4.15e+20   1.05
MACS_J1311.0-0310          3258        197.7569         -3.1273   1.97E+20   2.18e+20   1.11
MACS_J1311.0-0310          6110        197.7570         -3.2167   1.97E+20   2.18e+20   1.11
MACS_J1621.3+3810          3254        245.3533         38.1626   1.20E+20   1.07e+20   0.89
MACS_J1621.3+3810          3594        245.3533         38.0987   1.20E+20   1.07e+20   0.89
MACS_J1621.3+3810          6109        245.3534         38.2010   1.18E+20   1.07e+20   0.91
MACS_J1621.3+3810          6172        245.3534         38.2057   1.18E+20   1.07e+20   0.91
MACS_J1931.8-2634          3282        292.9569        -26.6097   7.97E+20   9.13e+20   1.15
