# Model: wabs(mekal) for total spectra; Fit Range = 2.0 - 9.5; Count Rates = 2.0 - 9.5 keV
# Nh frozen = yes; Fe frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
ABELL_0401                   518   1.10   4.10 12.48  0.00  0.00 10.91  9.79 12.27  0.46  0.46  0.46   2.66e-02   2.62e-02   2.71e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  1.115   1.41    308
ABELL_0478                  1669   0.93   3.39 15.48  0.00  0.00  6.64  6.42  6.87  0.31  0.31  0.31   4.27e-02   4.22e-02   4.33e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  1.609   1.28    393
ABELL_0478                  6102   0.93   4.10 15.48  0.00  0.00  8.23  7.59  8.95  0.31  0.31  0.31   4.01e-02   3.92e-02   4.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  1.529   1.06    295
ABELL_0520                  4215   0.42   3.84  7.84  0.00  0.00  6.83  6.36  7.35  0.25  0.25  0.25   9.02e-03   8.76e-03   9.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2020  0.240   1.20    342
ABELL_0521                   430   0.34   3.47  6.17  0.00  0.00  6.55  5.60  7.73  0.19  0.19  0.19   6.09e-03   5.72e-03   6.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2533  0.081   1.23    207
ABELL_0576                  3289   2.10   3.85  5.57  0.00  0.00  3.07  2.87  3.30  0.46  0.46  0.46   7.78e-03   7.40e-03   8.19e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  0.148   1.09    233
ABELL_0644                  2211   1.17   4.10  6.31  0.00  0.00  6.73  6.38  7.10  0.29  0.29  0.29   2.59e-02   2.54e-02   2.64e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  0.942   1.11    349
ABELL_0665                  3586   0.46   4.10  4.24  0.00  0.00  7.70  6.98  8.56  0.19  0.19  0.19   1.14e-02   1.10e-02   1.18e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1810  0.336   0.96    284
ABELL_0697                  4217   0.30   4.10  3.34  0.00  0.00  9.07  7.83 10.59  0.23  0.23  0.23   9.08e-03   8.69e-03   9.53e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2820  0.238   1.48    198
ABELL_0773                  5006   0.39   4.10  1.46  0.00  0.00  8.03  6.93  9.45  0.34  0.34  0.34   7.21e-03   6.86e-03   7.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2170  0.201   1.14    185
ABELL_0907                  3185   0.54   4.10  5.69  0.00  0.00  4.78  4.47  5.13  0.25  0.25  0.25   8.12e-03   7.80e-03   8.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.192   1.26    305
ABELL_0963                   903   0.41   2.98  1.39  0.00  0.00  5.72  5.11  6.44  0.34  0.34  0.34   6.38e-03   6.07e-03   6.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2056  0.139   1.10    256
ABELL_1068                  1652   0.61   3.08  0.71  0.00  0.00  3.96  3.55  4.48  0.42  0.42  0.42   5.87e-03   5.46e-03   6.31e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1375  0.105   1.07    204
ABELL_1204                  2205   0.49   4.81  1.44  0.00  0.00  2.82  2.52  3.19  0.35  0.35  0.35   4.59e-03   4.09e-03   5.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1706  0.032   2.00    148
ABELL_1361                  2200   0.71   2.94  2.18  0.00  0.00 13.80  8.25 49.51  0.61  0.61  0.61   3.63e-03   3.35e-03   3.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1171  0.112   0.90     39
ABELL_1413                  5003   0.58   2.79  2.19  0.00  0.00  6.88  6.45  7.37  0.21  0.21  0.21   1.12e-02   1.09e-02   1.15e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  0.312   1.07    320
ABELL_1650                  4178   0.97   2.94  1.62  0.00  0.00  4.73  4.42  5.10  0.40  0.40  0.40   1.30e-02   1.26e-02   1.35e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  0.412   1.22    275
ABELL_1651                  4185   0.98   4.10  2.02  0.00  0.00  5.56  5.06  6.17  0.32  0.32  0.32   1.76e-02   1.68e-02   1.85e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0840  0.592   1.13    194
ABELL_1664                  1648   0.65   2.94  8.47  0.00  0.00  3.50  2.96  4.24  0.11  0.11  0.11   6.82e-03   5.94e-03   7.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1276  0.100   0.90     72
ABELL_1689                  5004   0.45   4.10  1.87  0.00  0.00  9.45  8.48 10.54  0.25  0.25  0.25   1.62e-02   1.58e-02   1.67e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1843  0.531   1.15    284
ABELL_1758                  2213   0.31   3.78  1.09  0.00  0.00 21.29 16.46 31.23  0.20  0.20  0.20   7.70e-03   7.56e-03   7.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2792  0.157   1.07    361
ABELL_1763                  3591   0.45   4.10  0.82  0.00  0.00  7.03  6.05  8.36  0.16  0.16  0.16   7.08e-03   6.65e-03   7.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1866  0.189   1.31    182
ABELL_1835                   495   0.34   2.91  2.36  0.00  0.00 11.92 10.43 14.06  0.36  0.36  0.36   1.22e-02   1.19e-02   1.25e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2532  0.388   1.01    258
ABELL_1914                  3593   0.49   4.10  0.97  0.00  0.00  8.43  7.69  9.28  0.30  0.30  0.30   1.82e-02   1.77e-02   1.87e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1711  0.599   1.13    282
ABELL_1942                  3290   0.38   4.32  2.75  0.00  0.00  3.09  2.69  3.62  0.27  0.27  0.27   2.50e-03   2.17e-03   2.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.004   1.70    183
ABELL_1991                  3193   1.44   2.88  2.43  0.00  0.00  2.06  1.88  2.28  0.30  0.30  0.30   3.79e-03   3.42e-03   4.19e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0565  0.017   1.78    144
ABELL_2029                  4977   1.07   3.00  3.26  0.00  0.00  7.14  6.93  7.35  0.42  0.42  0.42   3.30e-02   3.27e-02   3.33e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  1.363   1.83    409
ABELL_2029                  6101   1.07   4.10  3.26  0.00  0.00  8.53  7.83  9.34  0.42  0.42  0.42   3.62e-02   3.54e-02   3.70e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  1.464   1.03    283
ABELL_2034                  2204   0.73   4.10  1.58  0.00  0.00  6.69  6.26  7.17  0.29  0.29  0.29   1.10e-02   1.07e-02   1.13e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1130  0.354   1.34    350
ABELL_2104                   895   0.53   2.45  9.04  0.00  0.00  6.48  5.97  7.07  0.32  0.32  0.32   7.43e-03   7.19e-03   7.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  0.233   1.12    299
ABELL_2124                  3238   1.24   2.77  1.71  0.00  0.00  3.43  2.87  4.26  0.30  0.30  0.30   2.58e-03   2.25e-03   2.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.019   1.52     80
ABELL_2147                  3211   2.27   4.10  3.38  0.00  0.00  3.98  3.52  4.56  0.35  0.35  0.35   5.50e-03   5.08e-03   5.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  0.153   1.29    131
ABELL_2163                  1653   0.49   4.10 12.04  0.00  0.00 11.84 11.20 12.57  0.22  0.22  0.22   2.72e-02   2.70e-02   2.75e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1695  0.910   1.27    399
ABELL_2199                   497   2.70   2.89  0.88  0.00  0.00  4.99  4.26  6.00  0.43  0.43  0.43   2.88e-03   2.67e-03   3.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.116   1.23     78
ABELL_2204                   499   0.55   2.89  5.84  0.00  0.00  7.98  7.11  9.04  0.38  0.38  0.38   1.77e-02   1.71e-02   1.84e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.655   1.24    206
ABELL_2204                  6104   0.55   4.10  5.84  0.00  0.00  9.09  7.98 10.58  0.30  0.30  0.30   1.86e-02   1.80e-02   1.93e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.661   1.05    209
ABELL_2218                  1666   0.49   6.38  3.12  0.00  0.00  4.86  4.42  5.41  0.30  0.30  0.30   1.04e-02   9.78e-03   1.10e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1713  0.202   1.53    317
ABELL_2219                   896   0.38   2.99  1.76  0.00  0.00  9.94  9.23 10.78  0.27  0.27  0.27   1.49e-02   1.46e-02   1.52e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2256  0.486   1.08    346
ABELL_2244                  4179   0.85   2.96  2.09  0.00  0.00  4.44  4.26  4.63  0.29  0.29  0.29   1.44e-02   1.40e-02   1.47e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  0.412   1.36    346
ABELL_2255                   894   1.02   4.10  2.53  0.00  0.00 26.19 21.36 43.29  0.25  0.25  0.25   9.76e-03   9.60e-03   1.03e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0805  0.433   3.47    312
ABELL_2259                  3245   0.51   4.10  3.70  0.00  0.00  3.93  3.38  4.67  0.30  0.30  0.30   7.62e-03   6.77e-03   8.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.151   0.96     90
ABELL_2261                  5007   0.38   4.10  3.31  0.00  0.00  6.71  6.02  7.55  0.30  0.30  0.30   9.54e-03   9.11e-03   1.00e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.251   1.09    236
ABELL_2319                  3231   1.44   4.10  9.05  0.00  0.00  8.61  8.01  9.31  0.25  0.25  0.25   3.66e-02   3.59e-02   3.73e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0562  1.459   1.08    321
ABELL_2384                  4202   0.87   4.10  2.99  0.00  0.00  4.12  3.76  4.57  0.30  0.30  0.30   6.03e-03   5.65e-03   6.41e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0945  0.138   1.52    226
ABELL_2390                  4193   0.37   2.87  6.71  0.00  0.00  8.21  7.83  8.62  0.25  0.25  0.25   1.47e-02   1.44e-02   1.49e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2301  0.426   1.40    397
ABELL_2409                  3247   0.57   3.85  6.72  0.00  0.00  4.90  4.31  5.66  0.30  0.30  0.30   9.90e-03   9.16e-03   1.07e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1479  0.261   1.27    117
ABELL_2550                  2225   0.54   3.94  2.03  0.00  0.00  0.87  0.64  1.17  0.30  0.30  0.30   2.98e-03   1.59e-03   6.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1543 -0.156   2.60    184
ABELL_2554                  1696   0.75   3.69  2.04  0.00  0.00  3.59  3.07  4.36  0.44  0.44  0.44   4.20e-03   3.74e-03   4.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1103  0.003   1.21    137
ABELL_2556                  2226   0.95   3.90  2.02  0.00  0.00  2.90  2.60  3.28  0.34  0.34  0.34   5.98e-03   5.43e-03   6.57e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0862  0.021   1.25    172
ABELL_2589                  3210   1.95   2.38  3.98  0.00  0.00 37.64  0.08 79.90  0.30  0.30  0.30   3.30e-03   2.85e-03   4.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  0.146   1.75     16
ABELL_2597                   922   0.96   1.13  2.51  0.00  0.00  4.34  3.54  5.63  0.37  0.37  0.37   1.23e-03   1.07e-03   1.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0854  0.041   1.06     34
ABELL_2626                  3192   1.42   3.10  4.30  0.00  0.00  2.57  2.36  2.82  0.30  0.30  0.30   5.98e-03   5.51e-03   6.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0573  0.078   1.44    147
ABELL_2667                  2214   0.37   3.01  1.64  0.00  0.00  5.16  4.45  6.12  0.31  0.31  0.31   1.02e-02   9.36e-03   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.230   1.34    116
ABELL_2670                  4959   1.07   4.10  2.88  0.00  0.00  4.09  3.75  4.49  0.25  0.25  0.25   6.25e-03   5.90e-03   6.63e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0763  0.153   1.36    253
ABELL_2744                  2212   0.28   3.77  1.82  0.00  0.00  5.63  5.06  6.31  0.19  0.19  0.19   1.05e-02   9.93e-03   1.12e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.135   1.59    231
ABELL_3112                  2516   1.13   3.00  2.50  0.00  0.00  4.43  4.06  4.86  0.51  0.51  0.51   1.22e-02   1.17e-02   1.28e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  0.404   1.13    203
ABELL_3158                  3201   1.40   4.10  1.60  0.00  0.00  4.89  4.61  5.22  0.30  0.30  0.30   1.62e-02   1.57e-02   1.67e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.524   1.16    286
ABELL_3266                   899   1.38   3.80  1.72  0.00  0.00 15.32 13.48 18.25  0.32  0.32  0.32   1.47e-02   1.45e-02   1.49e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  0.598   1.63    302
ABELL_3558                  1646   1.69   3.03  3.84  0.00  0.00  5.98  5.30  6.88  0.33  0.33  0.33   1.15e-02   1.09e-02   1.20e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0480  0.437   0.90    179
ABELL_3562                  4167   1.66   4.10  3.90  0.00  0.00  4.50  4.10  4.97  0.30  0.30  0.30   8.76e-03   8.30e-03   9.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0490  0.260   1.00    189
ABELL_3571                  4203   2.07   2.17  4.66  0.00  0.00  7.40  6.12  9.22  0.30  0.30  0.30   1.78e-03   1.67e-03   1.88e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0391  0.079   1.09     82
ABELL_4038                  4992   2.70   4.10  1.57  0.00  0.00  2.90  2.75  3.07  0.30  0.30  0.30   9.31e-03   8.88e-03   9.76e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.221   1.14    228
AC_114                      1562   0.28   3.62  1.44  0.00  0.00  7.16  6.17  8.45  0.30  0.30  0.30   4.42e-03   4.18e-03   4.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3120  0.020   1.05    358
CL_1221+4918                1662   0.14   1.86  1.44  0.00  0.00  4.23  3.25  5.80  0.30  0.30  0.30   9.90e-04   7.50e-04   1.31e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7000  0.003   1.38     68
CL_1416+4446                 541   0.22   2.15  1.24  0.00  0.00 79.90 58.64 79.90  0.30  0.30  0.30   1.28e-03   1.20e-03   1.36e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4000  0.041   5.54     38
CYGNUS_A                     360   1.45   2.39 35.23  0.00  0.00  7.62  6.94  8.28  0.72  0.72  0.72   8.44e-03   8.26e-03   8.64e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  0.371   1.67    277
ESO_3060170                 3189   2.26   4.10  3.43  0.00  0.00  2.65  2.27  3.17  0.30  0.30  0.30   3.57e-03   3.08e-03   4.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.056   1.59     62
ESO_5520200                 3206   2.57   4.10  4.29  0.00  0.00  2.38  1.91  3.08  0.30  0.30  0.30   1.43e-03   1.14e-03   1.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.009   2.01     59
EXO_0422-086                4183   2.04   4.10  6.22  0.00  0.00  2.89  2.56  3.30  0.30  0.30  0.30   7.11e-03   6.38e-03   7.93e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.151   1.03     80
HERCULES_A                  1625   0.54   2.32  6.27  0.00  0.00  3.40  2.93  4.05  0.45  0.45  0.45   4.37e-03   3.86e-03   4.93e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.076   1.12     70
IRAS_09104+4109              509   0.21   2.69  1.36  0.00  0.00 79.90 74.38 79.90  0.30  0.30  0.30   2.03e-02   1.96e-02   2.10e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.617   3.45    109
MS_0016.9+1609               520   0.17   2.70  4.06  0.00  0.00  6.54  5.86  7.34  0.30  0.30  0.30   3.88e-03   3.64e-03   4.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.058   1.35    211
MS_0302.7+1658               525   0.21   2.02 10.95  0.00  0.00  1.75  1.05  3.46  0.30  0.30  0.30   1.60e-03   0.00e+00   4.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4240 -0.002   2.46      8
MS_0440.5+0204              4196   0.44   3.02  9.10  0.00  0.00 79.90 67.09 79.90  0.30  0.30  0.30   6.67e-03   6.37e-03   6.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.196   2.38     95
MS_0451.6-0305               902   0.17   2.53  5.68  0.00  0.00  8.13  6.72 10.02  0.28  0.28  0.28   3.66e-03   3.40e-03   3.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.027   1.13    166
MS_0735.6+7421              4197   0.39   2.81  3.40  0.00  0.00  3.89  3.58  4.27  0.37  0.37  0.37   5.35e-03   5.03e-03   5.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.065   1.61    231
MS_0839.8+2938              2224   0.43   3.07  3.92  0.00  0.00  3.61  3.03  4.59  0.59  0.59  0.59   2.90e-03   2.51e-03   3.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940 -0.001   0.83    130
MS_1006.0+1202               925   0.39   4.10  3.63  0.00  0.00 79.89 65.37 79.90  0.37  0.37  0.37   5.11e-03   4.93e-03   5.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.176   4.04    152
MS_1008.1-1224               926   0.29   3.96  6.71  0.00  0.00 79.90 72.28 79.90  0.72  0.72  0.72   4.34e-03   4.24e-03   4.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.147   4.88    174
MS_1054.5-0321               512   0.12   2.20  3.69  0.00  0.00 15.85  9.51 40.78  0.07  0.07  0.07   1.46e-03   1.32e-03   1.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300 -0.012   1.31    146
MS_1137.5+6625               536   0.12   1.59  1.18  0.00  0.00 79.90 66.57 79.90  0.30  0.30  0.30   1.04e-03   9.99e-04   1.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7820  0.024   5.42     81
MS_1455.0+2232              4192   0.33   3.54  3.35  0.00  0.00  4.38  4.07  4.74  0.35  0.35  0.35   4.63e-03   4.39e-03   4.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.075   1.58    317
MS_1621.5+2640               546   0.21   2.92  3.59  0.00  0.00  5.83  4.39  8.14  0.30  0.30  0.30   1.77e-03   1.51e-03   2.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.021   1.04     87
MS_2053.7-0449              1667   0.16   2.55  5.16  0.00  0.00  2.61  1.63  5.23  0.31  0.31  0.31   6.42e-04   0.00e+00   1.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830 -0.011   1.49     51
MS_2137.3-2353               928   0.28   2.62  3.40  0.00  0.00  5.95  4.88  7.31  0.53  0.53  0.53   2.85e-03   2.63e-03   3.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.015   1.29    147
OPHIUCHUS                   3200   2.89   3.00 19.84  0.00  0.00  8.65  7.96  9.47  0.30  0.30  0.30   6.46e-03   6.33e-03   6.60e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.294   1.23    272
PKS_0745-191                 508   0.80   2.98 40.82  0.00  0.00 79.90 77.32 79.90  0.30  0.30  0.30   7.69e-02   7.58e-02   7.81e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  3.078   4.51    321
PKS_0745-191                6103   0.80   4.10 40.80  0.00  0.00  7.97  7.33  8.71  0.30  0.30  0.30   3.50e-02   3.41e-02   3.59e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  1.243   1.05    278
RBS_0797                    2202   0.25   4.10  2.22  0.00  0.00  4.95  4.08  6.14  0.30  0.30  0.30   6.06e-03   5.32e-03   7.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.088   1.53     82
RX_J0647.7+7015             3584   0.16   4.10  5.18  0.00  0.00  5.13  4.01  6.77  0.30  0.30  0.30   3.88e-03   3.22e-03   4.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.024   1.42     89
RX_J0819.6+6336             2199   0.70   2.98  4.11  0.00  0.00  2.53  2.06  3.23  0.30  0.30  0.30   3.46e-03   2.79e-03   4.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.005   1.17     63
RX_J0820.9+0752             1647   0.75   3.03  2.37  0.00  0.00 79.85  0.08 79.90  0.30  0.30  0.30   5.75e-03   5.02e-03   6.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.173   1.40     31
RX_J1347.5-1145             3592   0.20   4.10  4.89  0.00  0.00 11.43 10.43 12.62  0.30  0.30  0.30   1.05e-02   1.02e-02   1.07e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.239   1.38    346
RX_J1347.5-1145              507   0.20   3.08  4.89  0.00  0.00 13.92 10.74 22.12  0.37  0.37  0.37   1.05e-02   1.01e-02   1.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.249   1.08    120
RX_J1423.8+2404             1657   0.17   4.10  2.65  0.00  0.00  4.71  3.52  7.53  0.30  0.30  0.30   1.94e-03   1.49e-03   2.62e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450 -0.006   1.97     71
RX_J1423.8+2404             4195   0.17   2.93  2.65  0.00  0.00  3.64  3.14  4.24  0.30  0.30  0.30   2.35e-03   2.07e-03   2.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450 -0.054   1.69    295
RX_J1532.9+3021             1649   0.25   2.89  2.21  0.00  0.00  4.75  3.76  6.20  0.34  0.34  0.34   5.33e-03   4.57e-03   6.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.046   1.14     62
RX_J1532.9+3021             1665   0.25   4.10  2.21  0.00  0.00  5.46  4.36  7.04  0.30  0.30  0.30   5.07e-03   4.44e-03   5.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.081   1.60     70
