1000.00000  0.04977
999.80000 -0.02148
999.60000 -0.01868
999.40000 -0.04038
999.20000 -0.05015
999.00000  0.11901
998.80000  0.02853
998.60000 -0.13893
998.40000 -0.12615
998.20000  0.01258
998.00000  0.04778
997.80000 -0.03175
997.60000 -0.09214
997.40000 -0.04128
997.20000  0.10206
997.00000 -0.02541
996.80000 -0.04484
996.60000 -0.03853
996.40000 -0.00301
996.20000  0.04514
996.00000  0.04857
995.80000  0.14536
995.60000 -0.05176
995.40000 -0.09751
995.20000 -0.01951
995.00000 -0.05216
994.80000 -0.03267
994.60000 -0.07821
994.40000 -0.12469
994.20000 -0.05892
994.00000 -0.03955
993.80000 -0.03626
993.60000  0.02644
993.40000 -0.01325
993.20000  0.03980
993.00000  0.03659
992.80000 -0.03017
992.60000  0.00002
992.40000  0.01342
992.20000 -0.02005
992.00000 -0.00009
991.80000 -0.03355
991.60000 -0.00665
991.40000 -0.01350
991.20000  0.07738
991.00000  0.05420
990.80000 -0.10163
990.60000  0.09822
990.40000 -0.02401
990.20000 -0.00360
990.00000 -0.05142
989.80000 -0.03104
989.60000  0.10267
989.40000 -0.16536
989.20000 -0.07564
989.00000 -0.02080
988.80000 -0.12850
988.60000 -0.03464
988.40000 -0.08320
988.20000 -0.02789
988.00000 -0.02066
987.80000  0.05590
987.60000 -0.01395
987.40000 -0.01783
987.20000  0.02810
987.00000  0.02127
986.80000  0.09845
986.60000 -0.02809
986.40000 -0.06317
986.20000  0.03860
986.00000  0.09534
985.80000 -0.04259
985.60000 -0.03251
985.40000  0.06721
985.20000  0.03586
985.00000 -0.04291
984.80000  0.06765
984.60000  0.02162
984.40000  0.01042
984.20000  0.00009
984.00000 -0.10852
983.80000 -0.03624
983.60000 -0.14963
983.40000  0.03632
983.20000  0.07271
983.00000 -0.04357
982.80000 -0.02186
982.60000  0.00020
982.40000  0.06877
982.20000 -0.07307
982.00000  0.00312
981.80000  0.03977
981.60000  0.05154
981.40000 -0.07809
981.20000  0.11053
981.00000 -0.11078
980.80000 -0.08138
980.60000  0.11097
980.40000 -0.06683
980.20000 -0.03705
980.00000  0.10733
979.80000 -0.05972
979.60000 -0.05989
979.40000 -0.17935
979.20000  0.05497
979.00000 -0.00462
978.80000 -0.08265
978.60000 -0.02259
978.40000 -0.01957
978.20000  0.02269
978.00000  0.11325
977.80000 -0.09849
977.60000 -0.11355
977.40000  0.10877
977.20000  0.01534
977.00000 -0.07583
976.80000 -0.05046
976.60000  0.02283
976.40000  0.00295
976.20000 -0.00756
976.00000  0.02293
975.80000  0.06892
975.60000 -0.08448
975.40000  0.00750
975.20000 -0.13069
975.00000  0.00281
974.80000  0.05673
974.60000  0.03859
974.40000  0.03076
974.20000 -0.01541
974.00000  0.08475
973.80000  0.03868
973.60000 -0.13155
973.40000 -0.04623
973.20000  0.02324
973.00000 -0.08250
972.80000  0.10393
972.60000  0.16599
972.40000 -0.16328
972.20000 -0.09352
972.00000 -0.06239
971.80000 -0.02090
971.60000 -0.03909
971.40000 -0.03137
971.20000  0.00779
971.00000  0.09408
970.80000  0.04718
970.60000  0.01573
970.40000  0.09747
970.20000 -0.03936
970.00000 -0.07915
969.80000 -0.15101
969.60000  0.07939
969.40000 -0.04766
969.20000  0.09598
969.00000  0.09903
968.80000  0.00812
