968.60000  0.03250
968.40000 -0.04037
968.20000  0.10795
968.00000  0.07327
967.80000  0.09757
967.60000  0.06771
967.40000  0.03284
967.20000  0.13059
967.00000  0.01665
966.80000  0.18027
966.60000  0.07439
966.40000  0.06620
966.20000  0.05004
966.00000  0.10800
965.80000  0.12506
965.60000  0.08392
965.40000  0.12831
965.20000  0.21217
965.00000  0.21036
964.80000  0.28604
964.60000  0.20299
964.40000  0.24660
964.20000  0.27185
964.00000  0.21620
963.80000  0.51345
963.60000  0.36804
963.40000  0.56736
963.20000  0.63727
963.00000  0.66233
962.80000  0.81007
962.60000  0.96797
962.40000  0.99864
962.20000  1.16299
962.00000  1.33622
961.80000  1.54747
961.60000  1.74298
961.40000  2.09597
961.20000  2.37517
961.00000  2.86115
960.80000  3.41029
960.60000  4.23352
960.40000  4.82835
960.20000  5.78769
960.00000  7.18230
959.80000  8.85538
959.60000  10.45777
959.40000  12.69650
959.20000  15.25476
959.00000  18.62584
958.80000  22.02513
958.60000  26.59932
958.40000  31.28806
958.20000  36.45005
958.00000  41.75806
957.80000  47.00016
957.60000  52.12380
957.40000  56.37816
957.20000  60.13202
957.00000  62.53362
956.80000  64.38254
956.60000  65.23413
956.40000  65.59458
956.20000  65.33959
956.00000  64.83630
955.80000  64.20241
955.60000  63.22650
955.40000  62.26487
955.20000  61.44247
955.00000  60.36939
954.80000  59.67562
954.60000  58.85060
954.40000  58.28220
954.20000  57.76190
954.00000  57.42869
953.80000  57.02198
953.60000  56.61541
953.40000  56.42151
953.20000  56.25652
953.00000  56.54905
952.80000  56.70564
952.60000  57.10747
952.40000  57.52789
952.20000  58.24335
952.00000  59.36412
951.80000  60.47182
951.60000  61.81326
951.40000  63.00807
951.20000  64.48795
951.00000  65.56626
950.80000  66.31158
950.60000  66.27907
950.40000  65.41186
950.20000  63.27821
950.00000  60.36454
949.80000  55.62253
949.60000  50.92646
949.40000  44.27596
949.20000  38.97956
949.00000  32.18148
948.80000  27.17149
948.60000  22.04350
948.40000  18.08225
948.20000  14.59039
948.00000  11.69466
947.80000  9.63025
947.60000  7.66364
947.40000  6.34468
947.20000  5.02878
947.00000  4.27264
946.80000  3.32591
946.60000  2.87955
946.40000  2.43359
946.20000  2.01464
946.00000  1.60465
945.80000  1.37104
945.60000  1.39328
945.40000  1.22500
945.20000  0.71791
945.00000  0.81292
944.80000  0.65731
944.60000  0.48791
944.40000  0.37861
944.20000  0.44784
944.00000  0.50217
943.80000  0.46915
943.60000  0.31718
943.40000  0.14277
943.20000  0.16475
943.00000  0.19821
942.80000  0.20969
942.60000  0.15486
942.40000  0.16808
942.20000 -0.15505
942.00000  0.02159
941.80000  0.44127
941.60000  0.20026
941.40000 -0.08892
941.20000  0.10048
941.00000  0.12341
940.80000 -0.05596
940.60000  0.03415
940.40000 -0.11330
940.20000 -0.03369
940.00000  0.11293
939.80000  0.31677
939.60000  0.01149
939.40000 -0.27390
939.20000  0.00178
939.00000  0.04753
938.80000  0.17236
938.60000 -0.01143
938.40000  0.01153
938.20000 -0.10389
938.00000 -0.07014
937.80000  0.10713
937.60000 -0.04696
937.40000 -0.00005
937.20000 -0.03567
937.00000  0.15341
936.80000  0.30725
936.60000 -0.04722
936.40000 -0.02364
936.20000  0.17856
936.00000 -0.07129
935.80000 -0.20388
935.60000 -0.16773
935.40000 -0.09660
935.20000 -0.10869
935.00000 -0.14505
934.80000 -0.06079
934.60000  0.10972
934.40000  0.08523
934.20000 -0.01205
934.00000  0.09967
933.80000 -0.01229
933.60000  0.06141
933.40000  0.16017
933.20000 -0.16048
933.00000 -0.02510
932.80000  0.00003
932.60000  0.18641
932.40000 -0.22686
932.20000 -0.12639
932.00000  0.08832
931.80000  0.05056
931.60000 -0.29213
931.40000  0.17964
931.20000 -0.01265
931.00000  0.10237
930.80000  0.01336
930.60000 -0.11606
930.40000  0.02717
930.20000  0.14392
930.00000 -0.14297
929.80000  0.09102
929.60000 -0.31297
929.40000  0.07827
929.20000 -0.23634
929.00000  0.05247
928.80000  0.02645
928.60000 -0.03929
928.40000 -0.06680
928.20000  0.02734
928.00000  0.13481
927.80000  0.01349
927.60000 -0.14873
927.40000 -0.09523
927.20000 -0.33924
927.00000 -0.17752
926.80000  0.00006
926.60000 -0.22073
926.40000 -0.12438
926.20000  0.06869
926.00000  0.34472
925.80000  0.01398
925.60000 -0.01412
925.40000 -0.07015
925.20000 -0.01404
925.00000 -0.15541
924.80000 -0.06981
924.60000 -0.01427
924.40000  0.09984
924.20000 -0.02939
924.00000 -0.05738
923.80000  0.07197
923.60000  0.02899
923.40000 -0.10169
923.20000  0.04370
923.00000 -0.11695
922.80000  0.01451
922.60000 -0.02843
922.40000 -0.07311
922.20000  0.01451
922.00000  0.29544
921.80000 -0.10432
921.60000 -0.14994
921.40000 -0.01521
921.20000 -0.04539
921.00000  0.01468
920.80000  0.06132
920.60000  0.03061
920.40000 -0.22928
920.20000 -0.04640
920.00000 -0.18490
919.80000 -0.07754
919.60000 -0.20190
919.40000  0.07915
919.20000  0.29666
919.00000  0.04730
918.80000  0.20471
918.60000 -0.11100
918.40000  0.01571
918.20000 -0.41393
918.00000 -0.09679
917.80000 -0.54706
917.60000 -0.06520
917.40000 -0.17727
917.20000  0.21093
917.00000 -0.03217
916.80000  0.19664
916.60000  0.01658
916.40000  0.23039
916.20000 -0.04967
916.00000  0.13342
915.80000 -0.06714
915.60000 -0.25088
915.40000 -0.03375
915.20000  0.00008
915.00000 -0.00013
914.80000  0.13626
914.60000 -0.17126
914.40000 -0.12029
914.20000  0.13838
914.00000  0.01739
913.80000 -0.38272
913.60000  0.10429
913.40000 -0.15671
913.20000 -0.03479
913.00000  0.19404
912.80000  0.00044
912.60000 -0.10668
912.40000 -0.05348
912.20000 -0.21295
912.00000  0.26904
911.80000 -0.07216
911.60000 -0.09045
911.40000 -0.27422
911.20000 -0.12763
911.00000 -0.01844
910.80000  0.14699
910.60000 -0.09227
910.40000  0.00030
910.20000 -0.13066
910.00000 -0.11247
909.80000 -0.13158
909.60000  0.05661
909.40000  0.20710
909.20000 -0.13306
909.00000 -0.07692
908.80000 -0.15326
908.60000  0.09621
908.40000 -0.27041
908.20000 -0.23380
908.00000  0.03830
907.80000  0.27355
907.60000 -0.21480
907.40000 -0.07916
907.20000  0.05833
907.00000  0.11873
906.80000 -0.05982
906.60000 -0.14086
906.40000 -0.00019
906.20000 -0.16158
906.00000 -0.02018
905.80000 -0.08201
905.60000  0.10188
905.40000 -0.10288
905.20000 -0.22740
905.00000 -0.06217
904.80000 -0.02091
904.60000  0.04335
904.40000 -0.12735
904.20000  0.19044
904.00000 -0.33643
903.80000 -0.08559
903.60000 -0.14942
903.40000 -0.02155
903.20000 -0.00034
903.00000  0.34261
902.80000 -0.41213
902.60000  0.32614
902.40000 -0.39880
902.20000  0.19567
902.00000  0.04451
901.80000 -0.02255
901.60000 -0.00063
901.40000 -0.11198
901.20000  0.04490
901.00000  0.38180
900.80000  0.20343
900.60000  0.34166
900.40000 -0.04562
900.20000 -0.18468
900.00000 -0.48338
899.80000 -0.70416
