SEQ_NUM	OBSID	INSTR	GRAT	APP_EXP	EXP_TIME	TARGET_NAME	UPTARGET_NAME	PI_NAME	OBSERVER	RA	DEC	STATUS	START_DATE	PUBLIC_AVAIL	PR_NUM	CATEGORY	TYPE	AO	PR_TITLE	OBS_MODE	JOINT_OBS	COI_CONTACT	GAL_L	GAL_B
800274	3274	ACIS-I	NONE	15.0	14.51	MACSJ0949.8+1708	MACSJ0949.8+1708	Ebeling		09 49 51.80	+17 07 09.00	archived	2002-11-06 03:46:41.0	2003-11-07 20:24:36.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	216.63550549271363	47.0132670160218
800532	5819	ACIS-I	NONE	10.0	11.03	MACSJ1006.9+3200	MACSJ1006.9+3200	Ebeling		10 06 54.70	+32 01 31.40	archived	2005-01-24 03:59:15.0	2006-01-25 10:15:13.246666666	06800853	CLUSTERS OF GALAXIES	GO	06	MACS: The most massive galaxy clusters at z>0.3		None	N	194.9714572964515	54.10854165287845
800530	5817	ACIS-I	NONE	10.0	10.46	MACSJ1105.7-1014	MACSJ1105.7-1014	Ebeling		11 05 46.80	-10 14 46.20	archived	2005-01-03 09:04:10.0	2006-01-04 22:24:47.69	06800853	CLUSTERS OF GALAXIES	GO	06	MACS: The most massive galaxy clusters at z>0.3		None	N	264.9249142391138	44.68851061915179
800275	3275	ACIS-I	NONE	16.0	16.11	MACSJ1115.8+0129	MACSJ1115.8+0129	Ebeling		11 15 51.90	+01 29 54.00	archived	2003-01-23 22:21:28.0	2004-02-05 20:18:45.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	257.1137091984845	55.625259826932435
800276	3276	ACIS-I	NONE	15.0	14.10	MACSJ1131.8-1955	MACSJ1131.8-1955	Ebeling		11 31 54.20	-19 55 42.00	archived	2002-06-14 21:30:47.0	2003-06-21 09:05:03.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	278.58065771234874	39.15321864958859
800277	3277	ACIS-I	NONE	24.0	23.77	MACSJ1206.2-0847	MACSJ1206.2-0847	Ebeling		12 06 12.20	-08 48 04.00	archived	2002-12-15 10:35:26.0	2003-12-18 20:25:35.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	284.39839284448175	52.435303021771176
800278	3278	ACIS-I	NONE	20.0	21.91	MACSJ1319.9+7003	MACSJ1319.9+7003	Ebeling		13 20 08.50	+70 04 39.00	archived	2002-09-15 09:37:31.0	2003-09-20 06:19:59.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	119.36355222457131	46.8513744424535
800524	5811	ACIS-I	NONE	10.0	10.05	MACSJ1359.1-1929	MACSJ1359.1-1929	Ebeling		13 59 10.43	-19 29 24.90	archived	2005-03-17 18:19:10.0	2006-03-18 17:49:26.076666666	06800853	CLUSTERS OF GALAXIES	GO	06	MACS: The most massive galaxy clusters at z>0.3		None	N	324.1250783469421	40.5774321822859
800279	3279	ACIS-I	NONE	17.0	17.15	MACSJ1427.6-2521	MACSJ1427.6-2521	Ebeling		14 27 39.50	-25 21 03.00	archived	2002-06-29 11:00:56.0	2003-07-03 06:21:55.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	328.86964347019864	32.62932990974861
800533	5820	ACIS-I	NONE	10.0	10.13	MACSJ1542.0-2915	MACSJ1542.0-2915	Ebeling		15 42 00.98	-29 15 57.60	archived	2005-04-10 05:07:18.0	2006-04-11 09:29:54.746666666	06800853	CLUSTERS OF GALAXIES	GO	06	MACS: The most massive galaxy clusters at z>0.3		None	N	342.01338168084567	20.37569273652229
800280	3280	ACIS-I	NONE	21.0	21.12	MACSJ1720.2+3536	MACSJ1720.2+3536	Ebeling		17 20 16.90	+35 36 25.00	archived	2002-11-03 13:01:23.0	2003-11-07 20:25:35.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	59.4841856032857	33.07644808751399
800281	3281	ACIS-I	NONE	21.0	20.77	MACSJ1731.6+2252	MACSJ1731.6+2252	Ebeling		17 31 40.00	+22 51 58.00	archived	2002-11-03 19:21:44.0	2003-11-06 20:16:21.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	46.09232192091804	27.18658451601003
800282	3282	ACIS-I	NONE	14.0	13.77	MACSJ1931.8-2634	MACSJ1931.8-2634	Ebeling		19 31 49.70	-26 34 34.00	archived	2002-10-20 23:05:49.0	2003-10-29 16:45:00.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	12.576562832821073	-20.093410981112644
800529	5816	ACIS-I	NONE	10.0	10.17	MACSJ2046.0-3430	MACSJ2046.0-3430	Ebeling		20 46 00.67	-34 30 19.50	archived	2005-06-28 08:17:16.0	2006-06-29 06:29:50.826666666	06800853	CLUSTERS OF GALAXIES	GO	06	MACS: The most massive galaxy clusters at z>0.3		None	N	8.797183818206879	-37.58038942145651
800283	3283	ACIS-I	NONE	24.0	24.11	MACSJ2049.9-3217	MACSJ2049.9-3217	Ebeling		20 49 55.90	-32 16 49.00	archived	2002-12-08 07:47:08.0	2003-12-11 20:26:31.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	11.753100535621162	-37.98468668457472
800284	3284	ACIS-I	NONE	18.0	17.97	MACSJ2211.7-0349	MACSJ2211.7-0349	Ebeling		22 11 46.00	-03 49 45.00	archived	2002-10-08 05:43:25.0	2003-10-10 20:26:20.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	57.26325482278103	-45.35855295244923
800527	5814	ACIS-I	NONE	10.0	8.57	MACSJ2219.1-1844	MACSJ2219.1-1844	Ebeling		22 19 13.64	-18 44 20.40	archived	2005-04-05 22:27:37.0	2006-04-07 13:19:47.623333333	06800853	CLUSTERS OF GALAXIES	GO	06	MACS: The most massive galaxy clusters at z>0.3		None	N	38.2284147612283	-54.11114507566317
800285	3285	ACIS-I	NONE	21.0	20.12	MACSJ2228.5+2036	MACSJ2228.5+2036	Ebeling		22 28 33.90	+20 37 16.00	archived	2003-01-22 15:56:16.0	2004-01-29 20:18:27.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	83.30872298180999	-31.043736662140294
800286	3286	ACIS-I	NONE	17.0	16.65	MACSJ2229.7-2755	MACSJ2229.7-2755	Ebeling		22 29 45.40	-27 55 37.00	archived	2002-11-13 11:46:23.0	2003-11-15 20:23:36.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	23.126169666252764	-58.68998166925584
800287	3287	ACIS-I	NONE	17.0	17.09	MACSJ2245.0+2637	MACSJ2245.0+2637	Ebeling		22 45 04.80	+26 38 04.00	archived	2002-11-24 02:35:20.0	2003-11-26 20:18:24.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	90.82277158630039	-28.245422417740567
800288	3288	ACIS-I	NONE	14.0	13.77	MACSJ2311.5+0338	MACSJ2311.5+0338	Ebeling		23 11 33.30	+03 38 04.00	archived	2002-09-07 06:34:36.0	2003-09-11 06:20:43.0	03800272	CLUSTERS OF GALAXIES	GO	03	MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERS AT Z>0.3		None	N	80.99501745296887	-50.92009032334876
