MACS_J0159.8-0849		6106	167.58865	-65.587426
MACS_J0242.5-2132		3266	206.55745	-64.127555
MACS_J0257.1-2325		1654	212.56825	-61.416916
MACS_J0257.1-2325		3581	212.56849	-61.416856
MACS_J0257.6-2209		3267	210.06776	-60.962590
MACS_J0308.9+2645		3268	157.31254	-26.781137
MACS_J0329.6-0211		3257	186.44498	-44.674224
MACS_J0329.6-0211		3582	186.44504	-44.674226
MACS_J0329.6-0211		6108	186.44495	-44.674207
MACS_J0404.6+1109		3269	180.26020	-29.546277
MACS_J0417.5-1154		3270	205.94619	-39.478259
MACS_J0429.6-0253		3271	197.83947	-32.588642
MACS_J0451.9+0006		5815	198.14768	-26.268712
MACS_J0455.2+0657		5812	192.25236	-21.932296
MACS_J0520.7-1328		3272	215.25898	-26.108079
MACS_J0547.0-3904		3273	244.75103	-28.623808
MACS_J0553.4-3342		5813	239.29099	-26.002243
MACS_J0717.5+3745		1655	180.24822	21.046347
MACS_J0717.5+3745		4200	180.24824	21.046335
MACS_J0744.8+3927		3197	180.12605	26.651590
MACS_J0744.8+3927		3585	180.12603	26.651522
MACS_J0744.8+3927		6111	180.12593	26.651613
MACS_J0911.2+1746		3587	211.24198	38.649667
MACS_J0911.2+1746		5012	211.24206	38.649565
MACS_J0949+1708		3274	216.63684	47.013018
MACS_J1006.9+3200		5819	194.96993	54.108476
MACS_J1105.7-1014		5817	264.92133	44.689815
MACS_J1108.8+0906		3252	244.77270	59.817797
MACS_J1108.8+0906		5009	244.77253	59.817906
MACS_J1115.2+5320		3253	150.54052	58.331311
MACS_J1115.2+5320		5008	150.54031	58.331251
MACS_J1115.2+5320		5350	150.54050	58.331300
MACS_J1115.8+0129		3275	257.11374	55.626197
MACS_J1131.8-1955		3276	278.59101	39.152442
MACS_J1149.5+2223		1656	228.18366	75.199566
MACS_J1149.5+2223		3589	228.18407	75.199478
MACS_J1206.2-0847		3277	284.39870	52.435823
MACS_J1226.8+2153		3590	255.05433	82.299521
MACS_J1311.0-0310		3258	312.55110	59.327746
MACS_J1311.0-0310		6110	312.55117	59.327671
MACS_J1319+7003		3278	119.36348	46.852827
MACS_J1427.2+4407		6112	80.648309	64.326821
MACS_J1427.6-2521		3279	328.86897	32.629092
MACS_J1621.3+3810		3254	60.930684	45.053572
MACS_J1621.3+3810		3594	60.930636	45.053547
MACS_J1621.3+3810		6109	60.930596	45.053606
MACS_J1621.3+3810		6172	60.930712	45.053549
MACS_J1731.6+2252		3281	46.092930	27.187177
MACS_J1824.3+4309		3255	71.109746	22.866913
MACS_J1931.8-2634		3282	12.576507	-20.093266
MACS_J2046.0-3430		5816	8.7984556	-37.579694
MACS_J2049.9-3217		3283	11.752261	-37.986072
