ABELL_0085                   904   0.07   4.81  0.81  0.00  0.00  7.16  6.91  7.42  0.45  0.41  0.49   3.70e-02   3.65e-02   3.75e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  1.750   94.2   1.20    344
ABELL_0133                  2203   0.07   2.57  1.56  0.00  0.00  4.65  4.33  5.02  0.56  0.45  0.67   6.98e-03   6.71e-03   7.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  0.348   78.0   0.98    232
ABELL_0478             6102+1669   0.05   6.07 28.75  0.00  0.00  7.90  7.70  8.11  0.37  0.34  0.40   5.61e-02   5.54e-02   5.68e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  2.603   86.6   1.07    677
ABELL_0496                  3361   0.12   2.46  4.57  0.00  0.00  5.66  5.13  6.28  0.60  0.46  0.74   1.35e-02   1.29e-02   1.42e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0328  0.721   89.9   1.01    171
ABELL_0576                  3289   0.11   3.91  5.57  0.00  0.00  4.55  4.24  4.91  0.35  0.26  0.45   9.71e-03   9.33e-03   1.01e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  0.442   60.9   0.94    256
ABELL_0644                  2211   0.06   6.38  6.31  0.00  0.00  8.13  7.77  8.54  0.40  0.35  0.45   3.50e-02   3.45e-02   3.56e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  1.682   89.7   1.05    342
ABELL_1060                  2220   0.32   3.66  4.96  0.00  0.00  3.37  3.04  3.80  0.30  0.14  0.48   2.84e-03   2.61e-03   3.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0125  0.093   91.6   1.33     95
ABELL_1201                  4216   0.02   2.75  1.85  0.00  0.00  6.38  5.50  7.49  0.34  0.20  0.48   3.74e-03   3.52e-03   3.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1688  0.203   45.0   1.10    164
ABELL_1361                  2200   0.03   2.94  2.18  0.00  0.00  5.60  4.01  8.66  0.20  0.00  0.60   4.96e-03   4.20e-03   5.93e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1171  0.254   57.2   0.90     35
ABELL_1413                  5003   0.03   2.79  2.19  0.00  0.00  9.09  8.59  9.64  0.37  0.31  0.42   1.09e-02   1.07e-02   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  0.478   92.8   0.99    330
ABELL_1650                  4178   0.05   2.94  1.62  0.00  0.00  6.61  6.20  7.06  0.38  0.32  0.45   1.46e-02   1.43e-02   1.50e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  0.769   81.6   0.93    286
ABELL_1795                  5289   0.07   6.58  1.22  0.00  0.00  7.00  6.64  7.39  0.30  0.25  0.35   4.64e-02   4.56e-02   4.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0625  2.128   92.6   1.02    327
ABELL_1991                  3193   0.07   3.03  2.43  0.00  0.00  2.80  2.63  3.00  0.49  0.34  0.64   5.00e-03   4.67e-03   5.36e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0565  0.183   60.7   0.96    200
ABELL_2029             6101+4977   0.06   6.68  3.26  0.00  0.00  8.83  8.63  9.04  0.45  0.43  0.48   5.50e-02   5.44e-02   5.57e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  2.742   91.0   1.12    676
ABELL_2104                   895   0.02   2.45 14.88  0.00  0.00  8.55  7.94  9.27  0.39  0.31  0.47   6.96e-03   6.80e-03   7.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  0.399   69.7   1.04    296
ABELL_2124                  3238   0.07   2.77  1.71  0.00  0.00  6.17  4.99  7.78  0.43  0.21  0.69   2.64e-03   2.42e-03   2.88e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.143   54.1   1.18    109
ABELL_2147                  3211   0.11   7.77  3.38  0.00  0.00  5.51  5.04  6.07  0.30  0.21  0.40   1.58e-02   1.52e-02   1.65e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  0.658   77.8   1.07    283
ABELL_2199                   497   0.13   2.89  0.88  0.00  0.00  4.72  4.49  4.97  0.35  0.29  0.41   2.39e-02   2.32e-02   2.45e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  1.125   90.6   1.06    262
ABELL_2204              6104+499   0.02   4.27  5.84  0.00  0.00 10.47  9.65 11.46  0.35  0.27  0.43   2.06e-02   2.01e-02   2.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  1.070   83.6   0.96    488
ABELL_2244                  4179   0.04   2.96  2.09  0.00  0.00  5.92  5.70  6.17  0.34  0.30  0.38   1.52e-02   1.49e-02   1.54e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  0.776   79.9   1.05    331
ABELL_2319                  3231   0.07   7.77  6.12  0.00  0.00 12.89 11.99 13.89  0.35  0.28  0.42   7.44e-02   7.34e-02   7.54e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0562  3.666   92.7   1.16    341
