ABELL_0085                   904   0.00   4.81  1.00  0.60  1.39  5.67  5.57  5.77  0.55  0.53  0.58   4.84e-02   4.79e-02   4.88e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  6.640   95.3   1.54    426
ABELL_0133                  2203   0.00   2.57  1.56  0.00  0.00  3.38  3.32  3.44  0.79  0.74  0.84   1.18e-02   1.16e-02   1.20e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  2.487   84.4   1.25    345
ABELL_0478             6102+1669   0.00   4.21 29.26 28.92 29.61  6.82  6.71  6.94  0.39  0.37  0.41   6.46e-02   6.40e-02   6.51e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  6.142   89.1   1.16    829
ABELL_0496                  3361   0.00   2.46  4.57  0.00  0.00  3.80  3.72  3.88  0.84  0.79  0.91   3.07e-02   3.01e-02   3.12e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0328  6.236   93.8   1.12    323
ABELL_0576                  3289   0.00   3.85  5.57  0.00  0.00  4.32  4.21  4.44  0.51  0.46  0.57   1.16e-02   1.14e-02   1.18e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  1.988   64.8   0.87    347
ABELL_1060                  2220   0.00   3.66  4.96  0.00  0.00  3.38  3.32  3.44  0.44  0.40  0.47   1.96e-02   1.93e-02   1.99e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0125  2.356   93.9   1.31    365
ABELL_1413                  5003   0.00   2.79  2.19  0.00  0.00  7.31  7.12  7.50  0.36  0.32  0.40   1.33e-02   1.32e-02   1.35e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  1.290   93.6   1.14    406
ABELL_1650                  4178   0.00   2.94  1.62  0.00  0.00  6.10  5.94  6.25  0.47  0.42  0.52   1.80e-02   1.78e-02   1.83e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  3.065   84.0   0.96    375
ABELL_1991                  3193   0.00   2.88  2.43  0.00  0.00  2.17  2.13  2.20  0.50  0.46  0.53   9.59e-03   9.40e-03   9.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0565  1.666   74.7   1.89    309
ABELL_2029             6101+4977   0.00   5.00  3.26  0.00  0.00  7.27  7.20  7.33  0.44  0.43  0.46   6.48e-02   6.44e-02   6.52e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  8.076   92.1   1.89    838
ABELL_2104                   895   0.00   2.45 15.00 14.11 15.88  8.49  8.02  9.04  0.37  0.30  0.44   7.50e-03   7.36e-03   7.64e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  1.048   70.5   1.07    370
ABELL_2124                  3238   0.00   2.77  1.71  0.00  0.00  4.61  4.32  4.92  0.48  0.36  0.62   3.49e-03   3.36e-03   3.62e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.630   57.1   1.14    203
ABELL_2147                  3211   0.00   7.77  3.38  0.00  0.00  4.14  4.01  4.27  0.32  0.26  0.39   1.92e-02   1.88e-02   1.96e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  2.268   78.6   1.30    372
ABELL_2199                   497   0.00   2.89  0.88  0.00  0.00  3.94  3.88  3.99  0.49  0.46  0.51   4.70e-02   4.66e-02   4.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  9.525   92.7   1.72    390
ABELL_2244                  4179   0.00   2.96  2.09  0.00  0.00  5.65  5.55  5.75  0.39  0.36  0.43   1.81e-02   1.80e-02   1.83e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  2.943   82.1   1.04    410
ABELL_2589                  3210   0.00   2.38  3.98  0.00  0.00  7.00  6.32  7.85  1.53  1.11  2.02   9.47e-03   8.80e-03   1.01e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  2.110   80.7   1.62    138
