# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2      N2/N1
MACS_J0011.7-1523      3261   6.49   1.00   0.85   0.203000   0.213100  2.048e-03  5.538e-04     0.2703
MACS_J0011.7-1523      3261   6.49   1.00   0.90   0.203000   0.207100  2.169e-03  3.518e-04     0.1622
MACS_J0011.7-1523      3261   6.49   1.00   0.95   0.203000   0.208400  2.289e-03  2.111e-04     0.0922
MACS_J0011.7-1523      3261   6.49   1.00   0.96   0.203000   0.212000  2.314e-03  1.575e-04     0.0681
MACS_J0011.7-1523      3261   6.49   1.00   0.97   0.203000   0.209200  2.338e-03  1.042e-04     0.0446
MACS_J0011.7-1523      3261   6.49   1.00   0.98   0.203000   0.212800  2.362e-03  1.430e-04     0.0605
MACS_J0011.7-1523      3261   6.49   1.00   0.99   0.203000   0.222000  2.386e-03  9.787e-05     0.0410
MACS_J0011.7-1523      6105   6.49   0.50   0.80   0.203000   0.208300  1.928e-03  1.670e-03     0.8661
MACS_J0011.7-1523      6105   6.49   0.50   0.85   0.203000   0.211100  2.048e-03  1.277e-03     0.6236
MACS_J0011.7-1523      6105   6.49   0.50   0.90   0.203000   0.209600  2.169e-03  9.773e-04     0.4506
MACS_J0011.7-1523      6105   6.49   0.50   0.95   0.203000   0.211100  2.289e-03  5.588e-04     0.2441
MACS_J0011.7-1523      6105   6.49   0.50   0.96   0.203000   0.212600  2.314e-03  6.898e-04     0.2982
MACS_J0011.7-1523      6105   6.49   0.50   0.97   0.203000   0.209800  2.338e-03  3.633e-04     0.1554
MACS_J0011.7-1523      6105   6.49   0.50   0.98   0.203000   0.204300  2.362e-03  2.026e-04     0.0858
MACS_J0011.7-1523      6105   6.49   0.50   0.99   0.203000   0.212900  2.386e-03  2.479e-04     0.1039
MACS_J0011.7-1523      6105   6.49   0.75   0.80   0.203000   0.209600  1.928e-03  1.002e-03     0.5197
MACS_J0011.7-1523      6105   6.49   0.75   0.85   0.203000   0.212300  2.048e-03  8.517e-04     0.4157
MACS_J0011.7-1523      6105   6.49   0.75   0.90   0.203000   0.209400  2.169e-03  5.588e-04     0.2576
MACS_J0011.7-1523      6105   6.49   0.75   0.95   0.203000   0.210500  2.289e-03  3.241e-04     0.1416
MACS_J0011.7-1523      6105   6.49   0.75   0.96   0.203000   0.211000  2.314e-03  3.166e-04     0.1369
MACS_J0011.7-1523      6105   6.49   0.75   0.97   0.203000   0.212800  2.338e-03  3.518e-04     0.1505
MACS_J0011.7-1523      6105   6.49   0.75   0.98   0.203000   0.211700  2.362e-03  1.853e-04     0.0785
MACS_J0011.7-1523      6105   6.49   0.75   0.99   0.203000   0.211700  2.386e-03  1.501e-04     0.0629
MACS_J0011.7-1523      6105   6.49   1.00   0.80   0.203000   0.212700  1.928e-03  8.517e-04     0.4417
MACS_J0011.7-1523      6105   6.49   1.00   0.85   0.203000   0.212300  2.048e-03  6.515e-04     0.3180
MACS_J0011.7-1523      6105   6.49   1.00   0.90   0.203000   0.212600  2.169e-03  4.599e-04     0.2120
MACS_J0011.7-1523      6105   6.49   1.00   0.95   0.203000   0.212400  2.289e-03  2.565e-04     0.1120
MACS_J0011.7-1523      6105   6.49   1.00   0.96   0.203000   0.210100  2.314e-03  1.766e-04     0.0763
MACS_J0011.7-1523      6105   6.49   1.00   0.97   0.203000   0.211300  2.338e-03  1.575e-04     0.0674
MACS_J0011.7-1523      6105   6.49   1.00   0.98   0.203000   0.213100  2.362e-03  1.276e-04     0.0540
MACS_J0011.7-1523      6105   6.49   1.00   0.99   0.203000   0.213100  2.386e-03  1.042e-04     0.0437
MACS_J0025.4-1222      3251   6.33   0.50   0.80   0.084000   0.084260  1.032e-03  1.855e-03     1.7979
MACS_J0025.4-1222      3251   6.33   0.50   0.85   0.084000   0.083400  1.097e-03  1.271e-03     1.1589
MACS_J0025.4-1222      3251   6.33   0.50   0.90   0.084000   0.087220  1.161e-03  6.898e-04     0.5942
MACS_J0025.4-1222      3251   6.33   0.50   0.95   0.084000   0.087400  1.226e-03  4.591e-04     0.3746
MACS_J0025.4-1222      3251   6.33   0.50   0.96   0.084000   0.087560  1.238e-03  6.515e-04     0.5261
MACS_J0025.4-1222      3251   6.33   0.50   0.97   0.084000   0.088030  1.251e-03  7.239e-04     0.5785
MACS_J0025.4-1222      3251   6.33   0.50   0.98   0.084000   0.084920  1.264e-03  2.479e-04     0.1961
MACS_J0025.4-1222      3251   6.33   0.50   0.99   0.084000   0.087060  1.277e-03  4.707e-04     0.3686
MACS_J0025.4-1222      3251   6.33   0.75   0.80   0.084000   0.086200  1.032e-03  1.002e-03     0.9709
MACS_J0025.4-1222      3251   6.33   0.75   0.85   0.084000   0.087110  1.097e-03  7.239e-04     0.6602
MACS_J0025.4-1222      3251   6.33   0.75   0.90   0.084000   0.084640  1.161e-03  3.688e-04     0.3176
MACS_J0025.4-1222      3251   6.33   0.75   0.95   0.084000   0.086760  1.226e-03  2.667e-04     0.2177
MACS_J0025.4-1222      3251   6.33   0.75   0.96   0.084000   0.084230  1.238e-03  2.964e-04     0.2393
MACS_J0025.4-1222      3251   6.33   0.75   0.97   0.084000   0.088040  1.251e-03  2.161e-04     0.1727
MACS_J0025.4-1222      3251   6.33   0.75   0.98   0.084000   0.087980  1.264e-03  1.561e-04     0.1235
MACS_J0025.4-1222      3251   6.33   0.75   0.99   0.084000   0.086980  1.277e-03  1.084e-04     0.0849
MACS_J0025.4-1222      3251   6.33   1.00   0.80   0.084000   0.087200  1.032e-03  6.515e-04     0.6313
MACS_J0025.4-1222      3251   6.33   1.00   0.85   0.084000   0.084990  1.097e-03  5.678e-04     0.5178
MACS_J0025.4-1222      3251   6.33   1.00   0.90   0.084000   0.085540  1.161e-03  3.757e-04     0.3236
MACS_J0025.4-1222      3251   6.33   1.00   0.95   0.084000   0.087750  1.226e-03  2.564e-04     0.2092
MACS_J0025.4-1222      3251   6.33   1.00   0.96   0.084000   0.087180  1.238e-03  1.363e-04     0.1100
MACS_J0025.4-1222      3251   6.33   1.00   0.97   0.084000   0.086130  1.251e-03  3.016e-04     0.2411
MACS_J0025.4-1222      3251   6.33   1.00   0.98   0.084000   0.088170  1.264e-03  2.307e-04     0.1825
MACS_J0025.4-1222      3251   6.33   1.00   0.99   0.084000   0.085770  1.277e-03  1.246e-04     0.0976
MACS_J0025.4-1222      5010   6.33   0.50   0.80   0.084000   0.084760  1.032e-03  1.855e-03     1.7979
MACS_J0025.4-1222      5010   6.33   0.50   0.85   0.084000   0.084440  1.097e-03  1.503e-03     1.3707
MACS_J0025.4-1222      5010   6.33   0.50   0.90   0.084000   0.086250  1.161e-03  1.577e-03     1.3584
MACS_J0025.4-1222      5010   6.33   0.50   0.95   0.084000   0.084930  1.226e-03  1.207e-03     0.9845
MACS_J0025.4-1222      5010   6.33   0.50   0.96   0.084000   0.088090  1.238e-03  8.307e-04     0.6708
MACS_J0025.4-1222      5010   6.33   0.50   0.97   0.084000   0.087590  1.251e-03  1.026e-03     0.8196
MACS_J0025.4-1222      5010   6.33   0.50   0.98   0.084000   0.086980  1.264e-03  7.845e-04     0.6206
MACS_J0025.4-1222      5010   6.33   0.50   0.99   0.084000   0.088130  1.277e-03  5.916e-04     0.4633
MACS_J0025.4-1222      5010   6.33   0.75   0.80   0.084000   0.086520  1.032e-03  1.207e-03     1.1691
MACS_J0025.4-1222      5010   6.33   0.75   0.85   0.084000   0.088150  1.097e-03  1.002e-03     0.9138
MACS_J0025.4-1222      5010   6.33   0.75   0.90   0.084000   0.083160  1.161e-03  7.625e-04     0.6567
MACS_J0025.4-1222      5010   6.33   0.75   0.95   0.084000   0.085710  1.226e-03  5.811e-04     0.4742
MACS_J0025.4-1222      5010   6.33   0.75   0.96   0.084000   0.087190  1.238e-03  5.230e-04     0.4223
MACS_J0025.4-1222      5010   6.33   0.75   0.97   0.084000   0.083790  1.251e-03  5.203e-04     0.4158
MACS_J0025.4-1222      5010   6.33   0.75   0.98   0.084000   0.083610  1.264e-03  5.334e-04     0.4219
MACS_J0025.4-1222      5010   6.33   0.75   0.99   0.084000   0.086470  1.277e-03  4.343e-04     0.3401
MACS_J0025.4-1222      5010   6.33   1.00   0.80   0.084000   0.086370  1.032e-03  8.517e-04     0.8253
MACS_J0025.4-1222      5010   6.33   1.00   0.85   0.084000   0.086990  1.097e-03  7.239e-04     0.6602
MACS_J0025.4-1222      5010   6.33   1.00   0.90   0.084000   0.088160  1.161e-03  5.411e-04     0.4660
MACS_J0025.4-1222      5010   6.33   1.00   0.95   0.084000   0.087170  1.226e-03  3.043e-04     0.2483
MACS_J0025.4-1222      5010   6.33   1.00   0.96   0.084000   0.087210  1.238e-03  4.175e-04     0.3371
MACS_J0025.4-1222      5010   6.33   1.00   0.97   0.084000   0.087460  1.251e-03  2.850e-04     0.2277
MACS_J0025.4-1222      5010   6.33   1.00   0.98   0.084000   0.086810  1.264e-03  2.095e-04     0.1657
MACS_J0025.4-1222      5010   6.33   1.00   0.99   0.084000   0.085010  1.277e-03  2.964e-04     0.2321
MACS_J0035.4-2015      3262   7.46   0.50   0.80   0.345000   0.356700  3.144e-03  2.606e-03     0.8289
MACS_J0035.4-2015      3262   7.46   0.50   0.85   0.345000   0.354400  3.341e-03  2.164e-03     0.6479
MACS_J0035.4-2015      3262   7.46   0.50   0.90   0.345000   0.349000  3.537e-03  1.267e-03     0.3581
MACS_J0035.4-2015      3262   7.46   0.50   0.95   0.345000   0.361700  3.734e-03  7.476e-04     0.2002
MACS_J0035.4-2015      3262   7.46   0.50   0.96   0.345000   0.361200  3.773e-03  6.729e-04     0.1783
MACS_J0035.4-2015      3262   7.46   0.50   0.97   0.345000   0.358900  3.812e-03  5.719e-04     0.1500
MACS_J0035.4-2015      3262   7.46   0.50   0.98   0.345000   0.360200  3.851e-03  3.190e-04     0.0828
MACS_J0035.4-2015      3262   7.46   0.50   0.99   0.345000   0.369300  3.891e-03  2.312e-04     0.0594
MACS_J0035.4-2015      3262   7.46   0.75   0.80   0.345000   0.358800  3.144e-03  1.855e-03     0.5902
MACS_J0035.4-2015      3262   7.46   0.75   0.85   0.345000   0.353400  3.341e-03  1.150e-03     0.3442
MACS_J0035.4-2015      3262   7.46   0.75   0.90   0.345000   0.354700  3.537e-03  7.476e-04     0.2114
MACS_J0035.4-2015      3262   7.46   0.75   0.95   0.345000   0.358600  3.734e-03  4.486e-04     0.1201
MACS_J0035.4-2015      3262   7.46   0.75   0.96   0.345000   0.361400  3.773e-03  3.813e-04     0.1011
MACS_J0035.4-2015      3262   7.46   0.75   0.97   0.345000   0.360700  3.812e-03  3.270e-04     0.0858
MACS_J0035.4-2015      3262   7.46   0.75   0.98   0.345000   0.360800  3.851e-03  3.061e-04     0.0795
MACS_J0035.4-2015      3262   7.46   0.75   0.99   0.345000   0.361700  3.891e-03  2.126e-04     0.0547
MACS_J0035.4-2015      3262   7.46   1.00   0.80   0.345000   0.358400  3.144e-03  1.277e-03     0.4063
MACS_J0035.4-2015      3262   7.46   1.00   0.85   0.345000   0.358600  3.341e-03  1.002e-03     0.2999
MACS_J0035.4-2015      3262   7.46   1.00   0.90   0.345000   0.361500  3.537e-03  6.898e-04     0.1950
MACS_J0035.4-2015      3262   7.46   1.00   0.95   0.345000   0.358200  3.734e-03  4.486e-04     0.1201
MACS_J0035.4-2015      3262   7.46   1.00   0.96   0.345000   0.361000  3.773e-03  4.446e-04     0.1178
MACS_J0035.4-2015      3262   7.46   1.00   0.97   0.345000   0.358300  3.812e-03  3.017e-04     0.0792
MACS_J0035.4-2015      3262   7.46   1.00   0.98   0.345000   0.370700  3.851e-03  2.487e-04     0.0646
MACS_J0035.4-2015      3262   7.46   1.00   0.99   0.345000   0.356700  3.891e-03  1.227e-04     0.0315
MACS_J0111.5+0855      3256   4.11   0.50   0.80   0.031000   0.031340  3.016e-04  3.549e-04     1.1766
MACS_J0111.5+0855      3256   4.11   0.50   0.85   0.031000   0.032270  3.204e-04  2.849e-04     0.8890
MACS_J0111.5+0855      3256   4.11   0.50   0.90   0.031000   0.031810  3.393e-04  2.783e-04     0.8203
MACS_J0111.5+0855      3256   4.11   0.50   0.95   0.031000   0.032470  3.581e-04  2.715e-04     0.7580
MACS_J0111.5+0855      3256   4.11   0.50   0.96   0.031000   0.029880  3.619e-04  1.458e-04     0.4029
MACS_J0111.5+0855      3256   4.11   0.50   0.97   0.031000   0.032430  3.657e-04  1.308e-04     0.3576
MACS_J0111.5+0855      3256   4.11   0.50   0.98   0.031000   0.032460  3.695e-04  1.277e-04     0.3458
MACS_J0111.5+0855      3256   4.11   0.50   0.99   0.031000   0.031360  3.732e-04  1.050e-04     0.2812
MACS_J0111.5+0855      3256   4.11   0.75   0.80   0.031000   0.031490  3.016e-04  2.129e-04     0.7060
MACS_J0111.5+0855      3256   4.11   0.75   0.85   0.031000   0.031850  3.204e-04  2.366e-04     0.7383
MACS_J0111.5+0855      3256   4.11   0.75   0.90   0.031000   0.029550  3.393e-04  1.889e-04     0.5568
MACS_J0111.5+0855      3256   4.11   0.75   0.95   0.031000   0.032390  3.581e-04  7.665e-05     0.2140
MACS_J0111.5+0855      3256   4.11   0.75   0.96   0.031000   0.031860  3.619e-04  9.919e-05     0.2741
MACS_J0111.5+0855      3256   4.11   0.75   0.97   0.031000   0.032370  3.657e-04  1.086e-04     0.2969
MACS_J0111.5+0855      3256   4.11   0.75   0.98   0.031000   0.031690  3.695e-04  1.419e-04     0.3842
MACS_J0111.5+0855      3256   4.11   0.75   0.99   0.031000   0.032030  3.732e-04  1.002e-04     0.2685
MACS_J0111.5+0855      3256   4.11   1.00   0.80   0.031000   0.032320  3.016e-04  1.011e-04     0.3354
MACS_J0111.5+0855      3256   4.11   1.00   0.85   0.031000   0.031960  3.204e-04  9.857e-05     0.3076
MACS_J0111.5+0855      3256   4.11   1.00   0.90   0.031000   0.030070  3.393e-04  9.206e-05     0.2713
MACS_J0111.5+0855      3256   4.11   1.00   0.95   0.031000   0.032420  3.581e-04  4.903e-05     0.1369
MACS_J0111.5+0855      3256   4.11   1.00   0.96   0.031000   0.031040  3.619e-04  8.379e-05     0.2315
MACS_J0111.5+0855      3256   4.11   1.00   0.97   0.031000   0.031800  3.657e-04  5.769e-05     0.1577
MACS_J0111.5+0855      3256   4.11   1.00   0.98   0.031000   0.029660  3.695e-04  3.443e-05     0.0932
MACS_J0111.5+0855      3256   4.11   1.00   0.99   0.031000   0.031710  3.732e-04  1.586e-05     0.0425
MACS_J0152.5-2852      3264   5.64   0.50   0.80   0.146000   0.146100  1.360e-03  1.503e-03     1.1051
MACS_J0152.5-2852      3264   5.64   0.50   0.85   0.146000   0.150100  1.445e-03  1.086e-03     0.7515
MACS_J0152.5-2852      3264   5.64   0.50   0.90   0.146000   0.152200  1.530e-03  6.729e-04     0.4398
MACS_J0152.5-2852      3264   5.64   0.50   0.95   0.146000   0.149000  1.615e-03  5.277e-04     0.3268
MACS_J0152.5-2852      3264   5.64   0.50   0.96   0.146000   0.153900  1.632e-03  2.926e-04     0.1793
MACS_J0152.5-2852      3264   5.64   0.50   0.97   0.146000   0.152300  1.649e-03  3.813e-04     0.2312
MACS_J0152.5-2852      3264   5.64   0.50   0.98   0.146000   0.152400  1.666e-03  3.241e-04     0.1945
MACS_J0152.5-2852      3264   5.64   0.50   0.99   0.146000   0.155500  1.683e-03  2.014e-04     0.1197
MACS_J0152.5-2852      3264   5.64   0.75   0.80   0.146000   0.153100  1.360e-03  8.517e-04     0.6262
MACS_J0152.5-2852      3264   5.64   0.75   0.85   0.146000   0.149200  1.445e-03  5.864e-04     0.4058
MACS_J0152.5-2852      3264   5.64   0.75   0.90   0.146000   0.150200  1.530e-03  3.944e-04     0.2578
MACS_J0152.5-2852      3264   5.64   0.75   0.95   0.146000   0.149700  1.615e-03  2.308e-04     0.1429
MACS_J0152.5-2852      3264   5.64   0.75   0.96   0.146000   0.152900  1.632e-03  3.518e-04     0.2156
MACS_J0152.5-2852      3264   5.64   0.75   0.97   0.146000   0.161500  1.649e-03  1.800e-04     0.1091
MACS_J0152.5-2852      3264   5.64   0.75   0.98   0.146000   0.151900  1.666e-03  1.501e-04     0.0901
MACS_J0152.5-2852      3264   5.64   0.75   0.99   0.146000   0.166000  1.683e-03  2.652e-04     0.1576
MACS_J0152.5-2852      3264   5.64   1.00   0.80   0.146000   0.152500  1.360e-03  6.837e-04     0.5027
MACS_J0152.5-2852      3264   5.64   1.00   0.85   0.146000   0.153000  1.445e-03  5.110e-04     0.3536
MACS_J0152.5-2852      3264   5.64   1.00   0.90   0.146000   0.152800  1.530e-03  3.757e-04     0.2456
MACS_J0152.5-2852      3264   5.64   1.00   0.95   0.146000   0.149400  1.615e-03  1.443e-04     0.0893
MACS_J0152.5-2852      3264   5.64   1.00   0.96   0.146000   0.148200  1.632e-03  1.430e-04     0.0876
MACS_J0152.5-2852      3264   5.64   1.00   0.97   0.146000   0.152100  1.649e-03  2.307e-04     0.1399
MACS_J0152.5-2852      3264   5.64   1.00   0.98   0.146000   0.151900  1.666e-03  2.366e-04     0.1420
MACS_J0152.5-2852      3264   5.64   1.00   0.99   0.146000   0.151300  1.683e-03  5.761e-05     0.0342
MACS_J0159.0-3412      5818  10.90   0.50   0.80   0.169000   0.171300  1.664e-03  3.066e-03     1.8425
MACS_J0159.0-3412      5818  10.90   0.50   0.85   0.169000   0.167800  1.768e-03  2.256e-03     1.2759
MACS_J0159.0-3412      5818  10.90   0.50   0.90   0.169000   0.173200  1.872e-03  1.670e-03     0.8921
MACS_J0159.0-3412      5818  10.90   0.50   0.95   0.169000   0.170900  1.976e-03  8.717e-04     0.4411
MACS_J0159.0-3412      5818  10.90   0.50   0.96   0.169000   0.174200  1.997e-03  7.476e-04     0.3744
MACS_J0159.0-3412      5818  10.90   0.50   0.97   0.169000   0.170700  2.018e-03  6.002e-04     0.2975
MACS_J0159.0-3412      5818  10.90   0.50   0.98   0.169000   0.172200  2.038e-03  4.375e-04     0.2146
MACS_J0159.0-3412      5818  10.90   0.50   0.99   0.169000   0.172800  2.059e-03  5.719e-04     0.2777
MACS_J0159.0-3412      5818  10.90   0.75   0.80   0.169000   0.173800  1.664e-03  1.670e-03     1.0036
MACS_J0159.0-3412      5818  10.90   0.75   0.85   0.169000   0.175300  1.768e-03  1.026e-03     0.5801
MACS_J0159.0-3412      5818  10.90   0.75   0.90   0.169000   0.170900  1.872e-03  5.719e-04     0.3055
MACS_J0159.0-3412      5818  10.90   0.75   0.95   0.169000   0.175300  1.976e-03  5.277e-04     0.2671
MACS_J0159.0-3412      5818  10.90   0.75   0.96   0.169000   0.170900  1.997e-03  6.837e-04     0.3424
MACS_J0159.0-3412      5818  10.90   0.75   0.97   0.169000   0.174500  2.018e-03  2.565e-04     0.1271
MACS_J0159.0-3412      5818  10.90   0.75   0.98   0.169000   0.174300  2.038e-03  4.343e-04     0.2131
MACS_J0159.0-3412      5818  10.90   0.75   0.99   0.169000   0.176600  2.059e-03  2.126e-04     0.1033
MACS_J0159.0-3412      5818  10.90   1.00   0.80   0.169000   0.176300  1.664e-03  1.139e-03     0.6848
MACS_J0159.0-3412      5818  10.90   1.00   0.85   0.169000   0.171300  1.768e-03  8.517e-04     0.4817
MACS_J0159.0-3412      5818  10.90   1.00   0.90   0.169000   0.172600  1.872e-03  6.837e-04     0.3652
MACS_J0159.0-3412      5818  10.90   1.00   0.95   0.169000   0.174500  1.976e-03  4.343e-04     0.2198
MACS_J0159.0-3412      5818  10.90   1.00   0.96   0.169000   0.174500  1.997e-03  2.422e-04     0.1213
MACS_J0159.0-3412      5818  10.90   1.00   0.97   0.169000   0.176000  2.018e-03  3.017e-04     0.1496
MACS_J0159.0-3412      5818  10.90   1.00   0.98   0.169000   0.176100  2.038e-03  3.138e-04     0.1540
MACS_J0159.0-3412      5818  10.90   1.00   0.99   0.169000   0.177300  2.059e-03  2.691e-04     0.1307
MACS_J0159.8-0849      3265   9.16   0.50   0.80   0.332000   0.348300  3.160e-03  3.407e-03     1.0781
MACS_J0159.8-0849      3265   9.16   0.50   0.85   0.332000   0.334800  3.358e-03  2.092e-03     0.6231
MACS_J0159.8-0849      3265   9.16   0.50   0.90   0.332000   0.341500  3.555e-03  1.656e-03     0.4657
MACS_J0159.8-0849      3265   9.16   0.50   0.95   0.332000   0.348300  3.753e-03  7.848e-04     0.2091
MACS_J0159.8-0849      3265   9.16   0.50   0.96   0.332000   0.346100  3.792e-03  5.866e-04     0.1547
MACS_J0159.8-0849      3265   9.16   0.50   0.97   0.332000   0.340300  3.832e-03  7.916e-04     0.2066
MACS_J0159.8-0849      3265   9.16   0.50   0.98   0.332000   0.363100  3.871e-03  4.876e-04     0.1260
MACS_J0159.8-0849      3265   9.16   0.50   0.99   0.332000   0.348100  3.911e-03  3.752e-04     0.0960
MACS_J0159.8-0849      3265   9.16   0.75   0.80   0.332000   0.343700  3.160e-03  1.855e-03     0.5872
MACS_J0159.8-0849      3265   9.16   0.75   0.85   0.332000   0.345400  3.358e-03  1.277e-03     0.3805
MACS_J0159.8-0849      3265   9.16   0.75   0.90   0.332000   0.348000  3.555e-03  9.773e-04     0.2749
MACS_J0159.8-0849      3265   9.16   0.75   0.95   0.332000   0.347200  3.753e-03  5.719e-04     0.1524
MACS_J0159.8-0849      3265   9.16   0.75   0.96   0.332000   0.347600  3.792e-03  5.147e-04     0.1357
MACS_J0159.8-0849      3265   9.16   0.75   0.97   0.332000   0.346900  3.832e-03  3.270e-04     0.0853
MACS_J0159.8-0849      3265   9.16   0.75   0.98   0.332000   0.346700  3.871e-03  2.805e-04     0.0725
MACS_J0159.8-0849      3265   9.16   0.75   0.99   0.332000   0.362500  3.911e-03  3.412e-04     0.0872
MACS_J0159.8-0849      3265   9.16   1.00   0.80   0.332000   0.345400  3.160e-03  1.503e-03     0.4756
MACS_J0159.8-0849      3265   9.16   1.00   0.85   0.332000   0.347000  3.358e-03  1.207e-03     0.3594
MACS_J0159.8-0849      3265   9.16   1.00   0.90   0.332000   0.342300  3.555e-03  8.307e-04     0.2337
MACS_J0159.8-0849      3265   9.16   1.00   0.95   0.332000   0.348000  3.753e-03  4.486e-04     0.1195
MACS_J0159.8-0849      3265   9.16   1.00   0.96   0.332000   0.356600  3.792e-03  2.633e-04     0.0694
MACS_J0159.8-0849      3265   9.16   1.00   0.97   0.332000   0.351100  3.832e-03  3.251e-04     0.0848
MACS_J0159.8-0849      3265   9.16   1.00   0.98   0.332000   0.355800  3.871e-03  2.349e-04     0.0607
MACS_J0159.8-0849      3265   9.16   1.00   0.99   0.332000   0.358600  3.911e-03  2.763e-04     0.0707
MACS_J0159.8-0849      6106   9.16   0.50   0.80   0.332000   0.340900  3.160e-03  3.246e-03     1.0273
MACS_J0159.8-0849      6106   9.16   0.50   0.85   0.332000   0.347000  3.358e-03  2.606e-03     0.7762
MACS_J0159.8-0849      6106   9.16   0.50   0.90   0.332000   0.348200  3.555e-03  1.753e-03     0.4931
MACS_J0159.8-0849      6106   9.16   0.50   0.95   0.332000   0.344000  3.753e-03  7.848e-04     0.2091
MACS_J0159.8-0849      6106   9.16   0.50   0.96   0.332000   0.344500  3.792e-03  8.642e-04     0.2279
MACS_J0159.8-0849      6106   9.16   0.50   0.97   0.332000   0.341800  3.832e-03  6.004e-04     0.1567
MACS_J0159.8-0849      6106   9.16   0.50   0.98   0.332000   0.348400  3.871e-03  5.670e-04     0.1465
MACS_J0159.8-0849      6106   9.16   0.50   0.99   0.332000   0.348100  3.911e-03  4.375e-04     0.1119
MACS_J0159.8-0849      6106   9.16   0.75   0.80   0.332000   0.339800  3.160e-03  1.855e-03     0.5872
MACS_J0159.8-0849      6106   9.16   0.75   0.85   0.332000   0.344500  3.358e-03  1.503e-03     0.4476
MACS_J0159.8-0849      6106   9.16   0.75   0.90   0.332000   0.345200  3.555e-03  1.035e-03     0.2911
MACS_J0159.8-0849      6106   9.16   0.75   0.95   0.332000   0.344900  3.753e-03  5.402e-04     0.1439
MACS_J0159.8-0849      6106   9.16   0.75   0.96   0.332000   0.346600  3.792e-03  5.588e-04     0.1474
MACS_J0159.8-0849      6106   9.16   0.75   0.97   0.332000   0.342600  3.832e-03  3.544e-04     0.0925
MACS_J0159.8-0849      6106   9.16   0.75   0.98   0.332000   0.340600  3.871e-03  3.462e-04     0.0894
MACS_J0159.8-0849      6106   9.16   0.75   0.99   0.332000   0.345800  3.911e-03  2.502e-04     0.0640
MACS_J0159.8-0849      6106   9.16   1.00   0.80   0.332000   0.339100  3.160e-03  1.503e-03     0.4756
MACS_J0159.8-0849      6106   9.16   1.00   0.85   0.332000   0.339700  3.358e-03  1.086e-03     0.3234
MACS_J0159.8-0849      6106   9.16   1.00   0.90   0.332000   0.347900  3.555e-03  8.796e-04     0.2474
MACS_J0159.8-0849      6106   9.16   1.00   0.95   0.332000   0.347000  3.753e-03  4.750e-04     0.1266
MACS_J0159.8-0849      6106   9.16   1.00   0.96   0.332000   0.348300  3.792e-03  3.633e-04     0.0958
MACS_J0159.8-0849      6106   9.16   1.00   0.97   0.332000   0.354600  3.832e-03  3.825e-04     0.0998
MACS_J0159.8-0849      6106   9.16   1.00   0.98   0.332000   0.347200  3.871e-03  2.251e-04     0.0582
MACS_J0159.8-0849      6106   9.16   1.00   0.99   0.332000   0.346300  3.911e-03  1.383e-04     0.0354
MACS_J0242.5-2132      3266   5.58   0.50   0.80   0.356000   0.359000  3.192e-03  1.855e-03     0.5813
MACS_J0242.5-2132      3266   5.58   0.50   0.85   0.356000   0.363300  3.392e-03  1.855e-03     0.5471
MACS_J0242.5-2132      3266   5.58   0.50   0.90   0.356000   0.372200  3.591e-03  1.207e-03     0.3360
MACS_J0242.5-2132      3266   5.58   0.50   0.95   0.356000   0.370400  3.791e-03  6.729e-04     0.1775
MACS_J0242.5-2132      3266   5.58   0.50   0.96   0.356000   0.371200  3.830e-03  7.304e-04     0.1907
MACS_J0242.5-2132      3266   5.58   0.50   0.97   0.356000   0.367300  3.870e-03  4.415e-04     0.1141
MACS_J0242.5-2132      3266   5.58   0.50   0.98   0.356000   0.366400  3.910e-03  4.132e-04     0.1057
MACS_J0242.5-2132      3266   5.58   0.50   0.99   0.356000   0.392300  3.950e-03  3.327e-04     0.0842
MACS_J0242.5-2132      3266   5.58   0.75   0.80   0.356000   0.356000  3.192e-03  1.345e-03     0.4213
MACS_J0242.5-2132      3266   5.58   0.75   0.85   0.356000   0.368100  3.392e-03  1.086e-03     0.3202
MACS_J0242.5-2132      3266   5.58   0.75   0.90   0.356000   0.364100  3.591e-03  7.845e-04     0.2185
MACS_J0242.5-2132      3266   5.58   0.75   0.95   0.356000   0.369900  3.791e-03  4.037e-04     0.1065
MACS_J0242.5-2132      3266   5.58   0.75   0.96   0.356000   0.379600  3.830e-03  3.825e-04     0.0999
MACS_J0242.5-2132      3266   5.58   0.75   0.97   0.356000   0.368600  3.870e-03  3.432e-04     0.0887
MACS_J0242.5-2132      3266   5.58   0.75   0.98   0.356000   0.373100  3.910e-03  2.251e-04     0.0576
MACS_J0242.5-2132      3266   5.58   0.75   0.99   0.356000   0.371700  3.950e-03  2.824e-04     0.0715
MACS_J0242.5-2132      3266   5.58   1.00   0.80   0.356000   0.369500  3.192e-03  1.035e-03     0.3242
MACS_J0242.5-2132      3266   5.58   1.00   0.85   0.356000   0.368600  3.392e-03  8.116e-04     0.2393
MACS_J0242.5-2132      3266   5.58   1.00   0.90   0.356000   0.373400  3.591e-03  6.837e-04     0.1904
MACS_J0242.5-2132      3266   5.58   1.00   0.95   0.356000   0.372100  3.791e-03  4.237e-04     0.1118
MACS_J0242.5-2132      3266   5.58   1.00   0.96   0.356000   0.370800  3.830e-03  2.850e-04     0.0744
