# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2      N2/N1
ABELL_2218             1666   7.35   0.75   0.98   0.770000   0.819400  7.066e-03  3.442e-04     0.0487
ABELL_2218             1666   7.35   0.75   0.99   0.770000   0.815900  7.138e-03  1.920e-04     0.0269
ABELL_2218             1666   7.35   1.00   0.80   0.770000   0.805000  5.768e-03  1.855e-03     0.3217
ABELL_2218             1666   7.35   1.00   0.85   0.770000   0.803000  6.129e-03  1.503e-03     0.2452
ABELL_2218             1666   7.35   1.00   0.90   0.770000   0.806900  6.489e-03  9.773e-04     0.1506
ABELL_2218             1666   7.35   1.00   0.95   0.770000   0.798700  6.850e-03  4.375e-04     0.0639
ABELL_2218             1666   7.35   1.00   0.96   0.770000   0.808300  6.922e-03  3.938e-04     0.0569
ABELL_2218             1666   7.35   1.00   0.97   0.770000   0.815700  6.994e-03  2.657e-04     0.0380
ABELL_2218             1666   7.35   1.00   0.98   0.770000   0.819700  7.066e-03  3.251e-04     0.0460
ABELL_2218             1666   7.35   1.00   0.99   0.770000   0.815100  7.138e-03  1.071e-04     0.0150
#########################
# 896: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
ABELL_2255              894   6.12   0.50   0.80   1.777000   1.829000  1.160e-02  3.066e-03     0.2643
ABELL_2255              894   6.12   0.50   0.85   1.777000   1.849000  1.232e-02  2.345e-03     0.1903
ABELL_2255              894   6.12   0.50   0.90   1.777000   1.855000  1.305e-02  1.490e-03     0.1142
ABELL_2255              894   6.12   0.50   0.95   1.777000   1.860000  1.377e-02  6.004e-04     0.0436
ABELL_2255              894   6.12   0.50   0.96   1.777000   1.874000  1.392e-02  4.146e-04     0.0298
ABELL_2255              894   6.12   0.50   0.97   1.777000   1.871000  1.406e-02  3.329e-04     0.0237
ABELL_2255              894   6.12   0.50   0.98   1.777000   1.910000  1.421e-02  4.792e-04     0.0337
ABELL_2255              894   6.12   0.50   0.99   1.777000   1.937000  1.435e-02  5.155e-04     0.0359
ABELL_2255              894   6.12   0.75   0.80   1.777000   1.864000  1.160e-02  2.606e-03     0.2247
ABELL_2255              894   6.12   0.75   0.85   1.777000   1.860000  1.232e-02  1.840e-03     0.1493
ABELL_2255              894   6.12   0.75   0.90   1.777000   1.862000  1.305e-02  1.217e-03     0.0933
ABELL_2255              894   6.12   0.75   0.95   1.777000   1.863000  1.377e-02  4.905e-04     0.0356
ABELL_2255              894   6.12   0.75   0.96   1.777000   1.908000  1.392e-02  6.020e-04     0.0432
ABELL_2255              894   6.12   0.75   0.97   1.777000   1.892000  1.406e-02  3.357e-04     0.0239
ABELL_2255              894   6.12   0.75   0.98   1.777000   1.905000  1.421e-02  2.995e-04     0.0211
ABELL_2255              894   6.12   0.75   0.99   1.777000   1.918000  1.435e-02  2.763e-04     0.0192
ABELL_2255              894   6.12   1.00   0.80   1.777000   1.837000  1.160e-02  2.345e-03     0.2022
ABELL_2255              894   6.12   1.00   0.85   1.777000   1.848000  1.232e-02  1.840e-03     0.1493
ABELL_2255              894   6.12   1.00   0.90   1.777000   1.865000  1.305e-02  1.217e-03     0.0933
ABELL_2255              894   6.12   1.00   0.95   1.777000   1.884000  1.377e-02  6.374e-04     0.0463
ABELL_2255              894   6.12   1.00   0.96   1.777000   1.902000  1.392e-02  5.418e-04     0.0389
ABELL_2255              894   6.12   1.00   0.97   1.777000   1.888000  1.406e-02  2.720e-04     0.0193
ABELL_2255              894   6.12   1.00   0.98   1.777000   1.906000  1.421e-02  3.915e-04     0.0275
ABELL_2255              894   6.12   1.00   0.99   1.777000   1.919000  1.435e-02  3.327e-04     0.0232
#########################
# 1386: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
ABELL_2259             3245   5.18   0.50   0.80   0.622000   0.647000  4.688e-03  1.670e-03     0.3562
ABELL_2259             3245   5.18   0.50   0.85   0.622000   0.651700  4.981e-03  1.353e-03     0.2716
ABELL_2259             3245   5.18   0.50   0.90   0.622000   0.647700  5.274e-03  1.086e-03     0.2059
ABELL_2259             3245   5.18   0.50   0.95   0.622000   0.652400  5.567e-03  6.002e-04     0.1078
ABELL_2259             3245   5.18   0.50   0.96   0.622000   0.652000  5.626e-03  4.861e-04     0.0864
ABELL_2259             3245   5.18   0.50   0.97   0.622000   0.650400  5.684e-03  6.515e-04     0.1146
ABELL_2259             3245   5.18   0.50   0.98   0.622000   0.666200  5.743e-03  3.280e-04     0.0571
ABELL_2259             3245   5.18   0.50   0.99   0.622000   0.665300  5.801e-03  3.251e-04     0.0560
ABELL_2259             3245   5.18   0.75   0.80   0.622000   0.639000  4.688e-03  1.150e-03     0.2453
ABELL_2259             3245   5.18   0.75   0.85   0.622000   0.639000  4.981e-03  9.773e-04     0.1962
ABELL_2259             3245   5.18   0.75   0.90   0.622000   0.648900  5.274e-03  7.665e-04     0.1453
ABELL_2259             3245   5.18   0.75   0.95   0.622000   0.652700  5.567e-03  3.462e-04     0.0622
ABELL_2259             3245   5.18   0.75   0.96   0.622000   0.639500  5.626e-03  3.813e-04     0.0678
ABELL_2259             3245   5.18   0.75   0.97   0.622000   0.639100  5.684e-03  2.780e-04     0.0489
ABELL_2259             3245   5.18   0.75   0.98   0.622000   0.652500  5.743e-03  2.850e-04     0.0496
ABELL_2259             3245   5.18   0.75   0.99   0.622000   0.651600  5.801e-03  1.897e-04     0.0327
ABELL_2259             3245   5.18   1.00   0.80   0.622000   0.643600  4.688e-03  1.207e-03     0.2574
ABELL_2259             3245   5.18   1.00   0.85   0.622000   0.650300  4.981e-03  8.116e-04     0.1629
ABELL_2259             3245   5.18   1.00   0.90   0.622000   0.649600  5.274e-03  6.515e-04     0.1235
ABELL_2259             3245   5.18   1.00   0.95   0.622000   0.645000  5.567e-03  3.813e-04     0.0685
ABELL_2259             3245   5.18   1.00   0.96   0.622000   0.651500  5.626e-03  3.088e-04     0.0549
ABELL_2259             3245   5.18   1.00   0.97   0.622000   0.652700  5.684e-03  2.917e-04     0.0513
ABELL_2259             3245   5.18   1.00   0.98   0.622000   0.644600  5.743e-03  2.422e-04     0.0422
ABELL_2259             3245   5.18   1.00   0.99   0.622000   0.641800  5.801e-03  2.288e-04     0.0394
ABELL_2261             5007   7.63   0.50   0.80   0.853000   0.883200  6.872e-03  3.607e-03     0.5249
ABELL_2261             5007   7.63   0.50   0.85   0.853000   0.892700  7.302e-03  2.759e-03     0.3779
ABELL_2261             5007   7.63   0.50   0.90   0.853000   0.878800  7.731e-03  1.994e-03     0.2579
ABELL_2261             5007   7.63   0.50   0.95   0.853000   0.882800  8.161e-03  9.776e-04     0.1198
ABELL_2261             5007   7.63   0.50   0.96   0.853000   0.891300  8.246e-03  8.720e-04     0.1057
ABELL_2261             5007   7.63   0.50   0.97   0.853000   0.894000  8.332e-03  8.236e-04     0.0988
ABELL_2261             5007   7.63   0.50   0.98   0.853000   0.909700  8.418e-03  7.802e-04     0.0927
ABELL_2261             5007   7.63   0.50   0.99   0.853000   0.911800  8.504e-03  6.632e-04     0.0780
ABELL_2261             5007   7.63   0.75   0.80   0.853000   0.876100  6.872e-03  2.405e-03     0.3499
ABELL_2261             5007   7.63   0.75   0.85   0.853000   0.879300  7.302e-03  1.656e-03     0.2268
ABELL_2261             5007   7.63   0.75   0.90   0.853000   0.885300  7.731e-03  1.353e-03     0.1750
ABELL_2261             5007   7.63   0.75   0.95   0.853000   0.893600  8.161e-03  7.476e-04     0.0916
ABELL_2261             5007   7.63   0.75   0.96   0.853000   0.890700  8.246e-03  6.056e-04     0.0734
ABELL_2261             5007   7.63   0.75   0.97   0.853000   0.882600  8.332e-03  4.633e-04     0.0556
ABELL_2261             5007   7.63   0.75   0.98   0.853000   0.906500  8.418e-03  4.145e-04     0.0492
ABELL_2261             5007   7.63   0.75   0.99   0.853000   0.909600  8.504e-03  4.606e-04     0.0542
ABELL_2261             5007   7.63   1.00   0.80   0.853000   0.865100  6.872e-03  1.855e-03     0.2700
ABELL_2261             5007   7.63   1.00   0.85   0.853000   0.886300  7.302e-03  1.670e-03     0.2287
ABELL_2261             5007   7.63   1.00   0.90   0.853000   0.888600  7.731e-03  1.035e-03     0.1338
ABELL_2261             5007   7.63   1.00   0.95   0.853000   0.893700  8.161e-03  5.450e-04     0.0668
ABELL_2261             5007   7.63   1.00   0.96   0.853000   0.906400  8.246e-03  4.876e-04     0.0591
ABELL_2261             5007   7.63   1.00   0.97   0.853000   0.891600  8.332e-03  3.752e-04     0.0450
ABELL_2261             5007   7.63   1.00   0.98   0.853000   0.909300  8.418e-03  4.500e-04     0.0535
ABELL_2261             5007   7.63   1.00   0.99   0.853000   0.911100  8.504e-03  4.250e-04     0.0500
ABELL_2294             3246   9.98   0.50   0.80   0.731000   0.748300  5.376e-03  1.855e-03     0.3451
ABELL_2294             3246   9.98   0.50   0.85   0.731000   0.767400  5.712e-03  1.670e-03     0.2924
ABELL_2294             3246   9.98   0.50   0.90   0.731000   0.763300  6.048e-03  1.277e-03     0.2112
ABELL_2294             3246   9.98   0.50   0.95   0.731000   0.749500  6.384e-03  6.056e-04     0.0949
ABELL_2294             3246   9.98   0.50   0.96   0.731000   0.761400  6.451e-03  6.056e-04     0.0939
ABELL_2294             3246   9.98   0.50   0.97   0.731000   0.752600  6.518e-03  5.147e-04     0.0790
ABELL_2294             3246   9.98   0.50   0.98   0.731000   0.766600  6.586e-03  4.375e-04     0.0664
ABELL_2294             3246   9.98   0.50   0.99   0.731000   0.781500  6.653e-03  4.500e-04     0.0676
ABELL_2294             3246   9.98   0.75   0.80   0.731000   0.748000  5.376e-03  1.277e-03     0.2376
ABELL_2294             3246   9.98   0.75   0.85   0.731000   0.766700  5.712e-03  1.207e-03     0.2112
ABELL_2294             3246   9.98   0.75   0.90   0.731000   0.755400  6.048e-03  7.845e-04     0.1297
ABELL_2294             3246   9.98   0.75   0.95   0.731000   0.767100  6.384e-03  5.277e-04     0.0827
ABELL_2294             3246   9.98   0.75   0.96   0.731000   0.756200  6.451e-03  4.037e-04     0.0626
ABELL_2294             3246   9.98   0.75   0.97   0.731000   0.752800  6.518e-03  4.486e-04     0.0688
ABELL_2294             3246   9.98   0.75   0.98   0.731000   0.762300  6.586e-03  2.780e-04     0.0422
ABELL_2294             3246   9.98   0.75   0.99   0.731000   0.764500  6.653e-03  2.917e-04     0.0438
ABELL_2294             3246   9.98   1.00   0.80   0.731000   0.765100  5.376e-03  1.277e-03     0.2376
ABELL_2294             3246   9.98   1.00   0.85   0.731000   0.764200  5.712e-03  1.086e-03     0.1901
ABELL_2294             3246   9.98   1.00   0.90   0.731000   0.765700  6.048e-03  6.898e-04     0.1141
ABELL_2294             3246   9.98   1.00   0.95   0.731000   0.759000  6.384e-03  3.633e-04     0.0569
ABELL_2294             3246   9.98   1.00   0.96   0.731000   0.763200  6.451e-03  4.037e-04     0.0626
ABELL_2294             3246   9.98   1.00   0.97   0.731000   0.748800  6.518e-03  3.813e-04     0.0585
ABELL_2294             3246   9.98   1.00   0.98   0.731000   0.763300  6.586e-03  3.518e-04     0.0534
ABELL_2294             3246   9.98   1.00   0.99   0.731000   0.741400  6.653e-03  2.180e-04     0.0328
ABELL_2384             4202   4.75   0.50   0.80   0.759000   0.762800  5.392e-03  1.855e-03     0.3441
ABELL_2384             4202   4.75   0.50   0.85   0.759000   0.794300  5.729e-03  1.855e-03     0.3239
ABELL_2384             4202   4.75   0.50   0.90   0.759000   0.787700  6.066e-03  1.150e-03     0.1895
ABELL_2384             4202   4.75   0.50   0.95   0.759000   0.802600  6.403e-03  5.418e-04     0.0846
ABELL_2384             4202   4.75   0.50   0.96   0.759000   0.792500  6.470e-03  4.169e-04     0.0644
ABELL_2384             4202   4.75   0.50   0.97   0.759000   0.797900  6.538e-03  3.022e-04     0.0462
ABELL_2384             4202   4.75   0.50   0.98   0.759000   0.796100  6.605e-03  3.161e-04     0.0479
ABELL_2384             4202   4.75   0.50   0.99   0.759000   0.796000  6.673e-03  2.026e-04     0.0304
ABELL_2384             4202   4.75   0.75   0.80   0.759000   0.790000  5.392e-03  1.670e-03     0.3097
ABELL_2384             4202   4.75   0.75   0.85   0.759000   0.789100  5.729e-03  1.150e-03     0.2007
ABELL_2384             4202   4.75   0.75   0.90   0.759000   0.791900  6.066e-03  7.124e-04     0.1174
ABELL_2384             4202   4.75   0.75   0.95   0.759000   0.792800  6.403e-03  4.037e-04     0.0631
ABELL_2384             4202   4.75   0.75   0.96   0.759000   0.794800  6.470e-03  3.633e-04     0.0562
ABELL_2384             4202   4.75   0.75   0.97   0.759000   0.790900  6.538e-03  2.780e-04     0.0425
ABELL_2384             4202   4.75   0.75   0.98   0.759000   0.800700  6.605e-03  1.712e-04     0.0259
ABELL_2384             4202   4.75   0.75   0.99   0.759000   0.809800  6.673e-03  1.310e-04     0.0196
ABELL_2384             4202   4.75   1.00   0.80   0.759000   0.785600  5.392e-03  1.503e-03     0.2787
ABELL_2384             4202   4.75   1.00   0.85   0.759000   0.786400  5.729e-03  1.086e-03     0.1895
ABELL_2384             4202   4.75   1.00   0.90   0.759000   0.788300  6.066e-03  7.061e-04     0.1164
ABELL_2384             4202   4.75   1.00   0.95   0.759000   0.794900  6.403e-03  4.275e-04     0.0668
ABELL_2384             4202   4.75   1.00   0.96   0.759000   0.795700  6.470e-03  4.037e-04     0.0624
ABELL_2384             4202   4.75   1.00   0.97   0.759000   0.794400  6.538e-03  2.917e-04     0.0446
ABELL_2384             4202   4.75   1.00   0.98   0.759000   0.804200  6.605e-03  1.632e-04     0.0247
ABELL_2384             4202   4.75   1.00   0.99   0.759000   0.824100  6.673e-03  2.739e-04     0.0410
#########################
# 4193: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
ABELL_2409             3247   5.94   0.50   0.80   0.948000   0.974000  7.280e-03  3.407e-03     0.4679
ABELL_2409             3247   5.94   0.50   0.85   0.948000   0.966200  7.735e-03  2.345e-03     0.3032
ABELL_2409             3247   5.94   0.50   0.90   0.948000   0.988200  8.190e-03  1.840e-03     0.2246
ABELL_2409             3247   5.94   0.50   0.95   0.948000   0.993400  8.645e-03  1.329e-03     0.1537
ABELL_2409             3247   5.94   0.50   0.96   0.948000   0.982800  8.736e-03  8.720e-04     0.0998
ABELL_2409             3247   5.94   0.50   0.97   0.948000   1.006000  8.827e-03  7.802e-04     0.0884
ABELL_2409             3247   5.94   0.50   0.98   0.948000   0.990000  8.918e-03  6.671e-04     0.0748
ABELL_2409             3247   5.94   0.50   0.99   0.948000   0.994400  9.009e-03  5.103e-04     0.0566
ABELL_2409             3247   5.94   0.75   0.80   0.948000   0.959900  7.280e-03  1.855e-03     0.2549
ABELL_2409             3247   5.94   0.75   0.85   0.948000   0.986600  7.735e-03  1.855e-03     0.2399
ABELL_2409             3247   5.94   0.75   0.90   0.948000   0.990800  8.190e-03  1.353e-03     0.1652
ABELL_2409             3247   5.94   0.75   0.95   0.948000   0.985100  8.645e-03  6.729e-04     0.0778
ABELL_2409             3247   5.94   0.75   0.96   0.948000   0.979300  8.736e-03  6.412e-04     0.0734
ABELL_2409             3247   5.94   0.75   0.97   0.948000   0.991600  8.827e-03  7.061e-04     0.0800
ABELL_2409             3247   5.94   0.75   0.98   0.948000   1.006000  8.918e-03  5.418e-04     0.0608
ABELL_2409             3247   5.94   0.75   0.99   0.948000   1.010000  9.009e-03  3.730e-04     0.0414
ABELL_2409             3247   5.94   1.00   0.80   0.948000   0.968100  7.280e-03  1.855e-03     0.2549
ABELL_2409             3247   5.94   1.00   0.85   0.948000   0.990900  7.735e-03  1.670e-03     0.2159
ABELL_2409             3247   5.94   1.00   0.90   0.948000   0.990200  8.190e-03  1.150e-03     0.1404
ABELL_2409             3247   5.94   1.00   0.95   0.948000   0.979600  8.645e-03  7.845e-04     0.0908
ABELL_2409             3247   5.94   1.00   0.96   0.948000   0.987200  8.736e-03  7.476e-04     0.0856
ABELL_2409             3247   5.94   1.00   0.97   0.948000   0.978100  8.827e-03  5.402e-04     0.0612
ABELL_2409             3247   5.94   1.00   0.98   0.948000   0.983600  8.918e-03  4.526e-04     0.0508
ABELL_2409             3247   5.94   1.00   0.99   0.948000   0.972600  9.009e-03  3.012e-04     0.0334
ABELL_2537             4962   8.40   0.50   0.80   0.356000   0.373000  2.288e-03  4.639e-04     0.2027
ABELL_2537             4962   8.40   0.50   0.85   0.356000   0.366400  2.431e-03  2.443e-04     0.1005
ABELL_2537             4962   8.40   0.50   0.90   0.356000   0.371700  2.574e-03  1.042e-04     0.0405
ABELL_2537             4962   8.40   0.50   0.95   0.356000   0.386700  2.717e-03  2.235e-05     0.0082
ABELL_2537             4962   8.40   0.50   0.96   0.356000   0.391100  2.746e-03  2.605e-05     0.0095
ABELL_2537             4962   8.40   0.50   0.97   0.356000   0.394700  2.774e-03  2.942e-05     0.0106
ABELL_2537             4962   8.40   0.50   0.98   0.356000   0.403800  2.803e-03  4.903e-05     0.0175
ABELL_2537             4962   8.40   0.50   0.99   0.356000   0.400100  2.831e-03  1.336e-05     0.0047
ABELL_2537             4962   8.40   0.75   0.80   0.356000   0.370500  2.288e-03  2.874e-04     0.1256
ABELL_2537             4962   8.40   0.75   0.85   0.356000   0.372100  2.431e-03  1.961e-04     0.0807
ABELL_2537             4962   8.40   0.75   0.90   0.356000   0.361000  2.574e-03  4.941e-05     0.0192
ABELL_2537             4962   8.40   0.75   0.95   0.356000   0.393800  2.717e-03  3.461e-05     0.0127
ABELL_2537             4962   8.40   0.75   0.96   0.356000   0.389600  2.746e-03  2.062e-05     0.0075
ABELL_2537             4962   8.40   0.75   0.97   0.356000   0.396400  2.774e-03  2.125e-05     0.0077
ABELL_2537             4962   8.40   0.75   0.98   0.356000   0.399400  2.803e-03  1.721e-05     0.0061
ABELL_2537             4962   8.40   0.75   0.99   0.356000   0.401900  2.831e-03  1.806e-05     0.0064
ABELL_2537             4962   8.40   1.00   0.80   0.356000   0.369800  2.288e-03  3.351e-04     0.1465
ABELL_2537             4962   8.40   1.00   0.85   0.356000   0.368700  2.431e-03  1.682e-04     0.0692
ABELL_2537             4962   8.40   1.00   0.90   0.356000   0.370000  2.574e-03  1.009e-04     0.0392
ABELL_2537             4962   8.40   1.00   0.95   0.356000   0.391500  2.717e-03  3.327e-05     0.0122
ABELL_2537             4962   8.40   1.00   0.96   0.356000   0.394900  2.746e-03  1.317e-05     0.0048
ABELL_2537             4962   8.40   1.00   0.97   0.356000   0.394600  2.774e-03  9.985e-06     0.0036
ABELL_2537             4962   8.40   1.00   0.98   0.356000   0.396100  2.803e-03  1.806e-05     0.0064
ABELL_2537             4962   8.40   1.00   0.99   0.356000   0.396200  2.831e-03  6.656e-06     0.0024
ABELL_2550             2225   2.06   0.50   0.80   0.154000   0.165700  9.200e-04  3.048e-05     0.0331
ABELL_2550             2225   2.06   0.50   0.85   0.154000   0.162000  9.775e-04  7.368e-06     0.0075
ABELL_2550             2225   2.06   0.50   0.90   0.154000   0.173500  1.035e-03  6.162e-06     0.0060
ABELL_2550             2225   2.06   0.50   0.95   0.154000   0.177800  1.092e-03  8.518e-08     0.0001
ABELL_2550             2225   2.06   0.50   0.96   0.154000   0.183800  1.104e-03  1.710e-07     0.0002
ABELL_2550             2225   2.06   0.50   0.97   0.154000   0.188500  1.115e-03  4.879e-08     0.0000
ABELL_2550             2225   2.06   0.50   0.98   0.154000   0.188900  1.127e-03  1.493e-08     0.0000
ABELL_2550             2225   2.06   0.50   0.99   0.154000   0.183400  1.138e-03  1.054e-08     0.0000
ABELL_2550             2225   2.06   0.75   0.80   0.154000   0.161500  9.200e-04  5.448e-05     0.0592
ABELL_2550             2225   2.06   0.75   0.85   0.154000   0.169000  9.775e-04  1.178e-05     0.0121
ABELL_2550             2225   2.06   0.75   0.90   0.154000   0.172900  1.035e-03  1.958e-06     0.0019
ABELL_2550             2225   2.06   0.75   0.95   0.154000   0.182500  1.092e-03  6.013e-08     0.0001
ABELL_2550             2225   2.06   0.75   0.96   0.154000   0.189900  1.104e-03  5.333e-07     0.0005
ABELL_2550             2225   2.06   0.75   0.97   0.154000   0.189000  1.115e-03  2.973e-06     0.0027
ABELL_2550             2225   2.06   0.75   0.98   0.154000   0.189600  1.127e-03  1.493e-08     0.0000
ABELL_2550             2225   2.06   0.75   0.99   0.154000   0.187100  1.138e-03  7.438e-09     0.0000
ABELL_2550             2225   2.06   1.00   0.80   0.154000   0.152400  9.200e-04  3.916e-05     0.0426
ABELL_2550             2225   2.06   1.00   0.85   0.154000   0.161600  9.775e-04  1.120e-05     0.0115
ABELL_2550             2225   2.06   1.00   0.90   0.154000   0.173900  1.035e-03  2.937e-06     0.0028
ABELL_2550             2225   2.06   1.00   0.95   0.154000   0.181400  1.092e-03  9.312e-07     0.0009
ABELL_2550             2225   2.06   1.00   0.96   0.154000   0.185800  1.104e-03  7.555e-07     0.0007
ABELL_2550             2225   2.06   1.00   0.97   0.154000   0.189800  1.115e-03  1.493e-08     0.0000
ABELL_2550             2225   2.06   1.00   0.98   0.154000   0.191100  1.127e-03  1.054e-08     0.0000
ABELL_2550             2225   2.06   1.00   0.99   0.154000   0.188000  1.138e-03  1.230e-06     0.0011
#########################
# 1696: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
#########################
# 2226: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
ABELL_2631             3248   7.06   0.50   0.80   0.408000   0.419900  3.512e-03  2.461e-03     0.7008
ABELL_2631             3248   7.06   0.50   0.85   0.408000   0.411500  3.732e-03  1.670e-03     0.4475
ABELL_2631             3248   7.06   0.50   0.90   0.408000   0.425100  3.951e-03  1.353e-03     0.3424
ABELL_2631             3248   7.06   0.50   0.95   0.408000   0.422300  4.170e-03  8.307e-04     0.1992
ABELL_2631             3248   7.06   0.50   0.96   0.408000   0.427600  4.214e-03  8.307e-04     0.1971
ABELL_2631             3248   7.06   0.50   0.97   0.408000   0.425400  4.258e-03  5.771e-04     0.1355
ABELL_2631             3248   7.06   0.50   0.98   0.408000   0.426400  4.302e-03  4.375e-04     0.1017
ABELL_2631             3248   7.06   0.50   0.99   0.408000   0.421400  4.346e-03  6.669e-04     0.1534
ABELL_2631             3248   7.06   0.75   0.80   0.408000   0.417900  3.512e-03  1.503e-03     0.4279
ABELL_2631             3248   7.06   0.75   0.85   0.408000   0.422000  3.732e-03  1.277e-03     0.3424
ABELL_2631             3248   7.06   0.75   0.90   0.408000   0.414800  3.951e-03  7.061e-04     0.1787
ABELL_2631             3248   7.06   0.75   0.95   0.408000   0.414100  4.170e-03  4.750e-04     0.1139
ABELL_2631             3248   7.06   0.75   0.96   0.408000   0.425600  4.214e-03  4.750e-04     0.1127
ABELL_2631             3248   7.06   0.75   0.97   0.408000   0.418800  4.258e-03  3.847e-04     0.0903
ABELL_2631             3248   7.06   0.75   0.98   0.408000   0.424000  4.302e-03  4.237e-04     0.0985
ABELL_2631             3248   7.06   0.75   0.99   0.408000   0.421600  4.346e-03  2.479e-04     0.0570
ABELL_2631             3248   7.06   1.00   0.80   0.408000   0.423400  3.512e-03  1.419e-03     0.4042
ABELL_2631             3248   7.06   1.00   0.85   0.408000   0.421700  3.732e-03  9.773e-04     0.2619
ABELL_2631             3248   7.06   1.00   0.90   0.408000   0.424600  3.951e-03  7.239e-04     0.1832
ABELL_2631             3248   7.06   1.00   0.95   0.408000   0.416400  4.170e-03  4.984e-04     0.1195
ABELL_2631             3248   7.06   1.00   0.96   0.408000   0.426500  4.214e-03  6.153e-04     0.1460
ABELL_2631             3248   7.06   1.00   0.97   0.408000   0.426000  4.258e-03  3.212e-04     0.0754
ABELL_2631             3248   7.06   1.00   0.98   0.408000   0.421200  4.302e-03  2.502e-04     0.0581
ABELL_2631             3248   7.06   1.00   0.99   0.408000   0.428100  4.346e-03  2.479e-04     0.0570
ABELL_2667             2214   6.75   0.50   0.80   1.401000   1.463000  7.688e-03  5.864e-04     0.0763
ABELL_2667             2214   6.75   0.50   0.85   1.401000   1.466000  8.168e-03  2.231e-04     0.0273
ABELL_2667             2214   6.75   0.50   0.90   1.401000   1.536000  8.649e-03  8.578e-05     0.0099
ABELL_2667             2214   6.75   0.50   0.95   1.401000   1.641000  9.129e-03  1.591e-04     0.0174
ABELL_2667             2214   6.75   0.50   0.96   1.401000   1.667000  9.226e-03  2.990e-05     0.0032
ABELL_2667             2214   6.75   0.50   0.97   1.401000   1.644000  9.322e-03  7.960e-06     0.0009
ABELL_2667             2214   6.75   0.50   0.98   1.401000   1.663000  9.418e-03  2.015e-05     0.0021
ABELL_2667             2214   6.75   0.50   0.99   1.401000   1.677000  9.514e-03  2.672e-06     0.0003
ABELL_2667             2214   6.75   0.75   0.80   1.401000   1.463000  7.688e-03  4.486e-04     0.0583
ABELL_2667             2214   6.75   0.75   0.85   1.401000   1.471000  8.168e-03  2.180e-04     0.0267
ABELL_2667             2214   6.75   0.75   0.90   1.401000   1.554000  8.649e-03  8.501e-05     0.0098
ABELL_2667             2214   6.75   0.75   0.95   1.401000   1.636000  9.129e-03  9.547e-05     0.0105
ABELL_2667             2214   6.75   0.75   0.96   1.401000   1.664000  9.226e-03  9.547e-05     0.0103
ABELL_2667             2214   6.75   0.75   0.97   1.401000   1.656000  9.322e-03  2.111e-05     0.0023
ABELL_2667             2214   6.75   0.75   0.98   1.401000   1.677000  9.418e-03  2.387e-05     0.0025
ABELL_2667             2214   6.75   0.75   0.99   1.401000   1.691000  9.514e-03  3.639e-06     0.0004
ABELL_2667             2214   6.75   1.00   0.80   1.401000   1.452000  7.688e-03  4.984e-04     0.0648
ABELL_2667             2214   6.75   1.00   0.85   1.401000   1.448000  8.168e-03  1.668e-04     0.0204
ABELL_2667             2214   6.75   1.00   0.90   1.401000   1.561000  8.649e-03  7.226e-05     0.0084
ABELL_2667             2214   6.75   1.00   0.95   1.401000   1.631000  9.129e-03  1.598e-05     0.0017
ABELL_2667             2214   6.75   1.00   0.96   1.401000   1.619000  9.226e-03  9.365e-06     0.0010
ABELL_2667             2214   6.75   1.00   0.97   1.401000   1.664000  9.322e-03  5.728e-05     0.0061
ABELL_2667             2214   6.75   1.00   0.98   1.401000   1.683000  9.418e-03  8.533e-06     0.0009
ABELL_2667             2214   6.75   1.00   0.99   1.401000   1.697000  9.514e-03  1.004e-05     0.0011
ABELL_2670             4959   3.95   0.50   0.80   0.894000   0.926300  6.064e-03  1.503e-03     0.2478
ABELL_2670             4959   3.95   0.50   0.85   0.894000   0.932100  6.443e-03  1.086e-03     0.1685
ABELL_2670             4959   3.95   0.50   0.90   0.894000   0.937100  6.822e-03  8.307e-04     0.1218
ABELL_2670             4959   3.95   0.50   0.95   0.894000   0.956500  7.201e-03  4.500e-04     0.0625
ABELL_2670             4959   3.95   0.50   0.96   0.894000   0.930600  7.277e-03  3.462e-04     0.0476
ABELL_2670             4959   3.95   0.50   0.97   0.894000   0.963200  7.353e-03  3.251e-04     0.0442
ABELL_2670             4959   3.95   0.50   0.98   0.894000   0.953500  7.428e-03  2.763e-04     0.0372
ABELL_2670             4959   3.95   0.50   0.99   0.894000   0.955600  7.504e-03  1.903e-04     0.0254
ABELL_2670             4959   3.95   0.75   0.80   0.894000   0.935900  6.064e-03  1.207e-03     0.1990
ABELL_2670             4959   3.95   0.75   0.85   0.894000   0.938300  6.443e-03  9.018e-04     0.1400
ABELL_2670             4959   3.95   0.75   0.90   0.894000   0.928400  6.822e-03  5.277e-04     0.0774
ABELL_2670             4959   3.95   0.75   0.95   0.894000   0.941200  7.201e-03  2.763e-04     0.0384
