ABELL_0085                   904   0.00   4.81  0.81  0.00  0.00  6.43  6.26  6.62  0.49  0.46  0.53   4.69e-02   4.64e-02   4.75e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  2.187   95.3   1.23    345
ABELL_0133                  2203   0.00   2.57  1.56  0.00  0.00  3.77  3.59  3.96  0.66  0.57  0.75   1.17e-02   1.13e-02   1.21e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  0.548   84.4   1.11    263
ABELL_0478             6102+1669   0.00   5.95 29.30  0.00  0.00  7.14  6.99  7.29  0.36  0.34  0.38   6.97e-02   6.89e-02   7.05e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  3.168   89.1   1.06    684
ABELL_0496                  3361   0.00   2.46  4.57  0.00  0.00  4.39  4.15  4.66  0.64  0.55  0.74   3.05e-02   2.94e-02   3.15e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0328  1.505   93.8   0.93    238
ABELL_0576                  3289   0.00   3.85  5.57  0.00  0.00  3.85  3.64  4.08  0.30  0.22  0.39   1.28e-02   1.24e-02   1.33e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  0.523   55.1   0.92    263
ABELL_0644                  2211   0.00   6.38  6.31  0.00  0.00  7.37  7.06  7.70  0.31  0.27  0.36   3.96e-02   3.90e-02   4.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  1.830   85.5   1.34    342
ABELL_1060                  2220   0.00   3.66  4.96  0.00  0.00  3.71  3.56  3.88  0.41  0.34  0.47   1.87e-02   1.81e-02   1.92e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0125  0.650   93.9   1.24    277
ABELL_1201                  4216   0.00   2.75  1.85  0.00  0.00  6.22  5.43  7.21  0.34  0.21  0.47   4.19e-03   3.96e-03   4.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1688  0.226   47.7   1.08    170
ABELL_1361                  2200   0.00   2.94  2.18  0.00  0.00  4.90  3.77  6.82  0.26  0.00  0.56   6.92e-03   6.00e-03   8.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1171  0.336   64.3   0.91     43
ABELL_1413                  5003   0.00   2.79  2.19  0.00  0.00  8.40  8.00  8.85  0.33  0.29  0.38   1.26e-02   1.24e-02   1.28e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  0.540   90.2   0.97    334
ABELL_1650                  4178   0.00   2.94  1.62  0.00  0.00  6.11  5.80  6.47  0.39  0.33  0.45   1.81e-02   1.77e-02   1.86e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  0.937   79.7   0.96    296
ABELL_1795                  5289   0.00   6.58  1.22  0.00  0.00  6.28  6.02  6.56  0.34  0.30  0.39   5.94e-02   5.84e-02   6.05e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0625  2.694   94.2   1.11    332
ABELL_1991                  3193   0.00   2.88  2.43  0.00  0.00  2.36  2.27  2.45  0.58  0.46  0.71   8.75e-03   8.25e-03   9.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0565  0.293   67.9   1.25    227
ABELL_2029             6101+4977   0.00   6.68  3.26  0.00  0.00  7.60  7.47  7.73  0.43  0.41  0.45   6.94e-02   6.87e-02   7.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  3.373   92.1   1.90    684
ABELL_2104                   895   0.00   2.45 15.06  0.00  0.00  8.49  7.91  9.17  0.39  0.32  0.47   7.43e-03   7.27e-03   7.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  0.425   70.4   1.03    300
ABELL_2124                  3238   0.00   2.77  1.71  0.00  0.00  4.66  4.01  5.57  0.36  0.17  0.57   3.41e-03   3.15e-03   3.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.165   45.3   1.38    122
ABELL_2147                  3211   0.00   7.77  3.38  0.00  0.00  4.39  4.08  4.74  0.09  0.01  0.18   1.86e-02   1.79e-02   1.95e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  0.653   66.9   1.09    287
ABELL_2199                   497   0.00   2.89  0.88  0.00  0.00  4.13  4.00  4.27  0.37  0.32  0.41   4.76e-02   4.67e-02   4.86e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  2.149   92.7   1.50    305
ABELL_2204              6104+499   0.00   4.27  5.84  0.00  0.00  7.62  7.26  8.02  0.41  0.36  0.47   3.04e-02   2.98e-02   3.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  1.525   88.2   1.03    538
ABELL_2244                  4179   0.00   2.96  2.09  0.00  0.00  5.63  5.44  5.83  0.32  0.28  0.36   1.82e-02   1.79e-02   1.85e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  0.912   77.3   1.07    333
ABELL_2319                  3231   0.00   7.77  6.12  0.00  0.00 11.70 10.94 12.55  0.24  0.18  0.30   7.75e-02   7.65e-02   7.86e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0562  3.731   89.1   1.26    342
ABELL_2554                  1696   0.00   3.69  2.04  0.00  0.00  5.27  4.53  6.29  0.07  0.00  0.24   4.10e-03   3.81e-03   4.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1103  0.187   22.8   1.18    164
ABELL_2556                  2226   0.00   3.90  2.02  0.00  0.00  3.29  3.05  3.56  0.39  0.26  0.53   9.68e-03   9.16e-03   1.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0862  0.366   50.3   1.08    212
ABELL_2589                  3210   0.00   2.38  3.98  0.00  0.00 11.30  8.99 15.32  2.42  1.51  3.81   8.16e-03   7.02e-03   9.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  0.651   75.5   1.68     58
ABELL_2597                   922   0.00   1.13  2.51  0.00  0.00  3.75  3.57  3.95  0.39  0.32  0.46   1.46e-02   1.41e-02   1.51e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0854  0.635   96.8   0.93    223
ABELL_2626                  3192   0.00   3.10  4.30  0.00  0.00  2.78  2.65  2.93  0.57  0.45  0.72   1.02e-02   9.59e-03   1.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0573  0.385   51.9   0.96    209
ABELL_2634                  4816   0.00   2.21  5.07  0.00  0.00  3.21  2.91  3.58  0.52  0.32  0.76   2.06e-03   1.89e-03   2.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.085   41.1   0.87    165
ABELL_3112                  2516   0.00   3.00  2.50  0.00  0.00  5.10  4.82  5.40  0.62  0.54  0.70   2.33e-02   2.26e-02   2.40e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  1.222   85.4   1.10    271
ABELL_3158                  3201   0.00   7.08  1.60  0.00  0.00  5.17  4.93  5.44  0.25  0.19  0.30   2.80e-02   2.73e-02   2.87e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  1.136   78.3   1.24    333
ABELL_3266                   899   0.00   3.80  1.72  0.00  0.00 14.76 13.29 16.74  0.58  0.47  0.70   1.70e-02   1.67e-02   1.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  0.826  100.0   1.11    304
