# Custom: see config file for specs; E/Cts Range = 0.7 - 7.0 keV
# See config for Nh-fro/free, Fe-fro/free, Confidence Levels = 2.71; Sys err = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src% redstat    dof
MACS_J0257.1-2325            1654+3581   0.01   1.11  2.09  0.00  0.00  9.42  8.37 10.79  0.14  0.01  0.27   1.99e-03   1.91e-03   2.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.151   90.4   1.03    177
MACS_J0257.6-2209           3267   0.02   1.36  2.02  0.00  0.00  8.09  7.21  9.19  0.41  0.23  0.60   2.23e-03   2.14e-03   2.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3224  0.215   90.5   1.13    135
MACS_J0308.9+2645           3268   0.25   1.40 11.88  0.00  0.00 10.64  9.50 12.02  0.37  0.22  0.52   3.86e-03   3.74e-03   3.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.331   92.2   0.96    188
MACS_J0329.6-0211       6108+3582+3257   0.01   0.86  6.21  0.00  0.00  6.44  5.99  6.94  0.40  0.31  0.50   1.76e-03   1.70e-03   1.82e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.133   91.7   1.12    285
MACS_J0404.6+1109           3269   0.02   1.12 14.96  0.00  0.00  6.90  5.61  8.91  0.22  0.00  0.49   8.09e-04   7.46e-04   8.72e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3548  0.062   80.2   0.96     47
MACS_J0417.5-1154           3270   0.15   0.89  4.00  0.00  0.00 10.44  8.88 12.52  0.41  0.20  0.64   3.39e-03   3.22e-03   3.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.282   96.6   1.10    105
MACS_J0429.6-0253           3271   0.16   1.29  5.70  0.00  0.00  5.96  5.36  6.68  0.34  0.20  0.49   2.23e-03   2.12e-03   2.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3990  0.177   89.4   1.02    122
MACS_J0451.9+0006           5815   0.15   0.93  7.65  0.00  0.00  5.76  4.65  7.53  0.47  0.09  0.93   1.20e-03   1.07e-03   1.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4300  0.091   89.3   1.03     32
MACS_J0455.2+0657           5812   0.21   1.01 10.45  0.00  0.00  6.99  5.55  9.26  0.48  0.17  0.83   1.36e-03   1.23e-03   1.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4247  0.103   88.8   1.04     36
MACS_J0520.7-1328           3272   0.25   1.24  8.88  0.00  0.00  6.77  5.98  7.78  0.33  0.17  0.49   2.26e-03   2.16e-03   2.36e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3398  0.192   91.4   1.22    117
MACS_J0547.0-3904           3273   0.02   1.34  4.08  0.00  0.00  3.70  3.33  4.14  0.24  0.07  0.45   1.23e-03   1.13e-03   1.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.112   83.7   1.14     78
MACS_J0553.4-3342           5813   0.22   1.49  2.88  0.00  0.00 13.90 10.62 19.79  0.38  0.00  0.77   3.09e-03   2.88e-03   3.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4067  0.267   91.0   1.22     77
MACS_J0717.5+3745            4200+1655   0.01   1.04  6.75  0.00  0.00 13.30 12.09 14.74  0.32  0.19  0.44   2.66e-03   2.59e-03   2.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.187   91.3   0.91    324
MACS_J0744.8+3927       3585+3197+6111   0.01   0.90  4.66  0.00  0.00  8.58  7.85  9.43  0.30  0.19  0.41   1.49e-03   1.42e-03   1.57e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.089   89.7   1.14    268
MACS_J0911.2+1746            5012+3587   0.02   0.99  3.55  0.00  0.00  7.71  6.55  9.26  0.22  0.02  0.42   9.01e-04   8.41e-04   9.61e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5409  0.060   85.3   0.77     84
MACS_J0949+1708             3274   0.01   1.26  3.17  0.00  0.00  8.94  7.74 10.51  0.48  0.26  0.71   2.63e-03   2.50e-03   2.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3820  0.228   93.1   0.74     98
MACS_J1006.9+3200           5819   0.24   1.20  1.83  0.00  0.00  7.03  5.39  9.69  0.18  0.00  0.63   9.25e-04   8.20e-04   1.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3587  0.080   81.9   1.64     31
MACS_J1105.7-1014           5817   0.21   1.00  4.58  0.00  0.00  7.73  6.00 10.58  0.20  0.00  0.52   1.25e-03   1.15e-03   1.36e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4664  0.093   87.4   1.27     33
MACS_J1108.8+0906            3252+5009   0.02   0.99  2.52  0.00  0.00  6.80  5.87  8.01  0.24  0.05  0.44   1.08e-03   1.00e-03   1.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4493  0.081   86.5   1.08     81
MACS_J1115.2+5320       3253+5008+5350   0.02   1.13  0.98  0.00  0.00  9.58  8.21 11.43  0.37  0.16  0.59   1.43e-03   1.34e-03   1.53e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4390  0.120   82.8   0.94    120
MACS_J1115.8+0129           3275   0.03   2.50  4.36  0.00  0.00  6.82  5.94  7.97  0.07  0.00  0.26   2.60e-03   2.47e-03   2.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1200  0.286   77.3   0.94    136
MACS_J1131.8-1955           3276   0.18   1.50  4.49  0.00  0.00  8.64  7.61  9.96  0.49  0.30  0.68   3.51e-03   3.36e-03   3.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3070  0.338   91.7   1.07    135
MACS_J1149.5+2223            3589+1656   0.02   0.97  2.32  0.00  0.00  7.72  6.93  8.66  0.25  0.12  0.37   1.57e-03   1.50e-03   1.65e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5440  0.106   75.2   0.87    200
MACS_J1206.2-0847           3277   0.01   1.08  4.15  0.00  0.00  9.98  8.97 11.25  0.32  0.18  0.45   3.81e-03   3.69e-03   3.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.304   95.7   1.02    173
MACS_J1226.8+2153           3590   0.02   1.08  1.82  0.00  0.00  4.86  3.78  6.44  0.00  0.00  0.28   6.32e-04   5.66e-04   7.00e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3700  0.043   78.0   1.32     26
MACS_J1311.0-0310            3258+6110   0.01   0.83  2.18  0.00  0.00  5.73  5.33  6.19  0.44  0.32  0.56   1.19e-03   1.15e-03   1.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.088   83.0   0.93    198
MACS_J1319+7003             3278   0.17   1.19  1.53  0.00  0.00  8.08  6.52 10.22  0.10  0.00  0.35   1.40e-03   1.31e-03   1.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3275  0.125   82.6   1.00     64
MACS_J1427.2+4407           6112   0.21   0.96  1.41  0.00  0.00  8.61  6.38 12.65  0.14  0.00  0.50   1.33e-03   1.21e-03   1.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4771  0.096   90.3   0.68     28
MACS_J1427.6-2521           3279   0.34   1.41  6.11  0.00  0.00  4.44  3.80  5.30  0.21  0.00  0.47   1.05e-03   9.63e-04   1.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2200  0.095   79.4   1.07     56
MACS_J1621.3+3810  6109+6172+3254+3594   0.01   1.25  1.07  0.00  0.00  7.49  6.86  8.22  0.35  0.23  0.48   1.33e-03   1.28e-03   1.38e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.105   82.7   0.98    274
MACS_J1731.6+2252           3281   0.24   1.20  6.48  0.00  0.00  8.19  6.88 10.07  0.49  0.24  0.76   1.29e-03   1.21e-03   1.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3661  0.113   87.9   1.16     74
MACS_J1931.8-2634           3282   0.16   1.47  9.13  0.00  0.00  6.85  6.24  7.58  0.23  0.12  0.35   5.34e-03   5.15e-03   5.53e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3520  0.427   94.5   1.02    154
MACS_J2046.0-3430           5816   0.22   0.83  4.98  0.00  0.00  5.02  3.98  6.97  0.23  0.00  0.78   1.13e-03   9.85e-04   1.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4133  0.080   89.0   1.10     27
MACS_J2049.9-3217           3283   0.25   1.36  5.99  0.00  0.00  7.88  6.90  9.10  0.37  0.21  0.55   1.95e-03   1.87e-03   2.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3254  0.174   89.1   0.94    126
MACS_J2211.7-0349           3284   0.02   1.89  5.86  0.00  0.00 11.13  9.98 12.58  0.18  0.04  0.32   6.04e-03   5.86e-03   6.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2700  0.567   93.1   1.33    207
MACS_J2214.9-1359            3259+5011   0.01   1.02  3.32  0.00  0.00  9.87  8.70 11.41  0.31  0.14  0.48   2.06e-03   1.97e-03   2.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.152   92.2   1.03    155
MACS_J2228+2036             3285   0.01   1.18  4.52  0.00  0.00  7.79  6.89  8.93  0.41  0.24  0.59   2.33e-03   2.22e-03   2.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4120  0.189   92.3   0.84    118
MACS_J2229.7-2755           3286   0.02   1.33  1.34  0.00  0.00  5.25  4.79  5.79  0.59  0.40  0.79   2.39e-03   2.25e-03   2.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.226   91.2   0.98    106
MACS_J2243.3-0935           3260   0.66   3.63  4.31  0.00  0.00  5.15  4.61  5.80  0.05  0.00  0.22   2.44e-03   2.31e-03   2.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1010  0.270   66.0   1.38    171
MACS_J2245.0+2637           3287   0.19   1.19  5.50  0.00  0.00  6.05  5.49  6.71  0.64  0.44  0.85   2.54e-03   2.41e-03   2.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3040  0.242   92.9   0.78    113
MACS_J2311+0338             3288   0.27   0.96  5.23  0.00  0.00  7.66  6.46  9.29  0.44  0.21  0.68   2.31e-03   2.17e-03   2.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2998  0.214   92.4   1.22     79
MKW3S                        900   1.37   5.88  3.05  0.00  0.00  3.93  3.87  3.99  0.35  0.32  0.37   1.72e-02   1.71e-02   1.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0450  2.200   88.3   1.28    420
MS_0016.9+1609               520   0.01   1.32  4.06  0.00  0.00  9.11  8.43  9.90  0.32  0.23  0.42   2.68e-03   2.61e-03   2.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.196   88.8   0.91    226
MS_0440.5+0204              4196   0.26   2.51  9.10  0.00  0.00  5.99  5.26  6.90  0.66  0.37  0.98   1.65e-03   1.54e-03   1.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.236   28.2   0.89    134
MS_0451.6-0305               902   0.01   1.23  5.68  0.00  0.00  9.25  8.48 10.14  0.42  0.31  0.54   2.84e-03   2.77e-03   2.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.276   71.7   0.95    197
MS_0735.6+7421              4197   0.02   1.78  3.40  0.00  0.00  5.54  5.31  5.78  0.35  0.28  0.42   4.13e-03   4.05e-03   4.21e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.559   74.0   1.09    277
MS_0839.8+2938              2224   0.26   1.61  3.92  0.00  0.00  4.63  4.35  4.93  0.49  0.36  0.62   2.25e-03   2.16e-03   2.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.340   69.0   0.97    171
MS_0906.5+1110               924   0.02   2.71  3.60  0.00  0.00  5.56  5.25  5.90  0.34  0.24  0.44   4.35e-03   4.22e-03   4.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1630  0.474   82.4   1.20    240
MS_1006.0+1202               925   0.02   1.98  3.63  0.00  0.00  5.79  5.33  6.33  0.28  0.16  0.40   2.56e-03   2.47e-03   2.65e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.259   82.6   1.22    175
MS_1008.1-1224               926   0.27   1.50  6.71  0.00  0.00  5.76  5.29  6.32  0.24  0.13  0.35   1.90e-03   1.83e-03   1.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.166   83.5   1.29    168
MS_1054.5-0321               512   0.01   1.28  3.69  0.00  0.00  9.75  8.47 11.44  0.16  0.00  0.32   1.24e-03   1.19e-03   1.28e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.094   51.2   1.05    172
MS_1455.0+2232              4192   0.29   1.33  3.35  0.00  0.00  4.82  4.69  4.96  0.46  0.41  0.51   4.48e-03   4.41e-03   4.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.400   94.9   1.34    325
MS_1621.5+2640               546   0.01   1.32  3.59  0.00  0.00  5.72  5.00  6.62  0.37  0.16  0.60   9.16e-04   8.53e-04   9.74e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.076   74.8   1.00     76
MS_2053.7-0449               1667+551   0.01   1.28  5.16  0.00  0.00  4.68  3.93  5.72  0.26  0.02  0.52   3.87e-04   3.50e-04   4.18e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.022   65.8   0.99     80
MS_2137.3-2353              4974   0.02   1.46  3.40  0.00  0.00  6.00  5.53  6.55  0.35  0.23  0.48   3.15e-03   3.04e-03   3.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.387   69.6   1.08    158
MS_J1157.3+5531             4964   0.80   3.09  1.22  0.00  0.00  3.28  2.96  3.64  0.76  0.57  1.06   5.47e-04   5.04e-04   5.89e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0810  0.108   37.8   1.22    245
NGC_6338                    4194   2.16   7.87  2.60  0.00  0.00  2.20  2.14  2.27  0.22  0.18  0.25   7.51e-03   7.29e-03   7.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.768   51.8   1.04    421
PKS_0745-191                6103   0.64   4.11 40.80  0.00  0.00  8.30  7.94  8.69  0.42  0.35  0.48   4.22e-02   4.16e-02   4.28e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  3.669   93.9   1.01    378
RBS_0797                    2202   0.02   1.36  2.22  0.00  0.00  7.63  6.86  8.57  0.25  0.12  0.38   5.15e-03   4.97e-03   5.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.470   93.5   1.06    145
RDCS_1252-29                4198   0.01   0.38  6.06  0.00  0.00  4.63  3.22  7.02  1.14  0.31  3.25   6.47e-05   4.43e-05   8.28e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.2370  0.002   60.9   1.36     12
RX_J0232.2-4420             4993   0.28   1.62  2.53  0.00  0.00  7.92  7.18  8.77  0.38  0.25  0.51   4.69e-03   4.54e-03   4.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2836  0.444   91.0   1.05    180
RX_J0340-4542               6954   0.79   3.15  1.63  0.00  0.00  3.10  2.72  3.53  0.63  0.35  1.02   1.02e-03   8.87e-04   1.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0818  0.133   48.4   1.22    112
RX_J0439+0520                527   0.02   1.69 10.02  0.00  0.00  4.67  4.20  5.25  0.36  0.16  0.58   2.77e-03   2.58e-03   2.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2080  0.264   85.8   0.91     82
RX_J0439.0+0715             3583+1449   0.02   1.99 11.16  0.00  0.00  5.65  5.31  6.03  0.34  0.25  0.43   5.01e-03   4.87e-03   5.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.449   87.2   1.32    288
RX_J0528.9-3927             4994   0.30   1.93  2.36  0.00  0.00  7.96  7.15  8.97  0.26  0.11  0.40   3.88e-03   3.75e-03   4.02e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2632  0.377   88.8   0.96    163
RX_J0647.7+7015             3196+3584   0.01   0.92  5.18  0.00  0.00 11.46  9.88 13.51  0.24  0.04  0.42   1.73e-03   1.65e-03   1.82e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.117   88.3   1.00    152
RX_J0819.6+6336             2199   0.03   2.45  4.11  0.00  0.00  3.92  3.52  4.38  0.16  0.02  0.33   2.57e-03   2.40e-03   2.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.391   50.7   1.00    131
RX_J0910+5422               2452+2227   0.01   0.34  2.07  0.00  0.00  4.08  2.74  7.19  0.43  0.00  2.32   4.73e-05   3.07e-05   6.76e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1000  0.001   42.4   0.64     14
RX_J1347.5-1145         3592+507   0.01   1.53  4.89  0.00  0.00 15.12 14.26 16.15  0.33  0.25  0.40   9.37e-03   9.18e-03   9.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  1.057   96.1   1.12    561
RX_J1350+6007               2229   0.01   0.50  1.77  0.00  0.00  4.22  2.69  7.35  0.63  0.00  6.38   1.08e-04   0.00e+00   1.38e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8040  0.005   66.9   1.00      9
RX_J1423.8+2404        1657+4195   0.01   1.02  2.65  0.00  0.00  6.90  6.53  7.29  0.38  0.30  0.45   1.51e-03   1.48e-03   1.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.145   90.9   0.94    293
RX_J1504.1-0248             5793   0.24   2.28  6.27  0.00  0.00  8.02  7.77  8.28  0.39  0.34  0.43   1.74e-02   1.72e-02   1.75e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2150  1.701   95.3   1.25    390
RX_J1525+0958               1664   0.20   0.79  2.96  0.00  0.00  3.83  3.30  4.67  0.69  0.33  1.16   3.43e-04   2.97e-04   3.83e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5160  0.024   83.3   1.96     43
RX_J1532.9+3021             1665+1649   0.02   1.27  2.21  0.00  0.00  6.06  5.67  6.49  0.46  0.35  0.56   4.70e-03   4.54e-03   4.88e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.423   83.6   0.92    253
RX_J1716.9+6708              548   0.01   1.11  3.71  0.00  0.00  6.51  5.27  8.30  0.56  0.24  0.95   4.34e-04   3.94e-04   4.79e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8100  0.025   63.7   0.84     55
RX_J1720.1+2638             4361   0.30   2.23  4.02  0.00  0.00  6.33  6.08  6.62  0.37  0.30  0.44   1.00e-02   9.82e-03   1.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  1.093   94.3   1.04    314
RX_J1720.2+3536        7225+3280+6107   0.01   1.01  3.35  0.00  0.00  7.34  6.84  7.93  0.43  0.32  0.54   1.97e-03   1.79e-03   2.16e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.170   91.1   1.03    330
RX_J2011.3-5725             4995   0.29   1.16  4.76  0.00  0.00  4.10  3.71  4.57  0.41  0.21  0.65   1.16e-03   1.07e-03   1.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2786  0.101   84.9   0.95     73
RX_J2129.6+0005              552   0.22   2.37  4.30  0.00  0.00  6.01  5.55  6.56  0.51  0.36  0.67   5.76e-03   5.52e-03   6.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.610   87.7   1.29    158
S0463                       6956+7250   0.07   2.80  1.06  0.00  0.00  3.26  2.88  3.59  0.23  0.08  0.41   1.00e-01   0.00e+00   1.00e+24  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0986  0.100   54.2 161.19    149
TRIANG_AUSTR                1281   1.22   9.01 13.27  0.00  0.00  8.50  8.25  8.79  0.03  0.00  0.07   8.27e-02   8.22e-02   8.33e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0510  9.901   83.9   3.69    426
V_1121.0+2327               1660   0.01   1.02  1.30  0.00  0.00  4.17  3.57  4.95  0.46  0.18  0.82   3.61e-04   3.24e-04   3.94e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5600  0.023   74.0   1.09     58
ZWCL_1215                   4184   0.82   3.38  1.76  0.00  0.00  6.64  6.26  7.10  0.37  0.26  0.48   1.04e-02   1.01e-02   1.07e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0750  1.291   91.9   1.10    256
ZWCL_1358+6245               516   0.17   1.51  1.94  0.00  0.00  9.70  8.76 10.86  0.57  0.38  0.76   2.04e-03   1.96e-03   2.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.277   65.8   1.03    186
ZWCL_1953                   1659   0.22   1.71  3.10  0.00  0.00  8.28  7.32  9.50  0.21  0.06  0.35   3.01e-03   2.90e-03   3.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3800  0.258   82.1   0.87    155
ZWCL_3146                    909   0.02   2.19  2.70  0.00  0.00  7.46  7.16  7.78  0.31  0.26  0.37   8.65e-03   8.53e-03   8.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2900  0.873   91.7   1.06    358
ZWCL_5247                    539   0.23   2.12  1.70  0.00  0.00  4.89  4.24  5.75  0.37  0.12  0.67   1.84e-03   1.68e-03   1.99e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2290  0.194   78.1   1.09     62
ZWCL_7160                    543   0.29   1.95  3.10  0.00  0.00  4.63  4.27  5.05  0.36  0.22  0.50   4.82e-03   4.60e-03   5.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2578  0.474   87.9   0.94    130
ZWICKY_2701                 3195   0.02   1.64  0.83  0.00  0.00  5.08  4.78  5.40  0.45  0.34  0.58   2.83e-03   2.73e-03   2.93e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.426   70.3   0.95    175
ZwCL_1332.8+5043            5772   0.12   1.07  1.10  0.00  0.00  3.82  2.40  7.16  0.16  0.00  4.91   4.03e-04   1.50e-04   5.34e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6200  0.019   60.5   0.71      4
ZwCl_0848.5+3341            4205   0.24   1.18  1.12  0.00  0.00  6.54  5.27  8.58  0.59  0.11  1.18   6.62e-04   5.79e-04   7.45e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3706  0.084   47.8   0.89     36
