# Model: wabs(mekal) for r2500-50 spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF TloBF ThiBF   N/BF Nlo/BF Nhi/BF       z     Cr   Junk  chisq    dof
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.54  7.01 10.71  0.49  0.25  0.75   1.69e-03   1.56e-03   1.81e-03  1.04  0.96  1.14  0.910  0.887  0.923  0.5700  0.083      0   1.32     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.54  7.01 10.71  0.49  0.25  0.75   1.69e-03   1.56e-03   1.81e-03  1.04  0.96  1.14  0.910  0.887  0.923  0.5700  0.083      0   1.32     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.75  6.50  9.44  0.47  0.26  0.69   1.80e-03   1.67e-03   1.93e-03  0.94  0.89  1.00  0.966  0.951  0.985  0.5700  0.086      0   1.00     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.75  6.50  9.44  0.47  0.26  0.69   1.80e-03   1.67e-03   1.93e-03  0.94  0.89  1.00  0.966  0.951  0.985  0.5700  0.086      0   1.00     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.75  6.50  9.44  0.47  0.26  0.69   1.80e-03   1.67e-03   1.93e-03  0.94  0.89  1.00  0.966  0.951  0.985  0.5700  0.086      0   1.00     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  6.76  5.83  7.92  0.45  0.28  0.64   2.07e-03   1.92e-03   2.21e-03  0.82  0.80  0.84  1.111  1.091  1.129  0.5700  0.093      0   1.09     63
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  6.76  5.83  7.92  0.45  0.28  0.64   2.07e-03   1.92e-03   2.21e-03  0.82  0.80  0.84  1.111  1.091  1.129  0.5700  0.093      0   1.09     63
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  6.76  5.83  7.92  0.45  0.28  0.64   2.07e-03   1.92e-03   2.21e-03  0.82  0.80  0.84  1.111  1.091  1.129  0.5700  0.093      0   1.09     63
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.64  6.41  9.23  0.52  0.30  0.75   1.76e-03   1.63e-03   1.89e-03  0.93  0.88  0.98  0.948  0.927  0.966  0.5700  0.085      0   1.13     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.64  6.41  9.23  0.52  0.30  0.75   1.76e-03   1.63e-03   1.89e-03  0.93  0.88  0.98  0.948  0.927  0.966  0.5700  0.085      0   1.13     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.87  6.64  9.48  0.23  0.06  0.40   2.00e-03   1.86e-03   2.15e-03  0.96  0.91  1.01  1.073  1.057  1.095  0.5700  0.090      0   0.95     61
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.64  6.41  9.23  0.52  0.30  0.75   1.76e-03   1.63e-03   1.89e-03  0.93  0.88  0.98  0.948  0.927  0.966  0.5700  0.085      0   1.13     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.87  6.64  9.48  0.23  0.06  0.40   2.00e-03   1.86e-03   2.15e-03  0.96  0.91  1.01  1.073  1.057  1.095  0.5700  0.090      0   0.95     61
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.01  5.92  8.38  0.22  0.07  0.38   1.94e-03   1.80e-03   2.10e-03  0.85  0.81  0.89  1.043  1.023  1.070  0.5700  0.083      0   0.88     58
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  7.01  5.92  8.38  0.22  0.07  0.38   1.94e-03   1.80e-03   2.10e-03  0.85  0.81  0.89  1.043  1.023  1.070  0.5700  0.083      0   0.88     58
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.06  6.65 10.05  0.58  0.35  0.84   1.66e-03   1.53e-03   1.78e-03  0.98  0.92  1.07  0.892  0.869  0.910  0.5700  0.082      0   1.20     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.06  6.65 10.05  0.58  0.35  0.84   1.66e-03   1.53e-03   1.78e-03  0.98  0.92  1.07  0.892  0.869  0.910  0.5700  0.082      0   1.20     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.06  6.65 10.05  0.58  0.35  0.84   1.66e-03   1.53e-03   1.78e-03  0.98  0.92  1.07  0.892  0.869  0.910  0.5700  0.082      0   1.20     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.06  6.65 10.05  0.58  0.35  0.84   1.66e-03   1.53e-03   1.78e-03  0.98  0.92  1.07  0.892  0.869  0.910  0.5700  0.082      0   1.20     57
1RXS_J2129.4-0741           3199   0.00    1.0  4.36  0.00  0.00  8.54  7.01 10.71  0.49  0.25  0.75   1.69e-03   1.56e-03   1.81e-03  1.04  0.96  1.14  0.910  0.887  0.923  0.5700  0.083      0   1.32     57
1RXS_J2129.4-0741           3199    0.5   0.85  4.36  0.00  0.00  8.89  7.30 11.13  0.38  0.15  0.64   1.55e-03   1.43e-03   1.67e-03  1.08  1.00  1.18  0.835  0.814  0.853  0.5700  0.074      0   0.75     52
1RXS_J2129.4-0741           3199    0.5    0.8  4.36  0.00  0.00  7.76  6.42  9.61  0.68  0.41  0.98   1.38e-03   1.26e-03   1.50e-03  0.94  0.88  1.02  0.744  0.715  0.767  0.5700  0.070      0   1.21     49
1RXS_J2129.4-0741           3199   0.75   0.85  4.36  0.00  0.00  9.40  7.42 12.40  0.43  0.17  0.72   1.46e-03   1.35e-03   1.59e-03  1.14  1.02  1.32  0.785  0.766  0.810  0.5700  0.072      0   1.05     50
1RXS_J2129.4-0741           3199   0.75    0.8  4.36  0.00  0.00  9.50  7.50 12.76  0.39  0.11  0.66   1.49e-03   1.38e-03   1.60e-03  1.16  1.03  1.36  0.804  0.785  0.818  0.5700  0.073      0   0.91     51
1RXS_J2129.4-0741           3199    1.0   0.85  4.36  0.00  0.00  7.25  6.09  8.76  0.56  0.34  0.81   1.65e-03   1.52e-03   1.79e-03  0.88  0.84  0.93  0.886  0.866  0.911  0.5700  0.078      0   0.65     53
1RXS_J2129.4-0741           3199    1.0    0.8  4.36  0.00  0.00  6.33  5.23  7.71  0.62  0.39  0.87   1.53e-03   1.40e-03   1.67e-03  0.77  0.72  0.82  0.824  0.795  0.851  0.5700  0.072      0   1.25     51
1RXS_J2129.4-0741           3199    0.5   0.95  4.36  0.00  0.00  8.07  6.74  9.96  0.41  0.20  0.65   1.68e-03   1.55e-03   1.81e-03  0.98  0.93  1.06  0.901  0.882  0.923  0.5700  0.079      0   0.99     54
1RXS_J2129.4-0741           3199    0.5   0.96  4.36  0.00  0.00  8.75  7.19 11.00  0.42  0.18  0.67   1.62e-03   1.50e-03   1.75e-03  1.06  0.99  1.17  0.872  0.853  0.895  0.5700  0.078      0   1.08     54
1RXS_J2129.4-0741           3199    0.5   0.97  4.36  0.00  0.00  8.41  6.95 10.38  0.59  0.34  0.86   1.64e-03   1.51e-03   1.77e-03  1.02  0.96  1.10  0.883  0.858  0.904  0.5700  0.082      0   1.27     58
1RXS_J2129.4-0741           3199    0.5   0.98  4.36  0.00  0.00  6.54  5.50  7.93  0.33  0.15  0.52   1.89e-03   1.74e-03   2.03e-03  0.80  0.76  0.84  1.014  0.991  1.037  0.5700  0.082      0   0.85     55
1RXS_J2129.4-0741           3199    0.5   0.99  4.36  0.00  0.00  9.44  7.52 12.52  0.09  0.00  0.29   1.93e-03   1.81e-03   2.06e-03  1.15  1.03  1.33  1.040  1.029  1.051  0.5700  0.087      0   1.01     58
1RXS_J2129.4-0741           3199    0.5    0.9  4.36  0.00  0.00  9.14  7.48 11.62  0.61  0.35  0.93   1.53e-03   1.41e-03   1.66e-03  1.11  1.03  1.24  0.821  0.799  0.845  0.5700  0.076      0   0.98     53
1RXS_J2129.4-0741           3199   0.75   0.95  4.36  0.00  0.00  8.94  7.40 11.10  0.38  0.16  0.62   1.72e-03   1.60e-03   1.86e-03  1.09  1.02  1.18  0.926  0.909  0.949  0.5700  0.082      0   0.95     57
