# Model: wabs(mekal) for r2500-50 spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF TloBF ThiBF   N/BF Nlo/BF Nhi/BF       z     Cr   Junk  chisq    dof
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.78  6.91  8.90  0.35  0.17  0.52   2.46e-03   2.36e-03   2.56e-03  0.97  0.97  0.97  0.942  0.940  0.943  0.3224  0.235      0   1.26    144
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  8.13  7.24  9.25  0.39  0.21  0.57   2.48e-03   2.38e-03   2.59e-03  1.01  1.01  1.01  0.951  0.949  0.952  0.3224  0.237      0   0.97    145
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  8.13  7.24  9.25  0.39  0.21  0.57   2.48e-03   2.38e-03   2.59e-03  1.01  1.01  1.01  0.951  0.949  0.952  0.3224  0.237      0   0.97    145
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.48  6.68  8.50  0.29  0.13  0.45   2.50e-03   2.40e-03   2.61e-03  0.93  0.94  0.93  0.956  0.955  0.958  0.3224  0.232      0   0.92    145
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  8.99  7.88 10.39  0.36  0.18  0.55   2.51e-03   2.41e-03   2.61e-03  1.12  1.10  1.14  0.961  0.959  0.961  0.3224  0.239      0   0.92    147
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.70  6.90  8.73  0.28  0.12  0.44   2.52e-03   2.42e-03   2.63e-03  0.96  0.97  0.95  0.964  0.963  0.966  0.3224  0.233      0   0.93    142
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  8.99  7.88 10.39  0.36  0.18  0.55   2.51e-03   2.41e-03   2.61e-03  1.12  1.10  1.14  0.961  0.959  0.961  0.3224  0.239      0   0.92    147
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.70  6.90  8.73  0.28  0.12  0.44   2.52e-03   2.42e-03   2.63e-03  0.96  0.97  0.95  0.964  0.963  0.966  0.3224  0.233      0   0.93    142
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.46  6.69  8.43  0.23  0.08  0.39   2.56e-03   2.45e-03   2.66e-03  0.93  0.94  0.92  0.979  0.976  0.977  0.3224  0.235      0   1.06    144
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.46  6.69  8.43  0.23  0.08  0.39   2.56e-03   2.45e-03   2.66e-03  0.93  0.94  0.92  0.979  0.976  0.977  0.3224  0.235      0   1.06    144
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.88  7.00  8.97  0.25  0.09  0.40   2.53e-03   2.43e-03   2.63e-03  0.98  0.98  0.98  0.970  0.967  0.968  0.3224  0.235      0   1.04    144
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.72  6.85  8.85  0.20  0.05  0.35   2.55e-03   2.45e-03   2.66e-03  0.96  0.96  0.97  0.978  0.977  0.977  0.3224  0.233      0   0.87    144
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  7.72  6.85  8.85  0.20  0.05  0.35   2.55e-03   2.45e-03   2.66e-03  0.96  0.96  0.97  0.978  0.977  0.977  0.3224  0.233      0   0.87    144
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  6.52  5.92  7.24  0.38  0.23  0.54   2.54e-03   2.43e-03   2.64e-03  0.81  0.83  0.79  0.972  0.967  0.972  0.3224  0.238      0   1.16    142
MACS_J0257.6-2209           3267   0.00    1.0  2.02  0.00  0.00  9.27  8.07 10.81  0.25  0.08  0.43   2.48e-03   2.38e-03   2.59e-03  1.16  1.13  1.18  0.951  0.949  0.951  0.3224  0.233      0   0.99    143
