# Custom: see config file for specs; E/Cts Range = 2.0 - 7.0 keV
# See config for Nh-fro/free, Fe-fro/free, Confidence Levels = 2.71; Sys err = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src% redstat    dof
CL_J1226.9+3332         5014+3180+932   0.01   0.68  1.37  0.00  0.00 12.33 10.20 15.11  0.16  0.00  0.40   9.23e-04   8.59e-04   9.82e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.038   91.5   0.80    102
CL_J1641+4001               3575   0.01   0.47  1.09  0.00  0.00 79.90  7.52 79.90  0.01  0.00 10.00   1.08e-04   0.00e+00   1.29e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4640  0.002   81.2   0.39      2
CL_J2302.8+0844              918   0.01   1.16  5.05  0.00  0.00  6.58  3.91 14.66  0.08  0.00  0.57   2.41e-04   1.59e-04   3.67e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7300  0.004   56.3   1.01     31
CYGNUS_A                     360   0.07   2.39 29.89  0.00  0.00  8.08  7.62  8.59  0.45  0.39  0.51   1.74e-02   1.71e-02   1.77e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  0.857   83.2   1.14    312
ESO_3060170                 3189   0.11   5.29  3.43  0.00  0.00  3.48  3.04  4.05  0.27  0.07  0.50   6.08e-03   5.48e-03   6.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.192   74.1   0.85    124
ESO_5520200                 3206   0.13   5.77  4.29  0.00  0.00  2.87  2.45  3.47  0.40  0.05  0.87   3.30e-03   2.77e-03   3.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.101   55.2   1.24    137
EXO_0422-086                4183   0.10   6.15  6.22  0.00  0.00  3.44  3.13  3.81  0.35  0.21  0.50   1.51e-02   1.40e-02   1.62e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.487   80.8   0.93    170
HERCULES_A                  1625   0.02   2.03  6.27  0.00  0.00  4.50  3.85  5.38  0.50  0.33  0.69   4.02e-03   3.63e-03   4.45e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.150   70.8   0.98     81
HYDRA_A                     4970   0.07   4.66  3.35  0.00  0.00  4.48  4.37  4.59  0.29  0.26  0.31   2.65e-02   2.62e-02   2.69e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0549  1.041   74.4   1.08    339
IRAS_09104+4109              509   0.01   1.40  1.36  0.00  0.00  2.16  1.56  8.24  2.07  0.50 10.00   2.54e-03   8.15e-06   4.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.206   85.3   1.13     52
LYNX_E                     17081+9271   0.01   0.55  2.53  0.00  0.00  5.10  2.69 13.20  0.00  0.00  1.42   3.53e-05   2.36e-05   5.44e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5740  0.001   65.5   0.70      4
MACS_J0011.7-1523           6105   0.02   1.23  2.08  0.00  0.00  7.30  6.06  9.10  0.28  0.16  0.42   2.05e-03   1.88e-03   2.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.058   88.7   0.85     78
MACS_J0025.4-1222            3251+5010   0.01   0.81  2.72  0.00  0.00  6.31  5.29  7.69  0.39  0.20  0.60   9.33e-04   8.56e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5843  0.040   86.4   0.75     56
MACS_J0159.8-0849            6106+3265   0.01   1.53  2.01  0.00  0.00 10.37  9.33 11.66  0.30  0.20  0.40   3.51e-03   3.40e-03   3.63e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.179   94.4   1.01    253
MACS_J0242.5-2132           3266   0.02   1.45  2.71  0.00  0.00  5.99  4.80  8.03  0.28  0.11  0.46   3.57e-03   3.15e-03   4.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3140  0.099   92.5   1.06     42
MACS_J0257.1-2325            1654+3581   0.01   1.11  2.09  0.00  0.00 10.76  9.07 12.81  0.14  0.00  0.29   1.91e-03   1.80e-03   2.02e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.091   90.4   1.13    120
MACS_J0257.6-2209           3267   0.02   1.36  2.02  0.00  0.00  7.90  6.70  9.54  0.46  0.28  0.66   2.21e-03   2.07e-03   2.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3224  0.114   90.5   1.24     82
MACS_J0329.6-0211       6108+3582+3257   0.01   0.86  6.21  0.00  0.00  7.55  6.82  8.43  0.39  0.28  0.50   1.69e-03   1.61e-03   1.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.082   94.4   1.16    189
MACS_J0404.6+1109           3269   0.02   1.12 14.96  0.00  0.00  7.40  5.47 11.03  0.20  0.00  0.49   7.90e-04   7.00e-04   8.94e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3548  0.036   80.2   0.92     29
MACS_J0417.5-1154           3270   0.15   0.89  4.00  0.00  0.00 14.46 11.05 20.38  0.54  0.22  0.91   3.14e-03   2.93e-03   3.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.170   96.6   1.17     65
MACS_J0429.6-0253           3271   0.01   1.29  5.70  0.00  0.00  7.48  5.84 10.13  0.32  0.15  0.50   2.02e-03   1.78e-03   2.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3990  0.055   89.4   0.78     45
MACS_J0451.9+0006           5815   0.01   0.93  7.65  0.00  0.00  6.68  4.74 11.18  0.38  0.00  0.85   1.16e-03   1.00e-03   1.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4300  0.054   89.3   1.33     19
MACS_J0547.0-3904           3273   0.02   1.34  4.08  0.00  0.00  5.82  4.16  8.79  0.18  0.00  0.46   9.40e-04   7.92e-04   1.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.030   83.7   1.21     28
MACS_J0717.5+3745            4200+1655   0.01   1.04  6.75  0.00  0.00 12.82 11.43 14.52  0.31  0.19  0.43   2.67e-03   2.59e-03   2.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.132   91.3   0.87    251
MACS_J0744.8+3927       3585+3197+6111   0.01   0.90  4.66  0.00  0.00  9.32  8.36 10.52  0.31  0.19  0.43   1.43e-03   1.34e-03   1.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.063   87.9   1.19    207
MACS_J0911.2+1746           3587   0.13   0.96  3.55  0.00  0.00 10.23  7.10 16.12  0.20  0.00  0.66   8.84e-04   7.80e-04   9.95e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5409  0.040   84.7   0.74     23
MACS_J0949+1708             3274   0.01   1.26  3.17  0.00  0.00 10.29  7.88 15.89  0.55  0.28  0.89   2.50e-03   2.23e-03   2.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3820  0.078   93.1   0.58     39
MACS_J1115.8+0129           3275   0.03   2.50  4.36  0.00  0.00  9.39  6.55 14.16  0.00  0.00  0.21   2.38e-03   2.19e-03   2.65e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1200  0.097   77.3   0.85     59
MACS_J1131.8-1955           3276   0.02   1.50  4.49  0.00  0.00  9.45  7.77 11.97  0.50  0.29  0.72   3.44e-03   3.24e-03   3.65e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3070  0.183   91.7   1.02     82
MACS_J1149.5+2223            3589+1656   0.02   2.46  2.32  0.00  0.00 11.50  9.00 15.72  0.00  0.00  0.17   1.81e-03   1.72e-03   1.91e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1761  0.088   79.3   1.01    138
MACS_J1206.2-0847           3277   0.01   1.08  4.15  0.00  0.00 11.93 10.05 14.49  0.33  0.16  0.49   3.65e-03   3.50e-03   3.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.188   95.7   1.15    126
MACS_J1226.8+2153           3590   0.02   1.08  1.82  0.00  0.00  5.84  3.70  9.29  0.00  0.00  0.44   5.83e-04   4.85e-04   7.33e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3700  0.021   78.0   1.36     13
MACS_J1311.0-0310            3258+6110   0.01   0.83  2.18  0.00  0.00  5.92  5.32  6.62  0.45  0.33  0.59   1.15e-03   1.07e-03   1.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.053   83.0   1.00    137
MACS_J1319+7003             3278   0.02   1.19  1.53  0.00  0.00 10.12  7.34 15.62  0.07  0.00  0.42   1.39e-03   1.26e-03   1.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3275  0.066   83.8  42.99     40
MACS_J1427.6-2521           3279   0.02   1.46  6.11  0.00  0.00  5.54  3.77  9.35  0.06  0.00  0.35   1.01e-03   8.16e-04   1.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2200  0.029   79.4   1.15     20
MACS_J1621.3+3810  6109+6172+3254+3594   0.01   1.25  1.07  0.00  0.00  7.75  6.86  8.87  0.37  0.24  0.50   1.30e-03   1.23e-03   1.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.064   92.8   0.92    176
MACS_J1824.3+4309           3255   0.01   0.68  4.52  0.00  0.00  4.76  2.90 15.15  0.68  0.00  3.75   2.48e-04   1.39e-04   3.43e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4870  0.009   78.2   0.13      3
MACS_J1931.8-2634           3282   0.02   1.47  9.13  0.00  0.00  6.86  5.71  8.44  0.24  0.12  0.36   5.38e-03   4.92e-03   5.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3520  0.149   94.5   1.07     70
MACS_J2211.7-0349           3284   0.02   1.89  5.86  0.00  0.00 13.77 11.37 17.26  0.17  0.00  0.35   5.84e-03   5.61e-03   6.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2700  0.303   93.1   1.34    147
MACS_J2214.9-1359            3259+5011   0.01   1.02  3.32  0.00  0.00  9.97  8.47 12.14  0.32  0.15  0.49   2.05e-03   1.94e-03   2.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.099   92.2   1.01    107
MACS_J2228+2036             3285   0.01   1.18  4.52  0.00  0.00 10.04  7.79 14.00  0.48  0.26  0.76   2.10e-03   1.90e-03   2.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4120  0.065   92.3   0.96     47
MACS_J2229.7-2755           3286   0.02   1.33  1.34  0.00  0.00  6.07  4.89  7.83  0.56  0.35  0.79   2.23e-03   1.97e-03   2.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.068   91.2   1.02     38
MACS_J2245.0+2637           3287   0.02   1.19  5.50  0.00  0.00  7.05  5.97  8.36  0.66  0.44  0.91   2.38e-03   2.20e-03   2.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3040  0.122   92.9   0.95     60
MACS_J2311+0338             3288   0.02   0.92  5.23  0.00  0.00 11.76  7.95 19.81  0.59  0.22  1.28   2.07e-03   1.79e-03   2.38e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2998  0.073   92.4   0.96     31
MKW_04                      3234   0.21   3.83  1.90  0.00  0.00  2.13  1.94  2.36  0.95  0.56  1.61   2.17e-03   1.69e-03   2.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0198  0.075   43.3   0.98    129
MS_0016.9+1609               520   0.01   1.32  4.06  0.00  0.00 11.73  9.89 14.71  0.34  0.21  0.47   2.47e-03   2.35e-03   2.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.064   88.8   0.92    137
MS_0302.7+1658               525   0.01   0.91 10.95  0.00  0.00  9.28  3.03 79.90  0.58  0.00 10.00   3.05e-04   0.00e+00   5.51e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4240  0.008   78.9   2.41      1
MS_0440.5+0204              4196   0.02   2.51  9.10  0.00  0.00  4.45  3.08  6.06  0.19  0.00  0.75   2.65e-03   2.23e-03   3.05e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.101   26.3  61.18     83
MS_0451.6-0305               902   0.01   1.23  5.68  0.00  0.00 11.55  9.64 14.43  0.50  0.34  0.70   2.66e-03   2.49e-03   2.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.076   71.7   0.94    108
MS_0735.6+7421              4197   0.02   1.78  3.40  0.00  0.00  6.47  5.82  7.22  0.34  0.26  0.43   3.87e-03   3.69e-03   4.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.145   74.0   1.08    188
MS_0839.8+2938              2224   0.02   1.61  3.92  0.00  0.00  4.64  3.93  5.58  0.37  0.22  0.53   2.35e-03   2.12e-03   2.62e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.079   69.0   0.91     82
MS_0906.5+1110               924   0.02   2.71  3.60  0.00  0.00  6.94  6.02  8.17  0.32  0.19  0.44   3.98e-03   3.75e-03   4.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1630  0.145   82.4   0.97    151
MS_1006.0+1202               925   0.02   1.98  3.63  0.00  0.00  7.76  6.20 10.01  0.27  0.12  0.43   2.31e-03   2.11e-03   2.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.080   82.6   1.24     89
MS_1008.1-1224               926   0.02   1.63  6.71  0.00  0.00 10.96  8.39 15.95  0.35  0.15  0.62   1.51e-03   1.39e-03   1.65e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.051   83.9   0.93     83
MS_1054.5-0321               512   0.01   1.28  3.69  0.00  0.00 14.17  9.24 26.23  0.07  0.00  0.32   1.14e-03   1.03e-03   1.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.023   51.2   0.85     84
MS_1455.0+2232              4192   0.02   1.41  3.35  0.00  0.00  5.81  5.45  6.23  0.46  0.40  0.52   4.02e-03   3.87e-03   4.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.120   94.7   1.12    236
MS_1621.5+2640               546   0.01   1.32  3.59  0.00  0.00  5.10  3.83  7.14  0.38  0.17  0.62   9.79e-04   8.03e-04   1.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.022   74.8   0.98     30
MS_2053.7-0449               1667+551   0.01   1.28  5.16  0.00  0.00  5.37  4.18  7.10  0.19  0.00  0.45   3.59e-04   3.15e-04   4.11e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.013   65.8   0.94     54
MS_2137.3-2353              4974   0.02   1.46  3.40  0.00  0.00  7.56  6.10 10.35  0.28  0.11  0.43   2.95e-03   2.70e-03   3.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.102   69.6   1.28     70
OPHIUCHUS                   3200   0.15   3.00 31.37  0.00  0.00 10.97 10.62 11.35  0.40  0.37  0.43   7.15e-02   7.10e-02   7.20e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  3.664   93.4   1.10    339
PKS_0745-191            6103+508   0.04   4.11 37.49  0.00  0.00 11.68 10.96 12.50  0.59  0.52  0.66   3.85e-02   3.78e-02   3.92e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  1.935   87.2   1.12    614
RBS_0797                    2202   0.02   1.36  2.22  0.00  0.00  8.62  6.93 11.22  0.23  0.09  0.39   4.96e-03   4.53e-03   5.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.149   93.5   0.83     62
RDCS_1252-29                4198   0.01   0.38  6.06  0.00  0.00  4.94  2.12 14.78  0.98  0.10 10.00   6.83e-05   0.00e+00   3.03e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.2370  0.000   60.9   0.28      2
RX_J0439+0520                527   0.02   1.69 10.02  0.00  0.00  5.37  4.13  7.40  0.26  0.03  0.52   2.64e-03   2.28e-03   3.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2080  0.078   85.8   0.81     29
RX_J0439.0+0715             3583+1449   0.02   1.99 11.16  0.00  0.00  8.21  7.25  9.50  0.31  0.18  0.43   4.36e-03   4.17e-03   4.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.211   87.2   1.14    176
RX_J0647.7+7015             3196+3584   0.01   0.92  5.18  0.00  0.00 11.18  9.41 13.64  0.25  0.06  0.43   1.73e-03   1.64e-03   1.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.082   88.3   0.92    113
RX_J0819.6+6336             2199   0.03   2.45  4.11  0.00  0.00  3.24  2.58  4.50  0.25  0.00  0.64   2.85e-03   2.31e-03   3.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.084   50.7   1.00     49
RX_J0820.9+0752             1647   0.04   3.03  2.37  0.00  0.00  1.46  0.90  2.17 606.86 89.05 1000.00   1.27e-05   0.00e+00   4.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.065   29.3   3.42     12
RX_J0910+5422               2452+2227   0.01   0.34  2.07  0.00  0.00  5.00  2.97 10.09  0.32  0.00  2.08   4.06e-05   2.73e-05   5.91e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1000  0.001   42.4   0.56     11
RX_J1053+5735               4936   0.01   0.35  0.59  0.00  0.00  4.21  1.32 79.90  0.00  0.00  1.70   1.27e-04   0.00e+00   1.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1400  0.001   34.0   0.34      1
RX_J1347.5-1145         507+3592   0.01   1.53  4.89  0.00  0.00 17.32 15.92 19.05  0.33  0.25  0.42   9.40e-03   9.16e-03   9.64e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.575   96.1   1.11    467
RX_J1350+6007               2229   0.01   0.50  1.77  0.00  0.00  3.29  1.36 13.81  0.45  0.00 10.00   1.61e-04   0.00e+00   4.78e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8040  0.001   66.9   0.14      1
RX_J1423.8+2404        4195+1657   0.01   1.02  2.65  0.00  0.00  7.19  6.67  7.78  0.38  0.30  0.45   1.49e-03   1.45e-03   1.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.081   90.9   0.90    233
RX_J1504.1-0248             5793   0.02   2.28  6.27  0.00  0.00  8.52  8.02  9.10  0.39  0.34  0.44   1.70e-02   1.66e-02   1.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2150  0.618   95.3   1.17    301
RX_J1525+0958               1664   0.01   0.76  2.96  0.00  0.00 21.47  8.89 79.90  0.00  0.00  1.69   2.39e-04   1.96e-04   2.86e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5160  0.006   82.6   1.24     12
RX_J1532.9+3021        1665+1649   0.02   1.27  2.21  0.00  0.00  7.20  6.43  8.14  0.44  0.32  0.57   4.35e-03   4.12e-03   4.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.215   83.6   1.02    146
RX_J1716.9+6708              548   0.01   1.11  3.71  0.00  0.00  6.21  3.95 10.24  0.57  0.23  1.19   4.44e-04   3.13e-04   6.75e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8100  0.007   63.7   0.92     22
RX_J1720.1+2638             4361   0.02   2.23  4.02  0.00  0.00  7.71  6.99  8.55  0.40  0.31  0.48   9.24e-03   8.90e-03   9.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.365   94.3   0.96    225
RX_J1720.2+3536        7225+3280+6107   0.01   1.01  3.35  0.00  0.00  7.40  6.69  8.26  0.44  0.34  0.56   1.88e-03   1.64e-03   2.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.095   93.9   0.94    230
RX_J2129.6+0005              552   0.02   2.37  4.30  0.00  0.00  7.19  5.98  8.87  0.57  0.39  0.78   5.27e-03   4.83e-03   5.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.191   87.7   1.34     71
SERSIC_159-03               1668   0.07   2.93  1.89  0.00  0.00  2.72  2.50  2.99  0.23  0.10  0.37   1.24e-02   1.14e-02   1.36e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.353   79.6   1.09    116
V_1121.0+2327               1660   0.01   1.02  1.30  0.00  0.00  4.70  3.53  7.70  0.35  0.02  0.72   3.37e-04   2.50e-04   4.39e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5600  0.006   74.0   0.87     20
ZWCL_1215                   4184   0.06   3.25  1.76  0.00  0.00  7.64  6.64  8.98  0.43  0.29  0.57   9.81e-03   9.31e-03   1.03e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0750  0.435   91.8   1.04    167
ZWCL_1358+6245               516   0.02   1.51  1.94  0.00  0.00  9.04  7.58 11.13  0.50  0.30  0.72   1.97e-03   1.87e-03   2.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.115   53.1 119.76    133
ZWCL_1953                   1659   0.02   1.95  3.10  0.00  0.00 15.12  9.67 26.57  0.06  0.00  0.32   2.74e-03   2.55e-03   2.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3800  0.084   82.0   0.74     72
ZWCL_3146                    909   0.02   2.19  2.70  0.00  0.00  8.99  8.21  9.93  0.31  0.25  0.38   8.17e-03   7.91e-03   8.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2900  0.279   91.7   0.97    269
ZWCL_5247                    539   0.02   2.12  1.70  0.00  0.00  4.39  3.18  6.69  0.26  0.00  0.59   2.19e-03   1.73e-03   2.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2290  0.053   78.1   0.93     22
ZWCL_7160                    543   0.02   2.07  3.10  0.00  0.00  6.82  5.38  9.08  0.36  0.18  0.59   3.91e-03   3.45e-03   4.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2578  0.126   87.9   0.76     49
ZWICKY_2701                 3195   0.02   1.64  0.83  0.00  0.00  4.96  4.27  5.83  0.44  0.30  0.59   2.89e-03   2.64e-03   3.16e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.100   70.3   0.76     86
ZwCL_1332.8+5043            5772   0.12   1.07  1.10  0.00  0.00  2.86  1.65  6.82  0.57  0.00 65.57   4.34e-04   0.00e+00   9.32e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6200  0.013   60.5   0.95      2
2PIGG_J0011.5-2850          5797   0.85   4.71  2.18  0.00  0.00  6.21  5.53  7.04  0.19  0.08  0.29   7.83e-03   7.46e-03   8.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0753  0.348   78.8   1.01    215
2PIGG_J0311.8-2655          5799   1.02   4.67  1.46  0.00  0.00  3.67  3.13  4.38  0.24  0.01  0.57   2.11e-03   1.86e-03   2.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0618  0.076   51.3   1.10    177
ABELL_0013                  4945   0.70   4.02  2.03  0.00  0.00  9.29  8.21 10.66  0.66  0.49  0.85   3.33e-03   3.20e-03   3.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0940  0.207   56.2   1.10    283
ABELL_0119                  4180   1.39   7.97  3.30  0.00  0.00  6.20  5.61  6.94  0.49  0.36  0.62   1.75e-02   1.67e-02   1.83e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0442  0.808   75.6   0.89    264
ABELL_0514                  3578   0.89   4.43  3.14  0.00  0.00  4.92  4.16  5.94  0.27  0.07  0.49   1.99e-03   1.83e-03   2.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  0.086   58.5   1.01    185
ABELL_1995                   906   0.26   0.97  1.44  0.00  0.00  9.41  8.09 11.28  0.33  0.19  0.47   1.80e-03   1.72e-03   1.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3186  0.108   81.0   1.02    133
ABELL_2065                 31821   0.88   4.63  2.96  0.00  0.00  6.39  5.98  6.85  0.24  0.18  0.31   1.43e-02   1.39e-02   1.46e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0730  0.650   89.7   1.01    289
ABELL_2631                  3248   0.29   1.83  3.74  0.00  0.00  9.18  7.22 12.35  0.39  0.15  0.66   3.31e-03   3.05e-03   3.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2779  0.167   89.0   0.99     54
ABELL_3128                   893   1.01   4.41  1.59  0.00  0.00  3.48  2.94  4.21  0.34  0.06  0.68   2.96e-03   2.58e-03   3.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0624  0.104   64.8   1.13    105
DLS_J0514-4904              4980   0.71   3.52  2.52  0.00  0.00  6.26  4.96  8.59  0.49  0.11  0.92   1.50e-03   1.33e-03   1.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0912  0.076   63.1   1.03     78
MACS_J0308.9+2645           3268   0.25   1.40 11.88  0.00  0.00 11.12  9.44 13.35  0.39  0.23  0.55   3.80e-03   3.65e-03   3.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.195   92.2   0.97    133
MACS_J2243.3-0935           3260   0.66   3.63  4.31  0.00  0.00  8.81  6.14 13.12  0.00  0.00  0.38   2.05e-03   1.91e-03   2.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1010  0.100   66.0   1.27     95
MS_J1157.3+5531             4964   0.80   3.09  1.22  0.00  0.00 10.57  7.24 16.99  2.33  1.12  5.96   3.49e-04   2.51e-04   4.23e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0810  0.031   37.8   1.15    166
NGC_6338                    4194   2.16   7.87  2.60  0.00  0.00  3.03  2.79  3.33  0.29  0.13  0.47   5.90e-03   5.44e-03   6.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.185   54.6   1.00    335
