# Cluster                  ObsID BgdCCD     ObsCts    DeepCts    Obs/Qui   Deep/Qui   Obs/Deep
1E0657_56                   3184      6     0.0806     0.0701     0.2909     0.2529     1.1503
1E0657_56                   5356      6     0.0906     0.0701     0.3357     0.2596     1.2928
1E0657_56                   5361      6     0.0880     0.0701     0.3174     0.2529     1.2550
ABELL_1063S                 4966      6     0.0865     0.0701     0.3122     0.2529     1.2343
ZwCL_1332.8+5043            5772      6     0.0843     0.0701     0.3041     0.2529     1.2025
