# Custom: see config file for specs; E/Cts Range = 0.7 - 7.0 keV
# See config for Nh-fro/free, Fe-fro/free, Confidence Levels = 2.71; Sys err = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src% redstat    dof
ABELL_3376                  3202   0.00   6.36  5.21  0.00  0.00  4.45  4.33  4.58  0.36  0.30  0.42   8.26e-03   8.11e-03   8.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0456  0.998   67.1   1.20    734
ABELL_3376                  3450   0.00   6.36  5.21  0.00  0.00  4.45  4.33  4.58  0.36  0.30  0.42   8.26e-03   8.11e-03   8.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0456  0.998   67.1   1.20    734
ABELL_3391                  4943   0.00   6.36  5.46  0.00  0.00  5.83  5.56  6.12  0.17  0.10  0.25   1.48e-02   1.45e-02   1.51e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0560  1.725   69.9   0.99    356
ABELL_3921                  4973   0.00   3.80  3.07  0.00  0.00  5.68  5.46  5.91  0.35  0.28  0.42   9.67e-03   9.49e-03   9.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0927  1.135   85.8   1.04    342
AC_114                      1562   0.00   1.54  1.44  0.00  0.00  7.69  7.20  8.22  0.35  0.25  0.45   2.16e-03   2.11e-03   2.21e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3120  0.285   64.1   1.03    267
CL_0024+17                   929   0.00   1.10  4.36  0.00  0.00  4.47  3.86  5.30  0.61  0.34  0.92   5.29e-04   4.80e-04   5.77e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3940  0.065   46.4   0.99     76
CL_1221+4918                1662   0.00   1.00  1.44  0.00  0.00  6.87  5.81  8.18  0.23  0.05  0.42   5.23e-04   4.93e-04   5.59e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7000  0.031   73.8   0.85     77
CL_J0030+2618               5762   0.00   1.45  4.10  0.00  0.00  4.86  3.37  7.26  0.00  0.00  0.29   5.70e-04   4.95e-04   6.66e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5000  0.031   52.6   0.83     19
CL_J0152-1357                913   0.00   0.58  1.45  0.00  0.00  9.27  5.53 20.44  0.00  0.00  0.74   1.42e-04   1.19e-04   1.65e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8310  0.007   49.2  36.24     12
CL_J0542.8-4100              914   0.00   1.00  3.59  0.00  0.00  6.06  5.08  7.36  0.14  0.00  0.35   5.59e-04   5.20e-04   5.98e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6300  0.035   73.6   0.75     62
CL_J0848+4456               1708   0.00   0.55  2.53  0.00  0.00  3.64  2.98  4.47  0.84  0.27  2.28   6.75e-05   4.73e-05   7.46e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5740  0.005   66.7   0.92     30
CL_J0848+4456                927   0.00   0.55  2.53  0.00  0.00  3.64  2.98  4.47  0.84  0.27  2.28   6.75e-05   4.73e-05   7.46e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5740  0.005   66.7   0.92     30
CL_J1113.1-2615              915   0.00   0.98  5.51  0.00  0.00  4.55  3.70  5.82  0.70  0.32  1.02   2.08e-04   1.84e-04   2.41e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7300  0.012   35.2  66.16     56
CL_J1226.9+3332             5014   0.00   0.68  1.37  0.00  0.00 11.73 10.16 13.82  0.16  0.00  0.36   1.06e-03   9.99e-04   1.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.053   92.4   0.86    144
CL_J1226.9+3332             3180   0.00   0.68  1.37  0.00  0.00 11.73 10.16 13.82  0.16  0.00  0.36   1.06e-03   9.99e-04   1.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.053   92.4   0.86    144
CL_J1226.9+3332              932   0.00   0.68  1.37  0.00  0.00 11.73 10.16 13.82  0.16  0.00  0.36   1.06e-03   9.99e-04   1.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.053   92.4   0.86    144
CL_J2302.8+0844              918   0.00   1.16  5.05  0.00  0.00  5.43  3.61  6.99  0.17  0.00  0.46   2.72e-04   2.48e-04   2.90e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7300  0.015   57.2   0.91     71
DLS_J0514-4904              4980   0.00   3.52  2.52  0.00  0.00  4.98  4.48  5.54  0.35  0.14  0.60   1.99e-03   1.86e-03   2.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0912  0.245   65.3   0.92    162
EXO_0422-086                4183   0.00   6.15  6.22  0.00  0.00  3.26  3.18  3.35  0.55  0.49  0.62   2.20e-02   2.15e-02   2.27e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  2.731   86.5   1.05    295
HERCULES_A                  1625   0.00   2.03  1.95  0.20  3.74  4.59  4.23  5.00  0.46  0.34  0.58   4.66e-03   4.42e-03   4.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.752   73.8   0.96    182
MACS_J0011.7-1523           6105   0.00   1.10  2.08  0.00  0.00  6.23  5.88  6.64  0.26  0.19  0.34   2.71e-03   2.64e-03   2.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.224   94.2   0.97    309
MACS_J0011.7-1523           3261   0.00   1.10  2.08  0.00  0.00  6.23  5.88  6.64  0.26  0.19  0.34   2.71e-03   2.64e-03   2.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.224   94.2   0.97    309
MACS_J0025.4-1222           3251   0.00   0.81  2.72  0.00  0.00  6.67  5.83  7.74  0.40  0.21  0.61   9.66e-04   9.03e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5843  0.062   86.8   0.72     87
MACS_J0025.4-1222           5010   0.00   0.81  2.72  0.00  0.00  6.67  5.83  7.74  0.40  0.21  0.61   9.66e-04   9.03e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5843  0.062   86.8   0.72     87
MACS_J0035.4-2015           3262   0.00   1.27  1.55  0.00  0.00  7.61  6.95  8.39  0.34  0.23  0.46   3.92e-03   3.80e-03   4.05e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3644  0.346   94.8   0.93    171
MACS_J0111.5+0855           3256   0.00   1.25  4.18  0.00  0.00  4.36  3.59  5.35  0.17  0.00  0.56   5.90e-04   5.15e-04   6.67e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2627  0.051   74.8   1.32     34
MACS_J0152.5-2852           3264   0.00   1.11  1.46  0.00  0.00  5.34  4.72  6.13  0.26  0.10  0.44   1.81e-03   1.71e-03   1.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3407  0.155   91.9   0.90     85
MACS_J0159.0-3412           5818   0.00   1.15  1.54  0.00  0.00 10.50  7.88 15.16  0.58  0.11  1.09   1.42e-03   1.28e-03   1.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4584  0.122   85.8   1.09     41
MACS_J0159.8-0849           6106   0.00   1.53  2.01  0.00  0.00  7.75  7.34  8.21  0.37  0.30  0.44   4.70e-03   4.60e-03   4.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.393   95.8   1.12    397
MACS_J0159.8-0849           3265   0.00   1.53  2.01  0.00  0.00  7.75  7.34  8.21  0.37  0.30  0.44   4.70e-03   4.60e-03   4.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.393   95.8   1.12    397
MACS_J0242.5-2132           3266   0.00   1.45  2.71  0.00  0.00  4.41  4.16  4.68  0.50  0.38  0.63   6.47e-03   6.20e-03   6.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3140  0.579   95.5   1.00    149
MACS_J0257.1-2325           1654   0.00   1.11  2.09  0.00  0.00  9.82  8.73 11.17  0.11  0.00  0.23   2.30e-03   2.22e-03   2.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.174   91.3   1.01    205
MACS_J0257.1-2325           3581   0.00   1.11  2.09  0.00  0.00  9.82  8.73 11.17  0.11  0.00  0.23   2.30e-03   2.22e-03   2.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.174   91.3   1.01    205
MACS_J0257.6-2209           3267   0.00   1.36  2.02  0.00  0.00  7.80  7.04  8.73  0.47  0.31  0.65   2.58e-03   2.48e-03   2.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3224  0.250   91.5   1.00    145
MACS_J0308.9+2645           3268   0.00   1.40 11.88  0.00  0.00 10.96  9.85 12.30  0.37  0.23  0.52   4.58e-03   4.45e-03   4.72e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.394   93.1   0.95    208
MACS_J0329.6-0211           6108   0.00   0.86  6.21  0.00  0.00  5.19  4.95  5.45  0.46  0.39  0.54   2.83e-03   2.76e-03   2.91e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.208   94.3   1.12    367
MACS_J0329.6-0211           3582   0.00   0.86  6.21  0.00  0.00  5.19  4.95  5.45  0.46  0.39  0.54   2.83e-03   2.76e-03   2.91e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.208   94.3   1.12    367
MACS_J0329.6-0211           3257   0.00   0.86  6.21  0.00  0.00  5.19  4.95  5.45  0.46  0.39  0.54   2.83e-03   2.76e-03   2.91e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.208   94.3   1.12    367
MACS_J0404.6+1109           3269   0.00   1.12 14.96  0.00  0.00  7.33  5.91  9.52  0.13  0.00  0.36   8.58e-04   7.94e-04   9.18e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3548  0.064   80.6   0.99     50
MACS_J0417.5-1154           3270   0.00   0.89  4.00  0.00  0.00  8.56  7.60  9.76  0.34  0.19  0.49   4.69e-03   4.50e-03   4.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.380   97.3   1.07    130
MACS_J0429.6-0253           3271   0.00   1.29  5.70  0.00  0.00  5.03  4.68  5.43  0.52  0.40  0.65   3.32e-03   3.19e-03   3.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3990  0.269   92.6   1.13    149
MACS_J0451.9+0006           5815   0.00   0.93  7.65  0.00  0.00  6.21  5.02  8.00  0.41  0.13  0.73   1.34e-03   1.21e-03   1.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4300  0.101   90.0   1.20     35
MACS_J0455.2+0657           5812   0.00   1.01 10.45  0.00  0.00  6.78  5.64  8.40  0.49  0.22  0.79   1.86e-03   1.73e-03   2.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4247  0.141   91.2   0.81     48
MACS_J0520.7-1328           3272   0.00   1.24  8.88  0.00  0.00  6.77  6.12  7.57  0.47  0.31  0.63   2.97e-03   2.85e-03   3.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3398  0.259   93.2   1.29    141
MACS_J0547.0-3904           3273   0.00   1.34  4.08  0.00  0.00  3.12  2.89  3.36  0.15  0.05  0.26   2.42e-03   2.27e-03   2.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.204   90.0   1.47    123
MACS_J0553.4-3342           5813   0.00   1.49  2.88  0.00  0.00 13.56 10.53 18.83  0.37  0.00  0.72   3.34e-03   3.12e-03   3.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4067  0.290   91.4   1.25     83
MACS_J0717.5+3745           4200   0.00   1.04  6.75  0.00  0.00 13.21 12.03 14.63  0.28  0.16  0.40   2.78e-03   2.71e-03   2.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.195   91.4   0.92    330
MACS_J0717.5+3745           1655   0.00   1.04  6.75  0.00  0.00 13.21 12.03 14.63  0.28  0.16  0.40   2.78e-03   2.71e-03   2.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.195   91.4   0.92    330
MACS_J0744.8+3927           3585   0.00   0.90  4.66  0.00  0.00  8.35  7.72  9.06  0.31  0.22  0.41   1.87e-03   1.79e-03   1.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.114   91.3   1.22    305
MACS_J0744.8+3927           3197   0.00   0.90  4.66  0.00  0.00  8.35  7.72  9.06  0.31  0.22  0.41   1.87e-03   1.79e-03   1.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.114   91.3   1.22    305
MACS_J0744.8+3927           6111   0.00   0.90  4.66  0.00  0.00  8.35  7.72  9.06  0.31  0.22  0.41   1.87e-03   1.79e-03   1.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.114   91.3   1.22    305
MACS_J0911.2+1746           5012   0.00   0.99  3.55  0.00  0.00  7.94  6.79  9.46  0.19  0.02  0.38   1.01e-03   9.46e-04   1.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5409  0.068   85.7   0.89     90
MACS_J0911.2+1746           3587   0.00   0.99  3.55  0.00  0.00  7.94  6.79  9.46  0.19  0.02  0.38   1.01e-03   9.46e-04   1.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5409  0.068   85.7   0.89     90
MACS_J0949+1708             3274   0.00   1.26  3.17  0.00  0.00  8.79  7.68 10.22  0.53  0.32  0.76   2.85e-03   2.71e-03   2.99e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3820  0.251   93.6   0.86    109
MACS_J1006.9+3200           5819   0.00   1.20  1.83  0.00  0.00  7.92  6.09 10.68  0.09  0.00  0.50   1.11e-03   1.00e-03   1.19e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3587  0.095   83.7   1.58     36
MACS_J1105.7-1014           5817   0.00   1.00  4.58  0.00  0.00  8.43  6.66 11.32  0.33  0.01  0.67   1.45e-03   1.33e-03   1.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4664  0.114   88.9   1.31     40
MACS_J1108.8+0906           3252   0.00   0.99  2.52  0.00  0.00  6.85  6.00  8.03  0.19  0.00  0.39   1.32e-03   1.23e-03   1.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4493  0.097   87.9   1.02     95
MACS_J1108.8+0906           5009   0.00   0.99  2.52  0.00  0.00  6.85  6.00  8.03  0.19  0.00  0.39   1.32e-03   1.23e-03   1.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4493  0.097   87.9   1.02     95
MACS_J1115.2+5320           3253   0.00   1.13  0.98  0.00  0.00  9.65  8.31 11.45  0.36  0.16  0.57   1.55e-03   1.46e-03   1.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4390  0.132   83.8   1.06    133
MACS_J1115.2+5320           5008   0.00   1.13  0.98  0.00  0.00  9.65  8.31 11.45  0.36  0.16  0.57   1.55e-03   1.46e-03   1.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4390  0.132   83.8   1.06    133
MACS_J1115.2+5320           5350   0.00   1.13  0.98  0.00  0.00  9.65  8.31 11.45  0.36  0.16  0.57   1.55e-03   1.46e-03   1.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4390  0.132   83.8   1.06    133
MACS_J1115.8+0129           3275   0.00   2.50  4.36  0.00  0.00  5.71  5.24  6.27  0.09  0.00  0.20   4.88e-03   4.72e-03   5.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1200  0.534   86.0   1.29    180
MACS_J1131.8-1955           3276   0.00   1.50  4.49  0.00  0.00  8.89  7.84 10.20  0.53  0.34  0.73   3.66e-03   3.50e-03   3.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3070  0.353   91.9   0.98    139
MACS_J1149.5+2223           3589   0.00   0.97  2.32  0.00  0.00  7.62  6.90  8.48  0.23  0.11  0.34   1.72e-03   1.65e-03   1.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5440  0.117   76.5   1.01    212
MACS_J1149.5+2223           1656   0.00   0.97  2.32  0.00  0.00  7.62  6.90  8.48  0.23  0.11  0.34   1.72e-03   1.65e-03   1.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5440  0.117   76.5   1.01    212
MACS_J1206.2-0847           3277   0.00   1.08  4.15  0.00  0.00  9.62  8.74 10.70  0.31  0.19  0.43   4.37e-03   4.24e-03   4.50e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.349   96.2   0.98    186
MACS_J1226.8+2153           3590   0.00   1.08  1.82  0.00  0.00  4.74  3.92  5.87  0.29  0.00  0.67   7.23e-04   6.39e-04   8.20e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3700  0.053   80.7   0.98     31
MACS_J1311.0-0310           3258   0.00   0.83  2.18  0.00  0.00  5.48  5.16  5.85  0.40  0.30  0.49   1.65e-03   1.57e-03   1.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.119   86.1   0.96    230
MACS_J1311.0-0310           6110   0.00   0.83  2.18  0.00  0.00  5.48  5.16  5.85  0.40  0.30  0.49   1.65e-03   1.57e-03   1.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.119   86.1   0.96    230
MACS_J1319+7003             3278   0.00   1.19  1.53  0.00  0.00  8.42  6.89 10.69  0.26  0.00  0.53   1.53e-03   1.43e-03   1.63e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3275  0.142   84.0   0.95     70
MACS_J1427.2+4407           6112   0.00   0.96  1.41  0.00  0.00  6.74  5.61  8.33  0.29  0.04  0.54   2.30e-03   2.14e-03   2.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4771  0.173   93.8   0.98     49
MACS_J1427.6-2521           3279   0.00   1.46  6.11  0.00  0.00  4.08  3.67  4.56  0.33  0.15  0.53   1.72e-03   1.60e-03   1.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2200  0.161   86.1   1.31     86
MACS_J1621.3+3810           6109   0.00   1.25  1.07  0.00  0.00  6.41  6.01  6.87  0.33  0.24  0.42   1.85e-03   1.79e-03   1.90e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.142   86.6   1.04    345
MACS_J1621.3+3810           6172   0.00   1.25  1.07  0.00  0.00  6.41  6.01  6.87  0.33  0.24  0.42   1.85e-03   1.79e-03   1.90e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.142   86.6   1.04    345
MACS_J1621.3+3810           3254   0.00   1.25  1.07  0.00  0.00  6.41  6.01  6.87  0.33  0.24  0.42   1.85e-03   1.79e-03   1.90e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.142   86.6   1.04    345
MACS_J1621.3+3810           3594   0.00   1.25  1.07  0.00  0.00  6.41  6.01  6.87  0.33  0.24  0.42   1.85e-03   1.79e-03   1.90e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.142   86.6   1.04    345
MACS_J1731.6+2252           3281   0.00   1.20  6.48  0.00  0.00  7.94  6.76  9.60  0.46  0.23  0.71   1.39e-03   1.32e-03   1.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3661  0.122   88.2   1.09     78
MACS_J1931.8-2634           3282   0.00   1.47  9.13  0.00  0.00  5.96  5.58  6.39  0.36  0.26  0.46   8.07e-03   7.84e-03   8.31e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3520  0.648   96.2   0.94    184
MACS_J2046.0-3430           5816   0.00   0.83  4.98  0.00  0.00  4.41  3.94  5.01  0.53  0.29  0.82   2.31e-03   2.12e-03   2.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4133  0.177   94.3   0.85     57
MACS_J2049.9-3217           3283   0.00   1.36  5.99  0.00  0.00  8.36  7.40  9.55  0.30  0.15  0.46   2.35e-03   2.25e-03   2.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3254  0.208   90.4   0.91    143
MACS_J2211.7-0349           3284   0.00   1.89  5.86  0.00  0.00 11.13 10.06 12.46  0.17  0.04  0.30   7.12e-03   6.92e-03   7.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2700  0.665   94.0   1.28    220
MACS_J2214.9-1359           3259   0.00   1.02  3.32  0.00  0.00 10.00  8.85 11.50  0.26  0.11  0.41   2.28e-03   2.18e-03   2.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.167   92.8   1.05    166
MACS_J2214.9-1359           5011   0.00   1.02  3.32  0.00  0.00 10.00  8.85 11.50  0.26  0.11  0.41   2.28e-03   2.18e-03   2.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.167   92.8   1.05    166
MACS_J2228+2036             3285   0.00   1.18  4.52  0.00  0.00  7.81  6.92  8.95  0.43  0.27  0.61   2.49e-03   2.38e-03   2.60e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4120  0.203   92.7   0.94    123
MACS_J2229.7-2755           3286   0.00   1.33  1.34  0.00  0.00  4.20  3.96  4.46  0.67  0.52  0.82   4.14e-03   3.94e-03   4.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.388   94.6   1.16    140
MACS_J2243.3-0935           3260   0.00   3.63  4.31  0.00  0.00  5.41  4.92  6.01  0.09  0.00  0.24   3.11e-03   2.97e-03   3.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1010  0.348   70.6   1.32    191
MACS_J2245.0+2637           3287   0.00   1.19  5.50  0.00  0.00  5.67  5.24  6.17  0.64  0.48  0.83   3.45e-03   3.28e-03   3.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3040  0.327   94.5   1.02    137
MACS_J2311+0338             3288   0.00   0.92  5.23  0.00  0.00  7.09  6.17  8.34  0.53  0.31  0.76   2.61e-03   2.46e-03   2.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2998  0.245   93.0   1.09     91
MKW3S                        900   0.00   5.88  3.05  0.00  0.00  3.74  3.70  3.78  0.50  0.48  0.53   2.80e-02   2.77e-02   2.82e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0450  3.767   92.1   1.42    427
MS_0016.9+1609               520   0.00   1.32  4.06  0.00  0.00  9.18  8.50  9.96  0.31  0.22  0.40   2.81e-03   2.75e-03   2.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.205   89.2   0.97    232
MS_0440.5+0204              4196   0.00   2.51  9.10  0.00  0.00  5.59  5.05  6.25  0.65  0.43  0.89   2.29e-03   2.17e-03   2.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.328   35.9   1.08    153
MS_0451.6-0305               902   0.00   1.23  5.68  0.00  0.00  9.62  8.82 10.54  0.43  0.31  0.55   3.02e-03   2.94e-03   3.10e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.293   72.5   0.91    200
MS_0735.6+7421              4197   0.00   1.78  3.40  0.00  0.00  4.94  4.78  5.11  0.44  0.38  0.51   5.33e-03   5.23e-03   5.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.730   78.5   1.01    292
MS_0839.8+2938              2224   0.00   1.61  3.92  0.00  0.00  4.07  3.98  4.26  0.55  0.45  0.65   3.23e-03   3.13e-03   3.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.493   74.1   1.07    196
MS_0906.5+1110               924   0.00   2.71  3.60  0.00  0.00  5.57  5.28  5.90  0.32  0.23  0.42   4.96e-03   4.83e-03   5.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1630  0.539   83.8   1.27    255
MS_1006.0+1202               925   0.00   1.98  3.63  0.00  0.00  5.88  5.42  6.41  0.29  0.18  0.41   2.68e-03   2.59e-03   2.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.274   83.1   1.30    182
MS_1008.1-1224               926   0.00   1.50  6.71  0.00  0.00  5.70  5.26  6.20  0.29  0.18  0.40   2.07e-03   2.00e-03   2.14e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.182   84.2   1.20    177
MS_1054.5-0321               512   0.00   1.28  3.69  0.00  0.00  9.46  8.24 11.05  0.19  0.02  0.35   1.25e-03   1.21e-03   1.30e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.095   51.3   1.05    172
MS_1455.0+2232              4192   0.00   1.41  3.35  0.00  0.00  4.54  4.45  4.64  0.44  0.40  0.47   7.07e-03   6.97e-03   7.16e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.614   96.3   1.34    355
MS_1621.5+2640               546   0.00   1.32  3.59  0.00  0.00  5.89  5.16  6.82  0.39  0.18  0.63   9.42e-04   8.79e-04   1.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.078   75.2   0.93     80
MS_2053.7-0449              1667   0.00   1.28  5.16  0.00  0.00  4.50  3.86  5.36  0.28  0.05  0.54   4.29e-04   3.94e-04   4.71e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.024   67.5   0.89     87
MS_2053.7-0449               551   0.00   1.28  5.16  0.00  0.00  4.50  3.86  5.36  0.28  0.05  0.54   4.29e-04   3.94e-04   4.71e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.024   67.5   0.89     87
MS_2137.3-2353              4974   0.00   1.46  3.40  0.00  0.00  5.08  4.82  5.36  0.43  0.34  0.53   5.36e-03   5.21e-03   5.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.652   79.3   1.04    187
MS_J1157.3+5531             4964   0.00   3.09  1.22  0.00  0.00  1.98  1.89  2.08  0.48  0.41  0.56   1.22e-03   1.17e-03   1.28e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0810  0.214   44.0   1.66    265
