# Model: wabs(mekal) for r2500-50 spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF TloBF ThiBF   N/BF Nlo/BF Nhi/BF       z     Cr   Junk  chisq    dof
3C_28.0                     3233    1.0   0.85  5.71  0.00  0.00  4.89  4.55  5.29  0.32  0.24  0.40   3.41e-03   3.28e-03   3.56e-03  0.72  0.73  0.70  0.946  0.943  0.951  0.1952  0.144      0   0.86    186
3C_28.0                     3233    1.0    0.8  5.71  0.00  0.00  4.56  4.25  4.91  0.27  0.20  0.35   3.40e-03   3.26e-03   3.54e-03  0.67  0.68  0.65  0.941  0.936  0.946  0.1952  0.138      0   1.03    184
3C_28.0                     3233    0.5   0.95  5.71  0.00  0.00  5.67  5.26  6.16  0.28  0.21  0.36   3.56e-03   3.43e-03   3.70e-03  0.83  0.85  0.82  0.986  0.985  0.988  0.1952  0.159      0   0.93    202
3C_28.0                     3233    0.5   0.96  5.71  0.00  0.00  5.07  4.74  5.45  0.32  0.24  0.40   3.73e-03   3.60e-03   3.87e-03  0.74  0.76  0.72  1.034  1.034  1.035  0.1952  0.161      0   1.07    199
3C_28.0                     3233    0.5   0.97  5.71  0.00  0.00  4.95  4.62  5.31  0.26  0.19  0.33   3.91e-03   3.76e-03   4.06e-03  0.73  0.74  0.71  1.082  1.082  1.085  0.1952  0.163      0   0.94    205
3C_28.0                     3233    0.5   0.98  5.71  0.00  0.00  5.21  4.86  5.61  0.38  0.30  0.47   3.69e-03   3.56e-03   3.83e-03  0.77  0.78  0.75  1.023  1.024  1.024  0.1952  0.164      0   1.01    205
3C_28.0                     3233    0.5   0.99  5.71  0.00  0.00  5.33  4.96  5.75  0.26  0.19  0.33   3.81e-03   3.67e-03   3.95e-03  0.78  0.80  0.76  1.056  1.056  1.056  0.1952  0.165      0   1.02    206
3C_28.0                     3233    0.5    0.9  5.71  0.00  0.00  5.13  4.78  5.53  0.35  0.27  0.43   3.45e-03   3.32e-03   3.58e-03  0.75  0.77  0.74  0.955  0.955  0.958  0.1952  0.150      0   0.99    197
3C_28.0                     3233   0.75   0.95  5.71  0.00  0.00  5.27  4.91  5.68  0.30  0.23  0.38   3.73e-03   3.60e-03   3.87e-03  0.77  0.79  0.76  1.033  1.034  1.035  0.1952  0.163      0   1.08    200
3C_28.0                     3233   0.75   0.96  5.71  0.00  0.00  5.37  5.00  5.81  0.21  0.15  0.28   3.72e-03   3.58e-03   3.85e-03  0.79  0.80  0.77  1.029  1.029  1.030  0.1952  0.159      0   1.00    201
3C_28.0                     3233   0.75   0.97  5.71  0.00  0.00  5.29  4.93  5.70  0.35  0.27  0.43   3.68e-03   3.55e-03   3.81e-03  0.78  0.79  0.76  1.019  1.019  1.019  0.1952  0.162      0   0.97    204
3C_28.0                     3233   0.75   0.98  5.71  0.00  0.00  4.89  4.58  5.24  0.32  0.25  0.40   3.93e-03   3.79e-03   4.07e-03  0.72  0.74  0.70  1.087  1.088  1.089  0.1952  0.166      0   0.84    202
3C_28.0                     3233   0.75   0.99  5.71  0.00  0.00  5.41  5.04  5.82  0.34  0.27  0.42   3.77e-03   3.63e-03   3.90e-03  0.79  0.81  0.77  1.043  1.044  1.044  0.1952  0.168      0   1.23    207
3C_28.0                     3233   0.75    0.9  5.71  0.00  0.00  5.47  5.07  5.93  0.26  0.18  0.33   3.44e-03   3.31e-03   3.58e-03  0.80  0.82  0.79  0.954  0.952  0.957  0.1952  0.151      0   1.14    194
3C_28.0                     3233    1.0   0.95  5.71  0.00  0.00  5.00  4.66  5.39  0.20  0.13  0.27   3.81e-03   3.67e-03   3.96e-03  0.73  0.75  0.72  1.054  1.054  1.059  0.1952  0.158      0   1.05    199
3C_28.0                     3233    1.0   0.96  5.71  0.00  0.00  5.30  4.94  5.72  0.23  0.16  0.30   3.86e-03   3.72e-03   4.00e-03  0.78  0.80  0.76  1.068  1.070  1.069  0.1952  0.166      0   1.15    205
3C_28.0                     3233    1.0   0.97  5.71  0.00  0.00  5.19  4.84  5.59  0.33  0.26  0.41   3.79e-03   3.66e-03   3.94e-03  0.76  0.78  0.74  1.051  1.052  1.052  0.1952  0.167      0   1.30    207
3C_28.0                     3233    1.0   0.98  5.71  0.00  0.00  5.21  4.85  5.60  0.34  0.26  0.42   3.81e-03   3.68e-03   3.96e-03  0.76  0.78  0.75  1.057  1.057  1.058  0.1952  0.167      0   1.00    206
3C_28.0                     3233    1.0   0.99  5.71  0.00  0.00  4.83  4.53  5.18  0.33  0.26  0.41   3.95e-03   3.81e-03   4.10e-03  0.71  0.73  0.69  1.095  1.096  1.097  0.1952  0.167      0   0.87    205
3C_28.0                     3233    1.0    0.9  5.71  0.00  0.00  5.59  5.17  6.07  0.25  0.18  0.32   3.46e-03   3.33e-03   3.60e-03  0.82  0.83  0.81  0.960  0.958  0.962  0.1952  0.152      0   0.86    192
3C_295                      2254    0.5   0.85  1.35  0.00  0.00  5.37  4.78  6.09  0.41  0.27  0.56   8.67e-04   8.21e-04   9.20e-04  0.91  0.91  0.90  0.850  0.850  0.852  0.4641  0.039      0   0.97    120
3C_295                      2254    0.5    0.8  1.35  0.00  0.00  5.04  4.47  5.73  0.33  0.20  0.47   8.45e-04   7.97e-04   9.01e-04  0.85  0.85  0.85  0.828  0.825  0.834  0.4641  0.036      0   1.16    115
3C_295                      2254   0.75   0.85  1.35  0.00  0.00  4.81  4.30  5.41  0.41  0.27  0.56   9.04e-04   8.55e-04   9.61e-04  0.81  0.82  0.80  0.886  0.885  0.889  0.4641  0.039      0   0.85    122
3C_295                      2254   0.75    0.8  1.35  0.00  0.00  4.64  4.14  5.24  0.41  0.27  0.57   8.70e-04   8.21e-04   9.27e-04  0.78  0.79  0.77  0.853  0.850  0.858  0.4641  0.037      0   1.26    117
3C_295                      2254    1.0   0.85  1.35  0.00  0.00  4.68  4.21  5.23  0.33  0.21  0.46   9.79e-04   9.23e-04   1.04e-03  0.79  0.80  0.77  0.959  0.955  0.960  0.4641  0.040      0   0.88    122
3C_295                      2254    1.0    0.8  1.35  0.00  0.00  4.39  3.94  4.87  0.47  0.31  0.64   9.06e-04   8.52e-04   9.60e-04  0.74  0.75  0.72  0.889  0.883  0.889  0.4641  0.038      0   1.03    118
3C_295                      2254    0.5   0.95  1.35  0.00  0.00  4.44  4.05  4.89  0.66  0.51  0.83   1.01e-03   9.55e-04   1.07e-03  0.75  0.77  0.72  0.993  0.989  0.989  0.4641  0.045      0   1.10    131
3C_295                      2254    0.5   0.96  1.35  0.00  0.00  5.08  4.56  5.69  0.20  0.09  0.31   1.07e-03   1.01e-03   1.12e-03  0.86  0.87  0.84  1.045  1.043  1.041  0.4641  0.044      0   0.93    126
3C_295                      2254    0.5   0.97  1.35  0.00  0.00  5.10  4.60  5.72  0.25  0.15  0.37   1.08e-03   1.03e-03   1.14e-03  0.86  0.88  0.84  1.059  1.064  1.055  0.4641  0.045      0   1.05    132
3C_295                      2254    0.5   0.98  1.35  0.00  0.00  4.93  4.46  5.47  0.45  0.32  0.59   1.04e-03   9.82e-04   1.09e-03  0.83  0.85  0.81  1.018  1.017  1.012  0.4641  0.045      0   0.78    130
3C_295                      2254    0.5   0.99  1.35  0.00  0.00  4.75  4.32  5.24  0.44  0.31  0.58   1.06e-03   1.00e-03   1.11e-03  0.80  0.82  0.77  1.035  1.035  1.027  0.4641  0.045      0   0.93    129
3C_295                      2254    0.5    0.9  1.35  0.00  0.00  5.09  4.56  5.73  0.38  0.25  0.53   9.17e-04   8.64e-04   9.67e-04  0.86  0.87  0.85  0.899  0.895  0.896  0.4641  0.040      0   1.04    127
3C_295                      2254   0.75   0.95  1.35  0.00  0.00  4.79  4.34  5.32  0.35  0.23  0.47   1.05e-03   9.91e-04   1.10e-03  0.81  0.83  0.79  1.027  1.026  1.021  0.4641  0.044      0   1.05    125
3C_295                      2254   0.75   0.96  1.35  0.00  0.00  5.10  4.59  5.74  0.37  0.25  0.50   1.03e-03   9.71e-04   1.08e-03  0.86  0.88  0.85  1.006  1.005  0.999  0.4641  0.045      0   1.03    132
3C_295                      2254   0.75   0.97  1.35  0.00  0.00  4.87  4.43  5.41  0.41  0.29  0.54   1.05e-03   9.99e-04   1.11e-03  0.82  0.85  0.80  1.031  1.034  1.029  0.4641  0.045      0   0.89    131
3C_295                      2254   0.75   0.98  1.35  0.00  0.00  5.33  4.80  5.97  0.35  0.23  0.48   1.04e-03   9.85e-04   1.09e-03  0.90  0.92  0.88  1.018  1.019  1.010  0.4641  0.045      0   1.03    131
3C_295                      2254   0.75   0.99  1.35  0.00  0.00  4.51  4.10  4.99  0.41  0.29  0.55   1.11e-03   1.05e-03   1.17e-03  0.76  0.78  0.74  1.085  1.086  1.083  0.4641  0.045      0   0.80    129
3C_295                      2254   0.75    0.9  1.35  0.00  0.00  4.44  4.00  4.72  0.46  0.32  0.61   9.88e-04   9.36e-04   1.05e-03  0.75  0.76  0.70  0.968  0.969  0.974  0.4641  0.041      0   0.80    124
3C_295                      2254    1.0   0.95  1.35  0.00  0.00  5.44  4.85  6.14  0.33  0.21  0.45   1.01e-03   9.57e-04   1.06e-03  0.92  0.93  0.91  0.992  0.990  0.986  0.4641  0.044      0   1.08    129
3C_295                      2254    1.0   0.96  1.35  0.00  0.00  4.58  4.13  4.85  0.53  0.39  0.68   9.98e-04   9.42e-04   1.05e-03  0.77  0.79  0.72  0.979  0.975  0.974  0.4641  0.043      0   1.12    125
3C_295                      2254    1.0   0.97  1.35  0.00  0.00  4.34  3.92  4.81  0.32  0.21  0.39   1.11e-03   1.05e-03   1.17e-03  0.73  0.75  0.71  1.086  1.085  1.087  0.4641  0.044      0   0.89    124
3C_295                      2254    1.0   0.98  1.35  0.00  0.00  5.06  4.56  5.65  0.37  0.25  0.50   1.06e-03   1.00e-03   1.12e-03  0.85  0.87  0.84  1.035  1.038  1.033  0.4641  0.046      0   0.99    131
3C_295                      2254    1.0   0.99  1.35  0.00  0.00  5.34  4.80  5.98  0.27  0.16  0.38   1.05e-03   1.00e-03   1.11e-03  0.90  0.92  0.88  1.032  1.037  1.029  0.4641  0.045      0   0.89    132
3C_295                      2254    1.0    0.9  1.35  0.00  0.00  5.03  4.50  5.68  0.42  0.29  0.56   9.28e-04   8.79e-04   9.84e-04  0.85  0.86  0.84  0.909  0.909  0.911  0.4641  0.041      0   1.17    123
3C_388                      5295    0.5   0.85  6.11  0.00  0.00  3.05  2.78  3.38  0.66  0.43  0.93   1.80e-03   1.63e-03   1.99e-03  0.94  0.96  0.90  0.823  0.838  0.802  0.0917  0.065      0   1.13    115
3C_388                      5295    0.5    0.8  6.11  0.00  0.00  3.38  3.04  3.81  0.53  0.33  0.77   1.73e-03   1.57e-03   1.91e-03  1.04  1.05  1.01  0.792  0.809  0.768  0.0917  0.064      0   1.10    118
3C_388                      5295   0.75   0.85  6.11  0.00  0.00  2.68  2.46  2.95  0.33  0.16  0.53   2.26e-03   2.04e-03   2.52e-03  0.82  0.85  0.79  1.037  1.051  1.017  0.0917  0.065      0   0.99    119
3C_388                      5295   0.75    0.8  6.11  0.00  0.00  2.77  2.55  3.03  0.67  0.43  0.96   1.85e-03   1.64e-03   2.08e-03  0.85  0.88  0.81  0.848  0.846  0.838  0.0917  0.063      0   1.18    114
3C_388                      5295    1.0   0.85  6.11  0.00  0.00  2.98  2.71  3.30  0.42  0.24  0.63   2.16e-03   1.97e-03   2.37e-03  0.91  0.94  0.88  0.989  1.016  0.954  0.0917  0.070      0   1.24    120
3C_388                      5295    1.0    0.8  6.11  0.00  0.00  2.98  2.71  3.31  0.46  0.26  0.70   1.98e-03   1.79e-03   2.22e-03  0.91  0.94  0.88  0.910  0.921  0.894  0.0917  0.065      0   0.77    119
3C_388                      5295    0.5   0.95  6.11  0.00  0.00  2.82  2.61  3.07  0.63  0.41  0.88   2.16e-03   1.94e-03   2.39e-03  0.86  0.90  0.82  0.989  1.003  0.962  0.0917  0.072      0   0.97    119
3C_388                      5295    0.5   0.96  6.11  0.00  0.00  3.31  2.99  3.69  0.16  0.03  0.31   2.34e-03   2.13e-03   2.57e-03  1.01  1.03  0.99  1.072  1.100  1.034  0.0917  0.074      0   0.90    124
3C_388                      5295    0.5   0.97  6.11  0.00  0.00  2.92  2.68  3.21  0.30  0.14  0.48   2.49e-03   2.27e-03   2.76e-03  0.90  0.93  0.86  1.143  1.170  1.112  0.0917  0.076      0   0.97    126
3C_388                      5295    0.5   0.98  6.11  0.00  0.00  3.38  3.08  3.73  0.42  0.25  0.61   2.22e-03   2.04e-03   2.43e-03  1.04  1.07  1.00  1.016  1.049  0.978  0.0917  0.078      0   0.86    128
3C_388                      5295    0.5   0.99  6.11  0.00  0.00  2.92  2.68  3.20  0.41  0.24  0.61   2.37e-03   2.16e-03   2.62e-03  0.90  0.93  0.85  1.089  1.115  1.058  0.0917  0.076      0   1.16    126
3C_388                      5295    0.5    0.9  6.11  0.00  0.00  3.10  2.82  3.44  0.57  0.36  0.82   1.98e-03   1.79e-03   2.19e-03  0.95  0.98  0.92  0.906  0.920  0.883  0.0917  0.070      0   1.07    120
3C_388                      5295   0.75   0.95  6.11  0.00  0.00  3.45  3.09  3.89  0.30  0.13  0.48   2.04e-03   1.86e-03   2.25e-03  1.06  1.07  1.04  0.938  0.961  0.906  0.0917  0.070      0   0.86    122
3C_388                      5295   0.75   0.96  6.11  0.00  0.00  2.88  2.66  3.16  0.57  0.37  0.79   2.24e-03   2.04e-03   2.46e-03  0.88  0.92  0.84  1.027  1.049  0.991  0.0917  0.075      0   1.13    124
3C_388                      5295   0.75   0.97  6.11  0.00  0.00  2.93  2.68  3.22  0.46  0.28  0.68   2.28e-03   2.08e-03   2.50e-03  0.90  0.93  0.86  1.046  1.072  1.007  0.0917  0.074      0   0.97    124
3C_388                      5295   0.75   0.98  6.11  0.00  0.00  3.23  2.95  3.56  0.50  0.32  0.71   2.23e-03   2.04e-03   2.45e-03  0.99  1.02  0.95  1.024  1.053  0.986  0.0917  0.079      0   1.17    126
3C_388                      5295   0.75   0.99  6.11  0.00  0.00  3.18  2.92  3.52  0.76  0.52  1.03   1.99e-03   1.82e-03   2.19e-03  0.98  1.01  0.94  0.914  0.939  0.883  0.0917  0.075      0   0.89    123
3C_388                      5295   0.75    0.9  6.11  0.00  0.00  2.81  2.57  3.08  0.32  0.16  0.51   2.35e-03   2.12e-03   2.62e-03  0.86  0.89  0.82  1.077  1.091  1.055  0.0917  0.070      0   1.24    119
3C_388                      5295    1.0   0.95  6.11  0.00  0.00  2.79  2.58  3.06  0.53  0.33  0.76   2.29e-03   2.08e-03   2.54e-03  0.86  0.89  0.82  1.053  1.072  1.025  0.0917  0.074      0   1.06    123
