#Model: mekal; Energy band: 0.4 keV --> 1.0 keV; Fe-frozen? yes; Tx-frozen? no
#Confidence Level: 1.0; Systematic error: 0.00; Cosmo: 70, 0.3, 0.7
#Name                      ObsID     Tx    Tlo    Thi     Fe   Felo   Fehi       norm     normlo     normhi    Tx2   Tlo2   Thi2      norm2    normlo2    normhi2       area        ctr  chisq    dof
CL_J2302.8+0844              918   0.10   0.08   0.17   1.00   1.00   1.00  -9.79e-05  -4.28e-04  -1.79e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.025e+05  -1.62e-03   0.89     33
COMA                         556   0.36   0.00   0.00   1.00   1.00   1.00   3.22e-04   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.754e+05   3.69e-01  22.77     36
CYGNUS_A                     360   0.70   0.68   0.71   1.00   1.00   1.00   5.27e-05   5.05e-05   5.50e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.449e+05   4.24e-02   1.35     30
CYGNUS_A                     360   0.70   0.68   0.72   1.00   1.00   1.00   5.60e-05   5.36e-05   5.84e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.449e+05   4.24e-02   1.32     30
ESO_3060170                 3189   0.66   0.55   0.77   1.00   1.00   1.00   1.61e-05   1.21e-05   2.01e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.652e+05   4.83e-03   0.92      3
ESO_5520200                 3206   0.53   0.31  79.90   1.00   1.00   1.00   4.54e-06   1.59e-06   1.33e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.764e+05   9.06e-04   1.01      4
EXO_0422-086                4183   0.14   0.00   0.00   1.00   1.00   1.00  -9.55e-05   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.058e+05  -2.93e-03   1.53    117
HERCULES_A                  1625   0.32   0.30   0.34   1.00   1.00   1.00   4.43e-05   4.12e-05   4.74e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.463e+05   2.69e-02   2.19      6
HYDRA_A                     4970   0.08   0.08   0.09   1.00   1.00   1.00  -1.05e-04  -1.27e-04  -4.28e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.911e+05  -7.78e-04   1.37     18
LYNX_E                     17081   0.29   0.25   0.35   1.00   1.00   1.00   1.75e-05   1.31e-05   2.20e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.806e+05   4.24e-03   1.27     14
LYNX_E                      9271   0.18   0.17   0.19   1.00   1.00   1.00  -7.53e-05  -8.26e-05  -6.84e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.049e+05  -8.94e-03   3.64     19
MACS_J0011.7-1523           6105   0.19   0.18   0.20   1.00   1.00   1.00  -8.52e-05  -1.02e-04  -7.07e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.723e+05  -7.10e-03   1.52     10
MACS_J0025.4-1222           3251   0.17   0.14   0.19   1.00   1.00   1.00  -6.45e-05  -1.12e-04  -4.12e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.068e+05  -2.75e-03   0.73      5
MACS_J0025.4-1222           5010   0.16   0.14   0.18   1.00   1.00   1.00  -9.99e-05  -1.56e-04  -7.13e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.017e+05  -3.56e-03   0.89      8
MACS_J0159.8-0849           3265   0.17   0.10   0.21   1.00   1.00   1.00  -5.23e-05  -4.26e-04  -2.78e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.864e+05  -3.22e-03   0.50      5
MACS_J0159.8-0849           6106   0.23   0.21   0.24   1.00   1.00   1.00  -6.10e-05  -7.12e-05  -5.19e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.363e+05  -8.09e-03   2.11     12
MACS_J0242.5-2132           3266   0.22   0.14   0.54   1.00   1.00   1.00  -1.22e-05  -4.32e-05  -2.97e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.346e+05  -1.49e-03   0.47      1
MACS_J0257.1-2325           1654   0.08   0.08   0.17   1.00   1.00   1.00  -3.67e-04  -6.26e-04  -7.86e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.088e+05  -6.30e-05   1.18     13
MACS_J0257.1-2325           3581   0.08   0.08   0.17   1.00   1.00   1.00  -1.00e-03  -1.34e-03  -4.71e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.376e+05  -2.35e-03   1.34      6
MACS_J0257.6-2209           3267   0.19   0.16   0.25   1.00   1.00   1.00  -3.08e-05  -5.54e-05  -1.62e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.489e+05  -3.16e-03   1.21      7
MACS_J0329.6-0211           3257   0.48   0.27   0.84   1.00   1.00   1.00   7.29e-06   2.18e-06   1.46e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.167e+05   2.87e-03   1.72      5
MACS_J0329.6-0211           3582   0.20   0.18   0.24   1.00   1.00   1.00   3.34e-05   2.02e-05   5.29e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.556e+05   3.05e-03   1.26      8
MACS_J0329.6-0211           6108   0.34   0.26   0.47   1.00   1.00   1.00  -1.40e-05  -2.13e-05  -8.97e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.382e+05  -3.17e-03   0.56     17
MACS_J0404.6+1109           3269   0.22   0.17   0.39   1.00   1.00   1.00  -1.67e-05  -3.33e-05  -6.16e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.043e+05  -1.85e-03   1.54      8
MACS_J0417.5-1154           3270   0.17   0.08   0.28   1.00   1.00   1.00  -2.81e-05  -8.48e-04  -6.31e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.722e+05  -1.89e-03   0.35      4
MACS_J0429.6-0253           3271   0.25   0.19   0.76   1.00   1.00   1.00   1.91e-05   4.41e-06   3.61e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.065e+05   3.61e-03   0.65      6
MACS_J0451.9+0006           5815   0.23   0.21   0.25   1.00   1.00   1.00   1.46e-04   1.22e-04   1.74e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.491e+05   1.75e-02   1.03      6
MACS_J0547.0-3904           3273   0.18   0.15   0.21   1.00   1.00   1.00  -5.39e-05  -8.71e-05  -3.47e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.781e+05  -3.93e-03   2.92      3
MACS_J0717.5+3745           1655   0.08   0.08   0.09   1.00   1.00   1.00   1.86e-03   1.25e-03   2.24e-03   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.997e+05   9.61e-03   2.53     11
MACS_J0717.5+3745           4200   0.08   0.08   0.09   1.00   1.00   1.00  -7.64e-04  -9.21e-04  -4.40e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.659e+05  -8.72e-04   1.64     17
MACS_J0744.8+3927           3197   0.18   0.13   0.23   1.00   1.00   1.00  -3.01e-05  -7.36e-05  -1.48e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.925e+05  -1.73e-03   1.00      7
MACS_J0744.8+3927           3585   0.23   0.17   0.49   1.00   1.00   1.00  -1.79e-05  -3.72e-05  -5.82e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.342e+05  -1.45e-03   1.50      5
MACS_J0744.8+3927           6111   0.20   0.20   0.22   1.00   1.00   1.00  -8.23e-05  -9.37e-05  -7.14e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.716e+05  -8.79e-03   1.09     16
MACS_J0911.2+1746           3587   0.20   0.18   0.23   1.00   1.00   1.00  -5.50e-05  -7.74e-05  -3.70e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.698e+05  -5.27e-03   2.57      4
MACS_J0949+1708             3274   0.15   0.08   0.18   1.00   1.00   1.00  -7.57e-05  -1.06e-03  -3.46e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.583e+05  -2.41e-03   0.16      1
MACS_J1115.8+0129           3275   0.17   0.14   0.20   1.00   1.00   1.00  -7.23e-05  -1.28e-04  -4.42e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.750e+05  -4.11e-03   0.86      1
MACS_J1131.8-1955           3276   0.09   0.08   0.17   1.00   1.00   1.00   3.38e-04   2.16e-05   1.10e-03   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.438e+05   1.43e-03   0.72      6
MACS_J1149.5+2223           1656   0.08   0.08   0.32   1.00   1.00   1.00   3.14e-04   3.57e-06   6.45e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.767e+05   1.70e-03   0.79      7
MACS_J1149.5+2223           3589   0.08   0.08   0.09   1.00   1.00   1.00  -9.26e-04  -1.20e-03  -4.42e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.080e+05  -2.48e-03   1.13      7
MACS_J1206.2-0847           3277   0.25   0.18   0.51   1.00   1.00   1.00   1.38e-05   5.14e-06   2.85e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.814e+05   2.43e-03   0.52      9
MACS_J1226.8+2153           3590   0.08   0.08   0.11   1.00   1.00   1.00  -1.36e-03  -1.72e-03  -2.91e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.781e+05  -3.17e-03   0.64      5
MACS_J1311.0-0310           3258   0.30   0.19   0.71   1.00   1.00   1.00   1.19e-05   3.71e-06   2.57e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.382e+05   2.33e-03   0.61      6
MACS_J1311.0-0310           6110   0.08   0.08   0.09   1.00   1.00   1.00  -1.25e-03  -1.44e-03  -6.21e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.598e+05  -3.61e-03   1.01     20
MACS_J1319+7003             3278   0.22   0.17   0.38   1.00   1.00   1.00  -1.72e-05  -3.83e-05  -5.03e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.058e+05  -1.56e-03   0.60      4
MACS_J1427.6-2521           3279   0.24   0.21   0.27   1.00   1.00   1.00   8.36e-05   6.61e-05   1.04e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.342e+05   1.18e-02   1.66      5
MACS_J1621.3+3810           3254   0.17   0.08   0.26   1.00   1.00   1.00  -2.71e-05  -7.93e-04  -3.59e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.782e+05  -6.40e-04   1.28      3
MACS_J1621.3+3810           3594   0.48   0.37   0.60   1.00   1.00   1.00   3.14e-05   2.30e-05   4.15e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.766e+05   8.85e-03   2.47      4
MACS_J1621.3+3810           6109   0.23   0.20   0.27   1.00   1.00   1.00  -3.03e-05  -4.15e-05  -2.18e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.483e+05  -4.24e-03   1.13     11
MACS_J1621.3+3810           6172   0.17   0.16   0.18   1.00   1.00   1.00  -1.04e-04  -1.31e-04  -8.39e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.524e+05  -6.84e-03   0.84     10
MACS_J1931.8-2634           3282   0.27   0.26   0.29   1.00   1.00   1.00   1.81e-04   1.64e-04   1.99e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.392e+05   3.25e-02   1.26     12
MACS_J2211.7-0349           3284   0.08   0.08   0.13   1.00   1.00   1.00  -6.51e-04  -9.53e-04  -6.25e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.104e+05  -1.18e-03   1.40      5
MACS_J2211.7-0349           3284   0.08   0.08   0.13   1.00   1.00   1.00  -6.50e-04  -9.49e-04  -6.35e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.104e+05  -1.18e-03   1.39      5
MACS_J2214.9-1359           3259   0.18   0.14   0.22   1.00   1.00   1.00   4.06e-05   1.95e-05   8.03e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.249e+05   2.72e-03   0.54      8
MACS_J2214.9-1359           5011   0.41   0.32   0.52   1.00   1.00   1.00   2.75e-05   2.07e-05   3.71e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.513e+05   5.60e-03   0.36      7
MACS_J2228+2036             3285   0.08   0.08   0.12   1.00   1.00   1.00  -1.13e-03  -1.41e-03  -1.34e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.506e+05  -2.03e-03   1.59      2
MACS_J2229.7-2755           3286   0.37   0.24   0.54   1.00   1.00   1.00   1.15e-05   6.13e-06   2.18e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.558e+05   2.27e-03   0.48      3
MACS_J2245.0+2637           3287   0.16   0.08   0.20   1.00   1.00   1.00  -4.75e-05  -1.01e-03  -1.94e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.315e+05  -1.52e-03   0.88      4
MACS_J2311+0338             3288   0.31   0.27   0.44   1.00   1.00   1.00   5.06e-05   3.53e-05   6.63e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.211e+05   1.12e-02   1.95      5
MKW_04                      3234   0.79   0.74   0.85   1.00   1.00   1.00   3.15e-05   2.81e-05   3.63e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.072e+05   1.39e-02   1.89     10
MS_0016.9+1609               520   0.39   0.29   0.57   1.00   1.00   1.00   7.62e-06   4.95e-06   1.19e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.247e+05   1.92e-03   1.22     24
MS_0302.7+1658               525   0.10   0.08  79.90   1.00   1.00   1.00  -1.17e-04  -9.01e-04   6.69e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.090e+05  -1.28e-03   0.73      1
MS_0440.5+0204              4196   0.08   0.08   0.11   1.00   1.00   1.00  -1.00e-04  -1.47e-04  -1.57e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.575e+05   7.11e-04   3.02      3
MS_0451.6-0305               902   0.08   0.08   0.13   1.00   1.00   1.00  -4.19e-05  -7.02e-05  -3.73e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.296e+05   1.60e-03   1.92     16
MS_0735.6+7421              4197   1.17   0.91   1.41   1.00   1.00   1.00   9.53e-06   4.50e-06   1.61e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.458e+05   1.90e-03   1.19      8
MS_0735.6+7421              4197   1.17   0.91   1.41   1.00   1.00   1.00   9.41e-06   4.44e-06   1.58e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.458e+05   1.90e-03   1.19      8
MS_0839.8+2938              2224   0.19   0.00   0.00   1.00   1.00   1.00   3.80e-05   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.094e+05   3.08e-02  16.63     17
MS_0906.5+1110               924   0.55   0.08  79.90   1.00   1.00   1.00   2.46e-06  -2.15e-05   3.01e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.476e+05   1.36e-03   1.04     11
MS_1006.0+1202               925   0.16   0.08   0.24   1.00   1.00   1.00  -2.35e-05  -4.58e-04  -6.05e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.190e+05  -1.37e-03   0.81     10
MS_1008.1-1224               926   0.25   0.23   0.27   1.00   1.00   1.00   4.91e-05   4.12e-05   5.76e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.072e+05   1.02e-02   1.74     17
MS_1054.5-0321               512   0.25   0.08  79.90   1.00   1.00   1.00  -5.78e-07  -1.54e-05   1.68e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.821e+05  -4.87e-05   0.90     26
MS_1455.0+2232              4192   0.19   0.18   0.21   1.00   1.00   1.00   6.31e-05   5.10e-05   7.68e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.187e+05   4.82e-03   1.13     24
MS_1621.5+2640               546   0.26   0.21   0.39   1.00   1.00   1.00   1.31e-05   6.49e-06   2.12e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.995e+05   2.49e-03   0.87     14
MS_2053.7-0449              1667   0.15   0.13   0.17   1.00   1.00   1.00   7.22e-05   4.66e-05   1.24e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.351e+05   2.65e-03   1.48     11
MS_2053.7-0449               551   0.21   0.20   0.23   1.00   1.00   1.00   5.85e-05   4.77e-05   7.08e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.194e+05   9.44e-03   1.04     21
MS_2137.3-2353              4974   0.36   0.24   0.54   1.00   1.00   1.00   2.64e-06   1.07e-06   4.62e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.254e+05   1.20e-03   1.66      2
OPHIUCHUS                   3200   0.78   0.77   0.79   1.00   1.00   1.00   1.48e-04   1.44e-04   1.52e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.996e+05   8.11e-02   2.38     34
PKS_0745-191                 508   0.88   0.69   1.11   1.00   1.00   1.00   7.18e-06   3.05e-06   1.38e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.583e+05   2.44e-03   3.01      3
PKS_0745-191                6103   0.16   0.00   0.00   1.00   1.00   1.00  -1.64e-04   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.171e+05  -7.64e-03   1.35    133
RBS_0797                    2202   0.15   0.08   0.52   1.00   1.00   1.00   4.29e-05   3.66e-06   8.17e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.382e+05   2.21e-03   0.85      4
RDCS_1252-29                4198   0.44   0.25   0.59   1.00   1.00   1.00   4.94e-06   3.23e-06   9.89e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.703e+05   9.68e-04   1.21     35
RX_J0439+0520                527   0.21   0.00   0.00   1.00   1.00   1.00  -7.34e-05   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.590e+05  -7.69e-03  39.16     53
RX_J0439.0+0715             1449   0.08   0.08   0.10   1.00   1.00   1.00  -1.97e-03  -2.54e-03  -5.11e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.992e+05  -5.14e-03   0.98      5
RX_J0439.0+0715             3583   0.54   0.37   0.74   1.00   1.00   1.00   9.69e-06   6.16e-06   1.36e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.450e+05   2.03e-03   1.01      3
RX_J0647.7+7015             3196   0.17   0.15   0.20   1.00   1.00   1.00  -6.78e-05  -1.03e-04  -4.58e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.712e+05  -4.68e-03   1.20      5
RX_J0647.7+7015             3584   0.20   0.18   0.23   1.00   1.00   1.00  -4.67e-05  -6.47e-05  -3.31e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.692e+05  -3.81e-03   1.35      5
RX_J0819.6+6336             2199   0.26   0.15   0.60   1.00   1.00   1.00  -3.28e-06  -6.34e-06  -4.41e-07   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.949e+05  -9.36e-04   1.56      2
RX_J0910+5422               2452   0.70   0.50   0.98   1.00   1.00   1.00   3.87e-06   2.26e-06   5.83e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.695e+05   6.50e-04   1.21     11
RX_J1347.5-1145             3592   0.78   0.70   0.90   1.00   1.00   1.00   1.47e-05   1.23e-05   1.79e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.494e+05   4.07e-03   1.15     17
RX_J1347.5-1145              507   0.57   0.37   0.75   1.00   1.00   1.00   7.91e-06   5.78e-06   1.07e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.120e+05   6.20e-03   0.21      4
RX_J1350+6007               2229   0.20   0.18   0.22   1.00   1.00   1.00  -2.57e-05  -3.51e-05  -1.80e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.861e+05  -1.89e-03   1.37     10
RX_J1423.8+2404             1657   0.20   0.17   0.24   1.00   1.00   1.00   5.11e-05   3.27e-05   7.78e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.483e+05   5.07e-03   0.44      3
RX_J1423.8+2404             4195   0.27   0.25   0.30   1.00   1.00   1.00   7.26e-06   6.34e-06   8.20e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.179e+05   4.14e-03   1.43     22
RX_J1504.1-0248             5793   0.50   0.42   0.57   1.00   1.00   1.00   1.07e-05   7.90e-06   1.35e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.187e+05   9.60e-04   2.66     11
RX_J1525+0958               1664   0.28   0.27   0.30   1.00   1.00   1.00   1.24e-04   1.16e-04   1.33e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.246e+05   2.14e-02   0.88     20
RX_J1532.9+3021             1649   0.30   0.00   0.00   1.00   1.00   1.00   2.38e-06   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.875e+05   1.27e-03   0.84    153
RX_J1532.9+3021             1665   0.17   0.12   0.21   1.00   1.00   1.00   6.54e-05   3.02e-05   1.70e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.531e+05   3.20e-03   1.12      1
RX_J1716.9+6708              548  27.11   1.44  79.90   1.00   1.00   1.00  -7.11e-05  -1.30e-04  -2.02e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.379e+05  -1.99e-03   1.25     18
RX_J1720.1+2638             4361   1.39   0.84  12.76   1.00   1.00   1.00   2.85e-05   5.84e-06   6.37e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.007e+05   1.86e-03   2.34      6
RX_J1720.2+3536             3280   0.08   0.08   0.11   1.00   1.00   1.00  -6.72e-04  -9.40e-04  -1.16e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.433e+05  -1.28e-03   1.46      8
RX_J1720.2+3536             6107   0.19   0.18   0.21   1.00   1.00   1.00  -7.84e-05  -9.73e-05  -6.23e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.915e+05  -7.11e-03   1.28     13
RX_J2129.6+0005              552   0.08   0.08   0.09   1.00   1.00   1.00  -1.31e-03  -1.68e-03  -6.27e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.095e+05  -4.16e-03   1.76      6
SERSIC_159-03               1668   0.13   0.00   0.00   1.00   1.00   1.00   1.59e-06   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.550e+05  -5.72e-05   1.58     91
V_1121.0+2327               1660   0.23   0.20   0.26   1.00   1.00   1.00  -1.82e-05  -2.44e-05  -1.35e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.975e+05  -2.46e-03   1.45     11
ZWCL_1215                   4184   0.99   0.72   1.40   1.00   1.00   1.00   1.74e-05   6.43e-06   5.06e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.462e+05   9.63e-04   1.57      2
ZWCL_1358+6245               516   0.64   0.46   0.79   1.00   1.00   1.00   4.52e-06   3.33e-06   5.88e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.020e+05   6.24e-03   1.82     21
ZWCL_1953                   1659   0.08   0.08   0.10   1.00   1.00   1.00  -5.50e-04  -8.49e-04  -1.29e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.978e+05  -9.43e-04   1.08      8
ZWCL_3146                    909   0.19   0.08   0.25   1.00   1.00   1.00  -1.38e-05  -4.52e-04  -5.91e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.459e+05  -1.65e-03   1.24     16
ZWCL_5247                    539   0.24   0.21   0.29   1.00   1.00   1.00   6.65e-05   4.90e-05   8.77e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.338e+05   1.32e-02   1.43      4
ZWCL_7160                    543   0.29   0.24   0.41   1.00   1.00   1.00   4.11e-05   2.66e-05   5.66e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.323e+05   9.32e-03   0.26      4
ZWICKY_2701                 3195   0.17   0.08   0.32   1.00   1.00   1.00  -3.42e-06  -8.89e-05  -1.07e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.918e+05  -1.22e-03   0.24      3
ZwCL_1332.8+5043            5772   0.23   0.17   0.40   1.00   1.00   1.00  -2.89e-05  -6.08e-05  -1.10e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.960e+05  -1.79e-03   1.72      1
ABELL_1795                   493   0.74   0.69   0.80   1.00   1.00   1.00   2.27e-05   2.01e-05   2.59e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.267e+05   1.71e-02   1.43     12
ABELL_2029                   891   0.65   0.62   0.68   1.00   1.00   1.00   3.19e-05   2.97e-05   3.41e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.703e+05   2.92e-02   1.48     19
ABELL_3158                  3712   0.28   0.26   0.30   1.00   1.00   1.00   7.68e-05   6.90e-05   8.51e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.396e+05   1.61e-02   2.20     16
ABELL_3667                   889   0.29   0.29   0.30   1.00   1.00   1.00   1.69e-04   1.61e-04   1.77e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.535e+05   4.10e-02   4.76     38
CL_J0030+2618               5762   0.18   0.15   0.21   1.00   1.00   1.00  -6.85e-05  -1.12e-04  -3.87e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.573e+05  -3.36e-03   1.13      4
HYDRA_A                      576   0.31   0.27   0.35   1.00   1.00   1.00   1.28e-05   1.07e-05   1.49e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.780e+05   1.54e-02   2.33     16
PKS_0745-191                2427   0.83   0.70   1.04   1.00   1.00   1.00   8.48e-06   6.11e-06   1.38e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.728e+05   3.85e-03   1.42      5
ABELL_0401                  2309   0.62   0.58   0.66   1.00   1.00   1.00   1.26e-04   1.18e-04   1.35e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.082e+05   4.32e-02   2.32     19
ABELL_2052                  5807   0.70   0.69   0.72   1.00   1.00   1.00   3.14e-05   3.03e-05   3.25e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.584e+05   1.57e-02   4.37     38
ABELL_2142                  5005   0.93   0.83   1.05   1.00   1.00   1.00   2.34e-05   1.80e-05   3.15e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.379e+05   2.59e-03   2.59     20
