#Model: mekal; Energy band: 0.4 keV --> 1.0 keV; Fe-frozen? yes; Tx-frozen? no
#Confidence Level: 1.0; Systematic error: 0.00; Cosmo: 70, 0.3, 0.7
#Name                      ObsID     Tx    Tlo    Thi     Fe   Felo   Fehi       norm     normlo     normhi    Tx2   Tlo2   Thi2      norm2    normlo2    normhi2       area        ctr  chisq    dof
2PIGG_J0011.5-2850          5797   0.08   0.08   0.11   1.00   1.00   1.00  -9.12e-04  -1.24e-03  -1.53e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.217e+05  -7.14e-04   2.06      7
2PIGG_J0311.8-2655          5799   0.18   0.16   0.19   1.00   1.00   1.00  -8.10e-05  -1.02e-04  -6.38e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.745e+05  -5.43e-03   1.62     12
ABELL_0013                  4945   0.08   0.08   0.08   1.00   1.00   1.00  -2.06e-04  -2.24e-04  -1.44e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.751e+05   1.15e-03   5.69     17
ABELL_0119                  4180   0.65   0.59   0.72   1.00   1.00   1.00   5.79e-05   5.15e-05   6.45e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.475e+05   1.78e-02   1.73      9
ABELL_0168                  3203   0.75   0.62   0.99   1.00   1.00   1.00   1.01e-05   7.67e-06   1.54e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.531e+05   2.17e-03   1.15     15
ABELL_0168                  3204   0.08   0.08   0.12   1.00   1.00   1.00  -8.14e-04  -1.01e-03  -1.32e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.042e+05  -2.02e-03   0.58     12
ABELL_0209                  3579   0.08   0.08   0.16   1.00   1.00   1.00  -1.10e-03  -1.58e-03  -4.53e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.911e+05  -1.46e-03   0.23      2
ABELL_0209                   522   0.22   0.20   0.23   1.00   1.00   1.00   1.24e-04   1.07e-04   1.42e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.278e+05   1.67e-02   4.59      2
ABELL_0514                  3578   0.17   0.15   0.19   1.00   1.00   1.00  -4.86e-05  -6.80e-05  -3.48e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.324e+05  -2.64e-03   1.28     13
ABELL_2065                 31821   0.20   0.19   0.22   1.00   1.00   1.00   1.32e-04   1.13e-04   1.52e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.215e+05   1.51e-02   2.05     14
ABELL_2631                  3248   0.19   0.15   0.26   1.00   1.00   1.00  -4.34e-05  -8.74e-05  -1.91e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.890e+05  -2.99e-03   0.00      1
ABELL_3128                   893   0.31   0.29   0.34   1.00   1.00   1.00   1.27e-04   1.12e-04   1.41e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  6.946e+05   3.31e-02   1.08     31
ABELL_3376                  3202   0.38   0.21   0.57   1.00   1.00   1.00  -5.06e-06  -1.28e-05  -2.27e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.501e+05  -1.17e-03   0.77     15
ABELL_3376                  3450   0.08   0.08   0.15   1.00   1.00   1.00  -6.34e-04  -9.56e-04  -3.88e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.753e+05  -1.70e-03   1.43      8
ESO_3060170                 3189   0.75   0.60   1.01   1.00   1.00   1.00   1.18e-05   7.62e-06   1.83e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  6.571e+05   2.89e-03   0.36      3
MACS_J2243.3-0935           3260   0.56   0.44   0.65   1.00   1.00   1.00   3.67e-05   3.26e-05   4.27e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.290e+05   1.15e-02   1.15     12
MS_J1157.3+5531             4964   0.10   0.08   0.11   1.00   1.00   1.00  -7.93e-05  -2.03e-04  -4.51e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.290e+05  -2.46e-03   1.22     17
NGC_6338                    4194   0.15   0.12   0.18   1.00   1.00   1.00  -5.75e-05  -1.18e-04  -3.63e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.147e+05  -1.43e-03   1.72     15
RX_J0232.2-4420             4993   0.20   0.17   0.23   1.00   1.00   1.00  -5.72e-05  -8.41e-05  -3.72e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.102e+05  -5.21e-03   0.37      6
RX_J0340-4542               6954   0.21   0.19   0.23   1.00   1.00   1.00  -8.96e-05  -1.10e-04  -7.15e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.050e+05  -9.60e-03   1.27      5
RX_J0528.9-3927             4994   0.16   0.08   0.22   1.00   1.00   1.00  -2.28e-05  -5.22e-04  -4.08e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.610e+05   3.13e-04   1.49      6
RX_J2011.3-5725             4995   0.63   0.52   0.73   1.00   1.00   1.00   1.63e-05   1.29e-05   1.97e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.032e+05   4.41e-03   1.08     12
S0463                       7250   0.09   0.08   0.13   1.00   1.00   1.00  -1.17e-03  -2.32e-03  -2.58e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.398e+05  -7.00e-03   1.75     10
ZwCl_0848.5+3341            4205   0.27   0.00   0.00   1.00   1.00   1.00  -1.05e-03   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.685e+05  -5.31e-01   0.43      1
2PIGG_J2227.0-3041          5798   0.08   0.08   0.12   1.00   1.00   1.00  -1.22e-03  -1.52e-03  -1.79e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.621e+05  -1.83e-03   0.67      7
ABELL_2717                  6974   0.08   0.08   0.09   1.00   1.00   1.00  -1.40e-03  -1.76e-03  -5.88e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.968e+05  -3.77e-03   0.64      8
ABELL_3164                  6955   0.16   0.10   0.20   1.00   1.00   1.00  -1.03e-04  -4.38e-04  -5.22e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.242e+05  -4.14e-03   0.14      2
ABELL_3921                  4973   0.09   0.08   0.15   1.00   1.00   1.00  -6.22e-04  -1.27e-03  -6.34e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.003e+05  -1.45e-03   2.06     10
MKW3S                        900   0.29   0.28   0.30   1.00   1.00   1.00   1.17e-04   1.12e-04   1.23e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.860e+05   3.00e-02   2.54     37
S0463                       6956   0.16   0.15   0.18   1.00   1.00   1.00  -1.13e-04  -1.54e-04  -8.63e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.608e+05  -5.27e-03   1.54     12
ABELL_2256                  1386   0.25   0.00   0.00   1.00   1.00   1.00   1.93e-03   0.00e+00   0.00e+00   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.445e+05   5.29e-01  18.40     38
TRIANG_AUSTR                1281   0.25   0.25   0.26   1.00   1.00   1.00   5.88e-04   5.62e-04   6.11e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.105e+05   1.91e-01   8.60     38
ABELL_1689                  1663   0.23   0.20   0.28   1.00   1.00   1.00   5.04e-05   3.43e-05   7.35e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.085e+05   8.67e-03  45.25     40
ABELL_1689                   540   0.17   0.08   0.30   1.00   1.00   1.00   3.29e-05   4.84e-06   6.18e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.031e+05   2.79e-03  37.64     40
MACS_J0011.7-1523           3261   0.22   0.16   0.32   1.00   1.00   1.00   1.47e-05   5.66e-06   3.39e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.003e+05   1.66e-03  46.59     40
MACS_J0035.4-2015           3262   0.94   0.78   1.47   1.00   1.00   1.00  -6.69e-06  -9.56e-06  -3.12e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.556e+05  -8.28e-04  44.10     40
MACS_J0111.5+0855           3256   0.18   0.15   0.21   1.00   1.00   1.00   3.80e-05   1.89e-05   6.54e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.739e+05   2.21e-03  27.87     40
MACS_J0152.5-2852           3264   0.31   0.23   0.45   1.00   1.00   1.00   1.49e-05   8.01e-06   2.50e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.872e+05   1.98e-03  38.08     40
MACS_J0159.0-3412           5818   0.50   0.31   0.63   1.00   1.00   1.00  -7.60e-06  -1.11e-05  -4.13e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  6.567e+05  -1.81e-03  28.78     40
MACS_J0455.2+0657           5812   0.23   0.20   0.28   1.00   1.00   1.00   4.97e-05   3.42e-05   7.18e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  6.794e+05   6.95e-03  38.85     40
MACS_J0520.7-1328           3272   0.13   0.08   0.21   1.00   1.00   1.00   4.82e-05   8.54e-06   6.12e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.224e+05   1.38e-03  34.53     40
MACS_J0553.4-3342           5813   0.58   0.30   0.76   1.00   1.00   1.00   1.34e-05   9.06e-06   2.31e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.943e+05   3.04e-03  45.00     40
MACS_J0911.2+1746           5012   0.12   0.08   0.13   1.00   1.00   1.00  -1.13e-04  -1.47e-04  -4.28e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.218e+05  -1.42e-03  35.11     40
MACS_J1006.9+3200           5819   0.11   0.08   0.14   1.00   1.00   1.00  -4.89e-05  -1.24e-04   1.39e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.845e+05  -6.30e-05  38.88     40
MACS_J1105.7-1014           5817   0.54   0.40   0.67   1.00   1.00   1.00   1.21e-05   8.10e-06   1.68e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.366e+05   2.41e-03  40.02     40
MACS_J1108.8+0906           3252   0.10   0.08   0.12   1.00   1.00   1.00  -5.62e-05  -1.63e-04   1.74e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.624e+05  -3.96e-04  35.45     40
MACS_J1108.8+0906           5009   0.36   0.25   0.50   1.00   1.00   1.00   9.21e-06   4.67e-06   1.56e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.186e+05   1.45e-03  41.16     40
MACS_J1115.2+5320           3253   0.18   0.15   0.21   1.00   1.00   1.00   6.02e-05   3.22e-05   1.02e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.588e+05   3.96e-03  50.89     40
MACS_J1115.2+5320           5008   0.42   0.26   0.56   1.00   1.00   1.00  -7.00e-06  -1.04e-05  -3.17e-06   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.920e+05  -5.46e-04  45.50     40
MACS_J1115.2+5320           5350   0.57   0.33   0.73   1.00   1.00   1.00   1.82e-05   1.05e-05   2.70e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.223e+05   5.91e-03  32.78     40
MACS_J1427.2+4407           6112   0.08   0.08   0.09   1.00   1.00   1.00  -5.58e-04  -8.32e-04  -1.80e-04   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  7.145e+05  -1.13e-03  25.02     40
MACS_J1731.6+2252           3281   0.19   0.17   0.23   1.00   1.00   1.00   4.14e-05   2.36e-05   6.11e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  8.838e+05   3.80e-03  51.28     40
MACS_J2046.0-3430           5816   0.30   0.25   0.42   1.00   1.00   1.00   3.59e-05   2.32e-05   4.95e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.474e+05   5.95e-03  47.23     40
MACS_J2049.9-3217           3283   0.63   0.54   0.73   1.00   1.00   1.00   1.41e-05   1.14e-05   1.71e-05   0.00   0.00   0.00   0.00e+00   0.00e+00   0.00e+00  9.635e+05   4.05e-03  41.31     40
