###### Started simulating spectra at Wed Nov  1 18:13:19 2006 ######
# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2
RX_J2129.6+0005         552   6.09   0.50   0.50   0.382000   0.389600  1.890e-03  4.073e-03
RX_J2129.6+0005         552   6.09   0.50   0.60   0.382000   0.398600  2.268e-03  3.525e-03
RX_J2129.6+0005         552   6.09   0.50   0.70   0.382000   0.389800  2.646e-03  2.570e-03
RX_J2129.6+0005         552   6.09   0.50   0.80   0.382000   0.389300  3.024e-03  1.758e-03
RX_J2129.6+0005         552   6.09   0.50   0.90   0.382000   0.412600  3.402e-03  1.028e-03
# exited via overflow
RX_J2129.6+0005         552   6.09   0.75   0.50   0.382000   0.393600  1.890e-03  2.713e-03
RX_J2129.6+0005         552   6.09   0.75   0.60   0.382000   0.398000  2.268e-03  2.176e-03
RX_J2129.6+0005         552   6.09   0.75   0.70   0.382000   0.399100  2.646e-03  1.736e-03
RX_J2129.6+0005         552   6.09   0.75   0.80   0.382000   0.399500  3.024e-03  1.266e-03
RX_J2129.6+0005         552   6.09   0.75   0.90   0.382000   0.401000  3.402e-03  6.763e-04
RX_J2129.6+0005         552   6.09   1.00   0.50   0.382000   0.385800  1.890e-03  2.405e-03
RX_J2129.6+0005         552   6.09   1.00   0.60   0.382000   0.393100  2.268e-03  2.031e-03
RX_J2129.6+0005         552   6.09   1.00   0.70   0.382000   0.392800  2.646e-03  1.507e-03
RX_J2129.6+0005         552   6.09   1.00   0.80   0.382000   0.392100  3.024e-03  9.888e-04
RX_J2129.6+0005         552   6.09   1.00   0.90   0.382000   0.400200  3.402e-03  7.032e-04
SERSIC_159-03          1668   2.70   0.50   0.50   1.302000   1.357000  3.995e-03  2.056e-03
SERSIC_159-03          1668   2.70   0.50   0.60   1.302000   1.356000  4.794e-03  1.432e-03
SERSIC_159-03          1668   2.70   0.50   0.70   1.302000   1.361000  5.593e-03  8.431e-04
SERSIC_159-03          1668   2.70   0.50   0.80   1.302000   1.409000  6.392e-03  4.556e-04
# exited via overflow
SERSIC_159-03          1668   2.70   0.50   0.90   1.302000   1.540000  7.191e-03  2.152e-04
# exited via overflow
SERSIC_159-03          1668   2.70   0.75   0.50   1.302000   1.346000  3.995e-03  1.924e-03
SERSIC_159-03          1668   2.70   0.75   0.60   1.302000   1.329000  4.794e-03  1.289e-03
SERSIC_159-03          1668   2.70   0.75   0.70   1.302000   1.363000  5.593e-03  7.932e-04
SERSIC_159-03          1668   2.70   0.75   0.80   1.302000   1.416000  6.392e-03  4.089e-04
# exited via overflow
SERSIC_159-03          1668   2.70   0.75   0.90   1.302000   1.529000  7.191e-03  2.152e-04
# exited via overflow
SERSIC_159-03          1668   2.70   1.00   0.50   1.302000   1.361000  3.995e-03  2.056e-03
SERSIC_159-03          1668   2.70   1.00   0.60   1.302000   1.348000  4.794e-03  1.410e-03
SERSIC_159-03          1668   2.70   1.00   0.70   1.302000   1.362000  5.593e-03  8.350e-04
SERSIC_159-03          1668   2.70   1.00   0.80   1.302000   1.430000  6.392e-03  4.601e-04
# exited via overflow
SERSIC_159-03          1668   2.70   1.00   0.90   1.302000   1.508000  7.191e-03  2.421e-04
# exited via overflow
V_1121.0+2327          1660   4.26   0.50   0.50   0.020000   0.020560  1.565e-04  7.932e-04
V_1121.0+2327          1660   4.26   0.50   0.60   0.020000   0.019360  1.878e-04  6.728e-04
V_1121.0+2327          1660   4.26   0.50   0.70   0.020000   0.020700  2.191e-04  5.411e-04
V_1121.0+2327          1660   4.26   0.50   0.80   0.020000   0.020370  2.504e-04  3.164e-04
V_1121.0+2327          1660   4.26   0.50   0.90   0.020000   0.022580  2.817e-04  2.019e-04
# exited via overflow
V_1121.0+2327          1660   4.26   0.75   0.50   0.020000   0.020080  1.565e-04  4.407e-04
V_1121.0+2327          1660   4.26   0.75   0.60   0.020000   0.020900  1.878e-04  4.175e-04
V_1121.0+2327          1660   4.26   0.75   0.70   0.020000   0.020960  2.191e-04  3.006e-04
V_1121.0+2327          1660   4.26   0.75   0.80   0.020000   0.021040  2.504e-04  1.983e-04
# exited via overflow
V_1121.0+2327          1660   4.26   0.75   0.90   0.020000   0.021200  2.817e-04  1.262e-04
# exited via overflow
V_1121.0+2327          1660   4.26   1.00   0.50   0.020000   0.019450  1.565e-04  3.551e-04
V_1121.0+2327          1660   4.26   1.00   0.60   0.020000   0.019810  1.878e-04  2.990e-04
V_1121.0+2327          1660   4.26   1.00   0.70   0.020000   0.020670  2.191e-04  2.284e-04
V_1121.0+2327          1660   4.26   1.00   0.80   0.020000   0.020470  2.504e-04  1.373e-04
V_1121.0+2327          1660   4.26   1.00   0.90   0.020000   0.021770  2.817e-04  1.054e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   0.50   0.50   0.293000   0.297500  1.125e-03  9.138e-04
ZWCL_1358+6245          516  11.18   0.50   0.60   0.293000   0.302800  1.350e-03  6.782e-04
ZWCL_1358+6245          516  11.18   0.50   0.70   0.293000   0.298600  1.575e-03  3.966e-04
ZWCL_1358+6245          516  11.18   0.50   0.80   0.293000   0.325400  1.800e-03  2.421e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   0.50   0.90   0.293000   0.339000  2.025e-03  1.345e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   0.75   0.50   0.293000   0.306100  1.125e-03  7.159e-04
ZWCL_1358+6245          516  11.18   0.75   0.60   0.293000   0.302400  1.350e-03  5.426e-04
ZWCL_1358+6245          516  11.18   0.75   0.70   0.293000   0.302500  1.575e-03  3.173e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   0.75   0.80   0.293000   0.319400  1.800e-03  1.780e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   0.75   0.90   0.293000   0.345100  2.025e-03  1.196e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   1.00   0.50   0.293000   0.305800  1.125e-03  7.139e-04
ZWCL_1358+6245          516  11.18   1.00   0.60   0.293000   0.302200  1.350e-03  4.639e-04
ZWCL_1358+6245          516  11.18   1.00   0.70   0.293000   0.306200  1.575e-03  3.006e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   1.00   0.80   0.293000   0.319100  1.800e-03  1.686e-04
# exited via overflow
ZWCL_1358+6245          516  11.18   1.00   0.90   0.293000   0.344800  2.025e-03  1.196e-04
# exited via overflow
ZWCL_1953              1659   8.73   0.50   0.50   0.194000   0.199000  1.100e-03  3.711e-03
ZWCL_1953              1659   8.73   0.50   0.60   0.194000   0.203300  1.320e-03  3.006e-03
ZWCL_1953              1659   8.73   0.50   0.70   0.194000   0.200800  1.540e-03  2.170e-03
ZWCL_1953              1659   8.73   0.50   0.80   0.194000   0.198700  1.760e-03  1.340e-03
ZWCL_1953              1659   8.73   0.50   0.90   0.194000   0.213100  1.980e-03  8.657e-04
# exited via overflow
ZWCL_1953              1659   8.73   0.75   0.50   0.194000   0.198600  1.100e-03  2.284e-03
ZWCL_1953              1659   8.73   0.75   0.60   0.194000   0.202400  1.320e-03  1.833e-03
ZWCL_1953              1659   8.73   0.75   0.70   0.194000   0.203100  1.540e-03  1.432e-03
ZWCL_1953              1659   8.73   0.75   0.80   0.194000   0.203700  1.760e-03  1.082e-03
ZWCL_1953              1659   8.73   0.75   0.90   0.194000   0.207800  1.980e-03  5.711e-04
# exited via overflow
ZWCL_1953              1659   8.73   1.00   0.50   0.194000   0.202000  1.100e-03  1.855e-03
ZWCL_1953              1659   8.73   1.00   0.60   0.194000   0.200400  1.320e-03  1.432e-03
ZWCL_1953              1659   8.73   1.00   0.70   0.194000   0.199900  1.540e-03  1.157e-03
ZWCL_1953              1659   8.73   1.00   0.80   0.194000   0.200400  1.760e-03  7.443e-04
ZWCL_1953              1659   8.73   1.00   0.90   0.194000   0.207200  1.980e-03  4.556e-04
# exited via overflow
ZWCL_3146               909   7.72   0.50   0.50   0.762000   0.798700  3.785e-03  8.657e-03
ZWCL_3146               909   7.72   0.50   0.60   0.762000   0.786900  4.542e-03  6.698e-03
ZWCL_3146               909   7.72   0.50   0.70   0.762000   0.789800  5.299e-03  4.883e-03
ZWCL_3146               909   7.72   0.50   0.80   0.762000   0.796500  6.056e-03  3.173e-03
ZWCL_3146               909   7.72   0.50   0.90   0.762000   0.812800  6.813e-03  1.753e-03
# exited via overflow
ZWCL_3146               909   7.72   0.75   0.50   0.762000   0.793800  3.785e-03  5.711e-03
ZWCL_3146               909   7.72   0.75   0.60   0.762000   0.787700  4.542e-03  4.340e-03
ZWCL_3146               909   7.72   0.75   0.70   0.762000   0.793300  5.299e-03  3.299e-03
ZWCL_3146               909   7.72   0.75   0.80   0.762000   0.793500  6.056e-03  2.093e-03
ZWCL_3146               909   7.72   0.75   0.90   0.762000   0.813000  6.813e-03  1.096e-03
# exited via overflow
ZWCL_3146               909   7.72   1.00   0.50   0.762000   0.795600  3.785e-03  4.823e-03
ZWCL_3146               909   7.72   1.00   0.60   0.762000   0.784700  4.542e-03  3.665e-03
ZWCL_3146               909   7.72   1.00   0.70   0.762000   0.793900  5.299e-03  2.713e-03
ZWCL_3146               909   7.72   1.00   0.80   0.762000   0.797600  6.056e-03  1.785e-03
ZWCL_3146               909   7.72   1.00   0.90   0.762000   0.820700  6.813e-03  9.739e-04
# exited via overflow
ZWCL_5247               539   4.72   0.50   0.50   0.335000   0.350300  1.660e-03  2.856e-03
ZWCL_5247               539   4.72   0.50   0.60   0.335000   0.351600  1.992e-03  2.170e-03
ZWCL_5247               539   4.72   0.50   0.70   0.335000   0.334100  2.324e-03  1.818e-03
ZWCL_5247               539   4.72   0.50   0.80   0.335000   0.347500  2.656e-03  1.102e-03
ZWCL_5247               539   4.72   0.50   0.90   0.335000   0.356800  2.988e-03  5.711e-04
# exited via overflow
ZWCL_5247               539   4.72   0.75   0.50   0.335000   0.340600  1.660e-03  1.855e-03
ZWCL_5247               539   4.72   0.75   0.60   0.335000   0.348500  1.992e-03  1.507e-03
ZWCL_5247               539   4.72   0.75   0.70   0.335000   0.349800  2.324e-03  1.160e-03
ZWCL_5247               539   4.72   0.75   0.80   0.335000   0.345400  2.656e-03  7.402e-04
ZWCL_5247               539   4.72   0.75   0.90   0.335000   0.354900  2.988e-03  4.317e-04
# exited via overflow
ZWCL_5247               539   4.72   1.00   0.50   0.335000   0.350500  1.660e-03  1.675e-03
ZWCL_5247               539   4.72   1.00   0.60   0.335000   0.348600  1.992e-03  1.353e-03
ZWCL_5247               539   4.72   1.00   0.70   0.335000   0.345900  2.324e-03  1.085e-03
ZWCL_5247               539   4.72   1.00   0.80   0.335000   0.349600  2.656e-03  7.402e-04
ZWCL_5247               539   4.72   1.00   0.90   0.335000   0.350700  2.988e-03  4.005e-04
ZWCL_7160               543   5.17   0.50   0.50   0.284000   0.295900  1.445e-03  3.006e-03
ZWCL_7160               543   5.17   0.50   0.60   0.284000   0.295200  1.734e-03  2.284e-03
ZWCL_7160               543   5.17   0.50   0.70   0.284000   0.284000  2.023e-03  1.828e-03
ZWCL_7160               543   5.17   0.50   0.80   0.284000   0.295000  2.312e-03  1.102e-03
ZWCL_7160               543   5.17   0.50   0.90   0.284000   0.302600  2.601e-03  5.767e-04
# exited via overflow
ZWCL_7160               543   5.17   0.75   0.50   0.284000   0.293500  1.445e-03  1.855e-03
ZWCL_7160               543   5.17   0.75   0.60   0.284000   0.290700  1.734e-03  1.503e-03
ZWCL_7160               543   5.17   0.75   0.70   0.284000   0.289600  2.023e-03  1.160e-03
ZWCL_7160               543   5.17   0.75   0.80   0.284000   0.287200  2.312e-03  7.910e-04
ZWCL_7160               543   5.17   0.75   0.90   0.284000   0.312800  2.601e-03  4.317e-04
# exited via overflow
ZWCL_7160               543   5.17   1.00   0.50   0.284000   0.295700  1.445e-03  1.670e-03
ZWCL_7160               543   5.17   1.00   0.60   0.284000   0.297800  1.734e-03  1.428e-03
ZWCL_7160               543   5.17   1.00   0.70   0.284000   0.293300  2.023e-03  9.252e-04
ZWCL_7160               543   5.17   1.00   0.80   0.284000   0.295900  2.312e-03  6.680e-04
ZWCL_7160               543   5.17   1.00   0.90   0.284000   0.307200  2.601e-03  3.604e-04
# exited via overflow
ZWICKY_2701            3195   5.16   0.50   0.50   0.325000   0.337500  1.120e-03  7.932e-04
ZWICKY_2701            3195   5.16   0.50   0.60   0.325000   0.336400  1.344e-03  5.799e-04
ZWICKY_2701            3195   5.16   0.50   0.70   0.325000   0.339700  1.568e-03  3.711e-04
ZWICKY_2701            3195   5.16   0.50   0.80   0.325000   0.357000  1.792e-03  2.272e-04
# exited via overflow
ZWICKY_2701            3195   5.16   0.50   0.90   0.325000   0.380900  2.016e-03  1.196e-04
# exited via overflow
ZWICKY_2701            3195   5.16   0.75   0.50   0.325000   0.336300  1.120e-03  6.104e-04
ZWICKY_2701            3195   5.16   0.75   0.60   0.325000   0.337300  1.344e-03  4.407e-04
ZWICKY_2701            3195   5.16   0.75   0.70   0.325000   0.349000  1.568e-03  3.006e-04
# exited via overflow
ZWICKY_2701            3195   5.16   0.75   0.80   0.325000   0.350500  1.792e-03  1.686e-04
# exited via overflow
ZWICKY_2701            3195   5.16   0.75   0.90   0.325000   0.388000  2.016e-03  1.063e-04
# exited via overflow
ZWICKY_2701            3195   5.16   1.00   0.50   0.325000   0.341000  1.120e-03  6.782e-04
ZWICKY_2701            3195   5.16   1.00   0.60   0.325000   0.334200  1.344e-03  4.883e-04
ZWICKY_2701            3195   5.16   1.00   0.70   0.325000   0.340300  1.568e-03  3.125e-04
ZWICKY_2701            3195   5.16   1.00   0.80   0.325000   0.357200  1.792e-03  1.686e-04
# exited via overflow
ZWICKY_2701            3195   5.16   1.00   0.90   0.325000   0.385700  2.016e-03  1.063e-04
# exited via overflow
###### Finished simulating spectra Thu Nov  2 03:46:11 2006 ######

###### Started simulating spectra at Fri Nov  3 17:37:04 2006 ######
# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2
1RXS_J2129.4-0741      3595  10.68   0.50   0.85   0.092000   0.094930  1.096e-03  1.402e-03
1RXS_J2129.4-0741      3595  10.68   0.50   0.95   0.092000   0.099010  1.225e-03  6.488e-04
exited via overflow
1RXS_J2129.4-0741      3595  10.68   0.75   0.85   0.092000   0.093120  1.096e-03  6.680e-04
1RXS_J2129.4-0741      3595  10.68   0.75   0.95   0.092000   0.104000  1.225e-03  4.089e-04
exited via overflow
1RXS_J2129.4-0741      3595  10.68   1.00   0.85   0.092000   0.095150  1.096e-03  5.219e-04
1RXS_J2129.4-0741      3595  10.68   1.00   0.95   0.092000   0.096970  1.225e-03  2.848e-04
exited via overflow
3C_220.1                839   6.11   0.50   0.85   0.012000   0.016340  1.173e-04  3.516e-06
exited via overflow
3C_220.1                839   6.11   0.50   0.95   0.012000   0.017340  1.311e-04  5.000e-06
exited via overflow
3C_220.1                839   6.11   0.75   0.85   0.012000   0.016540  1.173e-04  5.625e-06
exited via overflow
3C_220.1                839   6.11   0.75   0.95   0.012000   0.016500  1.311e-04  3.125e-06
exited via overflow
3C_220.1                839   6.11   1.00   0.85   0.012000   0.017070  1.173e-04  3.125e-06
exited via overflow
3C_220.1                839   6.11   1.00   0.95   0.012000   0.018800  1.311e-04  7.629e-07
exited via overflow
3C_28.0                3233   6.24   0.50   0.85   0.912000   0.955800  8.372e-03  7.139e-03
3C_28.0                3233   6.24   0.50   0.95   0.912000   0.971900  9.357e-03  3.331e-03
exited via overflow
3C_28.0                3233   6.24   0.75   0.85   0.912000   0.955100  8.372e-03  4.061e-03
3C_28.0                3233   6.24   0.75   0.95   0.912000   0.981600  9.357e-03  2.082e-03
exited via overflow
3C_28.0                3233   6.24   1.00   0.85   0.912000   0.945100  8.372e-03  3.014e-03
3C_28.0                3233   6.24   1.00   0.95   0.912000   0.988000  9.357e-03  1.753e-03
exited via overflow
3C_295                 2254   5.39   0.50   0.85   0.064000   0.067000  6.919e-04  4.684e-04
3C_295                 2254   5.39   0.50   0.95   0.064000   0.071910  7.733e-04  2.698e-04
exited via overflow
3C_295                 2254   5.39   0.75   0.85   0.064000   0.067150  6.919e-04  2.672e-04
exited via overflow
3C_295                 2254   5.39   0.75   0.95   0.064000   0.070710  7.733e-04  1.597e-04
exited via overflow
3C_295                 2254   5.39   1.00   0.85   0.064000   0.066370  6.919e-04  2.108e-04
3C_295                 2254   5.39   1.00   0.95   0.064000   0.069790  7.733e-04  1.420e-04
exited via overflow
#########################
# 578: no fit data in ../fits/dat/adj_robs-70_nhfro_fefro_7-7.dat
# 578: no ARF file for robs-70
# 578: no RMF file for robs-70
4C_55.16               4940   5.08   0.50   0.85   0.353000   0.384900  2.371e-03  3.204e-04
exited via overflow
4C_55.16               4940   5.08   0.50   0.95   0.353000   0.412400  2.650e-03  1.913e-04
exited via overflow
4C_55.16               4940   5.08   0.75   0.85   0.353000   0.383700  2.371e-03  2.556e-04
exited via overflow
4C_55.16               4940   5.08   0.75   0.95   0.353000   0.417500  2.650e-03  1.701e-04
exited via overflow
4C_55.16               4940   5.08   1.00   0.85   0.353000   0.387800  2.371e-03  2.556e-04
exited via overflow
4C_55.16               4940   5.08   1.00   0.95   0.353000   0.409900  2.650e-03  1.345e-04
exited via overflow
ABELL_0068             3250   9.40   0.50   0.85   0.371000   0.374600  3.239e-03  1.696e-03
ABELL_0068             3250   9.40   0.50   0.95   0.371000   0.399700  3.619e-03  1.038e-03
exited via overflow
ABELL_0068             3250   9.40   0.75   0.85   0.371000   0.384200  3.239e-03  1.202e-03
ABELL_0068             3250   9.40   0.75   0.95   0.371000   0.409100  3.619e-03  6.488e-04
exited via overflow
ABELL_0068             3250   9.40   1.00   0.85   0.371000   0.385900  3.239e-03  9.888e-04
ABELL_0068             3250   9.40   1.00   0.95   0.371000   0.387400  3.619e-03  5.396e-04
ABELL_0133             2203   4.55   0.50   0.85   1.099000   1.268000  4.700e-03  1.345e-04
exited via overflow
ABELL_0133             2203   4.55   0.50   0.95   1.099000   1.358000  5.254e-03  7.465e-05
exited via overflow
ABELL_0133             2203   4.55   0.75   0.85   1.099000   1.260000  4.700e-03  1.345e-04
exited via overflow
ABELL_0133             2203   4.55   0.75   0.95   1.099000   1.362000  5.254e-03  6.636e-05
exited via overflow
ABELL_0133             2203   4.55   1.00   0.85   1.099000   1.276000  4.700e-03  1.913e-04
exited via overflow
ABELL_0133             2203   4.55   1.00   0.95   1.099000   1.358000  5.254e-03  7.465e-05
exited via overflow
ABELL_0267             3580   6.98   0.50   0.85   0.316000   0.326600  2.737e-03  1.503e-03
ABELL_0267             3580   6.98   0.50   0.95   0.316000   0.333100  3.059e-03  8.202e-04
exited via overflow
ABELL_0267             3580   6.98   0.75   0.85   0.316000   0.331100  2.737e-03  9.916e-04
ABELL_0267             3580   6.98   0.75   0.95   0.316000   0.330900  3.059e-03  5.751e-04
ABELL_0267             3580   6.98   1.00   0.85   0.316000   0.339200  2.737e-03  8.373e-04
exited via iteration cut-off
ABELL_0267             3580   6.98   1.00   0.95   0.316000   0.349100  3.059e-03  4.856e-04
exited via overflow
ABELL_0370              515   9.88   0.50   0.85   0.383000   0.440100  2.465e-03  1.913e-04
exited via overflow
ABELL_0370              515   9.88   0.50   0.95   0.383000   0.464100  2.755e-03  8.398e-05
exited via overflow
ABELL_0370              515   9.88   0.75   0.85   0.383000   0.434600  2.465e-03  1.345e-04
exited via overflow
ABELL_0370              515   9.88   0.75   0.95   0.383000   0.474000  2.755e-03  7.465e-05
exited via overflow
ABELL_0370              515   9.88   1.00   0.85   0.383000   0.433400  2.465e-03  1.345e-04
exited via overflow
ABELL_0370              515   9.88   1.00   0.95   0.383000   0.470600  2.755e-03  7.465e-05
exited via overflow
ABELL_0383             2321   5.04   0.50   0.85   0.578000   0.648300  3.273e-03  2.421e-04
exited via overflow
ABELL_0383             2321   5.04   0.50   0.95   0.578000   0.684100  3.658e-03  1.196e-04
exited via overflow
ABELL_0383             2321   5.04   0.75   0.85   0.578000   0.646500  3.273e-03  2.152e-04
exited via overflow
ABELL_0383             2321   5.04   0.75   0.95   0.578000   0.707400  3.658e-03  1.063e-04
exited via overflow
ABELL_0383             2321   5.04   1.00   0.85   0.578000   0.648300  3.273e-03  2.152e-04
exited via overflow
ABELL_0383             2321   5.04   1.00   0.95   0.578000   0.692200  3.658e-03  1.345e-04
exited via overflow
ABELL_0399             3230   6.85   0.50   0.85   2.201000   2.293000  1.742e-02  6.364e-03
ABELL_0399             3230   6.85   0.50   0.95   2.201000   2.346000  1.947e-02  3.331e-03
exited via overflow
ABELL_0399             3230   6.85   0.75   0.85   2.201000   2.305000  1.742e-02  4.810e-03
ABELL_0399             3230   6.85   0.75   0.95   2.201000   2.360000  1.947e-02  2.472e-03
exited via iteration cut-off
exited via overflow
ABELL_0399             3230   6.85   1.00   0.85   2.201000   2.281000  1.742e-02  4.124e-03
ABELL_0399             3230   6.85   1.00   0.95   2.201000   2.361000  1.947e-02  2.197e-03
exited via overflow
ABELL_0478             1669   7.17   0.50   0.85   5.574000   5.786000  3.952e-02  1.085e-02
ABELL_0478             1669   7.17   0.50   0.95   5.574000   5.968000  4.417e-02  5.625e-03
exited via overflow
ABELL_0478             1669   7.17   0.75   0.85   5.574000   5.797000  3.952e-02  8.145e-03
ABELL_0478             1669   7.17   0.75   0.95   5.574000   6.004000  4.417e-02  4.395e-03
exited via iteration cut-off
ABELL_0478             1669   7.17   1.00   0.85   5.574000   5.810000  3.952e-02  7.717e-03
ABELL_0478             1669   7.17   1.00   0.95   5.574000   5.974000  4.417e-02  3.955e-03
exited via iteration cut-off
exited via overflow
ABELL_0478             6102   7.47   0.50   0.85   3.793000   3.929000  3.468e-02  1.929e-02
ABELL_0478             6102   7.47   0.50   0.95   3.793000   3.999000  3.876e-02  9.420e-03
exited via overflow
ABELL_0478             6102   7.47   0.75   0.85   3.793000   3.959000  3.468e-02  1.269e-02
ABELL_0478             6102   7.47   0.75   0.95   3.793000   3.989000  3.876e-02  6.680e-03
exited via overflow
ABELL_0478             6102   7.47   1.00   0.85   3.793000   3.953000  3.468e-02  1.069e-02
ABELL_0478             6102   7.47   1.00   0.95   3.793000   4.019000  3.876e-02  5.625e-03
exited via overflow
ABELL_0496             3361   5.43   0.50   0.85   1.387000   1.496000  6.435e-03  4.089e-04
exited via overflow
ABELL_0496             3361   5.43   0.50   0.95   1.387000   1.618000  7.191e-03  2.152e-04
exited via overflow
ABELL_0496             3361   5.43   0.75   0.85   1.387000   1.513000  6.435e-03  4.089e-04
exited via overflow
ABELL_0496             3361   5.43   0.75   0.95   1.387000   1.634000  7.191e-03  2.152e-04
exited via overflow
ABELL_0496             3361   5.43   1.00   0.85   1.387000   1.526000  6.435e-03  4.089e-04
exited via overflow
ABELL_0496             3361   5.43   1.00   0.95   1.387000   1.612000  7.191e-03  2.421e-04
exited via overflow
ABELL_0520             4215   7.05   0.50   0.85   0.766000   0.799400  6.919e-03  4.061e-03
ABELL_0520             4215   7.05   0.50   0.95   0.766000   0.822600  7.733e-03  2.197e-03
exited via overflow
ABELL_0520             4215   7.05   0.75   0.85   0.766000   0.801200  6.919e-03  2.538e-03
ABELL_0520             4215   7.05   0.75   0.95   0.766000   0.827500  7.733e-03  1.558e-03
exited via overflow
ABELL_0520             4215   7.05   1.00   0.85   0.766000   0.798100  6.919e-03  2.036e-03
ABELL_0520             4215   7.05   1.00   0.95   0.766000   0.830800  7.733e-03  1.157e-03
exited via overflow
ABELL_0521              430   6.46   0.50   0.85   0.744000   0.805000  4.955e-03  7.770e-04
exited via overflow
ABELL_0521              430   6.46   0.50   0.95   0.744000   0.864300  5.539e-03  3.874e-04
exited via overflow
ABELL_0521              430   6.46   0.75   0.85   0.744000   0.806400  4.955e-03  5.767e-04
exited via overflow
ABELL_0521              430   6.46   0.75   0.95   0.744000   0.862300  5.539e-03  3.444e-04
exited via overflow
ABELL_0521              430   6.46   1.00   0.85   0.744000   0.809900  4.955e-03  5.126e-04
exited via overflow
ABELL_0521              430   6.46   1.00   0.95   0.744000   0.887500  5.539e-03  3.826e-04
exited via iteration cut-off
ABELL_0576             3289   4.48   0.50   0.85   1.374000   1.473000  6.868e-03  4.856e-04
exited via overflow
ABELL_0576             3289   4.48   0.50   0.95   1.374000   1.581000  7.676e-03  2.421e-04
exited via overflow
ABELL_0576             3289   4.48   0.75   0.85   1.374000   1.488000  6.868e-03  4.556e-04
exited via overflow
ABELL_0576             3289   4.48   0.75   0.95   1.374000   1.581000  7.676e-03  2.421e-04
exited via overflow
ABELL_0576             3289   4.48   1.00   0.85   1.374000   1.486000  6.868e-03  5.126e-04
exited via overflow
ABELL_0576             3289   4.48   1.00   0.95   1.374000   1.601000  7.676e-03  3.061e-04
exited via overflow
ABELL_0586              530   6.64   0.50   0.85   0.513000   0.536400  3.995e-03  1.340e-03
ABELL_0586              530   6.64   0.50   0.95   0.513000   0.546800  4.465e-03  8.202e-04
exited via overflow
ABELL_0586              530   6.64   0.75   0.85   0.513000   0.535500  3.995e-03  9.394e-04
ABELL_0586              530   6.64   0.75   0.95   0.513000   0.542000  4.465e-03  5.411e-04
exited via overflow
ABELL_0586              530   6.64   1.00   0.85   0.513000   0.534000  3.995e-03  8.478e-04
ABELL_0586              530   6.64   1.00   0.95   0.513000   0.556500  4.465e-03  4.856e-04
exited via overflow
ABELL_0611             3194   6.84   0.50   0.85   0.348000   0.383300  2.406e-03  4.601e-04
exited via overflow
ABELL_0611             3194   6.84   0.50   0.95   0.348000   0.405300  2.688e-03  3.061e-04
exited via overflow
ABELL_0611             3194   6.84   0.75   0.85   0.348000   0.385300  2.406e-03  3.035e-04
exited via overflow
ABELL_0611             3194   6.84   0.75   0.95   0.348000   0.407000  2.688e-03  2.152e-04
exited via overflow
ABELL_0611             3194   6.84   1.00   0.85   0.348000   0.375500  2.406e-03  3.035e-04
exited via overflow
ABELL_0611             3194   6.84   1.00   0.95   0.348000   0.406100  2.688e-03  1.913e-04
exited via overflow
ABELL_0644             2211   8.03   0.50   0.85   3.823000   3.974000  2.703e-02  6.443e-03
ABELL_0644             2211   8.03   0.50   0.95   3.823000   4.114000  3.021e-02  3.331e-03
exited via overflow
ABELL_0644             2211   8.03   0.75   0.85   3.823000   4.005000  2.703e-02  5.077e-03
ABELL_0644             2211   8.03   0.75   0.95   3.823000   4.180000  3.021e-02  2.805e-03
exited via overflow
ABELL_0644             2211   8.03   1.00   0.85   3.823000   4.004000  2.703e-02  4.823e-03
ABELL_0644             2211   8.03   1.00   0.95   3.823000   4.135000  3.021e-02  2.657e-03
exited via overflow
ABELL_0665             3586   7.55   0.50   0.85   0.972000   1.019000  8.126e-03  4.556e-03
ABELL_0665             3586   7.55   0.50   0.95   0.972000   1.035000  9.082e-03  2.320e-03
exited via overflow
ABELL_0665             3586   7.55   0.75   0.85   0.972000   1.017000  8.126e-03  3.006e-03
ABELL_0665             3586   7.55   0.75   0.95   0.972000   1.059000  9.082e-03  1.558e-03
exited via overflow
ABELL_0665             3586   7.55   1.00   0.85   0.972000   1.010000  8.126e-03  2.291e-03
ABELL_0665             3586   7.55   1.00   0.95   0.972000   1.046000  9.082e-03  1.385e-03
exited via overflow
ABELL_0697             4217   9.64   0.50   0.85   0.591000   0.618400  5.431e-03  4.175e-03
ABELL_0697             4217   9.64   0.50   0.95   0.591000   0.619000  6.070e-03  2.082e-03
exited via overflow
ABELL_0697             4217   9.64   0.75   0.85   0.591000   0.610600  5.431e-03  2.411e-03
ABELL_0697             4217   9.64   0.75   0.95   0.591000   0.631500  6.070e-03  1.233e-03
exited via overflow
ABELL_0697             4217   9.64   1.00   0.85   0.591000   0.620300  5.431e-03  1.978e-03
ABELL_0697             4217   9.64   1.00   0.95   0.591000   0.624000  6.070e-03  1.096e-03
exited via overflow
