###### Started simulating spectra at Wed Nov  1 18:13:19 2006 ######
# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2
# exited via overflow
ABELL_2667             2214   6.85   1.00   0.90   0.996000   1.150000  6.192e-03  3.061e-04
# exited via overflow
ABELL_2670             4959   3.90   0.50   0.50   0.629000   0.659700  2.790e-03  4.275e-03
ABELL_2670             4959   3.90   0.50   0.60   0.629000   0.640500  3.348e-03  3.182e-03
ABELL_2670             4959   3.90   0.50   0.70   0.629000   0.652400  3.906e-03  2.442e-03
ABELL_2670             4959   3.90   0.50   0.80   0.629000   0.657300  4.464e-03  1.586e-03
ABELL_2670             4959   3.90   0.50   0.90   0.629000   0.667600  5.022e-03  9.739e-04
# exited via overflow
ABELL_2670             4959   3.90   0.75   0.50   0.629000   0.648100  2.790e-03  3.014e-03
ABELL_2670             4959   3.90   0.75   0.60   0.629000   0.660400  3.348e-03  2.570e-03
ABELL_2670             4959   3.90   0.75   0.70   0.629000   0.657600  3.906e-03  1.850e-03
ABELL_2670             4959   3.90   0.75   0.80   0.629000   0.656300  4.464e-03  1.202e-03
ABELL_2670             4959   3.90   0.75   0.90   0.629000   0.671000  5.022e-03  6.848e-04
# exited via overflow
ABELL_2670             4959   3.90   1.00   0.50   0.629000   0.657300  2.790e-03  3.006e-03
ABELL_2670             4959   3.90   1.00   0.60   0.629000   0.651200  3.348e-03  2.284e-03
ABELL_2670             4959   3.90   1.00   0.70   0.629000   0.651700  3.906e-03  1.736e-03
ABELL_2670             4959   3.90   1.00   0.80   0.629000   0.660400  4.464e-03  1.188e-03
ABELL_2670             4959   3.90   1.00   0.90   0.629000   0.667600  5.022e-03  6.425e-04
# exited via overflow
ABELL_2744             2212   9.15   0.50   0.50   1.044000   1.095000  4.225e-03  5.711e-03
ABELL_2744             2212   9.15   0.50   0.60   1.044000   1.087000  5.070e-03  4.112e-03
ABELL_2744             2212   9.15   0.50   0.70   1.044000   1.083000  5.915e-03  2.538e-03
ABELL_2744             2212   9.15   0.50   0.80   1.044000   1.124000  6.760e-03  1.356e-03
# exited via iteration cut-off
ABELL_2744             2212   9.15   0.50   0.90   1.044000   1.195000  7.605e-03  6.974e-04
# exited via overflow
ABELL_2744             2212   9.15   0.75   0.50   1.044000   1.090000  4.225e-03  4.112e-03
ABELL_2744             2212   9.15   0.75   0.60   1.044000   1.071000  5.070e-03  2.863e-03
ABELL_2744             2212   9.15   0.75   0.70   1.044000   1.086000  5.915e-03  1.879e-03
ABELL_2744             2212   9.15   0.75   0.80   1.044000   1.116000  6.760e-03  1.028e-03
# exited via overflow
ABELL_2744             2212   9.15   0.75   0.90   1.044000   1.196000  7.605e-03  6.199e-04
# exited via overflow
ABELL_2744             2212   9.15   1.00   0.50   1.044000   1.085000  4.225e-03  3.665e-03
ABELL_2744             2212   9.15   1.00   0.60   1.044000   1.092000  5.070e-03  2.856e-03
ABELL_2744             2212   9.15   1.00   0.70   1.044000   1.075000  5.915e-03  1.675e-03
ABELL_2744             2212   9.15   1.00   0.80   1.044000   1.139000  6.760e-03  1.028e-03
# exited via overflow
ABELL_2744             2212   9.15   1.00   0.90   1.044000   1.186000  7.605e-03  4.358e-04
# exited via overflow
ABELL_3112             2516   5.33   0.50   0.50   2.408000   2.467000  6.750e-03  2.713e-03
ABELL_3112             2516   5.33   0.50   0.60   2.408000   2.526000  8.100e-03  2.062e-03
ABELL_3112             2516   5.33   0.50   0.70   2.408000   2.515000  9.450e-03  1.269e-03
ABELL_3112             2516   5.33   0.50   0.80   2.408000   2.573000  1.080e-02  6.425e-04
# exited via overflow
ABELL_3112             2516   5.33   0.50   0.90   2.408000   2.773000  1.215e-02  3.874e-04
# exited via overflow
ABELL_3112             2516   5.33   0.75   0.50   2.408000   2.478000  6.750e-03  2.570e-03
ABELL_3112             2516   5.33   0.75   0.60   2.408000   2.514000  8.100e-03  1.856e-03
ABELL_3112             2516   5.33   0.75   0.70   2.408000   2.510000  9.450e-03  1.202e-03
ABELL_3112             2516   5.33   0.75   0.80   2.408000   2.581000  1.080e-02  6.425e-04
# exited via overflow
ABELL_3112             2516   5.33   0.75   0.90   2.408000   2.791000  1.215e-02  3.874e-04
# exited via overflow
ABELL_3112             2516   5.33   1.00   0.50   2.408000   2.513000  6.750e-03  3.006e-03
ABELL_3112             2516   5.33   1.00   0.60   2.408000   2.510000  8.100e-03  2.170e-03
ABELL_3112             2516   5.33   1.00   0.70   2.408000   2.515000  9.450e-03  1.410e-03
ABELL_3112             2516   5.33   1.00   0.80   2.408000   2.584000  1.080e-02  7.228e-04
# exited via overflow
ABELL_3112             2516   5.33   1.00   0.90   2.408000   2.767000  1.215e-02  3.874e-04
# exited via overflow
ABELL_3158             3201   4.89   0.50   0.50   2.982000   3.120000  1.230e-02  1.484e-02
ABELL_3158             3201   4.89   0.50   0.60   2.982000   3.083000  1.476e-02  1.142e-02
ABELL_3158             3201   4.89   0.50   0.70   2.982000   3.126000  1.722e-02  8.681e-03
ABELL_3158             3201   4.89   0.50   0.80   2.982000   3.101000  1.968e-02  5.359e-03
ABELL_3158             3201   4.89   0.50   0.90   2.982000   3.176000  2.214e-02  3.125e-03
# exited via overflow
ABELL_3158             3201   4.89   0.75   0.50   2.982000   3.078000  1.230e-02  1.142e-02
ABELL_3158             3201   4.89   0.75   0.60   2.982000   3.110000  1.476e-02  9.138e-03
ABELL_3158             3201   4.89   0.75   0.70   2.982000   3.117000  1.722e-02  6.945e-03
ABELL_3158             3201   4.89   0.75   0.80   2.982000   3.088000  1.968e-02  4.187e-03
ABELL_3158             3201   4.89   0.75   0.90   2.982000   3.176000  2.214e-02  2.442e-03
# exited via iteration cut-off
ABELL_3158             3201   4.89   1.00   0.50   2.982000   3.114000  1.230e-02  1.142e-02
ABELL_3158             3201   4.89   1.00   0.60   2.982000   3.123000  1.476e-02  9.138e-03
ABELL_3158             3201   4.89   1.00   0.70   2.982000   3.106000  1.722e-02  6.598e-03
ABELL_3158             3201   4.89   1.00   0.80   2.982000   3.109000  1.968e-02  4.187e-03
ABELL_3158             3201   4.89   1.00   0.90   2.982000   3.193000  2.214e-02  2.442e-03
# exited via iteration cut-off
ABELL_3266              899   9.07   0.50   0.50   1.763000   1.849000  7.300e-03  8.122e-03
ABELL_3266              899   9.07   0.50   0.60   1.763000   1.837000  8.760e-03  6.346e-03
ABELL_3266              899   9.07   0.50   0.70   1.763000   1.832000  1.022e-02  4.639e-03
ABELL_3266              899   9.07   0.50   0.80   1.763000   1.822000  1.168e-02  3.014e-03
ABELL_3266              899   9.07   0.50   0.90   1.763000   1.898000  1.314e-02  1.736e-03
# exited via overflow
ABELL_3266              899   9.07   0.75   0.50   1.763000   1.826000  7.300e-03  6.346e-03
ABELL_3266              899   9.07   0.75   0.60   1.763000   1.850000  8.760e-03  5.140e-03
ABELL_3266              899   9.07   0.75   0.70   1.763000   1.847000  1.022e-02  3.906e-03
ABELL_3266              899   9.07   0.75   0.80   1.763000   1.851000  1.168e-02  2.538e-03
ABELL_3266              899   9.07   0.75   0.90   1.763000   1.856000  1.314e-02  1.221e-03
# exited via overflow
ABELL_3266              899   9.07   1.00   0.50   1.763000   1.818000  7.300e-03  6.346e-03
ABELL_3266              899   9.07   1.00   0.60   1.763000   1.845000  8.760e-03  5.140e-03
ABELL_3266              899   9.07   1.00   0.70   1.763000   1.846000  1.022e-02  3.906e-03
ABELL_3266              899   9.07   1.00   0.80   1.763000   1.834000  1.168e-02  2.411e-03
ABELL_3266              899   9.07   1.00   0.90   1.763000   1.861000  1.314e-02  1.289e-03
# exited via overflow
ABELL_3558             1646   6.78   0.50   0.50   2.451000   2.524000  6.900e-03  3.858e-03
ABELL_3558             1646   6.78   0.50   0.60   2.451000   2.558000  8.280e-03  2.863e-03
ABELL_3558             1646   6.78   0.50   0.70   2.451000   2.566000  9.660e-03  1.856e-03
ABELL_3558             1646   6.78   0.50   0.80   2.451000   2.601000  1.104e-02  1.028e-03
# exited via overflow
ABELL_3558             1646   6.78   0.50   0.90   2.451000   2.812000  1.242e-02  6.199e-04
# exited via overflow
ABELL_3558             1646   6.78   0.75   0.50   2.451000   2.559000  6.900e-03  3.711e-03
ABELL_3558             1646   6.78   0.75   0.60   2.451000   2.569000  8.280e-03  2.713e-03
ABELL_3558             1646   6.78   0.75   0.70   2.451000   2.558000  9.660e-03  1.758e-03
ABELL_3558             1646   6.78   0.75   0.80   2.451000   2.649000  1.104e-02  1.028e-03
# exited via overflow
ABELL_3558             1646   6.78   0.75   0.90   2.451000   2.784000  1.242e-02  4.358e-04
# exited via iteration cut-off
# exited via overflow
ABELL_3558             1646   6.78   1.00   0.50   2.451000   2.507000  6.900e-03  3.858e-03
ABELL_3558             1646   6.78   1.00   0.60   2.451000   2.569000  8.280e-03  3.014e-03
ABELL_3558             1646   6.78   1.00   0.70   2.451000   2.568000  9.660e-03  2.082e-03
ABELL_3558             1646   6.78   1.00   0.80   2.451000   2.614000  1.104e-02  1.028e-03
# exited via overflow
ABELL_3558             1646   6.78   1.00   0.90   2.451000   2.778000  1.242e-02  6.199e-04
# exited via overflow
ABELL_3562             4167   4.76   0.50   0.50   0.966000   0.990500  4.040e-03  5.077e-03
ABELL_3562             4167   4.76   0.50   0.60   0.966000   0.998400  4.848e-03  3.906e-03
ABELL_3562             4167   4.76   0.50   0.70   0.966000   1.005000  5.656e-03  3.125e-03
ABELL_3562             4167   4.76   0.50   0.80   0.966000   1.005000  6.464e-03  2.087e-03
ABELL_3562             4167   4.76   0.50   0.90   0.966000   1.007000  7.272e-03  1.157e-03
# exited via overflow
ABELL_3562             4167   4.76   0.75   0.50   0.966000   1.014000  4.040e-03  4.061e-03
ABELL_3562             4167   4.76   0.75   0.60   0.966000   1.004000  4.848e-03  3.173e-03
ABELL_3562             4167   4.76   0.75   0.70   0.966000   1.010000  5.656e-03  2.442e-03
ABELL_3562             4167   4.76   0.75   0.80   0.966000   1.008000  6.464e-03  1.670e-03
ABELL_3562             4167   4.76   0.75   0.90   0.966000   1.032000  7.272e-03  9.739e-04
# exited via overflow
ABELL_3562             4167   4.76   1.00   0.50   0.966000   1.006000  4.040e-03  3.858e-03
ABELL_3562             4167   4.76   1.00   0.60   0.966000   1.010000  4.848e-03  3.173e-03
ABELL_3562             4167   4.76   1.00   0.70   0.966000   0.990200  5.656e-03  2.203e-03
ABELL_3562             4167   4.76   1.00   0.80   0.966000   1.005000  6.464e-03  1.586e-03
ABELL_3562             4167   4.76   1.00   0.90   0.966000   1.023000  7.272e-03  8.657e-04
# exited via overflow
ABELL_3571             4203   7.69   0.50   0.50   1.815000   1.883000  5.400e-03  3.858e-03
ABELL_3571             4203   7.69   0.50   0.60   1.815000   1.905000  6.480e-03  3.014e-03
ABELL_3571             4203   7.69   0.50   0.70   1.815000   1.878000  7.560e-03  1.983e-03
ABELL_3571             4203   7.69   0.50   0.80   1.815000   1.901000  8.640e-03  1.142e-03
ABELL_3571             4203   7.69   0.50   0.90   1.815000   2.002000  9.720e-03  6.199e-04
# exited via overflow
ABELL_3571             4203   7.69   0.75   0.50   1.815000   1.894000  5.400e-03  3.525e-03
ABELL_3571             4203   7.69   0.75   0.60   1.815000   1.902000  6.480e-03  2.713e-03
ABELL_3571             4203   7.69   0.75   0.70   1.815000   1.892000  7.560e-03  1.856e-03
ABELL_3571             4203   7.69   0.75   0.80   1.815000   1.923000  8.640e-03  1.085e-03
# exited via overflow
ABELL_3571             4203   7.69   0.75   0.90   1.815000   1.982000  9.720e-03  5.176e-04
# exited via overflow
ABELL_3571             4203   7.69   1.00   0.50   1.815000   1.876000  5.400e-03  3.711e-03
ABELL_3571             4203   7.69   1.00   0.60   1.815000   1.884000  6.480e-03  2.863e-03
ABELL_3571             4203   7.69   1.00   0.70   1.815000   1.901000  7.560e-03  2.062e-03
ABELL_3571             4203   7.69   1.00   0.80   1.815000   1.902000  8.640e-03  1.085e-03
# exited via iteration cut-off
# exited via overflow
ABELL_3571             4203   7.69   1.00   0.90   1.815000   1.996000  9.720e-03  6.543e-04
# exited via overflow
ABELL_3667             5751   6.56   0.50   0.50   3.571000   3.733000  1.670e-02  2.405e-02
ABELL_3667             5751   6.56   0.50   0.60   3.571000   3.734000  2.004e-02  1.929e-02
ABELL_3667             5751   6.56   0.50   0.70   3.571000   3.709000  2.338e-02  1.406e-02
ABELL_3667             5751   6.56   0.50   0.80   3.571000   3.735000  2.672e-02  9.500e-03
ABELL_3667             5751   6.56   0.50   0.90   3.571000   3.745000  3.006e-02  4.652e-03
# exited via overflow
ABELL_3667             5751   6.56   0.75   0.50   3.571000   3.725000  1.670e-02  1.828e-02
ABELL_3667             5751   6.56   0.75   0.60   3.571000   3.740000  2.004e-02  1.462e-02
ABELL_3667             5751   6.56   0.75   0.70   3.571000   3.727000  2.338e-02  1.085e-02
ABELL_3667             5751   6.56   0.75   0.80   3.571000   3.725000  2.672e-02  7.051e-03
ABELL_3667             5751   6.56   0.75   0.90   3.571000   3.773000  3.006e-02  3.907e-03
# exited via iteration cut-off
ABELL_3667             5751   6.56   1.00   0.50   3.571000   3.717000  1.670e-02  1.736e-02
ABELL_3667             5751   6.56   1.00   0.60   3.571000   3.743000  2.004e-02  1.410e-02
ABELL_3667             5751   6.56   1.00   0.70   3.571000   3.725000  2.338e-02  1.031e-02
ABELL_3667             5751   6.56   1.00   0.80   3.571000   3.713000  2.672e-02  6.699e-03
ABELL_3667             5751   6.56   1.00   0.90   3.571000   3.798000  3.006e-02  3.907e-03
# exited via iteration cut-off
ABELL_4038             4992   2.99   0.50   0.50   2.796000   2.912000  1.230e-02  1.269e-02
ABELL_4038             4992   2.99   0.50   0.60   2.796000   2.930000  1.476e-02  1.028e-02
ABELL_4038             4992   2.99   0.50   0.70   2.796000   2.933000  1.722e-02  7.813e-03
ABELL_4038             4992   2.99   0.50   0.80   2.796000   2.904000  1.968e-02  4.810e-03
ABELL_4038             4992   2.99   0.50   0.90   2.796000   2.933000  2.214e-02  2.320e-03
# exited via overflow
ABELL_4038             4992   2.99   0.75   0.50   2.796000   2.888000  1.230e-02  1.015e-02
ABELL_4038             4992   2.99   0.75   0.60   2.796000   2.933000  1.476e-02  8.224e-03
ABELL_4038             4992   2.99   0.75   0.70   2.796000   2.902000  1.722e-02  5.938e-03
ABELL_4038             4992   2.99   0.75   0.80   2.796000   2.906000  1.968e-02  3.768e-03
ABELL_4038             4992   2.99   0.75   0.90   2.796000   2.983000  2.214e-02  2.170e-03
# exited via iteration cut-off
ABELL_4038             4992   2.99   1.00   0.50   2.796000   2.901000  1.230e-02  1.015e-02
ABELL_4038             4992   2.99   1.00   0.60   2.796000   2.919000  1.476e-02  8.224e-03
ABELL_4038             4992   2.99   1.00   0.70   2.796000   2.904000  1.722e-02  5.938e-03
ABELL_4038             4992   2.99   1.00   0.80   2.796000   2.932000  1.968e-02  3.966e-03
ABELL_4038             4992   2.99   1.00   0.90   2.796000   2.987000  2.214e-02  2.170e-03
# exited via iteration cut-off
AC_114                 1562   6.95   0.50   0.50   0.533000   0.553000  2.060e-03  1.586e-03
AC_114                 1562   6.95   0.50   0.60   0.533000   0.556100  2.472e-03  1.085e-03
AC_114                 1562   6.95   0.50   0.70   0.533000   0.553600  2.884e-03  6.029e-04
# exited via overflow
AC_114                 1562   6.95   0.50   0.80   0.533000   0.583000  3.296e-03  3.035e-04
# exited via overflow
AC_114                 1562   6.95   0.50   0.90   0.533000   0.624800  3.708e-03  1.913e-04
# exited via overflow
AC_114                 1562   6.95   0.75   0.50   0.533000   0.542200  2.060e-03  1.160e-03
AC_114                 1562   6.95   0.75   0.60   0.533000   0.554200  2.472e-03  8.681e-04
AC_114                 1562   6.95   0.75   0.70   0.533000   0.558900  2.884e-03  5.233e-04
AC_114                 1562   6.95   0.75   0.80   0.533000   0.590900  3.296e-03  2.875e-04
# exited via overflow
AC_114                 1562   6.95   0.75   0.90   0.533000   0.643900  3.708e-03  1.701e-04
# exited via overflow
AC_114                 1562   6.95   1.00   0.50   0.533000   0.558300  2.060e-03  1.202e-03
AC_114                 1562   6.95   1.00   0.60   0.533000   0.540200  2.472e-03  7.835e-04
AC_114                 1562   6.95   1.00   0.70   0.533000   0.556600  2.884e-03  4.944e-04
AC_114                 1562   6.95   1.00   0.80   0.533000   0.587700  3.296e-03  2.421e-04
# exited via overflow
AC_114                 1562   6.95   1.00   0.90   0.533000   0.635000  3.708e-03  1.701e-04
# exited via overflow
CL_0024+17              929   4.99   0.50   0.50   0.045000   0.043410  1.960e-04  1.973e-04
CL_0024+17              929   4.99   0.50   0.60   0.045000   0.045860  2.352e-04  1.522e-04
CL_0024+17              929   4.99   0.50   0.70   0.045000   0.044020  2.744e-04  1.023e-04
CL_0024+17              929   4.99   0.50   0.80   0.045000   0.046370  3.136e-04  6.848e-05
CL_0024+17              929   4.99   0.50   0.90   0.045000   0.050510  3.528e-04  3.691e-05
# exited via overflow
CL_0024+17              929   4.99   0.75   0.50   0.045000   0.046910  1.960e-04  1.503e-04
CL_0024+17              929   4.99   0.75   0.60   0.045000   0.042910  2.352e-04  1.082e-04
# exited via overflow
CL_0024+17              929   4.99   0.75   0.70   0.045000   0.047190  2.744e-04  8.924e-05
CL_0024+17              929   4.99   0.75   0.80   0.045000   0.049180  3.136e-04  4.930e-05
# exited via overflow
CL_0024+17              929   4.99   0.75   0.90   0.045000   0.053490  3.528e-04  2.916e-05
# exited via overflow
CL_0024+17              929   4.99   1.00   0.50   0.045000   0.046930  1.960e-04  1.428e-04
CL_0024+17              929   4.99   1.00   0.60   0.045000   0.046980  2.352e-04  1.099e-04
CL_0024+17              929   4.99   1.00   0.70   0.045000   0.045760  2.744e-04  8.350e-05
CL_0024+17              929   4.99   1.00   0.80   0.045000   0.048830  3.136e-04  5.204e-05
# exited via overflow
CL_0024+17              929   4.99   1.00   0.90   0.045000   0.054390  3.528e-04  3.281e-05
# exited via overflow
CL_1221+4918           1662   6.97   0.50   0.50   0.025000   0.024130  2.130e-04  2.399e-03
CL_1221+4918           1662   6.97   0.50   0.60   0.025000   0.026250  2.556e-04  1.670e-03
CL_1221+4918           1662   6.97   0.50   0.70   0.025000   0.026120  2.982e-04  1.224e-03
CL_1221+4918           1662   6.97   0.50   0.80   0.025000   0.026180  3.408e-04  8.373e-04
CL_1221+4918           1662   6.97   0.50   0.90   0.025000   0.026240  3.834e-04  5.995e-04
CL_1221+4918           1662   6.97   0.75   0.50   0.025000   0.024790  2.130e-04  1.122e-03
CL_1221+4918           1662   6.97   0.75   0.60   0.025000   0.026110  2.556e-04  7.515e-04
CL_1221+4918           1662   6.97   0.75   0.70   0.025000   0.025940  2.982e-04  6.346e-04
CL_1221+4918           1662   6.97   0.75   0.80   0.025000   0.026060  3.408e-04  3.757e-04
CL_1221+4918           1662   6.97   0.75   0.90   0.025000   0.027020  3.834e-04  2.672e-04
# exited via overflow
CL_1221+4918           1662   6.97   1.00   0.50   0.025000   0.026170  2.130e-04  6.763e-04
CL_1221+4918           1662   6.97   1.00   0.60   0.025000   0.025870  2.556e-04  5.426e-04
CL_1221+4918           1662   6.97   1.00   0.70   0.025000   0.026040  2.982e-04  4.328e-04
CL_1221+4918           1662   6.97   1.00   0.80   0.025000   0.026250  3.408e-04  2.486e-04
# exited via overflow
CL_1221+4918           1662   6.97   1.00   0.90   0.025000   0.027420  3.834e-04  1.780e-04
# exited via overflow
CL_J0542.8-4100         914   5.77   0.50   0.50   0.021000   0.021830  1.625e-04  1.072e-03
CL_J0542.8-4100         914   5.77   0.50   0.60   0.021000   0.021710  1.950e-04  9.138e-04
CL_J0542.8-4100         914   5.77   0.50   0.70   0.021000   0.021980  2.275e-04  6.104e-04
CL_J0542.8-4100         914   5.77   0.50   0.80   0.021000   0.021710  2.600e-04  4.123e-04
CL_J0542.8-4100         914   5.77   0.50   0.90   0.021000   0.021670  2.925e-04  3.290e-04
CL_J0542.8-4100         914   5.77   0.75   0.50   0.021000   0.022010  1.625e-04  5.426e-04
CL_J0542.8-4100         914   5.77   0.75   0.60   0.021000   0.021270  1.950e-04  4.407e-04
CL_J0542.8-4100         914   5.77   0.75   0.70   0.021000   0.020680  2.275e-04  3.196e-04
CL_J0542.8-4100         914   5.77   0.75   0.80   0.021000   0.021920  2.600e-04  2.313e-04
CL_J0542.8-4100         914   5.77   0.75   0.90   0.021000   0.023650  2.925e-04  1.196e-04
# exited via overflow
CL_J0542.8-4100         914   5.77   1.00   0.50   0.021000   0.021180  1.625e-04  3.966e-04
CL_J0542.8-4100         914   5.77   1.00   0.60   0.021000   0.021800  1.950e-04  3.525e-04
CL_J0542.8-4100         914   5.77   1.00   0.70   0.021000   0.020810  2.275e-04  2.532e-04
CL_J0542.8-4100         914   5.77   1.00   0.80   0.021000   0.021920  2.600e-04  1.948e-04
CL_J0542.8-4100         914   5.77   1.00   0.90   0.021000   0.021370  2.925e-04  9.861e-05
CL_J1113.1-2615         915   4.15   0.50   0.50   0.005000   0.004796  5.400e-05  4.871e-04
CL_J1113.1-2615         915   4.15   0.50   0.60   0.005000   0.004857  6.480e-05  3.738e-04
CL_J1113.1-2615         915   4.15   0.50   0.70   0.005000   0.004736  7.560e-05  2.174e-04
# exited via overflow
CL_J1113.1-2615         915   4.15   0.50   0.80   0.005000   0.005045  8.640e-05  1.736e-04
CL_J1113.1-2615         915   4.15   0.50   0.90   0.005000   0.005155  9.720e-05  8.327e-05
# exited via overflow
CL_J1113.1-2615         915   4.15   0.75   0.50   0.005000   0.004987  5.400e-05  2.307e-04
CL_J1113.1-2615         915   4.15   0.75   0.60   0.005000   0.005500  6.480e-05  1.574e-04
# exited via overflow
CL_J1113.1-2615         915   4.15   0.75   0.70   0.005000   0.005247  7.560e-05  1.221e-04
CL_J1113.1-2615         915   4.15   0.75   0.80   0.005000   0.005195  8.640e-05  8.327e-05
# exited via overflow
CL_J1113.1-2615         915   4.15   0.75   0.90   0.005000   0.005746  9.720e-05  4.383e-05
# exited via overflow
CL_J1113.1-2615         915   4.15   1.00   0.50   0.005000   0.005070  5.400e-05  1.670e-04
CL_J1113.1-2615         915   4.15   1.00   0.60   0.005000   0.005191  6.480e-05  9.645e-05
CL_J1113.1-2615         915   4.15   1.00   0.70   0.005000   0.005023  7.560e-05  6.867e-05
CL_J1113.1-2615         915   4.15   1.00   0.80   0.005000   0.005024  8.640e-05  5.547e-05
# exited via overflow
CL_J1113.1-2615         915   4.15   1.00   0.90   0.005000   0.005604  9.720e-05  2.435e-05
# exited via overflow
CL_J1226.9+3332         932  27.16   0.50   0.50   0.065000   0.066610  4.510e-04  9.619e-04
CL_J1226.9+3332         932  27.16   0.50   0.60   0.065000   0.065090  5.412e-04  6.012e-04
CL_J1226.9+3332         932  27.16   0.50   0.70   0.065000   0.065070  6.314e-04  4.383e-04
CL_J1226.9+3332         932  27.16   0.50   0.80   0.065000   0.072660  7.216e-04  2.152e-04
# exited via overflow
CL_J1226.9+3332         932  27.16   0.50   0.90   0.065000   0.078170  8.118e-04  9.448e-05
# exited via overflow
CL_J1226.9+3332         932  27.16   0.75   0.50   0.065000   0.067740  4.510e-04  5.641e-04
CL_J1226.9+3332         932  27.16   0.75   0.60   0.065000   0.066010  5.412e-04  3.299e-04
CL_J1226.9+3332         932  27.16   0.75   0.70   0.065000   0.064950  6.314e-04  2.658e-04
CL_J1226.9+3332         932  27.16   0.75   0.80   0.065000   0.081250  7.216e-04  1.250e-04
# exited via overflow
CL_J1226.9+3332         932  27.16   0.75   0.90   0.065000   0.077310  8.118e-04  5.249e-05
# exited via overflow
CL_J1226.9+3332         932  27.16   1.00   0.50   0.065000   0.064080  4.510e-04  4.384e-04
CL_J1226.9+3332         932  27.16   1.00   0.60   0.065000   0.065970  5.412e-04  3.043e-04
CL_J1226.9+3332         932  27.16   1.00   0.70   0.065000   0.078410  6.314e-04  1.670e-04
# exited via overflow
CL_J1226.9+3332         932  27.16   1.00   0.80   0.065000   0.070540  7.216e-04  9.368e-05
# exited via overflow
CL_J1226.9+3332         932  27.16   1.00   0.90   0.065000   0.084310  8.118e-04  5.249e-05
# exited via overflow
CL_J2302.8+0844         918   5.10   0.50   0.50   0.009000   0.009201  7.650e-05  9.277e-04
CL_J2302.8+0844         918   5.10   0.50   0.60   0.009000   0.009034  9.180e-05  6.443e-04
CL_J2302.8+0844         918   5.10   0.50   0.70   0.009000   0.009041  1.071e-04  5.411e-04
CL_J2302.8+0844         918   5.10   0.50   0.80   0.009000   0.009182  1.224e-04  4.123e-04
CL_J2302.8+0844         918   5.10   0.50   0.90   0.009000   0.009187  1.377e-04  2.493e-04
CL_J2302.8+0844         918   5.10   0.75   0.50   0.009000   0.008790  7.650e-05  4.153e-04
CL_J2302.8+0844         918   5.10   0.75   0.60   0.009000   0.009012  9.180e-05  3.340e-04
CL_J2302.8+0844         918   5.10   0.75   0.70   0.009000   0.009234  1.071e-04  2.705e-04
CL_J2302.8+0844         918   5.10   0.75   0.80   0.009000   0.009428  1.224e-04  2.164e-04
CL_J2302.8+0844         918   5.10   0.75   0.90   0.009000   0.009348  1.377e-04  1.239e-04
# exited via overflow
CL_J2302.8+0844         918   5.10   1.00   0.50   0.009000   0.009021  7.650e-05  2.435e-04
CL_J2302.8+0844         918   5.10   1.00   0.60   0.009000   0.009044  9.180e-05  1.989e-04
CL_J2302.8+0844         918   5.10   1.00   0.70   0.009000   0.009064  1.071e-04  1.611e-04
CL_J2302.8+0844         918   5.10   1.00   0.80   0.009000   0.008932  1.224e-04  1.420e-04
CL_J2302.8+0844         918   5.10   1.00   0.90   0.009000   0.009685  1.377e-04  8.327e-05
# exited via overflow
CYGNUS_A                360   6.76   0.50   0.50   1.666000   1.744000  6.150e-03  4.809e-03
CYGNUS_A                360   6.76   0.50   0.60   1.666000   1.737000  7.380e-03  3.858e-03
CYGNUS_A                360   6.76   0.50   0.70   1.666000   1.745000  8.610e-03  3.014e-03
CYGNUS_A                360   6.76   0.50   0.80   1.666000   1.744000  9.840e-03  2.087e-03
CYGNUS_A                360   6.76   0.50   0.90   1.666000   1.748000  1.107e-02  1.085e-03
# exited via overflow
CYGNUS_A                360   6.76   0.75   0.50   1.666000   1.699000  6.150e-03  3.711e-03
CYGNUS_A                360   6.76   0.75   0.60   1.666000   1.707000  7.380e-03  3.014e-03
CYGNUS_A                360   6.76   0.75   0.70   1.666000   1.729000  8.610e-03  2.319e-03
CYGNUS_A                360   6.76   0.75   0.80   1.666000   1.736000  9.840e-03  1.586e-03
CYGNUS_A                360   6.76   0.75   0.90   1.666000   1.780000  1.107e-02  1.028e-03
# exited via overflow
CYGNUS_A                360   6.76   1.00   0.50   1.666000   1.729000  6.150e-03  4.061e-03
CYGNUS_A                360   6.76   1.00   0.60   1.666000   1.712000  7.380e-03  3.173e-03
CYGNUS_A                360   6.76   1.00   0.70   1.666000   1.736000  8.610e-03  2.442e-03
CYGNUS_A                360   6.76   1.00   0.80   1.666000   1.747000  9.840e-03  1.758e-03
CYGNUS_A                360   6.76   1.00   0.90   1.666000   1.761000  1.107e-02  1.028e-03
# exited via overflow
ESO_3060170            3189   2.48   0.50   0.50   0.160000   0.167600  7.100e-04  7.932e-04
ESO_3060170            3189   2.48   0.50   0.60   0.160000   0.167300  8.520e-04  6.763e-04
ESO_3060170            3189   2.48   0.50   0.70   0.160000   0.164300  9.940e-04  4.395e-04
ESO_3060170            3189   2.48   0.50   0.80   0.160000   0.163900  1.136e-03  2.998e-04
ESO_3060170            3189   2.48   0.50   0.90   0.160000   0.171700  1.278e-03  1.983e-04
# exited via overflow
ESO_3060170            3189   2.48   0.75   0.50   0.160000   0.161600  7.100e-04  5.711e-04
ESO_3060170            3189   2.48   0.75   0.60   0.160000   0.167400  8.520e-04  4.823e-04
