ABELL_2554                  1696   0.04   3.69  2.04  0.00  0.00  5.29  4.89  5.73  0.33  0.20  0.47   3.74e-03   3.60e-03   3.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1103  0.606   37.2   0.99    232
ABELL_2556                  2226   0.05   3.90  2.02  0.00  0.00  3.50  3.35  3.65  0.34  0.27  0.41   6.92e-03   6.71e-03   7.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0862  1.123   52.5   0.99    266
ABELL_2589                  3210   0.10   2.38  3.98  0.00  0.00  3.65  3.24  4.12  0.63  0.38  0.96   5.85e-03   5.30e-03   6.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  1.115   76.6   1.24     69
ABELL_2597                   922   0.05   1.13  2.51  0.00  0.00  4.02  3.85  4.19  0.35  0.27  0.42   6.38e-03   6.22e-03   6.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0854  1.126   94.4   1.14    205
ABELL_2626                  3192   0.07   3.10  4.30  0.00  0.00  3.29  3.19  3.40  0.51  0.44  0.58   6.87e-03   6.68e-03   7.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0573  1.159   64.5   1.03    270
ABELL_2634                  4816   0.13   2.21  5.07  0.00  0.00  3.73  3.47  4.02  0.41  0.29  0.55   1.02e-03   9.72e-04   1.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.173   35.7   0.87    192
ABELL_3112                  2516   0.06   3.00  2.50  0.00  0.00  5.17  5.01  5.34  0.55  0.49  0.62   1.63e-02   1.60e-02   1.66e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  2.950   84.0   1.26    321
ABELL_3158                  3201   0.07   7.08  1.60  0.00  0.00  4.94  4.83  5.05  0.41  0.36  0.45   2.73e-02   2.70e-02   2.77e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  3.400   85.4   1.12    414
ABELL_3266                   899   0.07   3.80  1.72  0.00  0.00  9.07  8.68  9.49  0.29  0.22  0.36   1.60e-02   1.58e-02   1.63e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  1.921   90.7   1.13    385
ABELL_3558                  1646   0.08   3.03  3.84  0.00  0.00  6.60  6.33  6.89  0.54  0.45  0.63   1.62e-02   1.59e-02   1.65e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0480  2.989   84.4   1.00    306
ABELL_3562                  4167   0.08   5.41  3.90  0.00  0.00  4.59  4.44  4.76  0.39  0.32  0.46   1.35e-02   1.32e-02   1.38e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0490  1.615   83.5   1.03    339
ABELL_3571                  4203   0.11   2.17  4.66  0.00  0.00  7.77  7.55  8.00  0.49  0.43  0.55   1.75e-02   1.73e-02   1.77e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0391  3.064   92.0   1.18    390
ABELL_3667                  5751   0.07   6.11  5.45  0.00  0.00  6.51  6.44  6.59  0.37  0.35  0.39   3.41e-02   3.39e-02   3.43e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0556  3.719   87.9   1.78    428
ABELL_4038                  4992   0.13   8.00  1.57  0.00  0.00  3.11  3.06  3.16  0.41  0.39  0.44   3.02e-02   2.98e-02   3.06e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  3.626   81.2   1.17    424
CYGNUS_A                     360   0.07   2.39 29.89 29.15 30.64  7.68  7.38  8.01  0.48  0.42  0.54   1.75e-02   1.72e-02   1.77e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  2.398   83.2   1.18    400
ESO_3060170                 3189   0.11   5.29  3.43  0.00  0.00  2.71  2.58  2.84  0.42  0.34  0.52   7.00e-03   6.67e-03   7.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.822   74.1   1.06    213
ESO_5520200                 3206   0.13   5.77  4.29  0.00  0.00  2.37  2.23  2.53  0.53  0.42  0.66   3.54e-03   3.31e-03   3.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.435   55.2   1.16    226
EXO_0422-086                4183   0.10   7.87  6.22  0.00  0.00  3.40  3.27  3.54  0.38  0.30  0.46   1.69e-02   1.64e-02   1.75e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  1.924   74.0   0.86    286
HERCULES_A                  1625   0.02   2.32  6.27  0.00  0.00  4.37  4.10  4.68  0.32  0.21  0.45   4.45e-03   4.26e-03   4.64e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.645   67.3   0.98    178
HYDRA_A                     4970   0.07   4.66  3.35  3.07  3.63  4.00  3.95  4.05  0.39  0.37  0.41   2.73e-02   2.71e-02   2.76e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0549  4.413   74.4   1.43    427
MKW_04                      3234   0.21   3.83  1.90  0.00  0.00  2.06  1.99  2.13  0.55  0.48  0.62   2.72e-03   2.61e-03   2.83e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0198  0.515   43.3   1.05    218
MS_0440.5+0204              4196   0.02   3.02  9.10  0.00  0.00  4.87  3.69  5.83  0.37  0.18  0.57   2.29e-03   2.10e-03   2.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.262   17.5 194.89    163
OPHIUCHUS                   3200   0.15   3.00 31.37 31.02 31.71 11.12 10.85 11.41  0.41  0.37  0.44   7.13e-02   7.09e-02   7.17e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  9.122   93.4   1.12    427
PKS_0745-191            6103+508   0.04   5.81 38.43 37.60 39.28 10.46  9.96 11.01  0.48  0.43  0.54   4.49e-02   4.43e-02   4.55e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  4.004   86.8   1.15    786
RX_J0819.6+6336             2199   0.03   2.98  4.11  0.00  0.00  3.87  3.48  4.33  0.16  0.02  0.31   2.90e-03   2.73e-03   3.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.440   45.8   1.06    146
RX_J0820.9+0752             1647   0.04   3.03  2.37  0.00  0.00  2.64  1.71  3.81  0.36  0.08  0.55   2.40e-03   1.90e-03   2.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.332   29.3  27.16     32
SERSIC_159-03               1668   0.07   2.93  1.89  0.00  0.00  2.65  2.56  2.73  0.32  0.27  0.37   1.25e-02   1.22e-02   1.29e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  2.050   79.6   1.04    205
