# Model: wabs(mekal) for inner50chi spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF    lo    hi  N/NBF     lo     hi       z     Cr   Junk   cash    dof
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.09  2.99  3.19  0.64  0.56  0.73   3.61e-03   3.48e-03   3.74e-03  1.02  0.99  1.06  0.983  0.943  1.023  0.1375  0.633      0 406.64    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.12  3.02  3.22  0.66  0.58  0.75   3.58e-03   3.45e-03   3.70e-03  1.03  1.00  1.07  0.974  0.934  1.013  0.1375  0.633      0 447.34    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.02  2.92  3.11  0.69  0.61  0.78   3.57e-03   3.45e-03   3.70e-03  1.00  0.96  1.04  0.974  0.934  1.013  0.1375  0.639      0 465.74    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.00  2.91  3.10  0.53  0.46  0.61   3.78e-03   3.65e-03   3.90e-03  0.99  0.96  1.03  1.029  0.988  1.068  0.1375  0.634      0 477.25    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.07  2.98  3.17  0.62  0.54  0.71   3.64e-03   3.51e-03   3.77e-03  1.02  0.98  1.06  0.992  0.951  1.031  0.1375  0.634      0 358.95    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.04  2.94  3.13  0.61  0.54  0.70   3.70e-03   3.57e-03   3.82e-03  1.01  0.97  1.04  1.007  0.966  1.047  0.1375  0.643      0 433.88    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.13  3.03  3.23  0.72  0.63  0.81   3.54e-03   3.42e-03   3.67e-03  1.04  1.00  1.08  0.964  0.925  1.004  0.1375  0.639      0 451.03    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.13  3.03  3.23  0.72  0.63  0.81   3.54e-03   3.42e-03   3.67e-03  1.04  1.00  1.08  0.964  0.925  1.004  0.1375  0.639      0 451.03    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  2.97  2.88  3.07  0.64  0.56  0.73   3.63e-03   3.50e-03   3.76e-03  0.98  0.95  1.02  0.989  0.949  1.029  0.1375  0.637      0 531.08    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.04  2.94  3.14  0.57  0.50  0.66   3.69e-03   3.56e-03   3.82e-03  1.01  0.97  1.04  1.007  0.965  1.046  0.1375  0.631      0 470.87    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  2.91  2.82  3.00  0.48  0.41  0.55   3.89e-03   3.77e-03   4.02e-03  0.96  0.93  1.00  1.061  1.020  1.101  0.1375  0.639      0 401.33    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  3.02  2.93  3.12  0.72  0.63  0.81   3.51e-03   3.38e-03   3.63e-03  1.00  0.96  1.04  0.956  0.916  0.994  0.1375  0.633      0 455.96    431
ABELL_1068                  1652   0.00    1.0  0.71  0.00  0.00  2.99  2.90  3.09  0.64  0.56  0.73   3.62e-03   3.48e-03   3.74e-03  0.99  0.96  1.03  0.985  0.943  1.024  0.1375  0.635      0 465.02    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.59  4.06  5.26  0.57  0.29  0.94   4.55e-04   4.12e-04   4.98e-04  1.01  0.87  1.18  1.153  1.012  1.284  0.1688  0.070      0 444.59    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.32  3.85  4.90  0.64  0.37  1.02   4.26e-04   3.83e-04   4.67e-04  0.95  0.82  1.10  1.078  0.943  1.203  0.1688  0.066      0 406.13    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.76  4.21  5.47  0.70  0.41  1.17   4.17e-04   3.73e-04   4.58e-04  1.04  0.90  1.22  1.055  0.918  1.179  0.1688  0.067      0 405.25    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.37  3.90  4.95  0.91  0.56  1.42   3.79e-04   3.34e-04   4.20e-04  0.96  0.83  1.11  0.959  0.824  1.080  0.1688  0.063      0 413.58    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.37  3.90  4.95  0.91  0.56  1.42   3.79e-04   3.34e-04   4.20e-04  0.96  0.83  1.11  0.959  0.824  1.080  0.1688  0.063      0 413.58    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.60  4.09  5.23  0.80  0.47  1.28   4.03e-04   3.58e-04   4.45e-04  1.01  0.87  1.17  1.020  0.882  1.145  0.1688  0.066      0 446.58    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.65  4.11  5.32  0.62  0.34  1.00   4.33e-04   3.91e-04   4.73e-04  1.02  0.88  1.19  1.097  0.961  1.220  0.1688  0.067      0 459.32    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.63  4.14  5.22  1.01  0.65  1.51   3.93e-04   3.49e-04   4.34e-04  1.01  0.88  1.17  0.994  0.861  1.117  0.1688  0.067      0 437.37    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.52  4.05  5.08  1.04  0.69  1.55   3.85e-04   3.43e-04   4.27e-04  0.99  0.86  1.14  0.975  0.846  1.098  0.1688  0.067      0 431.51    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.52  4.05  5.08  1.04  0.69  1.55   3.85e-04   3.43e-04   4.27e-04  0.99  0.86  1.14  0.975  0.846  1.098  0.1688  0.067      0 431.51    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.75  4.22  5.38  1.14  0.72  1.73   3.61e-04   3.17e-04   4.02e-04  1.04  0.90  1.21  0.913  0.783  1.035  0.1688  0.063      0 456.75    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.32  3.88  4.86  1.04  0.68  1.55   3.96e-04   3.51e-04   4.40e-04  0.95  0.83  1.09  1.003  0.865  1.131  0.1688  0.069      0 421.75    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.18  3.76  4.71  1.01  0.67  1.53   3.77e-04   3.32e-04   4.18e-04  0.92  0.80  1.06  0.954  0.820  1.076  0.1688  0.065      0 443.57    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  5.25  4.60  6.11  0.68  0.36  1.13   4.18e-04   3.75e-04   4.57e-04  1.15  0.98  1.36  1.058  0.924  1.179  0.1688  0.066      0 441.03    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.86  4.31  5.53  0.80  0.49  1.23   4.10e-04   3.69e-04   4.47e-04  1.06  0.92  1.24  1.037  0.907  1.155  0.1688  0.067      0 423.49    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.86  4.31  5.53  0.80  0.49  1.23   4.10e-04   3.69e-04   4.47e-04  1.06  0.92  1.24  1.037  0.907  1.155  0.1688  0.067      0 423.49    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.34  3.91  4.86  1.40  0.93  2.08   3.37e-04   2.92e-04   3.81e-04  0.95  0.83  1.09  0.854  0.723  0.979  0.1688  0.064      0 420.70    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.94  4.33  5.73  0.61  0.30  1.03   4.19e-04   3.76e-04   4.58e-04  1.08  0.92  1.28  1.061  0.926  1.182  0.1688  0.065      0 440.75    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  3.88  3.49  4.34  0.83  0.53  1.25   4.06e-04   3.61e-04   4.50e-04  0.85  0.74  0.98  1.027  0.890  1.157  0.1688  0.067      0 396.81    431
ABELL_1201                  4216   0.00    1.0  1.85  0.00  0.00  4.59  4.06  5.26  0.57  0.29  0.94   4.55e-04   4.12e-04   4.98e-04  1.01  0.87  1.18  1.153  1.012  1.284  0.1688  0.070      0 444.59    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.46  3.32  3.60  0.66  0.55  0.80   3.34e-03   3.19e-03   3.49e-03  1.01  0.96  1.06  1.002  0.950  1.056  0.1706  0.383      0 415.88    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.57  3.42  3.72  0.54  0.43  0.66   3.39e-03   3.24e-03   3.53e-03  1.04  0.99  1.09  1.017  0.965  1.069  0.1706  0.374      0 427.21    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.48  3.34  3.63  0.57  0.46  0.70   3.34e-03   3.20e-03   3.49e-03  1.01  0.97  1.07  1.004  0.953  1.056  0.1706  0.372      0 401.89    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.40  3.27  3.54  0.68  0.55  0.80   3.25e-03   3.11e-03   3.42e-03  0.99  0.95  1.04  0.977  0.928  1.034  0.1706  0.374      0 446.70    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.40  3.27  3.54  0.68  0.55  0.80   3.25e-03   3.11e-03   3.42e-03  0.99  0.95  1.04  0.977  0.928  1.034  0.1706  0.374      0 446.70    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.42  3.29  3.56  0.81  0.68  0.96   3.10e-03   2.95e-03   3.25e-03  1.00  0.95  1.04  0.931  0.878  0.983  0.1706  0.372      0 414.18    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.48  3.34  3.62  0.69  0.58  0.84   3.24e-03   3.08e-03   3.39e-03  1.01  0.97  1.06  0.973  0.919  1.024  0.1706  0.375      0 466.42    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.48  3.34  3.62  0.69  0.58  0.84   3.24e-03   3.08e-03   3.39e-03  1.01  0.97  1.06  0.973  0.919  1.024  0.1706  0.375      0 466.42    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.33  3.20  3.46  0.76  0.63  0.90   3.19e-03   3.03e-03   3.35e-03  0.97  0.93  1.02  0.958  0.904  1.012  0.1706  0.376      0 483.78    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.46  3.32  3.60  0.61  0.49  0.73   3.36e-03   3.21e-03   3.52e-03  1.01  0.96  1.06  1.010  0.957  1.064  0.1706  0.378      0 516.36    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.36  3.23  3.50  0.60  0.49  0.72   3.33e-03   3.17e-03   3.47e-03  0.98  0.94  1.03  0.999  0.945  1.051  0.1706  0.371      0 448.76    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.64  3.49  3.79  0.66  0.54  0.79   3.23e-03   3.09e-03   3.37e-03  1.06  1.01  1.11  0.970  0.920  1.020  0.1706  0.372      0 439.81    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.44  3.30  3.58  0.62  0.51  0.75   3.33e-03   3.18e-03   3.48e-03  1.00  0.96  1.05  1.000  0.948  1.053  0.1706  0.376      0 413.07    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.44  3.30  3.58  0.62  0.51  0.75   3.33e-03   3.18e-03   3.48e-03  1.00  0.96  1.05  1.000  0.948  1.053  0.1706  0.376      0 413.07    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.41  3.28  3.55  0.68  0.56  0.82   3.25e-03   3.10e-03   3.41e-03  0.99  0.95  1.04  0.976  0.924  1.031  0.1706  0.375      0 447.51    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.55  3.41  3.70  0.60  0.49  0.73   3.39e-03   3.24e-03   3.53e-03  1.03  0.99  1.09  1.018  0.965  1.069  0.1706  0.382      0 385.68    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.41  3.28  3.54  0.82  0.69  0.97   3.18e-03   3.02e-03   3.34e-03  0.99  0.95  1.04  0.954  0.901  1.008  0.1706  0.383      0 441.59    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.39  3.26  3.52  0.67  0.55  0.81   3.26e-03   3.11e-03   3.42e-03  0.99  0.94  1.03  0.980  0.927  1.033  0.1706  0.374      0 487.59    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.55  3.41  3.71  0.62  0.51  0.75   3.32e-03   3.17e-03   3.47e-03  1.04  0.99  1.09  0.997  0.945  1.049  0.1706  0.377      0 457.43    431
ABELL_1204                  2205   0.00    1.0  1.44  0.00  0.00  3.55  3.41  3.71  0.62  0.51  0.75   3.32e-03   3.17e-03   3.47e-03  1.04  0.99  1.09  0.997  0.945  1.049  0.1706  0.377      0 457.43    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  2.77  2.49  3.09  1.04  0.67  1.58   1.82e-03   1.54e-03   2.12e-03  0.87  0.75  1.01  1.014  0.818  1.213  0.1171  0.383      0 368.12    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.67  3.26  4.17  1.16  0.73  1.79   1.79e-03   1.53e-03   2.04e-03  1.16  0.99  1.35  0.994  0.810  1.172  0.1171  0.375      0 400.93    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  2.95  2.63  3.34  0.82  0.49  1.30   1.86e-03   1.58e-03   2.13e-03  0.93  0.80  1.08  1.032  0.836  1.223  0.1171  0.356      0 350.32    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  2.97  2.64  3.36  0.69  0.41  1.08   2.08e-03   1.81e-03   2.37e-03  0.93  0.80  1.09  1.156  0.955  1.361  0.1171  0.381      0 402.05    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.04  2.73  3.40  1.08  0.70  1.62   1.83e-03   1.56e-03   2.10e-03  0.96  0.83  1.10  1.015  0.826  1.205  0.1171  0.383      0 345.09    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  2.61  2.34  2.93  0.70  0.43  1.08   1.95e-03   1.69e-03   2.24e-03  0.82  0.71  0.95  1.084  0.890  1.286  0.1171  0.361      0 358.88    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.46  3.09  3.90  1.47  0.96  2.24   1.60e-03   1.34e-03   1.85e-03  1.09  0.94  1.26  0.887  0.710  1.060  0.1171  0.366      0 397.11    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.09  2.76  3.45  1.15  0.75  1.74   1.70e-03   1.45e-03   1.97e-03  0.97  0.84  1.12  0.946  0.765  1.126  0.1171  0.364      0 390.86    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.36  2.99  3.79  1.06  0.67  1.61   1.85e-03   1.59e-03   2.11e-03  1.06  0.91  1.23  1.027  0.839  1.213  0.1171  0.381      0 390.55    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.27  2.90  3.68  1.00  0.62  1.58   1.77e-03   1.50e-03   2.03e-03  1.03  0.88  1.19  0.981  0.795  1.162  0.1171  0.357      0 366.71    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.14  2.81  3.35  1.12  0.72  1.75   1.72e-03   1.44e-03   1.97e-03  0.99  0.85  1.11  0.954  0.765  1.131  0.1171  0.362      0 368.04    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.27  2.90  3.68  1.00  0.62  1.58   1.77e-03   1.50e-03   2.03e-03  1.03  0.88  1.19  0.981  0.795  1.162  0.1171  0.357      0 366.71    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  2.99  2.67  3.37  0.71  0.44  1.10   2.14e-03   1.86e-03   2.41e-03  0.94  0.81  1.09  1.187  0.981  1.389  0.1171  0.393      0 364.84    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.01  2.69  3.40  0.98  0.62  1.49   1.82e-03   1.56e-03   2.10e-03  0.95  0.82  1.10  1.013  0.825  1.201  0.1171  0.369      0 384.20    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  2.90  2.60  3.26  0.92  0.59  1.40   1.90e-03   1.63e-03   2.18e-03  0.91  0.79  1.06  1.057  0.864  1.252  0.1171  0.381      0 388.10    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.59  3.19  4.08  1.22  0.77  1.89   1.70e-03   1.44e-03   1.95e-03  1.13  0.97  1.32  0.942  0.762  1.118  0.1171  0.362      0 375.65    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.59  3.19  4.08  1.22  0.77  1.89   1.70e-03   1.44e-03   1.95e-03  1.13  0.97  1.32  0.942  0.762  1.118  0.1171  0.362      0 375.65    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.24  2.86  3.69  0.65  0.37  1.05   2.06e-03   1.81e-03   2.33e-03  1.02  0.87  1.19  1.143  0.950  1.341  0.1171  0.373      0 349.24    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.13  2.79  3.58  0.61  0.37  1.01   2.09e-03   1.82e-03   2.33e-03  0.98  0.85  1.16  1.161  0.958  1.348  0.1171  0.372      0 408.54    431
ABELL_1361                  2200   0.00    1.0  2.18  0.00  0.00  3.12  2.76  3.53  0.70  0.42  1.11   1.96e-03   1.71e-03   2.23e-03  0.98  0.84  1.14  1.091  0.903  1.282  0.1171  0.361      0 352.41    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.61  4.00  5.40  1.91  1.14  3.36   4.40e-04   3.41e-04   5.28e-04  0.97  0.82  1.17  0.998  0.729  1.236  0.2130  0.066      0 417.67    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.39  3.86  5.06  2.18  1.30  3.66   4.15e-04   3.21e-04   5.08e-04  0.93  0.79  1.10  0.941  0.687  1.185  0.2130  0.066      0 389.32    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  5.25  4.48  6.28  2.23  1.26  3.91   4.14e-04   3.19e-04   5.05e-04  1.11  0.92  1.36  0.940  0.683  1.179  0.2130  0.065      0 419.40    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  5.25  4.48  6.28  2.23  1.26  3.91   4.14e-04   3.19e-04   5.05e-04  1.11  0.92  1.36  0.940  0.683  1.179  0.2130  0.065      0 419.40    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  5.26  4.49  6.25  2.62  1.50  4.49   3.67e-04   2.77e-04   4.52e-04  1.11  0.92  1.36  0.831  0.594  1.052  0.2130  0.061      0 377.12    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.52  3.94  5.23  1.97  1.15  3.35   4.42e-04   3.43e-04   5.34e-04  0.96  0.80  1.14  1.001  0.734  1.248  0.2130  0.067      0 410.47    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.83  4.12  5.80  1.79  0.98  3.24   4.02e-04   3.09e-04   4.87e-04  1.02  0.84  1.26  0.911  0.662  1.137  0.2130  0.058      0 406.33    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.83  4.12  5.80  1.79  0.98  3.24   4.02e-04   3.09e-04   4.87e-04  1.02  0.84  1.26  0.911  0.662  1.137  0.2130  0.058      0 406.33    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.15  3.56  4.94  0.83  0.40  1.51   5.79e-04   4.83e-04   6.70e-04  0.88  0.73  1.07  1.312  1.022  1.579  0.2130  0.068      0 386.27    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.41  3.82  5.16  1.54  0.91  2.60   4.88e-04   3.93e-04   5.77e-04  0.93  0.78  1.12  1.106  0.836  1.354  0.2130  0.068      0 406.20    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.30  3.69  5.14  1.12  0.58  2.01   5.40e-04   4.40e-04   6.34e-04  0.91  0.76  1.11  1.225  0.935  1.489  0.2130  0.068      0 382.68    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.41  3.82  5.16  1.54  0.91  2.60   4.88e-04   3.93e-04   5.77e-04  0.93  0.78  1.12  1.106  0.836  1.354  0.2130  0.068      0 406.20    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  3.89  3.40  4.51  1.37  0.77  2.37   4.89e-04   3.89e-04   5.85e-04  0.82  0.69  0.98  1.108  0.830  1.369  0.2130  0.066      0 348.54    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  5.10  4.29  6.25  0.89  0.43  1.64   5.45e-04   4.59e-04   6.22e-04  1.08  0.88  1.35  1.235  0.968  1.473  0.2130  0.065      0 426.78    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.92  4.23  5.80  1.95  1.14  3.33   4.08e-04   3.21e-04   4.91e-04  1.04  0.87  1.26  0.926  0.686  1.148  0.2130  0.061      0 386.87    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  5.06  4.25  6.25  0.99  0.47  1.83   4.91e-04   4.06e-04   5.68e-04  1.07  0.87  1.35  1.113  0.860  1.339  0.2130  0.060      0 426.33    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.97  4.15  6.16  0.84  0.36  1.64   5.12e-04   4.27e-04   5.93e-04  1.05  0.85  1.33  1.161  0.904  1.397  0.2130  0.061      0 407.11    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.97  4.15  6.16  0.84  0.36  1.64   5.12e-04   4.27e-04   5.93e-04  1.05  0.85  1.33  1.161  0.904  1.397  0.2130  0.061      0 407.11    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.05  3.44  4.90  0.83  0.39  1.55   5.29e-04   4.39e-04   6.21e-04  0.86  0.71  1.06  1.200  0.929  1.460  0.2130  0.062      0 386.00    431
ABELL_1423                   538   0.00    1.0  1.60  0.00  0.00  4.44  3.87  5.17  1.72  0.98  2.97   4.55e-04   3.58e-04   5.49e-04  0.94  0.79  1.13  1.031  0.764  1.282  0.2130  0.066      0 402.69    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  5.79  5.24  6.48  0.61  0.37  0.90   2.57e-03   2.40e-03   2.73e-03  0.90  0.80  1.03  1.029  0.950  1.104  0.0840  0.342      0 445.53    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  5.90  5.36  6.59  0.79  0.54  1.12   2.44e-03   2.27e-03   2.59e-03  0.92  0.82  1.05  0.976  0.899  1.047  0.0840  0.337      0 461.42    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.65  5.91  7.63  0.44  0.22  0.71   2.61e-03   2.45e-03   2.75e-03  1.04  0.90  1.21  1.043  0.968  1.112  0.0840  0.337      0 489.29    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.12  5.53  6.89  0.74  0.48  1.07   2.39e-03   2.22e-03   2.54e-03  0.95  0.84  1.09  0.956  0.879  1.025  0.0840  0.327      0 462.04    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.12  5.53  6.89  0.74  0.48  1.07   2.39e-03   2.22e-03   2.54e-03  0.95  0.84  1.09  0.956  0.879  1.025  0.0840  0.327      0 462.04    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.47  5.77  7.38  0.39  0.19  0.65   2.66e-03   2.51e-03   2.80e-03  1.01  0.88  1.17  1.064  0.990  1.133  0.0840  0.340      0 534.19    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  5.83  5.27  6.51  0.51  0.31  0.77   2.59e-03   2.43e-03   2.74e-03  0.91  0.80  1.03  1.036  0.961  1.105  0.0840  0.337      0 428.40    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  5.83  5.27  6.51  0.51  0.31  0.77   2.59e-03   2.43e-03   2.74e-03  0.91  0.80  1.03  1.036  0.961  1.105  0.0840  0.337      0 428.40    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.30  5.69  7.14  0.63  0.40  0.93   2.50e-03   2.34e-03   2.65e-03  0.98  0.87  1.13  1.000  0.926  1.070  0.0840  0.335      0 561.30    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.75  6.04  7.66  0.70  0.45  1.04   2.50e-03   2.33e-03   2.65e-03  1.05  0.92  1.21  0.998  0.920  1.068  0.0840  0.339      0 488.98    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.08  5.50  6.81  0.69  0.45  0.99   2.52e-03   2.36e-03   2.67e-03  0.95  0.84  1.08  1.009  0.933  1.079  0.0840  0.342      0 503.96    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.49  5.80  7.39  0.64  0.39  0.97   2.54e-03   2.37e-03   2.69e-03  1.01  0.88  1.17  1.014  0.938  1.086  0.0840  0.341      0 466.34    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  5.99  5.43  6.69  0.82  0.55  1.17   2.41e-03   2.24e-03   2.57e-03  0.93  0.83  1.06  0.965  0.885  1.036  0.0840  0.335      0 476.20    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.66  5.96  7.58  0.62  0.39  0.95   2.52e-03   2.36e-03   2.66e-03  1.04  0.91  1.20  1.010  0.931  1.076  0.0840  0.337      0 420.18    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.94  6.13  8.00  0.44  0.23  0.71   2.60e-03   2.45e-03   2.73e-03  1.08  0.94  1.27  1.038  0.965  1.105  0.0840  0.336      0 443.47    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.26  5.63  7.05  0.70  0.45  1.02   2.50e-03   2.34e-03   2.65e-03  0.97  0.86  1.12  1.001  0.924  1.071  0.0840  0.340      0 490.17    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.00  5.43  6.73  0.71  0.46  1.03   2.45e-03   2.29e-03   2.61e-03  0.93  0.83  1.07  0.982  0.904  1.053  0.0840  0.334      0 450.10    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  7.00  6.22  8.01  0.53  0.31  0.82   2.59e-03   2.44e-03   2.72e-03  1.09  0.95  1.27  1.035  0.961  1.101  0.0840  0.341      0 401.36    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  7.00  6.22  8.01  0.53  0.31  0.82   2.59e-03   2.44e-03   2.72e-03  1.09  0.95  1.27  1.035  0.961  1.101  0.0840  0.341      0 401.36    431
ABELL_1651                  4185   0.00    1.0  2.02  0.00  0.00  6.99  6.25  7.95  0.85  0.56  1.23   2.39e-03   2.23e-03   2.55e-03  1.09  0.95  1.26  0.958  0.881  1.028  0.0840  0.335      0 467.71    431
ABELL_1664                  1648   0.00    1.0  8.47  0.00  0.00  2.62  2.48  2.77  0.74  0.59  0.93   2.72e-03   2.52e-03   2.93e-03  1.00  0.93  1.07  1.016  0.923  1.111  0.1276  0.440      0 434.23    431
ABELL_1664                  1648   0.00    1.0  8.47  0.00  0.00  2.67  2.53  2.83  0.66  0.51  0.83   2.77e-03   2.56e-03   2.97e-03  1.02  0.95  1.09  1.032  0.939  1.129  0.1276  0.431      0 419.41    431
ABELL_1664                  1648   0.00    1.0  8.47  0.00  0.00  2.72  2.58  2.87  0.89  0.71  1.12   2.54e-03   2.34e-03   2.74e-03  1.04  0.97  1.11  0.948  0.858  1.041  0.1276  0.436      0 407.18    431
