# Model: wabs(mekal) for inner50chi spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF    lo    hi  N/NBF     lo     hi       z     Cr   Junk   cash    dof
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  5.42  5.00  5.86  0.54  0.36  0.73   1.35e-03   1.28e-03   1.41e-03  0.94  0.86  1.03  1.035  0.977  1.090  0.0586  0.186      0 454.59    431
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  5.55  5.15  6.01  0.78  0.56  0.99   1.26e-03   1.20e-03   1.34e-03  0.97  0.89  1.05  0.972  0.918  1.032  0.0586  0.185      0 411.23    431
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  6.01  5.56  6.54  0.91  0.68  1.19   1.23e-03   1.16e-03   1.30e-03  1.04  0.96  1.15  0.946  0.885  1.001  0.0586  0.185      0 428.26    431
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  6.01  5.56  6.54  0.91  0.68  1.19   1.23e-03   1.16e-03   1.30e-03  1.04  0.96  1.15  0.946  0.885  1.001  0.0586  0.185      0 428.26    431
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  5.80  5.32  6.31  0.42  0.26  0.61   1.37e-03   1.31e-03   1.43e-03  1.01  0.92  1.11  1.056  0.997  1.107  0.0586  0.186      0 426.89    431
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  5.83  5.38  6.34  0.75  0.55  1.02   1.25e-03   1.18e-03   1.32e-03  1.01  0.93  1.11  0.964  0.902  1.017  0.0586  0.183      0 443.65    431
ABELL_3158                  3712   0.00    1.0  1.60  0.00  0.00  5.90  5.47  6.39  0.94  0.70  1.21   1.21e-03   1.14e-03   1.28e-03  1.03  0.94  1.12  0.933  0.873  0.988  0.0586  0.183      0 454.65    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  5.05  1.85 19.32  1.44  0.00 54.50   2.52e-05   2.30e-06   5.54e-05  1.40 -0.23 31.42  0.707 -19859.629 19859629465976523145479192576.000  0.0570  0.004      0 218.43    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  2.45  1.24  7.43  0.20  0.00  4.08   4.21e-05   1.35e-05   7.36e-05  0.68 -0.06 15.14  1.182 -33189.701 33189701426587551453388210176.000  0.0570  0.004      0 209.40    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  4.65  2.06 79.90  0.79  0.00 125.59   3.14e-05   7.73e-06   5.49e-05  1.29 -0.16 35.74  0.883 -24798.715 24798715439969703102676729856.000  0.0570  0.004      0 211.32    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  1.47  0.81  3.50  0.04  0.00  0.85   6.73e-05   3.19e-05   1.29e-04  0.41 -0.03  9.08  1.891 -53104.801 53104800530236078969013141504.000  0.0570  0.005      0 208.63    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  3.56  1.21  8.91  2.16  0.00 227.77   2.11e-05   0.00e+00   6.71e-05  0.99 -0.18 21.97  0.594 -16688.076 16688076000504989003490000896.000  0.0570  0.005      0 213.79    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  3.56  1.21  8.91  2.16  0.00 227.77   2.11e-05   0.00e+00   6.71e-05  0.99 -0.18 21.97  0.594 -16688.076 16688076000504989003490000896.000  0.0570  0.005      0 213.79    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00 11.16  2.24 79.90  0.00  0.00 269.48   3.07e-05   0.00e+00   4.24e-05  3.10 -0.82 71.50  0.862 -24207.408 24207407524302489759915180032.000  0.0570  0.003      0 222.12    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00 19.61  3.56 79.90  9.42  0.00 10.00   2.06e-05   0.00e+00   5.44e-05  5.45 -1.50 122.12  0.578 -16236.507 16236507385431131782574505984.000  0.0570  0.006      0 230.65    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  3.92  1.77 70.87  0.00  0.00 10.00   4.91e-05   0.00e+00   7.29e-05  1.09 -0.13 30.74  1.379 -38738.796 38738795606615334169855655936.000  0.0570  0.006      0 238.29    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  3.11  0.75 27.72  0.17  0.00  5.12   4.96e-05   1.97e-05   1.47e-04  0.86 -0.21 20.42  1.392 -39112.801 39112801413962885005511229440.000  0.0570  0.006      0 252.06    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  3.96  1.42 12.40  1.53  0.00 597.18   2.49e-05   0.00e+00   6.18e-05  1.10 -0.19 24.54  0.698 -19610.292 19610292261078149324639043584.000  0.0570  0.004      0 201.10    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  2.50  1.20 11.27  0.00  0.00  2.62   5.44e-05   2.63e-05   8.96e-05  0.69 -0.08 15.61  1.529 -42947.071 42947071076884240174294237184.000  0.0570  0.005      0 205.41    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  6.45  2.14 79.90  0.00  0.00 10.00   3.59e-05   0.00e+00   5.26e-05  1.79 -0.33 44.91  1.009 -28337.489 28337488953414973878226124800.000  0.0570  0.004      0 231.25    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  1.78  0.78 16.19  0.00  0.00 19.64   4.38e-05   7.19e-06   8.74e-05  0.49 -0.06 11.70  1.232 -34593.959 34593959096073735292017704960.000  0.0570  0.003      0 213.25    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  1.60  0.74  6.19  0.15  0.00  3.26   5.21e-05   1.55e-05   1.38e-04  0.44 -0.05  9.93  1.465 -41140.481 41140480999873762336291422208.000  0.0570  0.005      0 218.99    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00 11.33  2.19 79.90 13.66  0.00 10.00   1.17e-05   0.00e+00   4.65e-05  3.15 -0.84 72.53  0.327 -9193.836 9193836005554855383975067648.000  0.0570  0.005      0 223.34    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  1.62  1.25  2.79  1.42  0.06 556.84   1.77e-05   0.00e+00   6.38e-05  0.45 -0.00 10.02  0.498 -13998.075 13998074738038128227121102848.000  0.0570  0.004      0 226.79    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  4.29  1.82 27.64  1.12  0.00 71.43   2.86e-05   3.91e-06   5.67e-05  1.19 -0.16 27.29  0.804 -22582.376 22582375962630981771128209408.000  0.0570  0.005      0 216.23    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  8.46  4.52 52.76 20.51  1.06 10.00   6.80e-06   0.00e+00   3.23e-05  2.35 -0.19 53.65  0.191 -5364.963 5364963388461053058601713664.000  0.0570  0.004      0 229.09    431
ABELL_3164                  6955   0.00    1.0  2.55  0.00  0.00  8.46  4.52 52.76 20.51  1.06 10.00   6.80e-06   0.00e+00   3.23e-05  2.35 -0.19 53.65  0.191 -5364.963 5364963388461053058601713664.000  0.0570  0.004      0 229.09    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.43  3.95  5.08  0.22  0.04  0.46   4.44e-04   4.10e-04   4.75e-04  1.03  0.90  1.20  1.006  0.910  1.093  0.0456  0.053      0 494.69    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  3.99  3.57  4.54  0.22  0.04  0.45   4.41e-04   4.05e-04   4.75e-04  0.93  0.81  1.07  0.999  0.898  1.091  0.0456  0.051      0 464.46    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.28  3.78  4.91  0.00  0.00  0.11   4.73e-04   4.50e-04   4.94e-04  0.99  0.86  1.16  1.073  0.990  1.142  0.0456  0.052      0 424.83    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.56  3.99  5.26  0.10  0.00  0.31   4.37e-04   4.06e-04   4.66e-04  1.06  0.91  1.24  0.991  0.899  1.072  0.0456  0.050      0 452.78    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.12  3.71  4.69  0.28  0.10  0.53   4.37e-04   4.02e-04   4.71e-04  0.96  0.84  1.11  0.992  0.893  1.082  0.0456  0.053      0 491.47    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  3.98  3.54  4.56  0.13  0.00  0.34   4.58e-04   4.21e-04   4.91e-04  0.92  0.80  1.07  1.038  0.935  1.128  0.0456  0.052      0 451.62    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  3.98  3.54  4.56  0.13  0.00  0.34   4.58e-04   4.21e-04   4.91e-04  0.92  0.80  1.07  1.038  0.935  1.128  0.0456  0.052      0 451.62    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.27  3.78  4.85  0.12  0.00  0.31   4.67e-04   4.34e-04   5.02e-04  0.99  0.86  1.15  1.059  0.962  1.153  0.0456  0.054      0 447.86    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.44  3.92  5.04  0.24  0.06  0.46   4.30e-04   3.99e-04   4.62e-04  1.03  0.89  1.19  0.975  0.884  1.062  0.0456  0.052      0 416.31    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.10  3.64  4.64  0.21  0.01  0.44   4.47e-04   4.11e-04   4.84e-04  0.95  0.82  1.09  1.014  0.912  1.109  0.0456  0.052      0 455.88    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.56  4.02  5.28  0.15  0.00  0.42   4.35e-04   3.99e-04   4.66e-04  1.06  0.91  1.24  0.985  0.886  1.072  0.0456  0.051      0 505.39    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  3.70  3.34  4.18  0.21  0.07  0.42   4.53e-04   4.16e-04   4.87e-04  0.86  0.76  0.99  1.027  0.923  1.118  0.0456  0.052      0 447.43    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.56  4.02  5.28  0.15  0.00  0.42   4.35e-04   3.99e-04   4.66e-04  1.06  0.91  1.24  0.985  0.886  1.072  0.0456  0.051      0 505.39    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.25  3.76  4.79  0.27  0.08  0.51   4.38e-04   4.04e-04   4.72e-04  0.99  0.85  1.13  0.993  0.896  1.085  0.0456  0.053      0 426.24    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.25  3.74  4.83  0.08  0.00  0.25   4.79e-04   4.46e-04   5.09e-04  0.99  0.85  1.14  1.085  0.988  1.171  0.0456  0.054      0 480.27    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.32  3.79  4.93  0.13  0.00  0.32   4.49e-04   4.18e-04   4.80e-04  1.00  0.86  1.16  1.019  0.925  1.104  0.0456  0.052      0 515.35    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.00  3.58  4.57  0.15  0.00  0.37   4.73e-04   4.35e-04   5.06e-04  0.93  0.81  1.08  1.072  0.966  1.164  0.0456  0.054      0 470.41    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.58  4.05  5.32  0.12  0.00  0.33   4.47e-04   4.14e-04   4.76e-04  1.06  0.92  1.25  1.013  0.918  1.095  0.0456  0.052      0 471.11    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.58  4.05  5.32  0.12  0.00  0.33   4.47e-04   4.14e-04   4.76e-04  1.06  0.92  1.25  1.013  0.918  1.095  0.0456  0.052      0 471.11    431
ABELL_3376                  3202   0.00    1.0  5.21  0.00  0.00  4.68  4.16  5.37  0.33  0.14  0.60   4.22e-04   3.90e-04   4.53e-04  1.09  0.94  1.27  0.957  0.865  1.040  0.0456  0.052      0 465.06    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.21  3.58  5.19  0.17  0.00  0.51   4.62e-04   4.10e-04   5.10e-04  0.98  0.81  1.21  1.049  0.916  1.168  0.0456  0.054      0 486.87    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.14  3.45  5.14  0.00  0.00  0.25   4.73e-04   4.28e-04   5.05e-04  0.96  0.79  1.20  1.073  0.953  1.162  0.0456  0.052      0 448.14    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  5.29  4.28  6.53  0.44  0.04  0.95   4.04e-04   3.56e-04   4.56e-04  1.23  0.98  1.53  0.916  0.794  1.042  0.0456  0.052      0 443.33    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.23  3.59  5.17  0.31  0.04  0.71   4.30e-04   3.80e-04   4.81e-04  0.98  0.82  1.21  0.974  0.847  1.099  0.0456  0.053      0 467.38    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.23  3.59  5.17  0.31  0.04  0.71   4.30e-04   3.80e-04   4.81e-04  0.98  0.82  1.21  0.974  0.847  1.099  0.0456  0.053      0 467.38    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.07  3.45  5.01  0.20  0.00  0.54   4.49e-04   3.98e-04   4.97e-04  0.94  0.79  1.17  1.018  0.888  1.137  0.0456  0.052      0 453.30    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.61  3.84  5.82  0.00  0.00  0.23   4.74e-04   4.35e-04   5.04e-04  1.07  0.88  1.36  1.075  0.966  1.161  0.0456  0.054      0 407.06    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.61  3.84  5.82  0.00  0.00  0.23   4.74e-04   4.35e-04   5.04e-04  1.07  0.88  1.36  1.075  0.966  1.161  0.0456  0.054      0 407.06    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  3.90  3.22  4.70  0.19  0.00  0.52   4.35e-04   3.84e-04   4.88e-04  0.90  0.74  1.10  0.986  0.857  1.114  0.0456  0.050      0 435.12    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.01  3.37  4.80  0.16  0.00  0.47   4.79e-04   4.26e-04   5.29e-04  0.93  0.77  1.13  1.086  0.950  1.212  0.0456  0.055      0 456.52    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  3.70  3.16  4.47  0.15  0.00  0.50   4.62e-04   4.02e-04   5.16e-04  0.86  0.72  1.05  1.047  0.899  1.179  0.0456  0.052      0 438.69    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.01  3.37  4.80  0.16  0.00  0.47   4.79e-04   4.26e-04   5.29e-04  0.93  0.77  1.13  1.086  0.950  1.212  0.0456  0.055      0 456.52    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.77  3.84  5.94  0.00  0.00  0.32   4.45e-04   4.01e-04   4.76e-04  1.11  0.88  1.39  1.008  0.892  1.094  0.0456  0.050      0 434.25    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  5.55  4.53  7.23  0.28  0.00  0.81   4.01e-04   3.53e-04   4.45e-04  1.29  1.03  1.69  0.910  0.788  1.018  0.0456  0.050      0 493.65    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.58  3.76  5.62  0.22  0.00  0.63   4.37e-04   3.87e-04   4.92e-04  1.06  0.86  1.32  0.992  0.863  1.124  0.0456  0.052      0 423.46    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.55  3.78  5.68  0.00  0.00  0.20   4.71e-04   4.37e-04   5.02e-04  1.05  0.86  1.33  1.069  0.968  1.154  0.0456  0.053      0 431.52    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  4.55  3.78  5.68  0.00  0.00  0.20   4.71e-04   4.37e-04   5.02e-04  1.05  0.86  1.33  1.069  0.968  1.154  0.0456  0.053      0 431.52    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  3.52  3.00  4.30  0.00  0.00  0.23   5.13e-04   4.59e-04   5.47e-04  0.82  0.68  1.01  1.163  1.023  1.258  0.0456  0.054      0 463.61    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  3.82  3.23  4.69  0.04  0.00  0.31   4.79e-04   4.28e-04   5.19e-04  0.89  0.74  1.10  1.087  0.953  1.191  0.0456  0.052      0 399.43    431
ABELL_3376                  3450   0.00    1.0  5.21  0.00  0.00  3.67  3.06  4.44  0.00  0.00  0.19   4.90e-04   4.46e-04   5.25e-04  0.85  0.70  1.04  1.110  0.991  1.206  0.0456  0.052      0 435.57    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.17  6.03  8.66  0.33  0.05  0.68   9.43e-04   8.76e-04   1.01e-03  1.09  0.89  1.35  1.105  1.003  1.208  0.0560  0.119      0 445.41    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.38  5.55  7.61  0.61  0.30  1.06   8.48e-04   8.10e-04   9.14e-04  0.97  0.81  1.19  0.994  0.920  1.091  0.0560  0.113      0 535.33    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.01  5.99  8.31  0.73  0.36  1.20   8.81e-04   8.05e-04   9.52e-04  1.06  0.88  1.30  1.033  0.924  1.136  0.0560  0.119      0 470.13    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.44  5.59  7.48  0.94  0.56  1.46   7.95e-04   7.18e-04   8.64e-04  0.98  0.82  1.17  0.932  0.826  1.029  0.0560  0.112      0 459.78    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.44  5.59  7.48  0.94  0.56  1.46   7.95e-04   7.18e-04   8.64e-04  0.98  0.82  1.17  0.932  0.826  1.029  0.0560  0.112      0 459.78    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.21  6.15  8.56  0.74  0.37  1.21   8.45e-04   7.75e-04   9.14e-04  1.09  0.90  1.33  0.991  0.889  1.091  0.0560  0.115      0 494.43    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.89  6.01  8.13  1.08  0.69  1.72   7.90e-04   7.09e-04   8.58e-04  1.04  0.88  1.27  0.926  0.816  1.023  0.0560  0.115      0 486.58    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.89  6.01  8.13  1.08  0.69  1.72   7.90e-04   7.09e-04   8.58e-04  1.04  0.88  1.27  0.926  0.816  1.023  0.0560  0.115      0 486.58    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.98  6.02  8.24  0.81  0.41  1.28   8.56e-04   7.81e-04   9.30e-04  1.06  0.88  1.29  1.004  0.897  1.108  0.0560  0.118      0 457.74    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.47  6.28  9.17  0.49  0.15  0.90   8.54e-04   7.86e-04   9.20e-04  1.13  0.92  1.42  1.001  0.902  1.098  0.0560  0.111      0 412.94    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.02  5.27  6.92  1.09  0.65  1.62   8.05e-04   7.24e-04   8.86e-04  0.91  0.77  1.09  0.944  0.834  1.053  0.0560  0.117      0 435.57    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  8.97  7.44 11.31  0.64  0.22  1.11   8.87e-04   8.16e-04   9.57e-04  1.36  1.09  1.75  1.040  0.936  1.142  0.0560  0.118      0 424.38    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.50  6.34  9.00  0.80  0.40  1.32   8.31e-04   7.56e-04   9.01e-04  1.14  0.93  1.40  0.974  0.869  1.074  0.0560  0.114      0 458.62    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.50  5.56  7.72  0.48  0.16  0.87   8.74e-04   8.03e-04   9.43e-04  0.98  0.81  1.20  1.025  0.921  1.125  0.0560  0.113      0 434.64    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  5.83  5.06  6.79  0.72  0.35  1.16   8.34e-04   7.57e-04   9.14e-04  0.88  0.74  1.06  0.978  0.870  1.087  0.0560  0.113      0 469.34    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  5.83  5.06  6.79  0.72  0.35  1.16   8.34e-04   7.57e-04   9.14e-04  0.88  0.74  1.06  0.978  0.870  1.087  0.0560  0.113      0 469.34    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.76  5.76  8.06  0.58  0.24  0.99   8.62e-04   7.91e-04   9.31e-04  1.02  0.84  1.26  1.010  0.907  1.110  0.0560  0.114      0 442.27    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.27  6.26  8.75  0.86  0.47  1.43   8.10e-04   7.32e-04   8.77e-04  1.10  0.92  1.36  0.949  0.842  1.046  0.0560  0.113      0 433.16    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  7.27  6.26  8.75  0.86  0.47  1.43   8.10e-04   7.32e-04   8.77e-04  1.10  0.92  1.36  0.949  0.842  1.046  0.0560  0.113      0 433.16    431
ABELL_3391                  4943   0.00    1.0  5.46  0.00  0.00  6.99  6.00  8.31  0.89  0.48  1.41   8.02e-04   7.27e-04   8.73e-04  1.06  0.88  1.29  0.940  0.836  1.040  0.0560  0.112      0 444.93    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.09  5.37  7.01  0.32  0.12  0.57   8.12e-04   7.62e-04   8.59e-04  1.08  0.93  1.26  1.033  0.957  1.104  0.0927  0.095      0 449.08    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.79  5.14  6.63  0.41  0.21  0.70   7.69e-04   7.16e-04   8.16e-04  1.03  0.89  1.20  0.978  0.901  1.049  0.0927  0.092      0 468.51    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.88  5.22  6.72  0.32  0.13  0.57   8.27e-04   7.77e-04   8.76e-04  1.04  0.90  1.21  1.052  0.976  1.126  0.0927  0.097      0 398.11    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.63  5.83  7.66  0.38  0.17  0.65   8.23e-04   7.75e-04   8.71e-04  1.18  1.01  1.38  1.047  0.973  1.121  0.0927  0.098      0 518.87    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.63  5.83  7.66  0.38  0.17  0.65   8.23e-04   7.75e-04   8.71e-04  1.18  1.01  1.38  1.047  0.973  1.121  0.0927  0.098      0 518.87    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.59  5.00  6.33  0.58  0.33  0.89   7.50e-04   6.94e-04   8.00e-04  0.99  0.87  1.14  0.955  0.874  1.028  0.0927  0.093      0 435.82    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.54  4.95  6.31  0.32  0.15  0.56   8.00e-04   7.52e-04   8.47e-04  0.98  0.86  1.14  1.018  0.945  1.089  0.0927  0.093      0 470.44    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.29  4.76  5.96  0.45  0.25  0.71   7.94e-04   7.41e-04   8.43e-04  0.94  0.82  1.08  1.011  0.932  1.084  0.0927  0.095      0 518.13    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.29  4.76  5.96  0.45  0.25  0.71   7.94e-04   7.41e-04   8.43e-04  0.94  0.82  1.08  1.011  0.932  1.084  0.0927  0.095      0 518.13    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.86  5.98  8.03  0.27  0.07  0.52   8.12e-04   7.65e-04   8.57e-04  1.22  1.04  1.45  1.033  0.960  1.103  0.0927  0.095      0 495.68    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.53  4.94  6.25  0.42  0.22  0.68   7.92e-04   7.40e-04   8.42e-04  0.98  0.85  1.13  1.008  0.931  1.082  0.0927  0.094      0 500.92    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.58  5.00  6.25  0.72  0.47  1.06   7.41e-04   6.86e-04   7.93e-04  0.99  0.86  1.13  0.943  0.863  1.018  0.0927  0.095      0 480.53    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.65  5.81  7.72  0.32  0.13  0.58   8.17e-04   7.71e-04   8.65e-04  1.18  1.01  1.39  1.040  0.968  1.113  0.0927  0.097      0 414.15    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.65  5.81  7.72  0.32  0.13  0.58   8.17e-04   7.71e-04   8.65e-04  1.18  1.01  1.39  1.040  0.968  1.113  0.0927  0.097      0 414.15    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  6.50  5.72  7.53  0.48  0.25  0.78   7.51e-04   7.01e-04   7.98e-04  1.15  0.99  1.36  0.956  0.882  1.026  0.0927  0.092      0 440.18    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.54  4.97  6.26  0.56  0.32  0.86   7.72e-04   7.17e-04   8.24e-04  0.98  0.86  1.13  0.983  0.902  1.058  0.0927  0.095      0 420.97    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.22  4.71  5.84  0.52  0.31  0.79   8.01e-04   7.47e-04   8.54e-04  0.92  0.81  1.06  1.020  0.940  1.097  0.0927  0.097      0 478.75    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.77  5.19  6.49  0.74  0.48  1.08   7.50e-04   6.95e-04   8.01e-04  1.02  0.90  1.17  0.954  0.874  1.029  0.0927  0.096      0 472.16    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.68  5.03  6.51  0.11  0.00  0.30   8.77e-04   8.28e-04   9.22e-04  1.01  0.87  1.17  1.116  1.040  1.187  0.0927  0.097      0 394.42    431
ABELL_3921                  4973   0.00    1.0  3.07  0.00  0.00  5.68  5.03  6.51  0.11  0.00  0.30   8.77e-04   8.28e-04   9.22e-04  1.01  0.87  1.17  1.116  1.040  1.187  0.0927  0.097      0 394.42    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  5.20  4.52  6.08  0.78  0.50  1.03   1.33e-04   1.19e-04   1.47e-04  0.81  0.68  0.99  1.049  0.910  1.178  0.3120  0.019      0 374.54    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  5.50  4.72  6.53  1.18  0.95  1.53   1.19e-04   1.05e-04   1.35e-04  0.86  0.71  1.06  0.940  0.802  1.077  0.3120  0.019      0 424.60    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  5.06  4.35  5.92  0.87  0.49  1.40   1.23e-04   1.08e-04   1.37e-04  0.79  0.65  0.96  0.971  0.830  1.100  0.3120  0.018      0 404.30    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  5.00  4.30  5.90  0.62  0.37  1.11   1.39e-04   1.24e-04   1.54e-04  0.78  0.65  0.96  1.096  0.946  1.235  0.3120  0.019      0 402.69    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  5.00  4.30  5.90  0.62  0.37  1.11   1.39e-04   1.24e-04   1.54e-04  0.78  0.65  0.96  1.096  0.946  1.235  0.3120  0.019      0 402.69    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  4.89  4.19  5.81  0.63  0.28  1.05   1.34e-04   1.20e-04   1.51e-04  0.76  0.63  0.94  1.054  0.914  1.209  0.3120  0.019      0 371.00    431
AC_114                      1562   0.00    1.0  1.44  0.00  0.00  5.18  4.44  6.18  0.66  0.32  0.87   1.28e-04   1.13e-04   1.41e-04  0.81  0.67  1.00  1.005  0.864  1.135  0.3120  0.018      0 389.13    431
