1.476 2.19546358063e-06 0.000834241211258
1.968 2.09485891517e-06 0.000532308268999
2.46 1.89558440887e-06 0.000528843834542
2.952 1.77699579352e-06 0.000428398657754
3.444 1.64931661826e-06 0.000412721334394
3.936 1.36866562784e-06 0.00034321239107
4.428 1.1621805099e-06 0.000265715711671
4.92 9.76135124957e-07 0.000268346449822
5.412 8.78841505342e-07 0.000224555619977
5.904 7.87868390639e-07 0.000218779829391
6.396 7.39812050937e-07 0.000186360669435
6.888 6.37734456521e-07 0.000173026850372
7.38 6.56608644532e-07 0.000179700196603
7.872 5.38346826309e-07 0.000140914915469
8.364 4.98113586074e-07 0.000135547052923
8.856 4.13150806954e-07 0.000123446900049
9.348 3.90704882494e-07 0.000117958793495
9.84 3.70740872855e-07 0.000116939469668
10.332 3.03230193407e-07 9.32695481171e-05
10.824 2.51767694741e-07 8.6192778557e-05
11.316 2.25201386036e-07 8.03783673894e-05
11.808 2.18485166573e-07 7.91707264163e-05
12.3 2.17228327918e-07 7.30867223643e-05
12.792 1.70470769919e-07 6.55296630009e-05
13.284 1.82271469618e-07 6.86016013599e-05
13.776 1.53098720696e-07 5.86289027799e-05
14.268 1.46470573356e-07 5.93124501249e-05
14.76 1.48398866725e-07 5.53649856382e-05
15.252 1.22251995924e-07 5.12875864501e-05
15.744 1.26385426708e-07 5.26992545657e-05
16.236 1.08644073445e-07 4.6452196016e-05
16.728 9.76102769614e-08 4.24285959782e-05
17.22 1.07645429591e-07 4.4556255504e-05
17.712 9.09060844031e-08 4.05848504172e-05
18.204 9.4862270894e-08 4.18270895863e-05
18.696 7.86539846598e-08 3.6196736926e-05
19.188 8.21344886077e-08 3.79176727863e-05
19.68 7.28596491549e-08 3.37657555172e-05
20.172 7.22983976398e-08 3.47035092176e-05
20.664 6.69611384983e-08 3.23701229033e-05
21.156 5.82540306079e-08 2.95286332617e-05
21.648 6.03880417992e-08 3.07403216416e-05
22.14 6.15136802448e-08 2.97046547303e-05
22.632 5.56182006365e-08 2.8852857007e-05
23.124 5.37588639775e-08 2.70285748349e-05
23.616 4.56375687831e-08 2.49034407922e-05
24.108 4.94586447652e-08 2.55904961553e-05
24.6 5.13222775658e-08 2.59026571062e-05
25.092 4.58518478e-08 2.43297882502e-05
25.584 4.3147727164e-08 2.27632693823e-05
26.076 4.52653872731e-08 2.43262113763e-05
26.568 3.99967079183e-08 2.21757022523e-05
27.06 4.04285169987e-08 2.17824873703e-05
27.552 3.39664982617e-08 2.03151871129e-05
28.044 4.33350339736e-08 2.18202913679e-05
28.536 3.50345827035e-08 2.07545696692e-05
29.028 3.4567443646e-08 1.90864647898e-05
29.52 3.74004925689e-08 2.01642354506e-05
30.012 3.59918273365e-08 2.01007812008e-05
30.504 3.33808497076e-08 1.85675069557e-05
30.996 3.06873957246e-08 1.86622594248e-05
31.488 2.78237027194e-08 1.61627784991e-05
31.98 2.99689039686e-08 1.75930173753e-05
32.472 2.79552798088e-08 1.65037976694e-05
32.964 2.20356464233e-08 1.47222147917e-05
33.456 2.76001194052e-08 1.65555537797e-05
