33.948 2.94995575239e-08 1.64931512304e-05
34.44 2.39614380395e-08 1.52079071387e-05
34.932 2.04721427132e-08 1.39918349672e-05
35.424 2.60233002697e-08 1.49656458912e-05
35.916 2.45871439743e-08 1.51250721265e-05
36.408 2.25779798004e-08 1.40574464564e-05
36.9 2.44629155177e-08 1.48869792709e-05
37.392 2.04520683868e-08 1.31581127761e-05
37.884 2.00086600947e-08 1.28575700271e-05
38.376 1.90322530571e-08 1.29065152737e-05
38.868 2.06118123147e-08 1.31024390646e-05
39.36 1.89607744699e-08 1.26177053677e-05
39.852 1.97906782406e-08 1.2350451695e-05
40.344 2.08471154095e-08 1.29694901027e-05
40.836 1.88336132749e-08 1.2327265251e-05
41.328 1.75988395451e-08 1.1870036715e-05
41.82 1.6660232449e-08 1.11662124523e-05
42.312 1.56869654948e-08 1.09145269616e-05
42.804 1.43795236389e-08 1.04884247547e-05
43.296 1.66514652026e-08 1.13286648695e-05
43.788 1.45033790763e-08 1.012891841e-05
44.28 1.65036214858e-08 1.10735565712e-05
44.772 1.39888758953e-08 1.00164785229e-05
45.264 1.46970869725e-08 1.03389482485e-05
45.756 1.5095710113e-08 1.02636259837e-05
46.248 1.39626049629e-08 9.97250185827e-06
46.74 1.43759213476e-08 1.00159440044e-05
47.232 9.83086064229e-09 8.22725658489e-06
47.724 1.43121607776e-08 9.82905554476e-06
48.216 1.27659347374e-08 8.91204082915e-06
48.708 1.24146367776e-08 9.30767161951e-06
49.2 1.30145829932e-08 9.16558182405e-06
49.692 1.30639841422e-08 9.51589386782e-06
50.184 1.3311846018e-08 9.10059945627e-06
50.676 1.29576923706e-08 8.92512060146e-06
51.168 1.10552873425e-08 8.58270271794e-06
51.66 1.21973967489e-08 8.71132933666e-06
52.152 1.11912029585e-08 8.39501281707e-06
52.644 1.02475718577e-08 7.89025296404e-06
53.136 1.18353711112e-08 8.40567879078e-06
53.628 1.26264041271e-08 8.81028796178e-06
54.12 1.09997131885e-08 7.94436756606e-06
54.612 1.26609604111e-08 8.84871059618e-06
55.104 1.12232221997e-08 8.11535174545e-06
55.596 9.36543567673e-09 7.41331681273e-06
56.088 9.10858187673e-09 7.24942847517e-06
56.58 1.15753036682e-08 8.01705062538e-06
57.072 1.22096056216e-08 8.32376912326e-06
57.564 9.05384727173e-09 7.16779852718e-06
58.056 1.06736451575e-08 7.80408506322e-06
58.548 1.00678008828e-08 7.51732451846e-06
59.04 9.28020058157e-09 7.02882479855e-06
59.532 9.99612342306e-09 7.31378268463e-06
60.024 1.02785871785e-08 7.43568526934e-06
60.516 9.96409704999e-09 7.2092698333e-06
61.008 1.02120819759e-08 7.45049705322e-06
61.5 9.15252248593e-09 6.96238441158e-06
61.992 8.57215864829e-09 6.75536993463e-06
62.484 8.44341933243e-09 6.47489027787e-06
62.976 8.72283572066e-09 6.76239656206e-06
63.468 9.95746469421e-09 7.10009574884e-06
63.96 9.29409933675e-09 6.92777156213e-06
64.452 8.65582184903e-09 6.63607120408e-06
64.944 8.53627610106e-09 6.44868551275e-06
65.436 1.01816676779e-08 7.11021434221e-06
65.928 7.41605400603e-09 5.98252410002e-06
66.42 7.31507491868e-09 6.04128213177e-06
66.912 8.71364544811e-09 6.39577980805e-06
67.404 8.71582776724e-09 6.51615326806e-06
67.896 9.01071537744e-09 6.64115031037e-06
68.388 9.95029573589e-09 6.80371962937e-06
68.88 8.69685142798e-09 6.33230635678e-06
69.372 8.10792614529e-09 6.14162515477e-06
69.864 9.37322076555e-09 6.64855502066e-06
70.356 8.10763964062e-09 6.22623121865e-06
70.848 8.6482593749e-09 6.17819093667e-06
71.34 7.43341297937e-09 5.74012132499e-06
71.832 9.32817836897e-09 6.47201335084e-06
72.324 6.25317607358e-09 5.34565603494e-06
72.816 8.63389340801e-09 6.1468447085e-06
73.308 8.23264785042e-09 5.9645230406e-06
73.8 7.5116483798e-09 5.83317630904e-06
74.292 7.50804825995e-09 5.66057757236e-06
74.784 8.33452740751e-09 6.13094824404e-06
75.276 8.58292917443e-09 5.97856321335e-06
75.768 6.14844226799e-09 5.14377342621e-06
76.26 7.01581574731e-09 5.52929569865e-06
76.752 7.71576277054e-09 5.66850448141e-06
77.244 9.58150261579e-09 6.26644803251e-06
77.736 8.00460582242e-09 5.72762540056e-06
78.228 6.95660386851e-09 5.43751417016e-06
78.72 6.91662411821e-09 5.41074511174e-06
79.212 8.10580677934e-09 5.65265369333e-06
79.704 6.13422767213e-09 5.02398097617e-06
