# Model: wabs(mekal) for r2500-core spectra; Fit Range = 0.6 - 10.0; Count Rates = 0.6 - 10.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 1.00; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
MS_0839.8+2938              2224  0.722  2.140  3.92  0.00  0.00  5.23  4.90  5.59  0.38  0.27  0.51   1.19e-03   1.15e-03   1.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.0000  0.0000  0.189   51.9   0.91    223
MS_0906.5+1110               924  1.230  3.660  3.60  0.00  0.00  4.47  4.24  4.72  0.13  0.05  0.21   2.36e-03   2.29e-03   2.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1630  0.0000  0.0000  0.239   65.1   1.03    254
MS_1006.0+1202               925  0.869  2.590  3.63  0.00  0.00  5.28  4.95  5.68  0.16  0.06  0.25   1.55e-03   1.50e-03   1.60e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.0000  0.0000  0.145   65.4   1.89    173
MS_1008.1-1224               926  0.681  2.030  6.71  0.00  0.00  5.18  4.89  5.50  0.30  0.00  0.00   1.45e-03   1.42e-03   1.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.0000  0.0000  0.124   73.4   1.76    179
MS_1455.0+2232              4192  0.607  1.800  3.35  0.00  0.00  4.96  4.81  5.12  0.36  0.32  0.41   1.79e-03   1.76e-03   1.82e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.0000  0.0000  0.162   84.0   1.39    285
MS_2137.3-2353              4974  0.607  1.810  3.40  0.00  0.00  6.88  6.19  7.73  0.30  0.00  0.00   1.15e-03   1.13e-03   1.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.0000  0.0000  0.153   40.9   1.00    134
RCS_J2327-0204              7355  0.951  2.840  4.84  0.00  0.00 79.90 69.08 79.90  3.40  1.12 10.25   6.55e-04   4.28e-04   7.94e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2000  0.0000  0.0000  0.153   40.2   2.46    252
RX_J0220.9-3829             9411  0.697  2.090  1.85  0.00  0.00  6.78  6.20  7.47  0.65  0.47  0.86   1.20e-03   1.15e-03   1.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2287  0.0000  0.0000  0.142   74.2   1.21    113
RX_J0232.2-4420             4993  0.738  2.200  2.53  0.00  0.00  9.98  9.20 10.91  0.42  0.30  0.55   3.32e-03   3.24e-03   3.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2836  0.0000  0.0000  0.336   87.2   1.39    175
RX_J0439+0520                527  0.746  2.220 10.02  0.00  0.00  4.81  4.29  5.45  0.00  0.00  0.18   1.41e-03   1.33e-03   1.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2080  0.0000  0.0000  0.117   65.9   1.07     53
RX_J0528.9-3927             4994  0.877  2.620  2.36  0.00  0.00  9.78  8.80 10.97  0.27  0.12  0.41   2.53e-03   2.46e-03   2.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2632  0.0000  0.0000  0.259   80.0   1.04    156
RX_J1504.1-0248             5793  1.000  2.980  6.27  0.00  0.00 11.47 10.90 12.14  0.40  0.33  0.48   5.33e-03   5.26e-03   5.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2150  0.0000  0.0000  0.562   87.0   1.56    380
RX_J1539.5-8335             8266  1.779  5.310  7.78  0.00  0.00  6.74  6.17  7.40  1.09  0.82  1.39   3.25e-03   3.08e-03   3.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0728  0.0000  0.0000  0.483   63.1   1.24    183
RX_J1720.1+2638             4361  1.009  3.010  4.02  0.00  0.00  7.61  7.26  7.97  0.38  0.31  0.46   4.67e-03   4.60e-03   4.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.0000  0.0000  0.537   86.3   1.20    276
RX_J2129.6+0005              552  1.033  3.070  4.30  0.00  0.00  5.74  5.25  6.31  0.23  0.09  0.39   2.41e-03   2.30e-03   2.51e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.0000  0.0000  0.231   66.1   2.05     98
ZWCL_1215                   4184  1.533  4.580  1.76  0.00  0.00  6.95  6.68  7.24  0.38  0.31  0.45   1.08e-02   1.06e-02   1.10e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0750  0.0000  0.0000  1.418   88.0   1.21    305
ZWCL_1358+6245               516  0.623  1.850  1.94  0.00  0.00  8.99  8.23  9.86  0.30  0.00  0.00   1.22e-03   1.20e-03   1.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.0000  0.0000  0.175   47.0   1.00    236
ZWCL_1953                   1659  0.779  2.320  3.10  0.00  0.00  6.71  6.11  7.42  0.30  0.00  0.00   1.45e-03   1.42e-03   1.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3800  0.0000  0.0000  0.132   70.1   1.00    126
ZWCL_3146                    909  0.927  2.760  2.70  0.00  0.00  8.13  7.70  8.59  0.25  0.18  0.32   2.64e-03   2.59e-03   2.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2900  0.0000  0.0000  0.278   76.2   0.98    312
ZWCL_7160                    543  0.886  2.640  3.10  0.00  0.00  4.26  3.82  4.75  0.25  0.09  0.44   1.52e-03   1.42e-03   1.64e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2578  0.0000  0.0000  0.153   69.6   1.09     72
ZWICKY_2701                 3195  0.722  2.160  0.83  0.00  0.00  5.59  5.27  5.95  0.43  0.31  0.54   1.47e-03   1.43e-03   1.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.0000  0.0000  0.241   46.6   0.91    210
ZwCl_0857.9+2107            7897  1.082  3.220  3.38  0.00  0.00  7.70  6.32  9.81  1.12  0.58  1.79   7.07e-04   6.29e-04   7.83e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.0000  0.0000  0.095   47.8   1.25     58
1E0657_56        5356+3184+5361  0.869  2.580  6.53  0.00  0.00 12.41 12.20 12.62  0.29  0.27  0.31   7.72e-03   7.68e-03   7.76e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2960  0.0000  0.0000  0.724   92.5   1.44   1460
ABELL_0209             3579+522  1.000  2.990  1.68  0.00  0.00  7.71  7.26  8.23  0.28  0.20  0.37   4.14e-03   4.05e-03   4.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2060  0.0000  0.0000  0.447   77.6   1.39    301
ABELL_0267            3580+1448  0.828  2.460  2.74  0.00  0.00  6.34  5.94  6.77  0.37  0.27  0.47   2.13e-03   2.07e-03   2.19e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.219   73.7   1.06    236
ABELL_0401             518+2309  2.534  7.560 12.48  0.00  0.00  6.91  6.75  7.07  0.37  0.32  0.43   2.66e-02   2.64e-02   2.69e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.0000  0.0000  3.332   79.3   1.26    557
ABELL_0478            1669+6102  2.025  6.030 30.90  0.00  0.00  8.68  8.35  9.04  0.40  0.34  0.46   2.38e-02   2.35e-02   2.41e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  0.0000  0.0000  2.205   86.1   1.31    362
ABELL_0907        3205+3185+535  1.025  3.060  5.69  0.00  0.00  5.38  5.26  5.50  0.31  0.27  0.35   3.28e-03   3.23e-03   3.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.0000  0.0000  0.350   76.2   1.14    745
ABELL_1664            7901+1648  1.009  3.010  8.47  0.00  0.00  7.20  6.92  7.50  0.36  0.30  0.43   3.74e-03   3.69e-03   3.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1276  0.0000  0.0000  0.619   56.8   2.21    460
ABELL_1689        540+1663+5004  1.222  3.650  1.87  0.00  0.00  9.21  8.91  9.55  0.46  0.41  0.52   6.74e-03   6.64e-03   6.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1843  0.0000  0.0000  0.821   84.4   1.10    734
ABELL_2142       5005+1228+1196  2.148  6.400  4.31  0.00  0.00 10.00  9.82 10.19  0.32  0.29  0.35   2.58e-02   2.56e-02   2.59e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0898  0.0000  0.0000  2.990   90.3   1.71    586
ABELL_2204        7940+6104+499  1.205  3.610  5.84  0.00  0.00 10.74 10.47 11.03  0.35  0.32  0.39   8.55e-03   8.49e-03   8.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.0000  0.0000  0.950   86.9   1.43    780
ABELL_2744      7915+8477+8557+2212  0.763  2.260  1.82  0.00  0.00 11.51 11.13 11.93  0.30  0.00  0.00   3.42e-03   3.37e-03   3.47e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.0000  0.0000  0.341   65.7   1.21   1040
ABELL_3376            3202+3450  2.886  8.620  5.21  0.00  0.00  5.27  5.17  5.38  0.52  0.48  0.56   7.48e-03   7.40e-03   7.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0456  0.0000  0.0000  0.974   68.5   1.59   1079
CL_J1226.9+3332   5014+3180+932  0.320  0.950  1.37  0.00  0.00 12.90 11.28 15.01  0.30  0.00  0.00   6.01e-04   5.81e-04   6.23e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.0000  0.0000  0.033   48.7   1.04    101
HERCULES_A       5796+6257+1625  0.927  2.760  6.27  0.00  0.00  4.38  4.27  4.50  0.27  0.24  0.31   2.30e-03   2.26e-03   2.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.0000  0.0000  0.359   49.1   2.03    840
MACS_J0011.7-1523       6105+3261  0.500  1.480  2.08  0.00  0.00  6.18  5.85  6.53  0.30  0.00  0.00   1.24e-03   1.22e-03   1.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.0000  0.0000  0.113   79.7   1.17    224
MACS_J0159.8-0849       6106+3265  0.599  1.790  2.01  0.00  0.00 12.07 11.18 13.12  0.30  0.00  0.00   1.78e-03   1.75e-03   1.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.0000  0.0000  0.161   85.6   1.04    280
MACS_J0257.1-2325       1654+3581  0.525  1.560  2.09  0.00  0.00  9.14  8.29 10.21  0.30  0.00  0.00   1.10e-03   1.07e-03   1.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.0000  0.0000  0.090   79.3   1.04    137
MACS_J0329.6-0211  6108+3582+3257  0.402  1.210  6.21  0.00  0.00  7.60  7.14  8.11  0.30  0.00  0.00   1.21e-03   1.19e-03   1.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.0000  0.0000  0.097   87.2   1.37    234
MACS_J0717.5+3745       4200+1655  0.484  1.450  6.75  0.00  0.00 13.46 12.71 14.32  0.30  0.00  0.00   2.78e-03   2.75e-03   2.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.0000  0.0000  0.201   88.4   1.04    374
MACS_J0744.8+3927  3585+3197+6111  0.418  1.250  4.66  0.00  0.00  9.81  9.05 10.68  0.30  0.00  0.00   8.75e-04   8.42e-04   9.07e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.0000  0.0000  0.054   79.0   1.04    195
MACS_J1115.2+5320  3253+5008+5350  0.517  1.530  0.98  0.00  0.00  9.80  8.78 11.08  0.30  0.00  0.00   1.19e-03   1.14e-03   1.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4390  0.0000  0.0000  0.105   81.4   1.18    127
MACS_J1149.5+2223       3589+1656  0.435  1.300  2.32  0.00  0.00  7.99  7.44  8.62  0.30  0.00  0.00   1.68e-03   1.64e-03   1.72e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5440  0.0000  0.0000  0.120   87.3   0.89    159
MACS_J1311.0-0310       3258+6110  0.385  1.160  2.18  0.00  0.00  7.80  7.12  8.62  0.30  0.00  0.00   5.78e-04   5.54e-04   6.04e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.0000  0.0000  0.046   75.2   1.29    143
MACS_J1621.3+3810 6109+6172+3254+3594  0.476  1.420  1.07  0.00  0.00  8.61  7.94  9.40  0.30  0.00  0.00   7.07e-04   6.89e-04   7.24e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4610  0.0000  0.0000  0.061   77.2   1.00    202
MACS_J2214.9-1359       3259+5011  0.476  1.430  3.32  0.00  0.00  9.75  8.89 10.79  0.30  0.00  0.00   1.44e-03   1.41e-03   1.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.0000  0.0000  0.111   84.4   0.92    133
PKS_0745-191      2427+508+6103  1.919  5.730 43.39  0.00  0.00  9.17  8.67  9.75  0.23  0.16  0.30   1.67e-02   1.64e-02   1.69e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  0.0000  0.0000  1.420   82.4   1.35    344
RBS_0797              2202+7902  0.820  1.900  2.22  0.00  0.00 11.24 10.43 12.16  0.30  0.00  0.00   1.69e-03   1.65e-03   1.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.0000  0.0000  0.162   37.9   1.03    304
RXCJ0331.1-2100      10790+9415  0.812  2.430  2.14  0.00  0.00  9.12  8.34 10.05  0.28  0.14  0.42   2.10e-03   2.03e-03   2.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1880  0.0000  0.0000  0.246   78.8   1.37    188
RX_J0439.0+0715       3583+1449  0.804  2.400 11.16  0.00  0.00  5.60  5.31  5.91  0.27  0.19  0.34   2.93e-03   2.86e-03   3.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.265   76.2   1.30    235
RX_J0647.7+7015       3196+3584  0.426  1.280  5.18  0.00  0.00 11.77 10.47 13.34  0.30  0.00  0.00   1.11e-03   1.08e-03   1.14e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.0000  0.0000  0.080   83.7   1.17    117
RX_J1347.5-1145        3592+507  0.582  1.740  4.89  0.00  0.00 16.27 15.34 17.30  0.30  0.00  0.00   3.40e-03   3.37e-03   3.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.0000  0.0000  0.271   69.0   1.08    450
RX_J1423.8+2404       1657+4195  0.369  1.100  2.65  0.00  0.00  6.71  6.38  7.07  0.30  0.00  0.00   7.48e-04   7.21e-04   7.76e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.0000  0.0000  0.053   47.8   0.90    288
RX_J1532.9+3021       1665+1649  0.517  1.550  2.21  0.00  0.00  7.21  6.66  7.86  0.30  0.00  0.00   1.92e-03   1.87e-03   1.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.0000  0.0000  0.173   62.5   0.90    148
RX_J1720.2+3536  7225+3280+6107  0.476  1.420  3.35  0.00  0.00  9.76  9.09 10.53  0.30  0.00  0.00   1.46e-03   1.36e-03   1.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.0000  0.0000  0.117   85.8   1.29    242
