   11.6400    0.2910    1.8808    0.1692    0.0000
    8.2800    0.2070    0.8008    0.2116    0.0000
    6.7900    0.1698    1.8208    0.3762    0.0000
    8.0700    0.2017    1.4014    0.1084    0.0000
    6.7900    0.1698    1.7439    0.0121    0.0000
    7.0700    0.1768    0.9747    0.0222    0.0000
    3.2400    0.0810    1.0515    0.1955    0.0000
    5.0400    0.1260    1.0452    0.0497    0.0000
    4.6000    0.1150    1.7623    0.1148    0.0000
    3.5000    0.0875    1.6952    0.0906    0.0000
   10.1000    0.2525    1.3456    0.1417    0.0000
    7.8000    0.1950    1.1821    0.0278    0.0000
    7.3800    0.1845    0.9530    0.0153    0.0000
    3.6100    0.0903    1.0668    0.0532    0.0000
    8.2400    0.2060    1.2220    0.0442    0.0000
    6.9700    0.1742    1.4145    0.0535    0.0000
    5.5000    0.1375    0.8957    0.1020    0.0000
    4.0800    0.1020    1.7093    0.1754    0.0000
    6.7200    0.1680    0.7783    0.0975    0.0000
    3.9600    0.0990    1.3315    0.0065    0.0000
   10.4000    0.2600    1.4132    0.5012    0.0000
    4.1500    0.1038    1.0728    0.0401    0.0000
    4.3000    0.1075    1.0271    0.0161    0.0000
    5.4200    0.1355    1.0376    0.1012    0.0000
    9.5900    0.2398    1.3126    0.0878    0.0000
   10.5000    0.2625    1.3918    0.5655    0.0000
    6.8500    0.1713    1.2575    0.0727    0.0000
   10.5000    0.2625    0.7604    0.4033    0.0000
   11.2900    0.2823    1.1081    0.1156    0.0000
    8.0300    0.2007    1.7329    1.0122    0.0000
    8.4000    0.2100    1.4652    0.2984    0.0000
    8.0000    0.2000    1.6173    0.1237    0.0000
    7.5300    0.1883    1.1848    0.0822    0.0000
    8.8000    0.2200    1.4630    0.7568    0.0000
    8.5000    0.2125    1.3948    0.0363    0.0000
    6.5000    0.1625    1.0552    0.1980    0.0000
    9.0700    0.2268    1.6991    0.3872    0.0000
   10.8800    0.2720    1.0623    0.3396    0.0000
    5.9200    0.1480    1.2695    0.1679    0.0000
