    1.0660    0.0266    1.2685    0.1526    0.0000
    0.9180    0.0230    2.1741    0.1023    0.0000
    0.8319    0.0208    1.7144    0.1764    0.0000
    0.9069    0.0227    1.9127    0.0554    0.0000
    0.8319    0.0208    2.0788    0.0018    0.0000
    0.8494    0.0212    2.0864    0.0092    0.0000
    0.5105    0.0128    2.6931    0.1458    0.0000
    0.7024    0.0176    2.2719    0.0188    0.0000
    0.6628    0.0166    2.7677    0.0607    0.0000
    0.5441    0.0136    2.1518    0.0185    0.0000
    1.0043    0.0251    2.0483    0.0537    0.0000
    0.8921    0.0223    2.1152    0.0092    0.0000
    0.8681    0.0217    2.2137    0.0056    0.0000
    0.5575    0.0139    2.1106    0.0132    0.0000
    0.9159    0.0229    2.0812    0.0157    0.0000
    0.8432    0.0211    2.2206    0.0156    0.0000
    0.7404    0.0185    1.9081    0.0695    0.0000
    0.6107    0.0153    1.7706    0.0781    0.0000
    0.8274    0.0207    2.0436    0.0659    0.0000
    0.5977    0.0149    2.6766    0.0057    0.0000
    1.0170    0.0254    1.9956    0.2577    0.0000
    0.6180    0.0155    2.1580    0.0101    0.0000
    0.6335    0.0158    2.0604    0.0054    0.0000
    0.7340    0.0183    2.0380    0.0459    0.0000
    0.9818    0.0245    2.0930    0.0347    0.0000
    1.0212    0.0255    2.2918    0.2379    0.0000
    0.8357    0.0209    1.9853    0.0288    0.0000
    1.0212    0.0255    2.2043    0.3044    0.0000
    1.0527    0.0263    2.0493    0.0667    0.0000
    0.9047    0.0226    1.4402    0.6667    0.0000
    0.9243    0.0231    1.5203    0.2705    0.0000
    0.9031    0.0226    1.8026    0.0499    0.0000
    0.8768    0.0219    2.1134    0.0382    0.0000
    0.9445    0.0236    2.2354    0.3730    0.0000
    0.9294    0.0232    2.0441    0.0108    0.0000
    0.8129    0.0203    2.1125    0.0953    0.0000
    0.9576    0.0239    1.6886    0.2841    0.0000
    1.0366    0.0259    2.2549    0.0852    0.0000
    0.7723    0.0193    2.0789    0.0391    0.0000
    0.7356    0.0184    1.8826    0.0283    0.0000
    0.7520    0.0188    1.9752    0.0361    0.0000
    0.7679    0.0192    2.3318    0.1041    0.0000
    0.5911    0.0148    2.0327    0.0159    0.0000
    0.8136    0.0203    1.9135    0.0336    0.0000
    0.5441    0.0136    2.3310    0.0173    0.0000
    0.6243    0.0156    2.2084    0.0208    0.0000
    0.8136    0.0203    2.2600    0.0879    0.0000
    0.9025    0.0226    2.1532    0.3001    0.0000
    0.8388    0.0210    2.2009    0.0051    0.0000
    0.7810    0.0195    2.2817    0.2334    0.0000
    0.5694    0.0142    2.2308    0.0106    0.0000
    0.6628    0.0166    1.9151    0.1002    0.0000
    0.7226    0.0181    2.2059    0.1601    0.0000
    0.7497    0.0187    2.1587    0.0463    0.0000
    0.8573    0.0214    1.8961    0.4928    0.0000
    0.5944    0.0149    2.0449    0.0205    0.0000
    0.7634    0.0191    2.3104    0.0477    0.0000
    0.5899    0.0147    2.3351    0.0210    0.0000
    0.8692    0.0217    1.0095    0.5012    0.0000
    0.8287    0.0207    2.3899    0.1094    0.0000
    0.4829    0.0121    1.5392    0.5678    0.0000
    0.6117    0.0153    2.3448    0.0619    0.0000
    0.9395    0.0235    1.9641    0.1205    0.0000
    0.8254    0.0206    2.2158    0.0831    0.0000
    0.8195    0.0205    1.9341    0.0590    0.0000
    0.9191    0.0230    2.0267    0.1027    0.0000
    0.9571    0.0239    2.0340    0.1170    0.0000
    0.9974    0.0249    1.8431    0.1652    0.0000
    0.9309    0.0233    1.6139    0.2379    0.0000
    0.8195    0.0205    2.2282    0.0521    0.0000
    0.5051    0.0126    2.2512    0.2457    0.0000
    1.0453    0.0261    1.6254    0.1823    0.0000
    0.5877    0.0147    2.0366    0.0129    0.0000
    0.8388    0.0210    2.2987    0.0550    0.0000
    0.5775    0.0144    1.9129    0.0193    0.0000
    0.6785    0.0170    0.9174    0.9545    0.0000
    0.6107    0.0153    2.0714    0.0388    0.0000
    0.9494    0.0237    2.0906    0.0458    0.0000
    0.9294    0.0232    2.0940    0.0739    0.0000
    0.6021    0.0151    2.0774    0.1801    0.0000
    0.7701    0.0193    2.2038    0.0329    0.0000
    0.8451    0.0211    2.0627    0.0570    0.0000
    0.5378    0.0134    2.1047    0.1294    0.0000
    0.9004    0.0225    2.1585    0.1514    0.0000
    0.8388    0.0210    1.8500    0.1782    0.0000
    0.8837    0.0221    2.0481    0.0308    0.0000
    1.0212    0.0255    2.1178    0.0937    0.0000
    0.7093    0.0177    2.2880    0.1984    0.0000
    0.7324    0.0183    2.1825    0.0119    0.0000
    0.9345    0.0234    1.4284    0.5333    0.0000
    0.8543    0.0214    1.9298    0.1153    0.0000
    0.7284    0.0182    2.2907    0.0235    0.0000
    0.8976    0.0224    1.7370    0.2890    0.0000
    0.9689    0.0242    2.3224    0.1115    0.0000
    0.5821    0.0146    2.5978    0.1014    0.0000
    0.9042    0.0226    2.2878    0.2658    0.0000
    0.6444    0.0161    2.4163    0.0513    0.0000
    0.5051    0.0126    1.5173    0.5435    0.0000
    0.6484    0.0162    2.1341    0.0972    0.0000
    1.0835    0.0271    1.8586    0.3045    0.0000
    0.6170    0.0154    2.5204    0.1180    0.0000
    0.8261    0.0207    1.0304    0.2857    0.0000
    0.9917    0.0248    1.2307    0.4901    0.0000
    0.7459    0.0186    2.0377    0.0239    0.0000
    0.8075    0.0202    0.7617    1.2476    0.0000
    0.8388    0.0210    0.8480    0.4662    0.0000
    0.6937    0.0173    1.7850    0.1450    0.0000
    0.8797    0.0220    2.0251    0.0578    0.0000
    0.8513    0.0213    2.3724    0.1406    0.0000
    0.9773    0.0244    1.5957    0.0788    0.0000
    0.5798    0.0145    2.1437    0.0228    0.0000
    0.9619    0.0240    2.3073    0.0334    0.0000
    0.7404    0.0185    2.0819    0.0983    0.0000
    0.7839    0.0196    2.0959    0.1009    0.0000
    0.8062    0.0202    2.5029    0.1175    0.0000
    1.0354    0.0259    2.0636    0.0149    0.0000
    0.5682    0.0142    2.0397    0.1378    0.0000
    0.5539    0.0138    1.9951    0.0667    0.0000
    0.9823    0.0246    1.4650    0.3477    0.0000
    0.5763    0.0144    2.1862    0.0428    0.0000
    0.8000    0.0200    1.9705    0.0352    0.0000
    0.9827    0.0246    1.6664    0.4118    0.0000
    0.9238    0.0231    1.9563    0.3232    0.0000
    0.6590    0.0165    2.2871    0.0512    0.0000
    0.8267    0.0207    2.3361    0.0516    0.0000
    0.6314    0.0158    2.2282    0.0179    0.0000
    0.6425    0.0161    2.3142    0.0229    0.0000
    0.9217    0.0230    2.5760    0.0554    0.0000
    0.7832    0.0196    1.3721    0.2734    0.0000
    0.7101    0.0178    2.0247    0.1224    0.0000
    0.6937    0.0173    2.4314    0.0165    0.0000
    0.7412    0.0185    2.1223    0.0563    0.0000
    0.5798    0.0145    2.2035    0.0282    0.0000
    0.8808    0.0220    2.2817    0.0336    0.0000
    0.7364    0.0184    2.3017    0.1969    0.0000
    0.7551    0.0189    2.1804    0.0659    0.0000
    0.5185    0.0130    2.0714    0.0101    0.0000
    0.6712    0.0168    2.3078    0.0051    0.0000
    0.6656    0.0166    2.4381    0.0433    0.0000
    0.9159    0.0229    2.2911    0.0524    0.0000
    0.8445    0.0211    1.8450    0.2020    0.0000
    0.5694    0.0142    2.3572    0.0441    0.0000
    1.0170    0.0254    2.3225    0.0143    0.0000
    0.5159    0.0129    2.2874    0.0265    0.0000
    0.8686    0.0217    1.8831    0.1182    0.0000
    0.7938    0.0198    1.8727    0.0294    0.0000
    0.8692    0.0217    1.9144    0.1715    0.0000
    0.8675    0.0217    1.8456    0.2614    0.0000
    1.0531    0.0263    1.9987    0.0659    0.0000
    0.8299    0.0207    1.9488    0.0438    0.0000
    0.7973    0.0199    1.9290    0.1441    0.0000
    0.9191    0.0230    2.1940    0.0965    0.0000
    0.8965    0.0224    1.9763    0.0666    0.0000
    0.8751    0.0219    1.9421    0.0457    0.0000
    0.8439    0.0211    1.9671    0.3348    0.0000
    1.0216    0.0255    1.8936    0.1460    0.0000
    0.9243    0.0231    2.0303    0.1860    0.0000
    0.7404    0.0185    1.8749    0.0301    0.0000
    0.7076    0.0177    2.0250    0.0535    0.0000
    0.5441    0.0136    2.1176    0.0084    0.0000
    0.5172    0.0129    2.3589    0.1030    0.0000
    0.9956    0.0249    1.8073    0.1795    0.0000
    0.7007    0.0175    2.2149    0.0401    0.0000
    0.9355    0.0234    1.1934    1.3891    0.0000
    0.7364    0.0184    2.0285    0.0188    0.0000
    0.5798    0.0145    2.0244    0.0257    0.0000
    0.9085    0.0227    1.9882    0.0873    0.0000
    0.8470    0.0212    1.9181    0.1409    0.0000
    0.8733    0.0218    2.4184    0.0941    0.0000
    0.6542    0.0164    1.9110    0.0211    0.0000
    0.7993    0.0200    1.9535    0.0255    0.0000
    1.0715    0.0268    2.3935    0.0134    0.0000
    0.6866    0.0172    2.2040    0.0380    0.0000
    0.8943    0.0224    2.2215    0.0643    0.0000
    0.6656    0.0166    1.9799    0.0284    0.0000
    0.9899    0.0247    1.9991    0.0975    0.0000
    0.5911    0.0148    2.2319    0.0494    0.0000
    0.5340    0.0134    2.1793    0.0286    0.0000
    0.4829    0.0121    2.2895    0.0418    0.0000
    0.9494    0.0237    1.9804    0.0159    0.0000
    0.7443    0.0186    2.0380    0.0213    0.0000
    0.5366    0.0134    2.2314    0.0300    0.0000
    0.7853    0.0196    1.9908    0.0356    0.0000
    0.5478    0.0137    2.2063    0.0337    0.0000
    1.0828    0.0271    1.9507    0.0508    0.0000
    0.8573    0.0214    1.9911    0.0419    0.0000
    0.4771    0.0119    2.1182    0.1441    0.0000
    0.6435    0.0161    2.1022    0.0309    0.0000
    1.1614    0.0290    1.7932    0.3983    0.0000
    1.1072    0.0277    2.0232    0.0264    0.0000
    0.9823    0.0246    1.9362    0.0365    0.0000
    0.6474    0.0162    2.1004    0.0352    0.0000
