# Model: wabs(mekal) for total spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
ABELL_0478                  6102   0.93   4.10 15.48  0.00  0.00  7.58  7.01  8.23  0.31  0.31  0.31   4.07e-02   3.97e-02   4.17e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  1.530   1.01    340
ABELL_0520                  4215   0.42   3.84  7.84  0.00  0.00  7.12  6.62  7.70  0.25  0.25  0.25   8.90e-03   8.65e-03   9.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2020  0.270   1.01    340
ABELL_0521                   430   0.34   3.47  6.17  0.00  0.00  5.70  5.01  6.66  0.19  0.19  0.19   6.32e-03   5.89e-03   6.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2533  0.188   1.15    340
ABELL_0576                  3289   2.10   3.85  5.57  0.00  0.00  2.82  2.65  3.01  0.46  0.46  0.46   8.12e-03   7.73e-03   8.53e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  0.246   1.28    340
ABELL_0644                  2211   1.17   4.10  6.31  0.00  0.00  6.92  6.55  7.33  0.29  0.29  0.29   2.57e-02   2.52e-02   2.62e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  0.963   1.07    340
ABELL_0665                  3586   0.46   4.10  4.24  0.00  0.00  7.60  6.88  8.48  0.19  0.19  0.19   1.14e-02   1.10e-02   1.18e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1810  0.365   0.90    340
ABELL_0697                  4217   0.30   4.10  3.34  0.00  0.00  8.27  7.18  9.70  0.23  0.23  0.23   9.11e-03   8.66e-03   9.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2820  0.273   1.30    340
ABELL_0773                  5006   0.39   4.10  1.46  0.00  0.00  7.30  6.28  8.60  0.34  0.34  0.34   7.12e-03   6.74e-03   7.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2170  0.233   1.17    340
ABELL_0907                  3185   0.54   4.10  5.69  0.00  0.00  4.85  4.53  5.22  0.25  0.25  0.25   8.06e-03   7.74e-03   8.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.228   1.05    340
ABELL_0963                   903   0.41   2.98  1.39  0.00  0.00  5.23  4.73  5.87  0.34  0.34  0.34   6.58e-03   6.23e-03   6.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2056  0.212   1.05    340
ABELL_1068                  1652   0.61   3.08  0.71  0.00  0.00  3.30  3.02  3.66  0.42  0.42  0.42   6.39e-03   5.94e-03   6.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1375  0.186   1.20    340
ABELL_1204                  2205   0.49   4.81  1.44  0.00  0.00  2.42  2.18  2.70  0.35  0.35  0.35   4.92e-03   4.39e-03   5.53e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1706  0.084   1.53    340
ABELL_1361                  2200   0.71   2.94  2.18  0.00  0.00  3.87  2.75 13.10  0.61  0.61  0.61   3.49e-03   2.44e-03   4.39e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1171  0.175   0.82    340
ABELL_1413                  5003   0.58   2.79  2.19  0.00  0.00  6.88  6.44  7.39  0.21  0.21  0.21   1.12e-02   1.09e-02   1.15e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  0.323   0.99    340
ABELL_1650                  4178   0.97   2.94  1.62  0.00  0.00  4.44  4.15  4.75  0.40  0.40  0.40   1.34e-02   1.29e-02   1.39e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  0.480   1.28    340
ABELL_1651                  4185   0.98   4.10  2.02  0.00  0.00  4.70  4.32  5.16  0.32  0.32  0.32   1.85e-02   1.76e-02   1.95e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0840  0.618   1.19    340
ABELL_1664                  1648   0.65   2.94  8.47  0.00  0.00  2.34  2.05  2.68  0.11  0.11  0.11   8.38e-03   7.19e-03   9.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1276  0.177   1.08    340
ABELL_1689                  5004   0.45   4.10  1.87  0.00  0.00  9.10  8.21 10.21  0.25  0.25  0.25   1.63e-02   1.58e-02   1.68e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1843  0.560   1.19    340
ABELL_1758                  2213   0.31   3.78  1.09  0.00  0.00 19.47 15.33 27.05  0.20  0.20  0.20   7.67e-03   7.53e-03   7.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2792  0.282   1.09    340
ABELL_1763                  3591   0.45   4.10  0.82  0.00  0.00  5.76  5.06  6.71  0.16  0.16  0.16   7.42e-03   6.91e-03   7.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1866  0.223   1.17    340
ABELL_1835                   495   0.34   2.91  2.36  0.00  0.00 10.50  9.35 11.98  0.36  0.36  0.36   1.23e-02   1.19e-02   1.26e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2532  0.467   1.12    340
ABELL_1942                  3290   0.38   4.32  2.75  0.00  0.00  2.72  2.37  3.22  0.27  0.27  0.27   2.75e-03   2.25e-03   3.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.041   1.41    340
ABELL_1991                  3193   1.44   2.88  2.43  0.00  0.00  1.72  1.58  1.88  0.30  0.30  0.30   4.35e-03   3.91e-03   4.83e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0565  0.077   1.49    340
ABELL_2029                  4977   1.07   3.00  3.26  0.00  0.00  7.21  7.00  7.42  0.42  0.42  0.42   3.30e-02   3.27e-02   3.33e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  1.421   2.02    340
ABELL_2029                  6101   1.07   4.10  3.26  0.00  0.00  8.24  7.57  9.04  0.42  0.42  0.42   3.63e-02   3.55e-02   3.72e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  1.476   1.00    340
ABELL_2034                  2204   0.73   4.10  1.58  0.00  0.00  7.04  6.57  7.57  0.29  0.29  0.29   1.08e-02   1.05e-02   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1130  0.386   1.19    340
ABELL_2104                   895   0.53   2.45  9.04  0.00  0.00  6.23  5.73  6.78  0.32  0.32  0.32   7.50e-03   7.26e-03   7.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  0.278   1.11    340
ABELL_2124                  3238   1.24   2.77  1.71  0.00  0.00  2.12  1.85  2.46  0.30  0.30  0.30   3.16e-03   2.73e-03   3.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.081   1.33    340
ABELL_2147                  3211   2.27   4.10  3.38  0.00  0.00  3.17  2.87  3.52  0.35  0.35  0.35   6.01e-03   5.55e-03   6.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  0.178   1.15    340
ABELL_2163                  1653   0.49   4.10 12.04  0.00  0.00 12.34 11.60 13.23  0.22  0.22  0.22   2.71e-02   2.69e-02   2.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1695  0.931   1.24    340
ABELL_2199                   497   2.70   2.89  0.88  0.00  0.00  3.53  3.11  4.08  0.43  0.43  0.43   3.08e-03   2.82e-03   3.36e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.125   1.03    340
ABELL_2204                   499   0.55   2.89  5.84  0.00  0.00  6.71  5.93  7.61  0.38  0.38  0.38   1.81e-02   1.74e-02   1.90e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.719   1.37    340
ABELL_2204                  6104   0.55   4.10  5.84  0.00  0.00  7.10  6.32  8.07  0.30  0.30  0.30   1.92e-02   1.84e-02   2.01e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.684   1.38    340
ABELL_2218                  1666   0.49   6.38  3.12  0.00  0.00  5.05  4.57  5.70  0.30  0.30  0.30   1.02e-02   9.57e-03   1.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1713  0.287   1.17    340
ABELL_2219                   896   0.38   2.99  1.76  0.00  0.00  9.76  9.07 10.56  0.27  0.27  0.27   1.50e-02   1.47e-02   1.52e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2256  0.553   0.98    340
ABELL_2244                  4179   0.85   2.96  2.09  0.00  0.00  4.45  4.27  4.65  0.29  0.29  0.29   1.43e-02   1.40e-02   1.47e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  0.484   1.34    340
ABELL_2255                   894   1.02   4.10  2.53  0.00  0.00 12.10 10.72 13.82  0.25  0.25  0.25   9.65e-03   9.48e-03   9.83e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0805  0.406   1.64    340
ABELL_2259                  3245   0.51   4.10  3.70  0.00  0.00  2.55  2.29  2.88  0.30  0.30  0.30   9.29e-03   8.21e-03   1.05e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.187   1.28    340
ABELL_2261                  5007   0.38   4.10  3.31  0.00  0.00  6.07  5.45  6.81  0.30  0.30  0.30   9.75e-03   9.27e-03   1.03e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.283   1.20    340
ABELL_2319                  3231   1.44   4.10  9.05  0.00  0.00  8.75  8.10  9.50  0.25  0.25  0.25   3.64e-02   3.57e-02   3.72e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0562  1.471   1.06    340
ABELL_2384                  4202   0.87   4.10  2.99  0.00  0.00  3.85  3.53  4.27  0.30  0.30  0.30   6.17e-03   5.77e-03   6.57e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0945  0.175   1.13    340
ABELL_2390                  4193   0.37   2.87  6.71  0.00  0.00  8.55  8.14  9.00  0.25  0.25  0.25   1.45e-02   1.43e-02   1.48e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2301  0.500   1.17    340
ABELL_2409                  3247   0.57   3.85  6.72  0.00  0.00  3.60  3.25  4.01  0.30  0.30  0.30   1.11e-02   1.02e-02   1.20e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1479  0.288   1.30    340
ABELL_2550                  2225   0.54   3.94  2.03  0.00  0.00  0.75  0.53  1.03  0.30  0.30  0.30   3.81e-03   0.00e+00   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1543 -0.002   1.84    340
ABELL_2554                  1696   0.75   3.69  2.04  0.00  0.00  2.69  2.39  3.07  0.44  0.44  0.44   4.72e-03   4.23e-03   5.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1103  0.130   1.09    340
ABELL_2556                  2226   0.95   3.90  2.02  0.00  0.00  2.37  2.15  2.63  0.34  0.34  0.34   6.70e-03   6.09e-03   7.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0862  0.160   1.33    340
ABELL_2589                  3210   1.95   2.38  3.98  0.00  0.00 11.58  4.71 79.90  0.30  0.30  0.30   2.24e-03   1.97e-03   2.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  0.162   0.59    340
ABELL_2597                   922   0.96   1.13  2.51  0.00  0.00  3.80  3.07  4.94  0.37  0.37  0.37   1.05e-03   9.02e-04   1.21e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0854  0.045   0.83    340
ABELL_2626                  3192   1.42   3.10  4.30  0.00  0.00  2.01  1.86  2.17  0.30  0.30  0.30   7.08e-03   6.52e-03   7.71e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0573  0.151   1.46    340
ABELL_2667                  2214   0.37   3.01  1.64  0.00  0.00  3.48  3.13  3.94  0.31  0.31  0.31   1.18e-02   1.07e-02   1.29e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.313   1.46    340
ABELL_2670                  4959   1.07   4.10  2.88  0.00  0.00  3.96  3.64  4.35  0.25  0.25  0.25   6.32e-03   5.95e-03   6.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0763  0.185   1.09    340
ABELL_2744                  2212   0.28   3.77  1.82  0.00  0.00  5.41  4.88  6.05  0.19  0.19  0.19   1.06e-02   1.00e-02   1.13e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.275   1.13    340
ABELL_3112                  2516   1.13   3.00  2.50  0.00  0.00  3.82  3.54  4.15  0.51  0.51  0.51   1.29e-02   1.23e-02   1.36e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  0.471   1.17    340
ABELL_3158                  3201   1.40   4.10  1.60  0.00  0.00  4.90  4.61  5.23  0.30  0.30  0.30   1.62e-02   1.56e-02   1.67e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.553   1.07    340
ABELL_3266                   899   1.38   3.80  1.72  0.00  0.00 12.24 10.97 13.70  0.32  0.32  0.32   1.47e-02   1.45e-02   1.50e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  0.580   1.12    340
ABELL_3558                  1646   1.69   3.03  3.84  0.00  0.00  4.45  4.05  4.96  0.33  0.33  0.33   1.24e-02   1.18e-02   1.31e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0480  0.492   1.25    340
ABELL_3562                  4167   1.66   4.10  3.90  0.00  0.00  3.85  3.53  4.22  0.30  0.30  0.30   9.24e-03   8.71e-03   9.82e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0490  0.286   1.22    340
ABELL_3571                  4203   2.07   2.17  4.66  0.00  0.00  4.72  4.05  5.62  0.30  0.30  0.30   1.86e-03   1.72e-03   2.02e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0391  0.082   1.04    340
ABELL_4038                  4992   2.70   4.10  1.57  0.00  0.00  2.69  2.56  2.83  0.30  0.30  0.30   9.74e-03   9.30e-03   1.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.238   1.28    340
AC_114                      1562   0.28   3.62  1.44  0.00  0.00  6.97  6.01  8.22  0.30  0.30  0.30   4.45e-03   4.21e-03   4.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3120  0.133   1.07    340
CL_1221+4918                1662   0.14   1.86  1.44  0.00  0.00  2.67  2.18  3.37  0.30  0.30  0.30   1.29e-03   9.33e-04   1.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7000  0.010   1.30    340
CL_1416+4446                 541   0.22   2.15  1.24  0.00  0.00 79.90 43.93 79.90  0.30  0.30  0.30   8.37e-04   7.55e-04   8.98e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4000  0.036   1.30    340
CYGNUS_A                     360   1.45   2.39 35.23  0.00  0.00  6.80  6.10  7.45  0.72  0.72  0.72   8.57e-03   8.36e-03   8.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  0.396   1.67    340
ESO_3060170                 3189   2.26   4.10  3.43  0.00  0.00  1.92  1.68  2.23  0.30  0.30  0.30   3.74e-03   3.16e-03   4.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.083   1.25    340
ESO_5520200                 3206   2.57   4.10  4.29  0.00  0.00  1.44  1.17  1.75  0.30  0.30  0.30   1.76e-03   1.33e-03   2.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.031   1.26    340
EXO_0422-086                4183   2.04   4.10  6.22  0.00  0.00  2.16  1.97  2.39  0.30  0.30  0.30   8.18e-03   7.34e-03   9.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.181   1.04    340
HERCULES_A                  1625   0.54   2.32  6.27  0.00  0.00  2.16  1.95  2.41  0.45  0.45  0.45   5.41e-03   4.79e-03   6.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.124   1.13    340
IRAS_09104+4109              509   0.21   2.69  1.36  0.00  0.00 79.90 70.78 79.90  0.30  0.30  0.30   1.83e-02   1.76e-02   1.90e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.631   1.39    340
MS_0016.9+1609               520   0.17   2.70  4.06  0.00  0.00  5.90  5.30  6.59  0.30  0.30  0.30   4.02e-03   3.76e-03   4.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.074   1.24    340
MS_0302.7+1658               525   0.21   2.02 10.95  0.00  0.00  1.71  0.08 75.16  0.30  0.30  0.30   7.85e-04   0.00e+00   3.41e+00  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4240  0.008   0.41    340
MS_0440.5+0204              4196   0.44   3.02  9.10  0.00  0.00 79.90 52.01 79.90  0.30  0.30  0.30   5.72e-03   5.29e-03   6.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.258   1.24    340
MS_0451.6-0305               902   0.17   2.53  5.68  0.00  0.00  6.69  5.54  8.14  0.28  0.28  0.28   3.81e-03   3.48e-03   4.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.084   1.11    340
MS_0735.6+7421              4197   0.39   2.81  3.40  0.00  0.00  3.55  3.29  3.86  0.37  0.37  0.37   5.62e-03   5.28e-03   5.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.142   1.27    340
MS_0839.8+2938              2224   0.43   3.07  3.92  0.00  0.00  2.60  2.31  2.95  0.59  0.59  0.59   3.32e-03   2.97e-03   3.71e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.083   1.14    340
MS_1006.0+1202               925   0.39   4.10  3.63  0.00  0.00 20.93 13.82 33.03  0.37  0.37  0.37   4.17e-03   4.07e-03   4.30e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.159   1.41    340
MS_1008.1-1224               926   0.29   3.96  6.71  0.00  0.00 79.90 58.94 79.90  0.72  0.72  0.72   4.13e-03   3.93e-03   4.23e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.131   1.56    340
MS_1054.5-0321               512   0.12   2.20  3.69  0.00  0.00  9.72  6.48 17.05  0.07  0.07  0.07   1.53e-03   1.29e-03   1.88e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.030   1.28    340
MS_1137.5+6625               536   0.12   1.59  1.18  0.00  0.00 39.71 22.22 79.90  0.30  0.30  0.30   8.12e-04   7.74e-04   8.81e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7820  0.020   1.40    340
MS_1455.0+2232              4192   0.33   3.54  3.35  0.00  0.00  4.37  4.05  4.73  0.35  0.35  0.35   4.63e-03   4.39e-03   4.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.101   1.36    340
MS_1621.5+2640               546   0.21   2.92  3.59  0.00  0.00  3.01  2.47  3.78  0.30  0.30  0.30   2.31e-03   1.82e-03   2.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.039   1.30    340
MS_2053.7-0449              1667   0.16   2.55  5.16  0.00  0.00  0.84  0.08 79.90  0.31  0.31  0.31   7.32e-04   0.00e+00   1.54e+11  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.004   1.38    340
MS_2137.3-2353               928   0.28   2.62  3.40  0.00  0.00  4.57  3.78  6.01  0.53  0.53  0.53   3.08e-03   2.68e-03   3.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.088   1.12    340
OPHIUCHUS                   3200   2.89   3.00 19.84  0.00  0.00  7.99  7.38  8.70  0.30  0.30  0.30   6.51e-03   6.37e-03   6.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.296   1.22    340
PKS_0745-191                 508   0.80   2.98 40.82  0.00  0.00 79.90 75.55 79.90  0.30  0.30  0.30   7.57e-02   7.46e-02   7.69e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  2.906   2.53    340
PKS_0745-191                6103   0.80   4.10 40.80  0.00  0.00  7.71  7.08  8.43  0.30  0.30  0.30   3.51e-02   3.42e-02   3.61e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  1.259   1.05    340
RBS_0797                    2202   0.25   4.10  2.22  0.00  0.00  3.26  2.82  3.82  0.30  0.30  0.30   7.15e-03   6.14e-03   8.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.129   1.17    340
RX_J0647.7+7015             3584   0.16   4.10  5.18  0.00  0.00  2.53  2.14  3.01  0.30  0.30  0.30   6.12e-03   4.77e-03   7.91e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.058   1.68    340
RX_J0819.6+6336             2199   0.70   2.98  4.11  0.00  0.00  1.50  1.27  1.77  0.30  0.30  0.30   4.51e-03   3.57e-03   5.83e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.079   1.27    340
RX_J0820.9+0752             1647   0.75   3.03  2.37  0.00  0.00 79.62  0.08 79.90  0.30  0.30  0.30   3.77e-03   3.02e-03   4.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.231   0.75    340
RX_J1347.5-1145             3592   0.20   4.10  4.89  0.00  0.00 11.99 10.88 13.27  0.30  0.30  0.30   1.04e-02   1.02e-02   1.06e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.271   1.21    340
RX_J1347.5-1145              507   0.20   3.08  4.89  0.00  0.00  9.13  7.71 11.09  0.37  0.37  0.37   1.05e-02   9.88e-03   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.325   1.09    340
RX_J1423.8+2404             1657   0.17   4.10  2.65  0.00  0.00  2.19  1.68  2.98  0.30  0.30  0.30   2.62e-03   1.66e-03   4.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.030   1.64    340
RX_J1423.8+2404             4195   0.17   2.93  2.65  0.00  0.00  3.58  3.13  4.16  0.30  0.30  0.30   2.42e-03   2.10e-03   2.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.030   1.11    340
RX_J1532.9+3021             1649   0.25   2.89  2.21  0.00  0.00  2.80  2.37  3.36  0.34  0.34  0.34   6.79e-03   5.61e-03   8.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.131   0.95    340
RX_J1532.9+3021             1665   0.25   4.10  2.21  0.00  0.00  3.52  2.95  4.29  0.30  0.30  0.30   5.83e-03   4.89e-03   6.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.116   1.05    340
RX_J1720.1+2638             4361   0.51   4.10  4.02  0.00  0.00  6.41  5.82  7.13  0.30  0.30  0.30   1.08e-02   1.04e-02   1.13e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.358   1.26    340
