      9.7100000      1.6199999     23.5200005      2.1499996      0.0000000
      6.7500000      2.5900002      9.5400000      1.3900003      0.0000000
      5.1799998      0.2700000      5.3600001      0.1200004      0.0000000
      5.3499999      0.4099998     10.5600004      0.2800007      0.0000000
      3.2700000      0.2100000      0.7100000      0.0200000      0.0000000
      4.8800001      0.1600003      7.9099998      0.0999999      0.0000000
      9.7200003      1.3600006     12.6899996      0.8999996      0.0000000
      5.8299999      0.0799999      5.9600000      0.0300002      0.0000000
      4.3099999      0.1300001      1.2800000      0.0100000      0.0000000
      6.8299999      0.5699997      9.1800003      0.4099998      0.0000000
     10.5600004      0.9700003     15.7700005      0.7300005      0.0000000
      4.9499998      0.2799997      7.1399999      0.1599998      0.0000000
      7.0400000      0.1999998      3.8099999      0.0599999      0.0000000
      7.0200000      0.0999999     17.7800007      0.1599998      0.0000000
      7.2700000      0.2500000     18.8999996      0.3799992      0.0000000
      5.0300002      0.2000003      1.1600000      0.0100000      0.0000000
      6.9899998      0.2799997     10.9099998      0.2399998      0.0000000
      7.3099999      0.6399999      9.3000002      0.3800001      0.0000000
      4.4200001      0.1399999      0.5500000      0.0100000      0.0000000
      6.2800002      0.4700003      9.1300001      0.3800001      0.0000000
      6.7900000      0.4600000     12.3599997      0.4399996      0.0000000
      7.8099999      0.1900001      8.0000000      0.1100001      0.0000000
      7.3499999      0.3699999     13.3299999      0.3500004      0.0000000
      9.7799997      0.8499994     26.2600002      1.1599998      0.0000000
      8.0799999      0.6500001     12.7700005      0.4900007      0.0000000
      5.7800002      0.8300004      7.5999999      0.5599999      0.0000000
      5.5999999      0.1799998      7.2800002      0.1300001      0.0000000
      6.9699998      0.3199997     12.1300001      0.2700005      0.0000000
      3.2900000      0.1499999      0.0900000      0.0000000      0.0000000
      4.6700001      0.1800003      6.8400002      0.0900002      0.0000000
      5.7399998      0.3999996      4.4600000      0.1399999      0.0000000
      3.6700001      0.1600001      6.8000002      0.1100001      0.0000000
      5.1399999      0.7399998      3.0899999      0.1599998      0.0000000
      7.4099998      0.2100000     11.1700001      0.1599998      0.0000000
      6.0400000      0.6799998      7.3200002      0.3500004      0.0000000
      6.1700001      0.1800003      5.1999998      0.0699997      0.0000000
      6.3000002      0.2900000      7.0999999      0.1599998      0.0000000
      4.2600002      0.2600002      3.9500000      0.1200001      0.0000000
      6.8699999      1.2399998      7.1599998      0.6499996      0.0000000
      9.5299997      0.5099993     31.5699997      0.7600002      0.0000000
      9.6599998      0.6399994     19.4799995      0.6599998      0.0000000
      7.7399998      0.6399999      9.1300001      0.3699999      0.0000000
      6.0500002      0.1500001      9.5100002      0.0900002      0.0000000
      9.5500002      0.5100002     48.2900009      1.0499992      0.0000000
      9.7299995      0.5099993     28.2099991      0.7299995      0.0000000
      4.9600000      0.3899999      2.2200000      0.1000001      0.0000000
      2.6800001      0.0800002      0.7500000      0.0000000      0.0000000
      8.1700001      0.1000004     14.8299999      0.0799999      0.0000000
      8.1999998      0.2900000     18.4400005      0.2900009      0.0000000
      7.3499999      0.2399998      6.2300000      0.0999999      0.0000000
      6.3299999      0.3199997      3.9000001      0.0900002      0.0000000
      8.5100002      0.3600006      7.3499999      0.1799998      0.0000000
      5.7399998      0.9699998      5.2600002      0.4500003      0.0000000
      4.7300000      0.3400002      0.5100000      0.0100000      0.0000000
      3.0899999      0.3099999      0.8200000      0.0400000      0.0000000
      4.0900002      0.1300001      0.7100000      0.0100000      0.0000000
      4.5500002      0.0900002      1.5000000      0.0100000      0.0000000
      9.6899996      0.5599995     28.9300003      0.5599995      0.0000000
      8.9399996      0.5499992     28.6499996      0.6599998      0.0000000
      7.3699999      0.3699999      8.3900003      0.2200003      0.0000000
     12.6000004      0.6100006     39.4300003      0.9200020      0.0000000
