3595	18952.650343519	1850
839	15850.161694122	271
3233	49719.832564128	55159
2254	84197.684693754	5996
4940	78805.533450877	31129
3250	9884.0874147994	3924
2203	31912.482447058	37223
3580	19654.420786773	6549
515	54786.79938385	26529
2321	18488.959117731	11808
3230	48012.850720639	117066
1669	41992.170454967	239310
6102	9995.3741243773	38664
3361	8975.0371288599	12726
4215	65969.801902494	55627
430	23551.709327846	22725
3289	27636.370119431	41698
530	10043.985890429	5325
3194	32020.016230891	11968
2211	29686.291744363	119373
3586	29590.262071032	30644
4217	19516.485901005	12019
5006	19496.984058078	10161
534	9890.3166989863	2276
3185	48033.969242287	36817
903	35780.633411688	36538
1652	25620.375665939	22909
2205	23594.834786409	8034
2200	3071.9620862433	1232
5003	75007.337506654	79170
538	9666.2628735399	1899
4178	26709.915133011	59427
4185	9533.0716307499	16353
1648	9781.2093895422	4830
3244	5444.0872881577	2153
5004	19859.189911642	30621
2213	46060.616865743	38205
3591	19266.592276787	14796
495	19458.761404795	38301
3290	52651.265073737	6272
3193	37869.00326007	28651
4977	77906.924472099	469604
6101	9918.8719079101	49659
2204	53948.096704973	81459
895	48936.706783109	48411
544	10183.990335372	4354
3238	18779.700951687	2619
3211	17879.655427622	26000
1653	71121.822690801	213434
497	17407.785155374	50119
499	10066.102248162	29672
6104	9550.6023276989	15990
1666	41905.73616707	32703
896	42299.11390408	89300
4179	56711.334987203	129048
894	38827.912065941	86732
3245	9968.6479428533	6125
5007	24303.412172062	17397
3246	9985.0789778399	5699
3231	14380.441480442	124000
4202	31294.36103603	16112
4193	91993.918061231	159838
3247	10219.526632232	8032
4962	36007.724121068	10687
2225	51382.047868604	6677
1696	19874.487392701	12617
2226	19691.390387898	14481
3210	1994.9888924305	1438
922	16469.261756217	9600
3192	23542.093064708	23663
2214	9646.5556217199	9864
4959	36839.193787702	25789
2212	24403.054989216	28983
2516	14450.178250226	36157
3201	24685.849208466	78993
899	29755.979589843	54798
1646	11883.260928401	30064
4167	19283.923744027	19907
4203	31543.54316122	58096
5751	128445.54278867	490200
4992	33529.018986548	104086
1562	71387.653414712	50059
929	31740.448744858	1791
1662	70131.624755789	2113
914	47016.414532194	1131
915	91554.533210268	613
932	7448.947261773	559
918	96927.267892866	1122
360	34719.522161035	60004
3189	14002.977625873	2439
4183	9903.4688880916	5682
1625	14517.335191307	7386
509	6792.407373626	1845
6105	36233.790315148	6794
6106	34791.742137799	9492
3266	11266.130938126	2432
3582	19597.057249357	2542
3271	21994.935388915	3087
3273	21690.642871563	1707
6111	48478.958120736	4951
3275	13989.474583302	2126
6110	60290.232983061	5666
3279	16157.415126595	942
3594	7420.8771616503	609
6109	34478.448763559	3171
3282	13453.670729641	4543
3286	15083.493030984	2470
520	65874.677326862	16574
525	9457.4679833559	275
4196	12282.831164227	1015
902	41119.68014384	15144
4197	44975.107518237	27948
2224	27246.246912427	7800
924	29596.149412542	11853
925	28824.999411302	6520
926	41603.238507784	7884
512	71098.509163501	10035
4192	91371.228951401	37869
546	29513.844967453	1990
1667	39898.889201531	658
4974	18424.246746268	4936
3200	50295.282802488	287994
508	10239.873620787	46238
6103	10223.610634259	28665
2202	11649.416729069	4144
527	9592.1296742299	1343
1449	6228.4007675999	1735
3584	18652.011395199	2068
2199	10848.389419798	2748
1647	3071.9620862433	87
2227	90703.285538014	371
3592	57714.336541859	40171
507	9951.8870592936	9917
1657	16872.489965721	1339
4195	113528.39037451	18790
5793	39119.406495955	57634
1649	8848.5762477604	4031
1665	9945.2773390233	3286
548	47890.208129517	899
4361	24818.454713235	25291
3280	19707.537588403	3743
552	9877.7767036401	3887
1668	9674.4784753357	13200
1660	61927.243066594	1513
516	34074.830352676	11790
1659	21491.895041135	4405
909	46005.183564185	36988
539	8959.8418208501	3807
543	9852.4819296273	2874
3195	24283.399075385	8426
