# Model: wabs(mekal) for inner50 spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
 # Nh frozen = yes; Fe frozen = yes; Confidence Levels = 1.00; Systematic error = 0.00
 # Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src%   cash    dof
ESO_5520200                 3206   0.00   1.33  4.29  0.00  0.00  1.98  1.92  2.05  0.30  0.30  0.30   1.51e-03   1.48e-03   1.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.162   87.5  96.70     93
EXO_0422-086                4183   0.00   1.06  6.22  0.00  0.00  2.91  2.84  2.98  0.30  0.30  0.30   8.84e-03   8.74e-03   8.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.989   98.9 285.64    168
HERCULES_A                  1625   0.00   0.31  6.27  0.00  0.00  2.58  2.46  2.71  0.45  0.45  0.45   1.00e-03   9.84e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.139   94.6  65.13     60
HYDRA_A                     4970   0.00   0.78  4.82  0.00  0.00  3.27  3.25  3.29  0.30  0.30  0.30   1.54e-02   1.54e-02   1.55e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0549  2.400   97.5 1019.12    403
IRAS_09104+4109              509   0.00   0.15  1.36  0.00  0.00  5.29  4.86  5.79  0.30  0.30  0.30   1.65e-03   1.61e-03   1.71e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.192   99.3  88.49     43
LYNX_E                      9271   0.00   0.20  2.53  0.00  0.00  4.40  2.87  7.59  0.30  0.30  0.30   2.60e-05   2.06e-05   3.53e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.2600  0.001   62.8   0.34      4
MACS_J0011.7-1523           6105   0.00   0.16  2.08  0.00  0.00  4.69  4.37  5.05  0.30  0.30  0.30   5.86e-04   5.71e-04   6.08e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.045   99.0  62.91     55
MACS_J0159.8-0849            6106+3265   0.16   0.16  2.01  0.00  0.00  5.14  4.76  5.57  0.57  0.43  0.72   1.12e-03   1.07e-03   1.17e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.092   99.7   0.99    151
MACS_J0242.5-2132           3266   0.00   0.18  2.71  0.00  0.00  3.78  3.61  3.97  0.20  0.20  0.20   3.24e-03   3.16e-03   3.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3140  0.252   99.8 105.86     89
MACS_J0257.6-2209           3267   0.00   0.18  2.02  0.00  0.00  5.57  4.58  7.17  1.03  0.52  1.80   3.24e-04   2.76e-04   3.72e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3224  0.033   98.6  18.26     25
MACS_J0329.6-0211       6108+3582+3257   0.15   0.15  6.21  0.00  0.00  3.92  3.71  4.17  0.77  0.61  0.95   9.76e-04   9.21e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.074   99.7   0.75    286
MACS_J0404.6+1109           3269   0.00   0.16 14.96  0.00  0.00  5.87 79.90 79.90  0.00 1000.00 1000.00   5.00e-05   1.00e+24   1.00e+24  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3548  0.002   90.2   2.95      2
MACS_J0417.5-1154           3270   0.00   0.15  5.37  0.00  0.00  4.75  4.10  5.69  0.29  0.15  0.63   1.41e-03   1.27e-03   1.54e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.097   99.6  36.08     41
MACS_J0429.6-0253           3271   0.00   0.16  5.70  0.00  0.00  4.38  4.12  4.66  0.40  0.40  0.40   1.23e-03   1.20e-03   1.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3990  0.091   99.7  80.05     63
MACS_J0451.9+0006           5815   0.00   0.15  7.65  0.00  0.00  8.98  3.11 79.90  2.19  0.00 1000.00   9.25e-05   0.00e+00   1.89e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4300  0.008   97.3   0.00      3
MACS_J0547.0-3904           3273   0.00   0.25  4.08  0.00  0.00  2.90  2.75  3.05  0.30  0.30  0.30   1.07e-03   1.04e-03   1.10e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.091   99.1 102.90     61
MACS_J0717.5+3745            4200+1655   0.13   0.13  6.75  0.00  0.00  9.85  5.83 21.78  0.44  0.00  1.34   1.03e-04   8.73e-05   1.20e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.007   94.6   0.12    262
MACS_J0744.8+3927            3585+3197   0.11   0.11  4.66  0.00  0.00  5.82  4.52  8.07  0.75  0.28  1.41   3.73e-04   3.24e-04   3.99e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.023   99.3   0.31    131
MACS_J0744.9+3927           6111   0.00   0.11  4.66  0.00  0.00 10.07  8.65 12.16  0.30  0.30  0.30   3.82e-04   3.73e-04   4.00e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.022   99.0  40.33     39
MACS_J0949+1708             3274   0.00   0.16  3.17  0.00  0.00 11.59  8.20 19.19  0.13  0.13  0.13   2.62e-04   2.48e-04   2.80e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3820  0.021   98.7  14.94     11
MACS_J1115.8+0129           3275   0.00   0.39  4.36  0.00  0.00  5.36  5.04  5.70  0.30  0.30  0.30   2.22e-03   2.17e-03   2.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1200  0.247   99.2 184.89    103
MACS_J1131.8-1955           3276   0.00   0.18  4.49  0.00  0.00  9.62  4.84 39.89  0.08  0.00 1000.00   1.77e-04   0.00e+00   2.06e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3070  0.015   97.4  12.07      7
MACS_J1149.5+2223            3589+1656   0.28   0.28  2.32  0.00  0.00  8.19  6.07 13.37  0.83  0.00  2.37   1.67e-04   1.28e-04   2.04e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1761  0.020   95.8   0.52     43
MACS_J1206.2-0847           3277   0.00   0.15  4.15  0.00  0.00  8.79  6.71 12.21  0.23  0.00  0.67   5.66e-04   5.15e-04   6.17e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.042   99.4  35.62     36
MACS_J1226.8+2153           3590   0.00   0.16  1.82  0.00  0.00  4.82  2.78 12.60  0.00  0.00 1000.00   1.40e-04   0.00e+00   1.84e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3700  0.008   96.7   4.96      5
MACS_J1311.0-0310           3258   0.00   0.14  2.18  0.00  0.00  4.88  3.84  7.00  0.31  0.00  1.12   4.72e-04   3.89e-04   5.46e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.031   99.2  13.20     17
MACS_J1311.0-0311           6110   0.00   0.14  2.18  0.00  0.00  4.65  4.34  5.00  0.30  0.30  0.30   4.23e-04   4.11e-04   4.40e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.027   98.7  69.17     56
MACS_J1319+7003             3278   0.00   0.17  1.53  0.00  0.00 12.79  8.23 25.40  0.30  0.30  0.30   1.73e-04   1.64e-04   1.91e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3275  0.016   96.6   1.78      9
MACS_J1427.6-2521           3279   0.00   0.24  6.11  0.00  0.00  4.02  3.68  4.41  0.40  0.40  0.40   7.00e-04   6.79e-04   7.29e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2200  0.065   98.9  43.74     36
MACS_J1621.3+3810  6109+6172+3254+3594   0.14   0.14  1.07  0.00  0.00  4.58  4.15  5.09  0.39  0.20  0.59   5.00e-04   4.63e-04   5.33e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4650  0.036   99.6   0.29    510
MACS_J1824.3+4309           3255   0.00   0.14  4.52  0.00  0.00  0.66 79.90 79.90 1000.00  0.00 1000.00   2.70e-07   0.00e+00   1.00e+24  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4870  0.005   96.4   0.00      2
MACS_J1931.8-2634           3282   0.00   0.16  9.13  0.00  0.00  5.09  4.82  5.40  0.20  0.20  0.20   3.00e-03   2.93e-03   3.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3520  0.218   99.8 108.11     90
MACS_J2211.7-0349           3284   0.00   0.21  5.86  0.00  0.00 11.44  8.96 15.68  0.13  0.00  0.49   1.08e-03   1.00e-03   1.14e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2700  0.097   99.5  63.36     57
MACS_J2228+2036             3285   0.00   0.16  4.52  0.00  0.00 10.18  7.10 17.28  0.35  0.35  0.35   1.77e-04   1.70e-04   1.93e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4120  0.015   98.2   5.75     11
MACS_J2229.7-2755           3286   0.00   0.18  1.34  0.00  0.00  3.35  3.19  3.53  0.30  0.30  0.30   2.10e-03   2.05e-03   2.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.159   99.7  81.65     72
MACS_J2245.0+2637           3287   0.00   0.19  5.50  0.00  0.00  4.95  4.34  5.78  0.82  0.47  1.30   9.07e-04   8.04e-04   1.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3040  0.085   99.4  54.03     45
MACS_J2311+0338             3288   0.00   0.19  5.23  0.00  0.00  5.17  4.31  6.68  0.30  0.30  0.30   3.56e-04   3.43e-04   4.01e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2998  0.031   97.9  11.44     14
MKW_04                      3234   0.00   2.07  1.90  0.00  0.00  1.64  1.63  1.65  0.43  0.43  0.43   5.92e-03   5.88e-03   5.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0198  1.060   77.5 758.78    217
MS_0016.9+1609               520   0.00   0.13  4.06  0.00  0.00  9.31  7.56 12.40  0.30  0.30  0.30   1.30e-04   1.26e-04   1.38e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.009   97.8  30.04     23
MS_0302.7+1658               525   0.00   0.15 10.95  0.00  0.00  2.11  1.61  3.74  0.30  0.30  0.30   3.09e-04   2.42e-04   3.67e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4240  0.011   97.8   1.19      4
MS_0440.5+0204              4196   0.00   0.26  9.10  0.00  0.00  4.94  4.51  5.49  0.30  0.30  0.30   7.26e-04   7.07e-04   7.52e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.091   93.3  56.11     46
MS_0451.6-0305               902   0.00   0.13  5.68  0.00  0.00 43.45 23.94 79.90  0.28  0.28  0.28   2.20e-04   1.98e-04   2.52e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.017   91.9  17.68     26
MS_0735.6+7421              4197   0.00   0.24  3.40  0.00  0.00  3.56  3.46  3.68  0.37  0.37  0.37   1.33e-03   1.31e-03   1.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.171   97.7 169.84    148
MS_0839.8+2938              2224   0.00   0.26  3.92  0.00  0.00  3.30  3.18  3.42  0.59  0.59  0.59   1.02e-03   1.00e-03   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.152   96.1 102.59    104
MS_0906.5+1110               924   0.00   0.30  3.60  0.00  0.00  5.93  5.42  6.56  0.30  0.30  0.30   6.04e-04   5.91e-04   6.21e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1630  0.064   97.9  65.92     63
MS_1006.0+1202               925   0.00   0.24  3.63  0.00  0.00  9.01  6.82 12.81  0.37  0.37  0.37   1.40e-04   1.33e-04   1.47e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.014   94.6  21.90     15
MS_1008.1-1224               926   0.00   0.19  6.71  0.00  0.00  5.38  4.79  6.27  0.72  0.72  0.72   1.64e-04   1.59e-04   1.74e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.016   96.5  28.29     25
MS_1054.5-0321               512   0.00   0.11  3.69  0.00  0.00  3.90  2.62  6.96  0.07  0.07  0.07   2.58e-05   2.12e-05   3.32e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.001   63.5   0.78      4
MS_1455.0+2232              4192   0.00   0.21  3.35  0.00  0.00  4.07  3.99  4.15  0.35  0.35  0.35   2.64e-03   2.62e-03   2.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.219   99.8 315.89    245
MS_1621.5+2640               546   0.00   0.15  3.59  0.00  0.00 79.90 11.36 79.90  0.30  0.30  0.30   4.43e-05   3.03e-05   5.05e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.002   88.1   0.77      2
MS_2053.7-0449              1667   0.00   0.12  5.16  0.00  0.00 79.88  8.20 79.90  0.31  0.31  0.31   5.84e-05   4.09e-05   6.52e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.002   95.0   0.19      3
MS_2137.3-2353              4974   0.00   0.18  3.40  0.00  0.00  4.23  4.07  4.42  0.30  0.30  0.30   2.37e-03   2.34e-03   2.41e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.265   99.0 117.86    121
OPHIUCHUS                   3200   0.00   1.48 36.00  0.00  0.00  7.84  7.76  7.92  0.30  0.30  0.30   4.50e-02   4.49e-02   4.51e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  5.518   96.1 866.40    431
PKS_0745-191            6103+508   0.00   0.44 40.82  0.00  0.00  5.04  4.93  5.16  0.30  0.30  0.30   1.93e-02   1.92e-02   1.95e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  2.057   99.1 299.91    283
RBS_0797                    2202   0.00   0.16  2.22  0.00  0.00  5.82  5.49  6.19  0.30  0.30  0.30   3.41e-03   3.35e-03   3.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.290   99.8 100.50    104
RDCS_1252-29                4198   0.00   0.10  6.06  0.00  0.00 44.93  5.98 79.90  0.30  0.30  0.30   1.45e-05   1.16e-05   1.84e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.2370  0.000   82.2   0.00      2
RX_J0439+0520                527   0.00   0.25 10.02  0.00  0.00  3.26  3.07  3.47  0.30  0.30  0.30   1.94e-03   1.89e-03   2.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2080  0.161   99.4  58.37     50
RX_J0439.0+0715             1449   0.00   0.22  1.10  0.00  0.00  7.92  6.30 10.71  0.30  0.30  0.30   6.94e-04   6.68e-04   7.35e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2400  0.077   98.9  23.52     18
RX_J0647.7+7015             3584+3196   0.12   0.12  5.18  0.00  0.00  8.81  5.48 19.49  0.58  0.00  1.61   1.86e-04   1.67e-04   2.23e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.013   98.3   0.13    250
RX_J0819.6+6336             2199   0.00   0.39  4.11  0.00  0.00  3.33  3.07  3.64  0.30  0.30  0.30   6.79e-04   6.60e-04   7.05e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.105   89.2  61.78     39
RX_J0820.9+0752             1647   0.00   0.42  2.37  0.00  0.00  1.91  1.73  2.14  0.30  0.30  0.30   1.25e-03   1.18e-03   1.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.177   93.4   9.10     11
RX_J0910+5422               2227   0.00   0.10  2.07  0.00  0.00  0.08  0.08  0.71  0.30  0.30  0.30   1.62e+04   0.00e+00   2.05e+04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1000  0.000   80.9   0.00      1
RX_J1053+5735               4936   0.00   0.10  0.59  0.00  0.00 51.10  0.08 79.90  0.30  0.30  0.30   1.94e-05   1.50e-05   2.43e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1400  0.001   58.7   0.00      2
RX_J1347.5-1145         507+3592   0.00   0.15  4.89  0.00  0.00  8.89  8.58  9.23  0.30  0.30  0.30   3.65e-03   3.62e-03   3.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.276   99.9 244.42    247
RX_J1350+6007               2229   0.00   0.23  1.77  0.00  0.00  2.96  2.24  5.11  0.30  0.30  0.30   6.58e-05   5.14e-05   7.99e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8040  0.002   80.9   0.76      4
RX_J1423.8+2404        4195+1657   0.00   0.13  2.65  0.00  0.00  4.90  4.76  5.05  0.30  0.30  0.30   1.14e-03   1.13e-03   1.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.099   98.7 240.11    169
RX_J1504.1-0248             5793   0.00   0.24  6.27  0.00  0.00  5.39  5.30  5.48  0.30  0.30  0.30   1.18e-02   1.18e-02   1.19e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2150  1.116   99.9 443.67    340
RX_J1525+0958               1664   0.00   0.13  2.96  0.00  0.00  0.08  0.08  0.67  0.30  0.30  0.30   7.48e+02   0.00e+00   9.14e+02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5160  0.001   87.7   0.00      1
RX_J1532.9+3021        1665+1649   0.00   0.17  2.21  0.00  0.00  4.13  3.92  4.37  0.34  0.34  0.34   2.70e-03   2.64e-03   2.76e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.310   99.2  77.23     84
RX_J1716.9+6708              548   0.00   0.11  3.71  0.00  0.00  6.94  4.45 14.88  0.30  0.30  0.30   5.68e-05   5.04e-05   6.64e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8100  0.003   92.8   0.23      5
RX_J1720.1+2638             4361   0.00   0.30  4.02  0.00  0.00  4.71  4.57  4.86  0.30  0.30  0.30   4.22e-03   4.18e-03   4.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.435   99.7 209.02    188
RX_J1720.2+3536        7225+3280+6107   0.16   0.16  3.35  0.00  0.00  4.49  4.08  4.99  0.65  0.43  0.91   7.41e-04   6.01e-04   8.64e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.053   99.3   0.30    212
RX_J2129.6+0005              552   0.00   0.22  4.30  0.00  0.00  4.33  4.05  4.65  0.30  0.30  0.30   1.93e-03   1.88e-03   1.99e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.180   99.6  49.98     57
SERSIC_159-03               1668   0.00   0.74  1.89  0.00  0.00  2.29  2.26  2.33  0.30  0.30  0.30   1.11e-02   1.10e-02   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  1.789   97.8 220.60    174
V_1121.0+2327               1660   0.00   0.44  1.30  0.00  0.00  3.75  2.21  8.61  0.30  0.30  0.30   1.72e-05   1.29e-05   2.29e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5600  0.001   86.2  14.68      4
ZWCL_1215                   4184   0.00   0.58  1.76  0.00  0.00  6.39  5.69  7.31  0.30  0.30  0.30   9.07e-04   8.84e-04   9.36e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0750  0.113   96.4  45.62     47
ZWCL_1358+6245               516   0.00   0.17  1.94  0.00  0.00  4.44  4.15  4.76  0.30  0.30  0.30   5.35e-04   5.24e-04   5.50e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.066   96.8  69.05     71
ZWCL_1953                   1659   0.00   0.16  3.10  0.00  0.00  9.03  6.94 12.72  0.30  0.30  0.30   2.00e-04   1.87e-04   2.09e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3800  0.017   97.5   2.85     14
ZWCL_3146                    909   0.00   0.19  2.70  0.00  0.00  4.37  4.27  4.48  0.30  0.30  0.30   3.31e-03   3.27e-03   3.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2900  0.307   99.8 269.51    202
ZWCL_5247                    539   0.00   0.41  1.70  0.00  0.00  9.90  9.08 79.90  0.30  0.30  0.30   1.60e-04   1.07e-04   1.80e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2290  0.008   82.2   0.49      3
ZWCL_7160                    543   0.00   0.21  3.10  0.00  0.00  4.02  3.79  4.27  0.30  0.30  0.30   2.63e-03   2.57e-03   2.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2578  0.237   99.7  63.18     70
ZWICKY_2701                 3195   0.00   0.25  0.83  0.00  0.00  3.79  3.63  3.98  0.30  0.30  0.30   1.26e-03   1.23e-03   1.28e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.172   97.5 108.05    106
