# Model: wabs(mekal) for r2500-50 spectra; Fit Range = 0.7 - 7.0; Count Rates = 0.7 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src%  chisq    dof
1RXS_J2129.4-0741           3595   0.01   1.69  4.36  0.00  0.00  9.77  8.16 12.09  0.35  0.11  0.59   1.94e-03   1.84e-03   2.05e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5700  0.134   80.0   0.97     88
3C_220.1                     839   0.01   1.46  1.91  0.00  0.00  6.51  3.79 13.24  0.00  0.00  0.60   3.21e-04   2.75e-04   3.67e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6100  0.030   61.5   1.15     33
3C_28.0                     3233   0.02   2.30  5.71  0.00  0.00  5.53  5.26  5.82  0.30  0.23  0.38   3.86e-03   3.78e-03   3.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1952  0.388   87.0   0.98    283
3C_295                      2254   0.01   1.64  1.35  0.00  0.00  5.16  4.78  5.58  0.38  0.27  0.50   1.08e-03   1.04e-03   1.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4641  0.084   79.6   0.91    173
3C_388                      5295   0.05   4.10  6.11  0.00  0.00  3.23  3.02  3.46  0.51  0.37  0.67   2.30e-03   2.16e-03   2.45e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0917  0.257   68.9   0.95    206
4C_55.16                    4940   0.02   2.02  4.00  0.00  0.00  4.98  4.81  5.15  0.49  0.42  0.56   3.12e-03   3.06e-03   3.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2420  0.414   58.3   0.89    317
ABELL_0068                  3250   0.02   3.01  4.60  0.00  0.00  9.01  7.87 10.54  0.46  0.24  0.70   4.46e-03   4.26e-03   4.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2546  0.448   79.7   1.15    142
ABELL_0085                   904   0.07   4.81  3.65  0.00  0.00  5.83  5.75  5.93  0.44  0.41  0.47   3.98e-02   3.95e-02   4.01e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  5.161   94.2   1.64    426
ABELL_0133                  2203   0.07   2.57  1.56  0.00  0.00  4.31  4.18  4.43  0.55  0.48  0.60   7.26e-03   7.14e-03   7.41e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  1.412   78.0   0.97    314
ABELL_0267                  3580   0.02   2.67  2.74  0.00  0.00  7.22  6.59  7.97  0.35  0.22  0.48   4.28e-03   4.15e-03   4.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.430   83.3   1.20    194
ABELL_0370                   515   0.02   1.96  3.37  0.00  0.00 10.24  9.37 11.31  0.49  0.36  0.62   2.45e-03   2.38e-03   2.51e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.324   74.8   1.27    285
ABELL_0383                  2321   0.02   2.39  4.07  0.00  0.00  4.91  4.64  5.20  0.44  0.33  0.55   4.66e-03   4.51e-03   4.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.707   64.2   0.97    207
ABELL_0399                  3230   0.06   6.65 11.51  0.00  0.00  6.85  6.68  7.04  0.29  0.25  0.33   2.09e-02   2.07e-02   2.12e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  2.275   82.2   1.31    426
ABELL_0478                  1669   0.05   3.39 30.90  0.00  0.00  7.02  6.92  7.13  0.34  0.31  0.36   5.33e-02   5.30e-02   5.36e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  6.407   86.6   1.26    428
ABELL_0478                  6102   0.05   6.07 30.90  0.00  0.00  7.30  7.06  7.56  0.45  0.40  0.51   5.72e-02   5.65e-02   5.79e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  5.380   91.5   1.05    403
ABELL_0496                  3361   0.12   2.46  4.57  0.00  0.00  5.03  4.83  5.24  0.72  0.62  0.83   1.35e-02   1.32e-02   1.39e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0328  2.619   89.9   1.05    256
ABELL_0520                  4215   0.02   3.08  7.84  0.00  0.00  7.08  6.82  7.37  0.35  0.29  0.40   7.46e-03   7.36e-03   7.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2020  0.717   86.5   1.37    387
ABELL_0521                   430   0.02   2.48  6.17  0.00  0.00  7.03  6.49  7.62  0.39  0.27  0.52   4.13e-03   4.01e-03   4.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2533  0.557   49.5   1.10    237
ABELL_0576                  3289   0.11   3.91  5.57  0.00  0.00  4.43  4.30  4.57  0.43  0.37  0.49   9.55e-03   9.36e-03   9.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  1.612   60.9   0.91    340
ABELL_0586                   530   0.02   3.82  5.40  0.00  0.00  6.33  5.87  6.87  0.55  0.40  0.72   7.47e-03   7.18e-03   7.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1710  0.852   82.0   0.92    197
ABELL_0611                  3194   0.02   2.25  4.99  0.00  0.00  7.06  6.58  7.61  0.35  0.25  0.46   3.58e-03   3.49e-03   3.67e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2880  0.457   54.2   0.97    238
ABELL_0644                  2211   0.06   6.38  6.31  0.00  0.00  7.73  7.54  7.92  0.41  0.36  0.45   3.55e-02   3.52e-02   3.59e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  4.359   89.7   1.16    423
ABELL_0665                  3586   0.02   3.56  4.24  0.00  0.00  7.45  7.11  7.83  0.31  0.24  0.37   1.02e-02   1.00e-02   1.04e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1810  1.057   87.7   1.02    343
ABELL_0697                  4217   0.02   2.66  3.34  0.00  0.00  9.52  8.76 10.39  0.37  0.26  0.49   7.40e-03   7.22e-03   7.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2820  0.699   89.4   1.08    248
ABELL_0773                  5006   0.02   3.13  1.46  0.00  0.00  7.83  7.26  8.49  0.44  0.32  0.56   6.25e-03   6.08e-03   6.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2170  0.648   84.0   1.06    242
ABELL_0781                   534   0.02   2.79  1.90  0.00  0.00  5.81  5.02  6.82  0.31  0.11  0.55   2.73e-03   2.55e-03   2.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2984  0.262   74.1   1.38     92
ABELL_0907                  3185   0.02   3.19  5.69  0.00  0.00  5.59  5.41  5.77  0.42  0.37  0.48   7.62e-03   7.50e-03   7.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.825   88.0   1.13    364
ABELL_0963                   903   0.02   2.87  1.39  0.00  0.00  6.73  6.43  7.05  0.29  0.21  0.36   6.43e-03   6.31e-03   6.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2056  0.968   64.9   1.06    325
