# Model: wabs(mekal+cutoffpl/b) for r5000-50 spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src%  chisq    dof
ABELL_1758                  2213   0.02   1.78  1.09  0.00  0.00  7.76  6.53  9.36  0.36  0.25  0.48   3.48e-03   3.37e-03   3.60e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2792  0.219   68.1   0.89    231
CL_J0152-1357                913   0.01   0.58  1.45  0.00  0.00  3.13  1.38 12.52  0.00  0.00  2.22   1.62e-04   1.05e-04   3.57e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8310  0.005   68.2   4.80      5
CL_J1113.1-2615              915   0.01   0.98  5.51  0.00  0.00  3.15  1.98  5.08  0.71  0.17  2.05   1.87e-04   9.80e-05   2.34e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7300  0.006   60.3   1.01     35
CL_J2302.8+0844              918   0.01   1.16  5.05  0.00  0.00  6.66  4.19  9.22  0.10  0.00  0.40   2.30e-04   2.04e-04   2.66e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7300  0.009   56.3   0.92     53
IRAS_09104+4109              509   0.01   1.40  1.36  0.00  0.00  5.55  2.89  9.86  0.79  0.38  1.42   2.30e-03   1.97e-03   2.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.293   85.3   1.06     70
MS_0440.5+0204              4196   0.02   2.66  9.10  0.00  0.00  7.61  3.05 79.90  0.36  0.00  1.01   1.91e-03   1.66e-03   2.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.276   49.4   0.84    128
RX_J0820.9+0752             1647   0.04   3.03  2.37  0.00  0.00  6.01  2.13 79.90  0.00  0.00  3.19   2.90e-03   2.30e-03   4.43e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.283   57.5   0.60     37
