# Model: wabs(mekal) for total spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
RX_J0647.7+7015             3584   0.16   0.00  5.18  0.00  0.00  5.39  4.23  7.20  0.22  0.08  0.37   3.89e-03   3.20e-03   4.76e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.057   1.05     75
RX_J0819.6+6336             2199   0.70   0.00  4.11  0.00  0.00  2.76  2.16  3.70  0.00  0.00  0.26   3.62e-03   2.81e-03   4.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.077   1.17     52
RX_J0820.9+0752             1647   0.75   0.00  2.37  0.00  0.00 79.90 27.86 79.90  4.75  0.00 41.46   3.94e-03   0.00e+00   4.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.229   1.02     26
RX_J1347.5-1145             3592   0.20   0.00  4.89  0.00  0.00 12.02 10.86 13.36  0.20  0.14  0.27   1.06e-02   1.04e-02   1.10e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.271   1.15    307
RX_J1347.5-1145              507   0.20   0.00  4.89  0.00  0.00 13.13 10.24 20.67  0.27  0.07  0.45   1.07e-02   1.01e-02   1.14e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.325   1.07    108
RX_J1423.8+2404             1657   0.17   0.00  2.65  0.00  0.00  5.49  3.86  8.72  0.25  0.00  0.55   1.88e-03   1.41e-03   2.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.031   1.50     58
RX_J1423.8+2404             4195   0.17   0.00  2.65  0.00  0.00  3.83  3.32  4.48  0.24  0.15  0.35   2.34e-03   2.05e-03   2.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.030   1.10    241
RX_J1532.9+3021             1649   0.25   0.00  2.21  0.00  0.00  5.16  4.09  6.77  0.19  0.05  0.34   5.35e-03   4.61e-03   6.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.128   0.86     55
RX_J1532.9+3021             1665   0.25   0.00  2.21  0.00  0.00  6.02  4.71  7.98  0.35  0.18  0.54   4.79e-03   4.16e-03   5.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.117   1.05     62
RX_J1720.1+2638             4361   0.51   0.00  4.02  0.00  0.00  7.30  6.55  8.21  0.22  0.15  0.30   1.07e-02   1.03e-02   1.12e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.358   1.10    248
RX_J1720.2+3536             3280   0.23   0.00  3.35  0.00  0.00  5.56  4.38  7.25  0.35  0.19  0.54   3.18e-03   2.73e-03   3.76e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.069   1.60     89
SERSIC_159-03               1668   1.40   0.00  1.89  0.00  0.00  2.05  1.83  2.32  0.06  0.00  0.23   9.73e-03   8.38e-03   1.13e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.173   1.31     69
ZWCL_1358+6245               516   0.26   0.00  1.94  0.00  0.00 10.00  7.95 14.59  0.51  0.29  0.76   3.02e-03   2.79e-03   3.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.106   1.00    169
ZWICKY_2701                 3195   0.40   0.00  0.83  0.00  0.00  3.83  3.28  4.57  0.32  0.17  0.48   3.83e-03   3.42e-03   4.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.100   1.02    120
