# Model: wabs(mekal) for total spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = no; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
ABELL_0401                   518   1.10   0.00 36.46 16.79 58.05  7.82  6.67  9.22  0.37  0.30  0.45   2.95e-02   2.76e-02   3.19e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  1.093   1.00    284
ABELL_0478                  1669   0.93   0.00 14.45  4.35 24.43  6.73  6.34  7.19  0.27  0.25  0.30   4.28e-02   4.12e-02   4.45e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  1.694   1.36    336
ABELL_0478                  6102   0.93   0.00  0.00  0.00 13.32  8.67  7.83  9.44  0.41  0.34  0.49   3.79e-02   3.70e-02   3.98e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  1.529   1.02    276
ABELL_0520                  4215   0.42   0.00 18.68  0.00 44.40  6.93  6.01  7.98  0.21  0.16  0.27   9.25e-03   8.52e-03   1.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2020  0.270   0.97    305
ABELL_0521                   430   0.34   0.00 31.20  0.00 82.46  5.86  4.58  8.00  0.27  0.17  0.41   6.54e-03   5.44e-03   8.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2533  0.188   1.25    181
ABELL_0576                  3289   2.10   0.00 86.71 44.77 129.68  2.53  2.25  2.89  0.29  0.18  0.42   1.13e-02   9.33e-03   1.37e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  0.246   0.92    206
ABELL_0644                  2211   1.17   0.00 19.35  2.61 35.92  6.57  6.00  7.27  0.25  0.21  0.29   2.70e-02   2.54e-02   2.86e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  0.963   1.04    320
ABELL_0665                  3586   0.46   0.00 36.01  3.89 67.76  6.81  5.75  8.39  0.15  0.10  0.21   1.26e-02   1.12e-02   1.42e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1810  0.365   0.87    260
ABELL_0697                  4217   0.30   0.00  0.00  0.00 21.17 10.59  8.86 12.87  0.23  0.11  0.36   8.80e-03   8.42e-03   9.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2820  0.273   1.21    183
ABELL_0773                  5006   0.39   0.00 32.70  0.00 85.15  7.27  5.52  9.69  0.27  0.16  0.43   7.94e-03   6.81e-03   9.76e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2170  0.233   0.97    169
ABELL_0907                  3185   0.54   0.00 86.99 52.18 123.92  3.76  3.31  4.29  0.26  0.20  0.32   1.09e-02   9.39e-03   1.27e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.228   0.92    276
ABELL_0963                   903   0.41   0.00 20.30  0.00 62.50  5.17  4.24  6.30  0.22  0.15  0.30   7.15e-03   6.29e-03   8.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2056  0.212   1.09    224
ABELL_1068                  1652   0.61   0.00  0.00  0.00 23.95  4.21  3.66  4.74  0.25  0.15  0.36   5.96e-03   5.67e-03   6.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1375  0.186   1.05    177
ABELL_1204                  2205   0.49   0.00 321.64 185.69 470.93  1.60  1.29  2.07  0.19  0.02  0.44   1.93e-02   1.06e-02   3.52e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1706  0.084   1.47    126
ABELL_1361                  2200   0.71   0.00  0.00  0.00 51.31 15.41  8.45 41.65  1.31  0.26  4.15   3.28e-03   2.65e-03   4.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1171  0.172   0.81     32
ABELL_1413                  5003   0.58   0.00  0.00  0.00 15.83  7.15  6.46  7.70  0.22  0.17  0.27   1.10e-02   1.07e-02   1.17e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  0.323   0.98    294
ABELL_1650                  4178   0.97   0.00 27.56  2.31 54.68  4.43  3.91  5.02  0.23  0.18  0.29   1.48e-02   1.33e-02   1.67e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  0.480   1.11    251
ABELL_1651                  4185   0.98   0.00 38.51  2.62 77.86  4.92  4.17  5.85  0.30  0.22  0.39   1.98e-02   1.74e-02   2.31e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0840  0.618   1.04    183
ABELL_1664                  1648   0.65   0.00  0.08  0.00 81.41  3.72  2.73  4.62  0.05  0.00  0.20   6.56e-03   5.85e-03   9.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1276  0.177   0.79     63
ABELL_1689                  5004   0.45   0.00 11.45  0.00 41.70  9.67  7.87 11.32  0.23  0.15  0.32   1.65e-02   1.56e-02   1.83e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1843  0.560   1.04    265
ABELL_1758                  2213   0.31   0.00 23.58  0.00 47.59 12.83 10.41 20.24  0.44  0.32  0.60   7.82e-03   7.23e-03   8.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2792  0.282   1.07    303
ABELL_1763                  3591   0.45   0.00  0.00  0.00 41.97  7.85  6.01  9.58  0.16  0.04  0.27   6.87e-03   6.49e-03   8.07e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1866  0.223   1.15    166
ABELL_1835                   495   0.34   0.00  8.52  0.00 34.04 11.25  9.33 13.50  0.32  0.22  0.43   1.25e-02   1.19e-02   1.36e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2532  0.467   1.01    231
ABELL_1942                  3290   0.38   0.00 252.18 122.58 404.20  1.86  1.43  2.52  0.10  0.00  0.28   8.22e-03   4.33e-03   1.72e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.041   1.24    154
ABELL_1991                  3193   1.44   0.00 59.84  0.00 143.01  1.83  1.50  2.27  0.16  0.02  0.34   5.36e-03   3.60e-03   8.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0565  0.077   1.37    124
ABELL_2029                  4977   1.07   0.00  0.00  0.00  5.43  7.20  6.91  7.41  0.32  0.30  0.35   3.35e-02   3.32e-02   3.42e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  1.421   1.88    338
ABELL_2029                  6101   1.07   0.00  7.10  0.00 29.89  8.39  7.23  9.07  0.24  0.17  0.31   3.80e-02   3.63e-02   4.09e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  1.474   0.98    267
ABELL_2034                  2204   0.73   0.00 42.37 18.97 65.17  5.88  5.25  6.73  0.18  0.14  0.22   1.27e-02   1.16e-02   1.38e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1130  0.386   1.08    314
ABELL_2104                   895   0.53   0.00  0.00  0.00 12.61  6.68  6.09  7.32  0.31  0.24  0.37   7.26e-03   7.00e-03   7.67e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  0.278   1.09    267
ABELL_2124                  3238   1.24   0.00 122.70 15.00 235.37  2.63  1.91  4.00  0.00  0.00  0.21   4.55e-03   2.68e-03   7.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.080   1.02     70
ABELL_2147                  3211   2.27   0.00 79.62 15.48 145.89  3.29  2.64  4.33  0.14  0.02  0.28   7.63e-03   5.78e-03   1.02e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  0.178   1.10    119
ABELL_2163                  1653   0.49   0.00 22.72  8.78 35.11 11.76 10.49 13.78  0.11  0.07  0.14   2.84e-02   2.74e-02   2.94e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1695  0.931   1.17    338
ABELL_2199                   497   2.70   0.00  4.42  0.00 67.58  4.95  3.71  6.06  0.33  0.15  0.54   2.98e-03   2.72e-03   3.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.125   1.28     74
ABELL_2204                   499   0.55   0.00  0.00  0.00 28.48  7.99  6.59  9.10  0.19  0.10  0.27   1.83e-02   1.77e-02   2.04e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.718   1.19    193
ABELL_2204                  6104   0.55   0.00  0.00  0.00 34.20  9.32  7.42 11.00  0.28  0.17  0.39   1.85e-02   1.77e-02   2.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.683   1.09    196
ABELL_2218                  1666   0.49   0.00 56.20 14.37 104.16  4.53  3.72  5.54  0.10  0.04  0.16   1.26e-02   1.06e-02   1.55e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1713  0.287   1.05    278
ABELL_2219                   896   0.38   0.00  0.00  0.00  4.88  9.73  9.01 10.56  0.21  0.16  0.26   1.51e-02   1.49e-02   1.55e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2256  0.553   1.04    305
ABELL_2244                  4179   0.85   0.00 34.24 14.85 54.33  4.00  3.67  4.38  0.24  0.20  0.27   1.64e-02   1.51e-02   1.80e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  0.484   1.31    305
ABELL_2255                   894   1.02   0.00  0.00  0.00  2.97 11.94 10.93 13.22  0.88  0.76  1.03   8.76e-03   8.58e-03   8.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0805  0.405   1.48    278
ABELL_2259                  3245   0.51   0.00  0.00  0.00 63.79  4.33  3.37  5.22  0.13  0.01  0.26   7.57e-03   6.88e-03   1.00e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.184   0.84     80
ABELL_2261                  5007   0.38   0.00 28.15  0.00 70.13  6.28  5.12  7.78  0.20  0.13  0.28   1.05e-02   9.20e-03   1.25e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.283   0.94    216
ABELL_2319                  3231   1.44   0.00  0.00  0.00  7.58  9.41  8.67 10.23  0.32  0.25  0.39   3.51e-02   3.45e-02   3.61e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0562  1.471   1.04    301
ABELL_2384                  4202   0.87   0.00 113.90 63.51 166.36  3.27  2.78  3.96  0.06  0.00  0.13   9.39e-03   7.54e-03   1.18e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0945  0.174   0.81    205
ABELL_2390                  4193   0.37   0.00 27.14 12.51 41.70  7.63  6.99  8.40  0.20  0.17  0.24   1.57e-02   1.49e-02   1.66e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2301  0.500   1.15    334
ABELL_2409                  3247   0.57   0.00 24.97  0.00 86.82  4.71  3.71  5.77  0.29  0.19  0.42   1.04e-02   8.89e-03   1.35e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1479  0.287   1.31    108
ABELL_2550                  2225   0.54   0.00 956.32 315.18 2277.60  0.32  0.15  0.60  0.02  0.00 1000.00   1.10e+01   0.00e+00   1.56e+05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1543 -0.002   2.10    142
ABELL_2554                  1696   0.75   0.00 14.77  0.00 107.24  3.90  2.71  5.14  0.09  0.00  0.27   4.58e-03   3.89e-03   7.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1103  0.130   0.97    116
ABELL_2556                  2226   0.95   0.00 58.95  0.00 129.82  2.58  2.09  3.34  0.18  0.03  0.35   7.94e-03   5.71e-03   1.14e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0862  0.161   0.97    147
ABELL_2589                  3210   1.95   0.00  0.00  0.00 78.80  9.83  5.17 79.90  1.53  0.00 29.19   2.61e-03   0.00e+00   3.70e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  0.149   1.47     12
ABELL_2597                   922   0.96   0.00 69.31  0.00 225.24  3.83  2.31  6.00  0.03  0.00  0.42   1.65e-03   1.14e-03   3.20e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0854  0.043   0.96     31
ABELL_2626                  3192   1.42   0.00 32.16  0.00 88.53  2.42  2.10  2.79  0.55  0.34  0.79   6.03e-03   4.95e-03   7.87e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0573  0.151   1.12    131
ABELL_2667                  2214   0.37   0.00  0.00  0.00 37.94  5.46  4.50  6.44  0.16  0.07  0.25   1.04e-02   9.70e-03   1.23e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.313   1.28    105
ABELL_2670                  4959   1.07   0.00 56.61 10.61 100.46  3.63  3.10  4.46  0.10  0.03  0.18   7.79e-03   6.36e-03   9.45e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0763  0.185   1.12    229
ABELL_2744                  2212   0.28   0.00 59.33 13.57 113.65  4.69  3.75  5.84  0.10  0.05  0.15   1.34e-02   1.09e-02   1.74e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.275   1.20    204
ABELL_3112                  2516   1.13   0.00  0.00  0.00 17.29  4.53  4.10  4.98  0.47  0.37  0.58   1.22e-02   1.17e-02   1.32e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  0.471   1.15    188
ABELL_3158                  3201   1.40   0.00 17.81  0.00 44.68  4.78  4.24  5.39  0.32  0.26  0.38   1.68e-02   1.54e-02   1.86e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.553   1.02    267
ABELL_3266                   899   1.38   0.00  0.00  0.00  4.83 12.91 11.65 14.56  0.45  0.35  0.56   1.44e-02   1.41e-02   1.47e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  0.579   1.13    280
ABELL_3558                  1646   1.69   0.00  0.00  0.00 40.77  6.26  4.91  7.21  0.27  0.17  0.38   1.14e-02   1.09e-02   1.34e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0480  0.492   0.86    168
ABELL_3562                  4167   1.66   0.00 61.71 17.77 107.98  3.86  3.27  4.65  0.20  0.12  0.30   1.09e-02   9.10e-03   1.31e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0490  0.286   0.86    175
ABELL_3571                  4203   2.07   0.00 34.78  0.00 100.25  6.26  4.36  9.02  0.25  0.10  0.45   1.97e-03   1.66e-03   2.57e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0391  0.082   1.13     77
ABELL_4038                  4992   2.70   0.00  5.68  0.00 39.45  2.90  2.62  3.12  0.32  0.23  0.43   9.31e-03   8.71e-03   1.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.238   1.07    209
AC_114                      1562   0.28   0.00  0.01  0.00 39.54  6.68  5.29  7.79  0.13  0.06  0.21   4.74e-03   4.50e-03   5.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3120  0.133   1.06    294
CL_1221+4918                1662   0.14   0.00 314.23 100.92 543.83  2.34  1.63  3.62  0.10  0.00  0.22   4.57e-03   0.00e+00   1.51e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7000  0.010   1.22     56
CL_1416+4446                 541   0.22   0.00  0.00  0.00 42.31 79.89 43.07 79.90  5.89  2.25 15.27   7.91e-04   4.82e-04   1.05e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4000  0.035   3.33     31
CYGNUS_A                     360   1.45   0.00 64.57 40.95 88.63  5.76  5.06  6.68  0.25  0.19  0.31   1.06e-02   9.71e-03   1.16e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  0.396   1.33    256
ESO_3060170                 3189   2.26   0.00 179.46 43.11 335.65  1.93  1.42  2.81  0.04  0.00  0.28   8.10e-03   4.20e-03   1.73e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.083   0.98     53
ESO_5520200                 3206   2.57   0.00 179.80  0.00 450.77  1.63  0.95  2.71  0.00  0.00  0.49   3.85e-03   0.00e+00   1.24e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.031   1.81     48
EXO_0422-086                4183   2.04   0.00  0.00  0.00 46.54  3.17  2.63  3.71  0.07  0.00  0.25   7.16e-03   6.54e-03   9.02e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.181   0.96     73
HERCULES_A                  1625   0.54   0.00  0.00  0.00 82.07  3.58  2.68  4.35  0.46  0.25  0.72   4.17e-03   3.77e-03   5.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.123   1.13     61
IRAS_09104+4109              509   0.21   0.00 191.71 153.67 229.58 79.90 62.08 79.90  0.00  0.00  0.50   2.80e-02   2.56e-02   2.96e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.627   1.85     94
# Model: wabs(mekal) for total spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = no; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
IRAS_09104+4109              509   0.21   0.00 191.71 153.67 229.58 79.90 62.08 79.90  0.00  0.00  0.50   2.80e-02   2.56e-02   2.96e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.627   1.85     94
MS_0016.9+1609               520   0.17   0.00 118.06 62.10 177.73  4.61  3.81  5.68  0.17  0.12  0.23   6.30e-03   4.86e-03   8.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.074   1.10    192
MS_0302.7+1658               525   0.21   0.00 640.91  0.00 2542.93  0.97  0.35  4.93  0.00  0.00 1000.00   4.09e-02   0.00e+00   6.95e+02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4240  0.008   1.18      4
MS_0440.5+0204              4196   0.44   0.00 133.90 86.35 186.95 79.90 49.72 79.90  6.50  3.07 11.59   4.91e-03   3.57e-03   6.44e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.254   1.58     80
MS_0451.6-0305               902   0.17   0.00  0.00  0.00 47.80  8.17  6.13 10.18  0.25  0.13  0.39   3.66e-03   3.38e-03   4.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.084   1.11    141
MS_0735.6+7421              4197   0.39   0.00 78.37 24.00 132.18  3.29  2.77  4.07  0.18  0.11  0.25   7.59e-03   5.86e-03   9.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.142   1.05    205
MS_0839.8+2938              2224   0.43   0.00  0.00  0.00 40.77  4.13  3.24  5.26  0.27  0.10  0.46   2.94e-03   2.68e-03   3.71e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.083   0.77    107
MS_1006.0+1202               925   0.39   0.00  0.00  0.00  5.70 77.75 31.74 79.90  1.14  0.41  2.02   4.61e-03   4.14e-03   5.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.158   2.03    133
MS_1008.1-1224               926   0.29   0.00  0.00  0.00  8.09 79.90 67.79 79.90  2.20  1.35  3.19   3.68e-03   3.37e-03   3.99e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.130   2.43    150
MS_1054.5-0321               512   0.12   0.00  0.00  0.00 57.37 15.22  8.84 37.17  0.01  0.00  0.33   1.48e-03   1.32e-03   1.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.030   1.25    116
MS_1137.5+6625               536   0.12   0.00  0.00  0.00 12.83 79.90 55.21 79.90  0.00  0.00  0.37   1.05e-03   1.01e-03   1.10e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7820  0.020   2.59     67
MS_1455.0+2232              4192   0.33   0.00 131.93 86.40 179.56  3.10  2.72  3.57  0.21  0.16  0.26   8.13e-03   6.61e-03   1.01e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.101   1.25    276
MS_1621.5+2640               546   0.21   0.00  0.00  0.00 122.85  6.05  3.67  8.54  0.35  0.16  0.56   1.71e-03   1.46e-03   3.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.039   1.12     73
MS_2053.7-0449              1667   0.16   0.00 581.09  5.54 1723.42  1.25  0.54  3.14  0.19  0.00 1000.00   1.13e-02   0.00e+00   5.70e-01  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.004   0.89     40
MS_2137.3-2353               928   0.28   0.00 167.64 81.39 261.52  3.21  2.45  4.39  0.22  0.14  0.31   6.56e-03   4.33e-03   1.04e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.088   0.95    127
OPHIUCHUS                   3200   2.89   0.00 38.84 19.19 59.72  7.58  6.62  8.71  0.28  0.21  0.37   6.85e-03   6.41e-03   7.38e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.296   1.24    259
PKS_0745-191                 508   0.80   0.00 74.46 60.35 88.98 79.90 72.83 79.90  5.72  4.45  7.27   5.18e-02   4.67e-02   5.70e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  2.906   2.43    284
PKS_0745-191                6103   0.80   0.00 25.33  2.19 49.18  8.78  7.54 10.44  0.29  0.21  0.38   3.36e-02   3.12e-02   3.63e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  1.259   1.05    263
RBS_0797                    2202   0.25   0.00 133.03 22.29 246.18  3.61  2.66  5.46  0.20  0.09  0.31   1.02e-02   6.15e-03   1.70e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.127   0.90     74
RX_J0647.7+7015             3584   0.16   0.00 174.50  4.93 346.34  3.47  2.41  5.80  0.14  0.05  0.28   8.10e-03   3.77e-03   1.80e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.057   1.03     74
RX_J0819.6+6336             2199   0.70   0.00  0.00  0.00 78.40  2.77  2.06  3.77  0.00  0.00  0.24   3.59e-03   2.36e-03   5.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.077   1.19     51
RX_J0820.9+0752             1647   0.75   0.00 54.80  0.00 185.60 79.90  9.26 79.90  3.97  0.00 25.62   4.51e-03   0.00e+00   7.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.229   1.00     25
RX_J1347.5-1145             3592   0.20   0.00 51.98 25.13 79.66  9.22  7.92 10.95  0.13  0.08  0.19   1.25e-02   1.13e-02   1.38e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.271   1.12    306
RX_J1347.5-1145              507   0.20   0.00 15.54  0.00 63.52 12.21  8.84 21.34  0.25  0.07  0.46   1.11e-02   9.97e-03   1.31e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.325   1.07    107
RX_J1423.8+2404             1657   0.17   0.00 540.82 278.83 851.27  1.78  1.23  2.87  0.10  0.00  0.25   2.42e-02   6.51e-03   1.08e-01  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.031   1.29     57
RX_J1423.8+2404             4195   0.17   0.00 317.72 191.29 458.95  1.83  1.41  2.41  0.23  0.14  0.36   1.28e-02   6.26e-03   2.88e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.030   1.03    240
