           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    2.24700E-02    3.49722E-03    1.82239E-03    1.12300E+01    1.78000E+00    2.64770E-23    3.54055E+01    1.92843E+01    2.12433E+01    1.15706E+01
    2.24700E-02    4.49300E-02    4.10159E-03    1.08848E-03    1.12300E+01    1.78000E+00    2.71149E-23    2.94784E+01    9.11211E+00    1.76870E+01    5.46726E+00
    4.49300E-02    6.74000E-02    4.31323E-03    6.62874E-04    1.12300E+01    1.78000E+00    2.77528E-23    2.73876E+01    6.04655E+00    1.64326E+01    3.62793E+00
    6.74000E-02    8.98700E-02    3.72254E-03    5.64282E-04    1.16646E+01    1.94088E+00    2.83908E-23    3.22208E+01    7.25246E+00    1.93325E+01    4.35148E+00
    8.98700E-02    1.12340E-01    3.78334E-03    4.28537E-04    1.21850E+01    2.13353E+00    2.90288E-23    3.23895E+01    6.75446E+00    1.94337E+01    4.05268E+00
    1.12340E-01    1.34800E-01    3.43658E-03    3.77197E-04    1.27053E+01    2.32615E+00    2.96667E-23    3.63809E+01    7.76603E+00    2.18285E+01    4.65962E+00
    1.34800E-01    1.57270E-01    3.61824E-03    2.99601E-04    1.32256E+01    2.51876E+00    3.03045E-23    3.52123E+01    7.31245E+00    2.11274E+01    4.38747E+00
    1.57270E-01    1.79740E-01    2.59049E-03    3.51513E-04    1.25260E+01    2.29964E+00    2.94906E-23    4.78663E+01    1.09276E+01    2.87198E+01    6.55654E+00
    1.79740E-01    2.02210E-01    2.99268E-03    2.54093E-04    1.15902E+01    2.00083E+00    2.83956E-23    3.98166E+01    7.65993E+00    2.38900E+01    4.59596E+00
    2.02210E-01    2.24670E-01    2.76117E-03    2.35495E-04    1.09628E+01    1.79972E+00    2.77688E-23    4.17403E+01    7.72189E+00    2.50442E+01    4.63314E+00
    2.24670E-01    2.47140E-01    2.67562E-03    2.04213E-04    1.10742E+01    1.83274E+00    2.82641E-23    4.27502E+01    7.79111E+00    2.56501E+01    4.67467E+00
    2.47140E-01    2.69610E-01    2.33749E-03    1.95087E-04    1.11857E+01    1.86576E+00    2.87595E-23    4.85754E+01    9.05999E+00    2.91452E+01    5.43599E+00
    2.69610E-01    2.92070E-01    2.08390E-03    1.87298E-04    1.10930E+01    1.88476E+00    2.86164E-23    5.43051E+01    1.04382E+01    3.25831E+01    6.26291E+00
    2.92070E-01    3.14540E-01    2.33845E-03    1.52943E-04    1.09702E+01    1.90169E+00    2.83793E-23    4.82580E+01    8.94116E+00    2.89548E+01    5.36469E+00
    3.14540E-01    3.37010E-01    1.26473E-03    2.54099E-04    1.05894E+01    1.79981E+00    2.78228E-23    8.78531E+01    2.31194E+01    5.27119E+01    1.38716E+01
    3.37010E-01    3.59480E-01    2.09660E-03    1.41716E-04    9.96036E+00    1.58356E+00    2.69590E-23    5.14445E+01    8.88747E+00    3.08667E+01    5.33248E+00
    3.59480E-01    3.81940E-01    1.49014E-03    1.76145E-04    9.33142E+00    1.36736E+00    2.60954E-23    7.00551E+01    1.31891E+01    4.20331E+01    7.91349E+00
    3.81940E-01    4.04410E-01    1.66228E-03    1.39001E-04    9.68211E+00    1.48404E+00    2.65370E-23    6.40763E+01    1.11879E+01    3.84458E+01    6.71273E+00
    4.04410E-01    4.26880E-01    1.42770E-03    1.49185E-04    1.00674E+01    1.61247E+00    2.70247E-23    7.61735E+01    1.45674E+01    4.57041E+01    8.74042E+00
    4.26880E-01    4.49350E-01    1.31927E-03    1.47504E-04    1.03365E+01    1.70594E+00    2.73176E-23    8.37297E+01    1.66913E+01    5.02378E+01    1.00148E+01
    4.49350E-01    4.71810E-01    1.62304E-03    1.07711E-04    1.02388E+01    1.68910E+00    2.69962E-23    6.82181E+01    1.21305E+01    4.09308E+01    7.27827E+00
    4.71810E-01    4.94280E-01    8.55951E-04    1.80702E-04    1.01411E+01    1.67225E+00    2.66748E-23    1.29663E+02    3.47344E+01    7.77980E+01    2.08406E+01
    4.94280E-01    5.16750E-01    1.39992E-03    1.05370E-04    1.00205E+01    1.66222E+00    2.64298E-23    7.90633E+01    1.44021E+01    4.74380E+01    8.64128E+00
    5.16750E-01    5.39210E-01    1.02699E-03    1.25385E-04    9.83916E+00    1.67034E+00    2.63890E-23    1.05987E+02    2.21626E+01    6.35922E+01    1.32976E+01
    5.39210E-01    5.61680E-01    1.09615E-03    1.09806E-04    9.65782E+00    1.67846E+00    2.63481E-23    9.76210E+01    1.95824E+01    5.85726E+01    1.17494E+01
    5.61680E-01    5.84150E-01    9.35109E-04    1.17344E-04    9.47645E+00    1.68658E+00    2.63072E-23    1.12458E+02    2.44897E+01    6.74750E+01    1.46938E+01
    5.84150E-01    6.06620E-01    6.70410E-04    1.51695E-04    9.33077E+00    1.65816E+00    2.59145E-23    1.56790E+02    4.51106E+01    9.40738E+01    2.70663E+01
    6.06620E-01    6.29080E-01    7.58761E-04    1.33279E-04    9.21114E+00    1.60312E+00    2.52656E-23    1.40269E+02    3.46850E+01    8.41614E+01    2.08110E+01
    6.29080E-01    6.51550E-01    6.57554E-04    1.44379E-04    9.09150E+00    1.54809E+00    2.46167E-23    1.63967E+02    4.55599E+01    9.83805E+01    2.73359E+01
    6.51550E-01    6.74020E-01    7.40044E-04    1.25311E-04    8.97184E+00    1.49305E+00    2.39677E-23    1.47666E+02    3.50583E+01    8.85999E+01    2.10350E+01
    6.74020E-01    6.96490E-01    7.81213E-04    1.11570E-04    8.72860E+00    1.41142E+00    2.35578E-23    1.38460E+02    2.98713E+01    8.30758E+01    1.79228E+01
    6.96490E-01    7.18950E-01    7.26790E-04    1.11967E-04    8.29981E+00    1.28989E+00    2.35074E-23    1.41820E+02    3.10345E+01    8.50921E+01    1.86207E+01
    7.18950E-01    7.41420E-01    7.37803E-04    1.06149E-04    7.87101E+00    1.16836E+00    2.34569E-23    1.32771E+02    2.74463E+01    7.96624E+01    1.64678E+01
    7.41420E-01    7.63890E-01    6.43585E-04    1.16259E-04    7.44212E+00    1.04680E+00    2.34065E-23    1.44224E+02    3.30198E+01    8.65345E+01    1.98119E+01
    7.63890E-01    7.86350E-01    5.88004E-04    1.19542E-04    7.03091E+00    9.30411E-01    2.33570E-23    1.49451E+02    3.62531E+01    8.96703E+01    2.17519E+01
    7.86350E-01    8.08820E-01    7.72764E-04    8.93181E-05    7.05419E+00    9.40995E-01    2.33312E-23    1.14221E+02    2.01605E+01    6.85328E+01    1.20963E+01
    8.08820E-01    8.31290E-01    7.18600E-04    9.08731E-05    7.07748E+00    9.51580E-01    2.33053E-23    1.23373E+02    2.27719E+01    7.40236E+01    1.36631E+01
    8.31290E-01    8.53760E-01    8.04298E-04    7.61581E-05    7.10076E+00    9.62166E-01    2.32795E-23    1.10713E+02    1.83017E+01    6.64277E+01    1.09810E+01
    8.53760E-01    8.76220E-01    6.74458E-04    8.38239E-05    7.12405E+00    9.72749E-01    2.32537E-23    1.32606E+02    2.44840E+01    7.95636E+01    1.46904E+01
    8.76220E-01    8.98690E-01    7.57404E-04    6.87678E-05    7.17612E+00    1.01612E+00    2.31935E-23    1.19256E+02    2.00596E+01    7.15535E+01    1.20357E+01
    8.98690E-01    9.21160E-01    4.25264E-04    1.06834E-04    7.29087E+00    1.13087E+00    2.30584E-23    2.17057E+02    6.40849E+01    1.30234E+02    3.84509E+01
    9.21160E-01    9.43630E-01    6.74183E-04    6.82566E-05    7.40563E+00    1.24563E+00    2.29234E-23    1.39891E+02    2.74633E+01    8.39343E+01    1.64780E+01
    9.43630E-01    9.66090E-01    4.81383E-04    8.66416E-05    7.52036E+00    1.36036E+00    2.27884E-23    2.00132E+02    5.10694E+01    1.20079E+02    3.06416E+01
