           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    3.04400E-02    4.96353E-03    8.12149E-04    8.03742E+00    1.54344E+00    2.45738E-23    1.92370E+01    4.85324E+00    1.15422E+01    2.91194E+00
    3.04400E-02    6.08700E-02    3.69117E-03    5.46983E-04    8.44407E+00    1.73423E+00    2.50568E-23    2.66530E+01    6.75009E+00    1.59918E+01    4.05005E+00
    6.08700E-02    9.13100E-02    3.30247E-03    5.72074E-04    8.85071E+00    1.92502E+00    2.55397E-23    3.06342E+01    8.51792E+00    1.83805E+01    5.11075E+00
    9.13100E-02    1.21750E-01    2.37428E-03    2.25089E-03    9.25741E+00    2.11585E+00    2.60228E-23    4.37409E+01    4.26558E+01    2.62446E+01    2.55935E+01
    1.21750E-01    1.52180E-01    2.15476E-03    4.04851E-03    9.66406E+00    2.30664E+00    2.65057E-23    4.93974E+01    9.35572E+01    2.96385E+01    5.61343E+01
    1.52180E-01    1.82620E-01    1.70481E-03    1.15914E-03    1.00707E+01    2.49744E+00    2.69887E-23    6.38977E+01    4.62451E+01    3.83386E+01    2.77471E+01
    1.82620E-01    2.13060E-01    1.31013E-03    1.35466E-03    1.04774E+01    2.68826E+00    2.74717E-23    8.49840E+01    9.05375E+01    5.09904E+01    5.43225E+01
    2.13060E-01    2.43490E-01    1.12253E-03    2.51378E-03    1.08840E+01    2.87905E+00    2.79547E-23    1.01256E+02    2.28328E+02    6.07537E+01    1.36997E+02
    2.43490E-01    2.73930E-01    9.41156E-04    1.14601E-03    1.06983E+01    2.85506E+00    2.75885E-23    1.20284E+02    1.49942E+02    7.21703E+01    8.99649E+01
    2.73930E-01    3.04370E-01    9.07471E-04    5.72333E-04    1.03977E+01    2.78946E+00    2.70578E-23    1.23622E+02    8.47280E+01    7.41735E+01    5.08368E+01
    3.04370E-01    3.34810E-01    7.91455E-04    1.30223E-03    1.00972E+01    2.72387E+00    2.65271E-23    1.40401E+02    2.34094E+02    8.42404E+01    1.40457E+02
    3.34810E-01    3.65240E-01    7.04850E-04    4.55094E-04    9.79672E+00    2.65829E+00    2.59965E-23    1.56082E+02    1.09314E+02    9.36493E+01    6.55884E+01
    3.65240E-01    3.95680E-01    5.99728E-04    6.11626E-04    9.49624E+00    2.59271E+00    2.54659E-23    1.81519E+02    1.91640E+02    1.08912E+02    1.14984E+02
    3.95680E-01    4.26120E-01    5.26322E-04    4.85228E-04    9.19572E+00    2.52712E+00    2.49352E-23    2.04553E+02    1.96782E+02    1.22732E+02    1.18069E+02
    4.26120E-01    4.56550E-01    4.66363E-04    4.10987E-04    8.89524E+00    2.46154E+00    2.44046E-23    2.28163E+02    2.10751E+02    1.36898E+02    1.26451E+02
    4.56550E-01    4.86990E-01    3.41026E-04    5.27469E-04    8.59476E+00    2.39596E+00    2.38739E-23    3.08181E+02    4.84347E+02    1.84908E+02    2.90608E+02
    4.86990E-01    5.17430E-01    2.79034E-04    5.45362E-04    8.31787E+00    2.38774E+00    2.34925E-23    3.70433E+02    7.31766E+02    2.22260E+02    4.39059E+02
    5.17430E-01    5.47860E-01    2.77428E-04    3.58786E-04    8.06970E+00    2.44912E+00    2.32921E-23    3.64571E+02    4.84293E+02    2.18743E+02    2.90576E+02
    5.47860E-01    5.78300E-01    3.39191E-04    2.30318E-03    7.82152E+00    2.51051E+00    2.30917E-23    2.91524E+02    1.98172E+03    1.74914E+02    1.18903E+03
    5.78300E-01    6.08740E-01    2.80551E-04    4.17430E-04    7.57331E+00    2.57190E+00    2.28913E-23    3.44260E+02    5.25396E+02    2.06556E+02    3.15237E+02
    6.08740E-01    6.39170E-01    2.62997E-04    4.44057E-04    7.32514E+00    2.63329E+00    2.26909E-23    3.58341E+02    6.18602E+02    2.15005E+02    3.71161E+02
    6.39170E-01    6.69610E-01    2.21569E-04    3.11408E-04    7.07697E+00    2.69467E+00    2.24905E-23    4.14593E+02    6.03702E+02    2.48756E+02    3.62221E+02
    6.69610E-01    7.00050E-01    2.61148E-04    3.28474E-04    6.82876E+00    2.75607E+00    2.22901E-23    3.42473E+02    4.52397E+02    2.05484E+02    2.71438E+02
    7.00050E-01    7.30480E-01    1.81704E-04    3.68780E-04    6.58058E+00    2.81745E+00    2.20897E-23    4.78622E+02    9.92773E+02    2.87173E+02    5.95664E+02
    7.30480E-01    7.60920E-01    1.80124E-04    4.47507E-04    6.33241E+00    2.87884E+00    2.18894E-23    4.68865E+02    1.18421E+03    2.81319E+02    7.10525E+02
    7.60920E-01    7.91360E-01    1.33827E-04    3.62786E-04    6.08420E+00    2.94023E+00    2.16890E-23    6.11934E+02    1.68502E+03    3.67160E+02    1.01101E+03
    7.91360E-01    8.21790E-01    1.26301E-04    3.63439E-04    5.83603E+00    3.00162E+00    2.14886E-23    6.27750E+02    1.83502E+03    3.76650E+02    1.10101E+03
    8.21790E-01    8.52230E-01    1.44736E-04    2.90435E-04    5.58786E+00    3.06300E+00    2.12882E-23    5.29436E+02    1.10132E+03    3.17662E+02    6.60792E+02
    8.52230E-01    8.82670E-01    1.63597E-04    4.83824E-04    5.33964E+00    3.12440E+00    2.10878E-23    4.51845E+02    1.36220E+03    2.71107E+02    8.17318E+02
    8.82670E-01    9.13100E-01    1.68545E-04    2.03999E-04    5.09147E+00    3.18578E+00    2.08874E-23    4.22208E+02    5.75268E+02    2.53325E+02    3.45161E+02
