MS_1006.0+1202
Cosmology      70.0000     0.300000     0.700000
Number of MC iterations:    5000
Source FITS files: /Volumes/GALACTUS//925/reprocessed/925_sbprof_10pix.fits
       #RIN_MPC       ROUT_MPC   N_elec(cm-3)       Sigma_Ne     K(KeV cm2)K_flat(KeV cm2)          K_err              P         P_flat          P_err           Mgas           Merr
        0.57875        0.59628    5.19976E-04    4.72321E-04      830.83933      830.83933      545.05896    2.79354E-03    2.79354E-03    2.63360E-03   -3.77544E+15   -6.98603E+14
        0.56121        0.57875    2.00918E-04    4.08706E-04     1580.38040     1580.38040     2179.12935    1.08925E-03    1.08925E-03    2.23233E-03    2.56339E+15    4.68772E+14
        0.54367        0.56121    3.96376E-04    1.59061E-04     1013.76319     1013.76319      368.75995    2.16828E-03    2.16828E-03    1.02112E-03           -NaN           -NaN
        0.52613        0.54367    5.99030E-04    2.07492E-04      776.67835      776.67835      260.70749    3.30615E-03    3.30615E-03    1.40006E-03           -NaN           -NaN
        0.50860        0.52613            NaN    1.43868E-04            NaN            NaN            NaN            NaN            NaN            NaN           -NaN           -NaN
        0.49106        0.50860    6.91972E-04    1.19658E-04      720.53733      720.53733      192.24849    3.90066E-03    3.90066E-03    1.15581E-03           -NaN           -NaN
        0.47352        0.49106    5.46251E-04    4.28137E-04      854.85300      854.85300      491.98221    3.12041E-03    3.12041E-03    2.55892E-03           -NaN           -NaN
        0.45598        0.47352    5.65717E-04    2.27004E-04      846.15265      846.15265      305.14429    3.27426E-03    3.27426E-03    1.53403E-03           -NaN           -NaN
        0.43844        0.45598    6.94331E-04    2.91804E-04      747.75381      747.75381      277.04471    4.07101E-03    4.07101E-03    1.97516E-03           -NaN           -NaN
        0.42091        0.43844    7.36922E-04    3.87711E-04      727.89919      727.89919      310.59636    4.37630E-03    4.37630E-03    2.53620E-03           -NaN           -NaN
        0.40337        0.42091    8.64743E-04    1.71509E-04      662.58342      662.58342      183.62661    5.20058E-03    5.20058E-03    1.63350E-03           -NaN           -NaN
        0.38583        0.40337    8.37360E-04    3.49354E-04      685.43824      685.43824      253.65713    5.09904E-03    5.09904E-03    2.46474E-03           -NaN           -NaN
        0.36829        0.38583    8.07464E-04    3.00805E-04      710.94986      710.94986      247.84152    4.97787E-03    4.97787E-03    2.21851E-03           -NaN           -NaN
        0.35076        0.36829    7.70237E-04    3.19747E-04      742.65049      742.65049      274.57187    4.80645E-03    4.80645E-03    2.31725E-03           -NaN           -NaN
        0.33322        0.35076    8.53503E-04    1.66476E-04      701.90806      701.90806      195.09652    5.39041E-03    5.39041E-03    1.69084E-03           -NaN           -NaN
        0.31568        0.33322    1.28197E-03    2.11315E-04      538.65457      538.65457      144.40404    8.14900E-03    8.14900E-03    2.40310E-03           -NaN           -NaN
        0.29814        0.31568    7.17263E-04    2.34717E-04      773.38953      773.38953      247.18260    4.44491E-03    4.44491E-03    1.78706E-03           -NaN           -NaN
        0.28060        0.29814    1.50904E-03    2.52089E-04      458.89997      458.89997      113.99406    9.11073E-03    9.11073E-03    2.53156E-03           -NaN           -NaN
        0.26307        0.28060    1.30683E-03    2.05826E-04      491.74270      491.74270      115.40523    7.68129E-03    7.68129E-03    2.01565E-03           -NaN           -NaN
        0.24553        0.26307    1.70712E-03    2.75053E-04      400.32989      400.32989       89.84469    9.76167E-03    9.76167E-03    2.48472E-03           -NaN           -NaN
        0.22799        0.24553    9.57301E-04    3.85627E-04      572.26916      572.26916      186.12802    5.32126E-03    5.32126E-03    2.35543E-03           -NaN           -NaN
        0.21045        0.22799    1.69279E-03    7.25059E-04      380.11192      380.11192      126.14577    9.13937E-03    9.13937E-03    4.20864E-03           -NaN           -NaN
        0.19292        0.21045    1.55847E-03    2.18675E-04      395.76362      395.76362       72.95228    8.29085E-03    8.29085E-03    1.75712E-03           -NaN           -NaN
        0.17538        0.19292    2.09738E-03    4.40770E-04      330.42523      330.42523       70.01592    1.13554E-02    1.13554E-02    2.99222E-03           -NaN           -NaN
        0.15784        0.17538    2.52700E-03    2.25233E-04      296.90292      296.90292       50.42489    1.39194E-02    1.39194E-02    2.53845E-03           -NaN           -NaN
        0.14030        0.15784    2.23692E-03    6.24848E-04      327.55403      327.55403       80.25612    1.25323E-02    1.25323E-02    4.02953E-03           -NaN           -NaN
        0.12276        0.14030    3.19991E-03    3.36537E-04      262.34126      262.34126       45.67239    1.82290E-02    1.82290E-02    3.48046E-03           -NaN           -NaN
        0.10523        0.12276    2.88796E-03    2.39930E-04      285.55414      285.55414       48.20610    1.67240E-02    1.67240E-02    3.00722E-03           -NaN           -NaN
        0.08769        0.10523    4.25528E-03    5.51040E-04      224.11555      222.01539       40.35624    2.50430E-02    2.48083E-02    5.11643E-03           -NaN           -NaN
        0.07015        0.08769    3.51403E-03    2.23178E-04      258.69277      252.23074       41.70000    2.10117E-02    2.04868E-02    3.53001E-03           -NaN           -NaN
        0.05261        0.07015    5.25328E-03    2.85086E-04      200.98220      192.92201       31.62222    3.19062E-02    3.06266E-02    5.18330E-03           -NaN           -NaN
        0.03508        0.05261    4.94269E-03    2.66659E-04      212.56265      200.92137       32.95013    3.04855E-02    2.88159E-02    4.88208E-03           -NaN           -NaN
        0.01754        0.03508    7.44041E-03    2.08615E-04      164.30415      152.96921       24.59412    4.65918E-02    4.33776E-02    7.04182E-03   -3.36022E+12   -3.65965E+11
        0.00000        0.01754    5.58636E-03    1.51216E-04      201.88894      185.17513       29.76292    3.55081E-02    3.25685E-02    5.28348E-03   -1.70539E+12   -1.82982E+11
