           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    5.31000E-03    7.72818E-02    7.01859E-04    1.85307E+00    8.00388E-02    1.39443E-23    5.01998E-01    2.21566E-02    3.01199E-01    1.32940E-02
    5.31000E-03    1.06100E-02    4.40603E-02    9.16300E-04    2.00657E+00    1.07590E-01    1.45693E-23    9.12538E-01    5.24806E-02    5.47523E-01    3.14883E-02
    1.06100E-02    1.59200E-02    4.13473E-02    8.63421E-04    2.16007E+00    1.35141E-01    1.51943E-23    1.00374E+00    6.62029E-02    6.02246E-01    3.97218E-02
    1.59200E-02    2.12200E-02    3.33309E-02    7.98933E-04    2.31357E+00    1.62692E-01    1.58193E-23    1.28094E+00    9.51659E-02    7.68566E-01    5.70996E-02
    2.12200E-02    2.65300E-02    2.92712E-02    8.62356E-04    2.39867E+00    1.76224E-01    1.59987E-23    1.49531E+00    1.18360E-01    8.97184E-01    7.10159E-02
    2.65300E-02    3.18400E-02    2.25475E-02    7.56703E-04    2.36817E+00    1.66057E-01    1.54242E-23    1.98790E+00    1.54535E-01    1.19274E+00    9.27211E-02
    3.18400E-02    3.71400E-02    2.17631E-02    7.73678E-04    2.39176E+00    1.65447E-01    1.51655E-23    2.11555E+00    1.64535E-01    1.26933E+00    9.87209E-02
    3.71400E-02    4.24500E-02    1.94949E-02    7.90811E-04    2.49522E+00    1.78941E-01    1.53724E-23    2.43068E+00    2.00268E-01    1.45841E+00    1.20161E-01
    4.24500E-02    4.77500E-02    1.46117E-02    7.13171E-04    2.58474E+00    1.90677E-01    1.56032E-23    3.30968E+00    2.92758E-01    1.98581E+00    1.75655E-01
    4.77500E-02    5.30600E-02    1.41551E-02    6.12152E-04    2.61098E+00    1.94425E-01    1.59420E-23    3.37777E+00    2.90865E-01    2.02666E+00    1.74519E-01
    5.30600E-02    5.83700E-02    1.20727E-02    6.92763E-04    2.63724E+00    1.98177E-01    1.62812E-23    3.91690E+00    3.70341E-01    2.35014E+00    2.22205E-01
    5.83700E-02    6.36700E-02    9.76353E-03    5.69045E-04    2.65137E+00    1.95888E-01    1.63152E-23    4.85907E+00    4.57254E-01    2.91544E+00    2.74352E-01
