           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    7.92000E-03    2.47295E-02    4.17616E-04    6.01110E+00    2.43007E-01    2.21549E-23    3.20297E+00    1.40328E-01    1.92178E+00    8.41965E-02
    7.92000E-03    1.18800E-02    2.41271E-02    4.72952E-04    6.11876E+00    2.74515E-01    2.21216E-23    3.34677E+00    1.63858E-01    2.00806E+00    9.83148E-02
    1.18800E-02    1.58400E-02    2.21323E-02    5.23398E-04    6.19053E+00    2.95521E-01    2.20993E-23    3.69492E+00    1.96844E-01    2.21695E+00    1.18106E-01
    1.58400E-02    1.98000E-02    2.17348E-02    5.16840E-04    6.26230E+00    3.16527E-01    2.20771E-23    3.80995E+00    2.12820E-01    2.28597E+00    1.27692E-01
    1.98000E-02    2.37700E-02    1.90134E-02    5.66175E-04    6.33416E+00    3.37559E-01    2.20548E-23    4.40970E+00    2.69199E-01    2.64582E+00    1.61519E-01
    2.37700E-02    2.77300E-02    1.78969E-02    5.81243E-04    6.40602E+00    3.58591E-01    2.20326E-23    4.74273E+00    3.06933E-01    2.84564E+00    1.84160E-01
    2.77300E-02    3.16900E-02    1.71160E-02    5.27544E-04    6.47779E+00    3.79597E-01    2.20103E-23    5.01974E+00    3.32362E-01    3.01184E+00    1.99417E-01
    3.16900E-02    3.56500E-02    1.60095E-02    5.53988E-04    6.54956E+00    4.00603E-01    2.19881E-23    5.43163E+00    3.81707E-01    3.25898E+00    2.29024E-01
    3.56500E-02    3.96100E-02    1.60040E-02    5.56425E-04    6.62133E+00    4.21608E-01    2.19659E-23    5.49859E+00    3.98912E-01    3.29916E+00    2.39347E-01
    3.96100E-02    4.35700E-02    1.46004E-02    5.74364E-04    6.53174E+00    4.22904E-01    2.18860E-23    5.96733E+00    4.52086E-01    3.58040E+00    2.71252E-01
    4.35700E-02    4.75300E-02    1.40087E-02    5.44994E-04    6.33481E+00    4.11089E-01    2.17679E-23    6.06461E+00    4.58859E-01    3.63877E+00    2.75315E-01
    4.75300E-02    5.14900E-02    1.31918E-02    5.33109E-04    6.16408E+00    3.99769E-01    2.16898E-23    6.28914E+00    4.80585E-01    3.77348E+00    2.88351E-01
    5.14900E-02    5.54500E-02    1.25855E-02    4.80466E-04    6.39289E+00    3.96018E-01    2.22236E-23    6.67261E+00    4.85535E-01    4.00357E+00    2.91321E-01
    5.54500E-02    5.94100E-02    1.17467E-02    5.18206E-04    6.62171E+00    3.92267E-01    2.27574E-23    7.23128E+00    5.34110E-01    4.33877E+00    3.20466E-01
    5.94100E-02    6.33700E-02    1.09786E-02    4.91950E-04    6.71103E+00    3.97420E-01    2.29418E-23    7.77853E+00    5.77647E-01    4.66712E+00    3.46588E-01
    6.33700E-02    6.73300E-02    1.02778E-02    4.30811E-04    6.58725E+00    4.16175E-01    2.25926E-23    8.28172E+00    6.27915E-01    4.96903E+00    3.76749E-01
    6.73300E-02    7.13000E-02    9.68738E-03    5.02581E-04    6.46330E+00    4.34954E-01    2.22430E-23    8.75667E+00    7.44073E-01    5.25401E+00    4.46444E-01
    7.13000E-02    7.52600E-02    9.30792E-03    4.71957E-04    6.74434E+00    4.57303E-01    2.25663E-23    9.37368E+00    7.93645E-01    5.62421E+00    4.76187E-01
    7.52600E-02    7.92200E-02    9.03266E-03    4.51192E-04    7.17365E+00    4.80935E-01    2.31362E-23    1.00211E+01    8.37811E-01    6.01266E+00    5.02687E-01
    7.92200E-02    8.31800E-02    8.81653E-03    4.72223E-04    7.49032E+00    5.03806E-01    2.35676E-23    1.05237E+01    9.04848E-01    6.31425E+00    5.42909E-01
    8.31800E-02    8.71400E-02    8.21595E-03    4.28818E-04    7.33671E+00    5.23498E-01    2.34207E-23    1.11308E+01    9.84020E-01    6.67849E+00    5.90412E-01
    8.71400E-02    9.11000E-02    7.82595E-03    5.29276E-04    7.18311E+00    5.43191E-01    2.32738E-23    1.15131E+01    1.16802E+00    6.90785E+00    7.00812E-01
    9.11000E-02    9.50600E-02    7.50766E-03    4.09454E-04    7.14472E+00    5.30367E-01    2.32711E-23    1.19384E+01    1.09968E+00    7.16306E+00    6.59811E-01
    9.50600E-02    9.90200E-02    7.50657E-03    4.34194E-04    7.16723E+00    5.00358E-01    2.33446E-23    1.19401E+01    1.08250E+00    7.16404E+00    6.49498E-01
    9.90200E-02    1.02980E-01    7.21981E-03    3.74828E-04    7.18974E+00    4.70350E-01    2.34181E-23    1.24142E+01    1.03679E+00    7.44851E+00    6.22076E-01
    1.02980E-01    1.06940E-01    7.01384E-03    4.43251E-04    7.27408E+00    4.85570E-01    2.34311E-23    1.29215E+01    1.18778E+00    7.75289E+00    7.12669E-01
    1.06940E-01    1.10900E-01    6.86950E-03    3.54779E-04    7.35915E+00    5.01325E-01    2.34434E-23    1.33403E+01    1.14041E+00    8.00417E+00    6.84249E-01
    1.10900E-01    1.14870E-01    6.64015E-03    4.89749E-04    7.44433E+00    5.17099E-01    2.34557E-23    1.39535E+01    1.41371E+00    8.37209E+00    8.48224E-01
    1.14870E-01    1.18830E-01    6.47790E-03    3.45579E-04    7.57264E+00    5.38774E-01    2.35374E-23    1.44990E+01    1.28934E+00    8.69941E+00    7.73606E-01
    1.18830E-01    1.22790E-01    6.13986E-03    4.13877E-04    7.71049E+00    5.61749E-01    2.36345E-23    1.55117E+01    1.53963E+00    9.30703E+00    9.23778E-01
    1.22790E-01    1.26750E-01    6.01019E-03    3.46507E-04    7.84834E+00    5.84724E-01    2.37317E-23    1.60637E+01    1.51328E+00    9.63820E+00    9.07966E-01
    1.26750E-01    1.30710E-01    5.92166E-03    4.05503E-04    7.80111E+00    6.17307E-01    2.36809E-23    1.62405E+01    1.69951E+00    9.74429E+00    1.01971E+00
    1.30710E-01    1.34670E-01    5.33462E-03    3.31710E-04    7.69871E+00    6.52755E-01    2.35860E-23    1.78626E+01    1.87815E+00    1.07176E+01    1.12689E+00
    1.34670E-01    1.38630E-01    5.34552E-03    4.01197E-04    7.60525E+00    6.67850E-01    2.35266E-23    1.76542E+01    2.03937E+00    1.05925E+01    1.22362E+00
    1.38630E-01    1.42590E-01    5.05211E-03    3.57794E-04    7.54148E+00    6.15335E-01    2.35855E-23    1.84766E+01    1.99625E+00    1.10860E+01    1.19775E+00
    1.42590E-01    1.46550E-01    5.42503E-03    3.86662E-04    7.47771E+00    5.62820E-01    2.36444E-23    1.70185E+01    1.76410E+00    1.02111E+01    1.05846E+00
    1.46550E-01    1.50510E-01    5.09002E-03    3.35943E-04    7.55334E+00    5.57817E-01    2.36684E-23    1.83035E+01    1.81287E+00    1.09821E+01    1.08772E+00
    1.50510E-01    1.54470E-01    5.26533E-03    3.59977E-04    7.73609E+00    5.89325E-01    2.36656E-23    1.81243E+01    1.85518E+00    1.08746E+01    1.11311E+00
    1.54470E-01    1.58430E-01    4.67419E-03    3.22506E-04    7.91884E+00    6.20834E-01    2.36627E-23    2.09013E+01    2.18288E+00    1.25408E+01    1.30973E+00
    1.58430E-01    1.62400E-01    4.89246E-03    3.52475E-04    8.00549E+00    6.36131E-01    2.36881E-23    2.01657E+01    2.16297E+00    1.20994E+01    1.29778E+00
    1.62400E-01    1.66360E-01    4.47298E-03    3.04337E-04    7.94305E+00    6.26271E-01    2.37571E-23    2.18213E+01    2.27255E+00    1.30928E+01    1.36353E+00
