           #rin           rout          nelec         ne_err             tx         tx_err         lambda          5/2tc         tc_err          3/2tc         tc_err
           #Mpc            Mpc          cm^-3          cm^-3            keV            keV       e cm^3/s            Gyr            Gyr            Gyr            Gyr
    0.00000E+00    6.85000E-03    1.27734E-01    1.55629E-04    4.18000E+00    1.10000E-01    2.40840E-23    3.96666E-01    1.04498E-02    2.37999E-01    6.26986E-03
    6.85000E-03    1.37000E-02    6.46807E-02    2.02627E-04    5.38728E+00    2.20470E-01    2.33280E-23    1.04232E+00    4.27809E-02    6.25392E-01    2.56685E-02
    1.37000E-02    2.05500E-02    4.81561E-02    2.15522E-04    5.75001E+00    2.28751E-01    2.35159E-23    1.48231E+00    5.93424E-02    8.89387E-01    3.56055E-02
    2.05500E-02    2.74100E-02    3.75696E-02    2.10121E-04    6.24614E+00    2.83863E-01    2.38660E-23    2.03367E+00    9.31197E-02    1.22020E+00    5.58718E-02
    2.74100E-02    3.42600E-02    3.20629E-02    2.25936E-04    6.38789E+00    3.25781E-01    2.32113E-23    2.50576E+00    1.29007E-01    1.50345E+00    7.74044E-02
    3.42600E-02    4.11100E-02    2.72220E-02    2.15924E-04    6.99500E+00    3.48438E-01    2.44126E-23    3.07282E+00    1.54993E-01    1.84369E+00    9.29958E-02
    4.11100E-02    4.79600E-02    2.38429E-02    2.14714E-04    6.95548E+00    3.51329E-01    2.39374E-23    3.55774E+00    1.82539E-01    2.13465E+00    1.09524E-01
    4.79600E-02    5.48100E-02    2.09091E-02    2.02885E-04    7.18446E+00    3.77988E-01    2.42784E-23    4.13163E+00    2.21039E-01    2.47898E+00    1.32623E-01
    5.48100E-02    6.16600E-02    1.89302E-02    2.07162E-04    7.16528E+00    3.91797E-01    2.39427E-23    4.61518E+00    2.57362E-01    2.76911E+00    1.54417E-01
    6.16600E-02    6.85100E-02    1.64507E-02    1.97346E-04    7.06734E+00    3.63458E-01    2.38900E-23    5.24975E+00    2.77231E-01    3.14985E+00    1.66339E-01
    6.85100E-02    7.53600E-02    1.50154E-02    1.93704E-04    7.62124E+00    4.48410E-01    2.43088E-23    6.09548E+00    3.67158E-01    3.65729E+00    2.20295E-01
    7.53600E-02    8.22200E-02    1.33231E-02    1.86501E-04    7.48689E+00    4.20802E-01    2.48599E-23    6.59902E+00    3.82230E-01    3.95941E+00    2.29338E-01
    8.22200E-02    8.90700E-02    1.28908E-02    1.91597E-04    7.83286E+00    4.40000E-01    2.52578E-23    7.02309E+00    4.08088E-01    4.21385E+00    2.44853E-01
    8.90700E-02    9.59200E-02    1.09776E-02    1.75740E-04    7.57228E+00    4.45560E-01    2.43550E-23    8.26826E+00    5.04197E-01    4.96096E+00    3.02518E-01
    9.59200E-02    1.02770E-01    1.05465E-02    1.65637E-04    7.63000E+00    4.23944E-01    2.47066E-23    8.54844E+00    4.93585E-01    5.12906E+00    2.96151E-01
    1.02770E-01    1.09620E-01    9.53486E-03    1.68728E-04    7.63181E+00    4.66380E-01    2.48418E-23    9.40618E+00    5.98426E-01    5.64371E+00    3.59056E-01
    1.09620E-01    1.16470E-01    8.78146E-03    1.61893E-04    7.96151E+00    4.83843E-01    2.46965E-23    1.07171E+01    6.80617E-01    6.43026E+00    4.08370E-01
    1.16470E-01    1.23320E-01    7.84764E-03    1.56502E-04    8.20563E+00    5.04425E-01    2.52854E-23    1.20722E+01    7.80189E-01    7.24331E+00    4.68113E-01
    1.23320E-01    1.30170E-01    7.37974E-03    1.61858E-04    8.28953E+00    5.19306E-01    2.57655E-23    1.27272E+01    8.44763E-01    7.63634E+00    5.06858E-01
    1.30170E-01    1.37030E-01    7.09713E-03    1.52785E-04    8.66532E+00    6.17351E-01    2.55393E-23    1.39565E+01    1.03872E+00    8.37390E+00    6.23230E-01
    1.37030E-01    1.43880E-01    6.45567E-03    1.34814E-04    8.39206E+00    5.60542E-01    2.51411E-23    1.50948E+01    1.05637E+00    9.05686E+00    6.33824E-01
    1.43880E-01    1.50730E-01    5.76658E-03    1.50197E-04    8.11821E+00    4.97417E-01    2.51997E-23    1.63091E+01    1.08583E+00    9.78546E+00    6.51497E-01
    1.50730E-01    1.57580E-01    5.78783E-03    1.34106E-04    8.09778E+00    5.34452E-01    2.49051E-23    1.64001E+01    1.14717E+00    9.84006E+00    6.88300E-01
    1.57580E-01    1.64430E-01    5.54733E-03    1.30841E-04    7.96063E+00    5.29019E-01    2.42191E-23    1.72977E+01    1.21977E+00    1.03786E+01    7.31860E-01
    1.64430E-01    1.71280E-01    5.03470E-03    1.27881E-04    7.91709E+00    5.05037E-01    2.41258E-23    1.90280E+01    1.30649E+00    1.14168E+01    7.83897E-01
    1.71280E-01    1.78130E-01    4.88476E-03    1.25988E-04    8.30528E+00    5.65677E-01    2.50274E-23    1.98326E+01    1.44441E+00    1.18995E+01    8.66649E-01
    1.78130E-01    1.84990E-01    4.64824E-03    1.26565E-04    8.68687E+00    5.98859E-01    2.50647E-23    2.17669E+01    1.61338E+00    1.30601E+01    9.68026E-01
    1.84990E-01    1.91840E-01    4.24987E-03    1.30605E-04    8.74348E+00    6.21742E-01    2.52059E-23    2.38282E+01    1.84587E+00    1.42969E+01    1.10752E+00
    1.91840E-01    1.98690E-01    4.09209E-03    1.20341E-04    8.66980E+00    6.11011E-01    2.54574E-23    2.42959E+01    1.85536E+00    1.45775E+01    1.11322E+00
    1.98690E-01    2.05540E-01    4.25274E-03    1.37231E-04    8.55069E+00    5.96436E-01    2.55090E-23    2.30103E+01    1.76847E+00    1.38062E+01    1.06108E+00
    2.05540E-01    2.12390E-01    3.56590E-03    1.16723E-04    8.48626E+00    6.17914E-01    2.49485E-23    2.78475E+01    2.22314E+00    1.67085E+01    1.33389E+00
    2.12390E-01    2.19240E-01    3.77974E-03    1.40748E-04    8.02868E+00    5.64357E-01    2.39759E-23    2.58637E+01    2.05737E+00    1.55182E+01    1.23442E+00
    2.19240E-01    2.26090E-01    3.56711E-03    1.15760E-04    7.91553E+00    5.41616E-01    2.39724E-23    2.70231E+01    2.04646E+00    1.62139E+01    1.22788E+00
    2.26090E-01    2.32940E-01    3.36850E-03    1.18049E-04    8.28960E+00    5.67867E-01    2.52455E-23    2.84574E+01    2.18972E+00    1.70745E+01    1.31383E+00
    2.32940E-01    2.39800E-01    3.32192E-03    1.19322E-04    7.93011E+00    5.14302E-01    2.51919E-23    2.76638E+01    2.05091E+00    1.65983E+01    1.23055E+00
    2.39800E-01    2.46650E-01    3.15242E-03    1.07332E-04    7.78973E+00    4.98288E-01    2.50580E-23    2.87882E+01    2.08611E+00    1.72729E+01    1.25167E+00
    2.46650E-01    2.53500E-01    2.82573E-03    1.07390E-04    8.41973E+00    6.03289E-01    2.50248E-23    3.47601E+01    2.81928E+00    2.08560E+01    1.69157E+00
    2.53500E-01    2.60350E-01    2.92352E-03    1.07897E-04    8.47689E+00    6.19851E-01    2.48161E-23    3.41099E+01    2.79388E+00    2.04659E+01    1.67633E+00
    2.60350E-01    2.67200E-01    2.48609E-03    1.02306E-04    8.07500E+00    5.65540E-01    2.44669E-23    3.87552E+01    3.14812E+00    2.32531E+01    1.88887E+00
